variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm,requested_top_n,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm,random_draw_index
stage064_A_random_1y_022_20220328,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_022_20220328,random_1y_022_20220328,2022-03-28 random independent start to 2023-03-27,random_1y,2022-03-28,2023-03-27,150000.0,150000.0,0.4,243,124590.0,-16.940000000000012,-16.992924453942738,-38.22871704196786,28.753418056447785,-0.2061234555566695,99950.0,69.12503082614056,42.876383809151584,0,0,0,3000.0,48.0,41.23711340206185,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,124590.0,-16.940000000000012,-16.992924453942738,-38.22871704196786,-0.2061234555566695,99950.0,69.12503082614056,42.876383809151584,0.8305999999999999,,,,,2022-03,2022-03,2022,3,0,1,1,0,0,0,A,A,8,random_1y_022_20220328,1,2022-03-28,2023-03-27,1,0,A,22
stage064_B_random_1y_022_20220328,B: Top9+fu（10品种）,stage064_B_random_1y_022_20220328,random_1y_022_20220328,2022-03-28 random independent start to 2023-03-27,random_1y,2022-03-28,2023-03-27,150000.0,150000.0,0.4,243,145260.0,-3.159999999999996,-3.170677768497354,-39.38535443739607,28.969264702416144,0.1501254110864826,98420.0,69.94980893706621,48.21550898692584,0,0,0,3380.0,55.0,45.28301886792453,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,145260.0,-3.159999999999996,-3.170677768497354,-39.38535443739607,0.1501254110864826,98420.0,69.94980893706621,48.21550898692584,0.9684,,,,,2022-03,2022-03,2022,3,0,1,1,0,0,0,B,B,9,random_1y_022_20220328,1,2022-03-28,2023-03-27,1,0,B,22
stage064_C_random_1y_022_20220328,C: Top10+fu（11品种）,stage064_C_random_1y_022_20220328,random_1y_022_20220328,2022-03-28 random independent start to 2023-03-27,random_1y,2022-03-28,2023-03-27,150000.0,150000.0,0.4,243,145820.0,-2.7866666666666706,-2.796101213411817,-41.26378025497321,30.164377264330756,0.1675261081192736,95370.0,73.04881505008551,44.87319680904531,0,0,0,3830.0,67.0,41.269841269841265,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,145820.0,-2.7866666666666706,-2.796101213411817,-41.26378025497321,0.1675261081192736,95370.0,73.04881505008551,44.87319680904531,0.9721333333333332,,,,,2022-03,2022-03,2022,3,0,1,1,0,1,0,C,C,10,random_1y_022_20220328,1,2022-03-28,2023-03-27,1,0,C,22
stage064_A_random_1y_023_20181102,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_023_20181102,random_1y_023_20181102,2018-11-02 random independent start to 2019-11-01,random_1y,2018-11-02,2019-11-01,150000.0,150000.0,0.4,243,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,8.50806268163004,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,0,0,0,5330.0,62.0,45.45454545454545,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,1.006780666666667,,,,,2018-11,2018-11,2018,11,1,1,1,0,0,0,A,A,8,random_1y_023_20181102,1,2018-11-02,2019-11-01,1,0,A,23
stage064_B_random_1y_023_20181102,B: Top9+fu（10品种）,stage064_B_random_1y_023_20181102,random_1y_023_20181102,2018-11-02 random independent start to 2019-11-01,random_1y,2018-11-02,2019-11-01,150000.0,150000.0,0.4,243,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,8.50806268163004,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,0,0,0,5330.0,62.0,45.45454545454545,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,1.006780666666667,,,,,2018-11,2018-11,2018,11,1,1,1,0,0,0,B,B,9,random_1y_023_20181102,1,2018-11-02,2019-11-01,1,0,B,23
stage064_C_random_1y_023_20181102,C: Top10+fu（11品种）,stage064_C_random_1y_023_20181102,random_1y_023_20181102,2018-11-02 random independent start to 2019-11-01,random_1y,2018-11-02,2019-11-01,150000.0,150000.0,0.4,243,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,8.50806268163004,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,0,0,0,5330.0,62.0,45.45454545454545,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,151017.10000000003,0.678066666666699,0.680403096113058,-18.865747749183328,0.1399256280748086,127289.50000000004,59.157017169214996,30.769776396562488,1.006780666666667,,,,,2018-11,2018-11,2018,11,1,1,1,0,0,0,C,C,10,random_1y_023_20181102,1,2018-11-02,2019-11-01,1,0,C,23
stage064_A_random_1y_024_20190312,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_024_20190312,random_1y_024_20190312,2019-03-12 random independent start to 2020-03-11,random_1y,2019-03-12,2020-03-11,150000.0,150000.0,0.4,244,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,3.967265540983036,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,0,0,0,7400.0,79.0,52.59259259259259,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,1.5512466666666664,,,,,2019-03,2019-03,2019,3,1,1,1,0,0,0,A,A,8,random_1y_024_20190312,1,2019-03-12,2020-03-11,1,0,A,24
stage064_B_random_1y_024_20190312,B: Top9+fu（10品种）,stage064_B_random_1y_024_20190312,random_1y_024_20190312,2019-03-12 random independent start to 2020-03-11,random_1y,2019-03-12,2020-03-11,150000.0,150000.0,0.4,244,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,3.967265540983036,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,0,0,0,7400.0,79.0,52.59259259259259,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,1.5512466666666664,,,,,2019-03,2019-03,2019,3,1,1,1,0,0,0,B,B,9,random_1y_024_20190312,1,2019-03-12,2020-03-11,1,0,B,24
stage064_C_random_1y_024_20190312,C: Top10+fu（11品种）,stage064_C_random_1y_024_20190312,random_1y_024_20190312,2019-03-12 random independent start to 2020-03-11,random_1y,2019-03-12,2020-03-11,150000.0,150000.0,0.4,244,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,3.967265540983036,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,0,0,0,7400.0,79.0,52.59259259259259,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,232686.99999999997,55.12466666666664,55.17132359058405,-11.918193778588792,1.9412694477369097,138769.0,56.87757108546887,48.44511525204554,1.5512466666666664,,,,,2019-03,2019-03,2019,3,1,1,1,0,0,0,C,C,10,random_1y_024_20190312,1,2019-03-12,2020-03-11,1,0,C,24
stage064_A_random_1y_025_20240703,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_025_20240703,random_1y_025_20240703,2024-07-03 random independent start to 2025-07-02,random_1y,2024-07-03,2025-07-02,150000.0,150000.0,0.4,242,167205.0,11.470000000000002,11.511573700405542,-18.37746903732923,8.71219729708265,0.5178829910119042,140705.0,63.66956521739131,48.86460782783677,0,0,0,4810.0,56.0,47.01492537313433,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,167205.0,11.470000000000002,11.511573700405542,-18.37746903732923,0.5178829910119042,140705.0,63.66956521739131,48.86460782783677,1.1147,,,,,2024-07,2024-07,2024,7,1,1,1,0,0,0,A,A,8,random_1y_025_20240703,1,2024-07-03,2025-07-02,1,0,A,25
stage064_B_random_1y_025_20240703,B: Top9+fu（10品种）,stage064_B_random_1y_025_20240703,random_1y_025_20240703,2024-07-03 random independent start to 2025-07-02,random_1y,2024-07-03,2025-07-02,150000.0,150000.0,0.4,242,175205.0,16.803333333333327,16.865650981427848,-17.542129535632455,7.463604448303419,0.6741101839318534,142145.0,63.66956521739131,50.861667172445706,0,0,0,5010.0,58.0,47.44525547445255,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,175205.0,16.803333333333327,16.865650981427848,-17.542129535632455,0.6741101839318534,142145.0,63.66956521739131,50.861667172445706,1.1680333333333333,,,,,2024-07,2024-07,2024,7,1,1,1,0,0,0,B,B,9,random_1y_025_20240703,1,2024-07-03,2025-07-02,1,0,B,25
stage064_C_random_1y_025_20240703,C: Top10+fu（11品种）,stage064_C_random_1y_025_20240703,random_1y_025_20240703,2024-07-03 random independent start to 2025-07-02,random_1y,2024-07-03,2025-07-02,150000.0,150000.0,0.4,242,280555.0,87.03666666666668,87.43926317257265,-22.64378478664192,9.30189291504745,1.9916259322652063,150000.0,61.88733693923002,53.04306838551883,0,0,0,8970.0,73.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,280555.0,87.03666666666668,87.43926317257265,-22.64378478664192,1.9916259322652063,150000.0,61.88733693923002,53.04306838551883,1.8703666666666667,,,,,2024-07,2024-07,2024,7,1,1,1,0,0,0,C,C,10,random_1y_025_20240703,1,2024-07-03,2025-07-02,1,0,C,25
stage064_A_random_1y_026_20200810,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_026_20200810,random_1y_026_20200810,2020-08-10 random independent start to 2021-08-09,random_1y,2020-08-10,2021-08-09,150000.0,150000.0,0.4,244,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,11.689841478049717,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,0,0,0,13310.0,113.0,58.549222797927456,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,3.7216793333333342,,,,,2020-08,2020-08,2020,8,1,1,1,0,0,0,A,A,8,random_1y_026_20200810,1,2020-08-10,2021-08-09,1,0,A,26
stage064_B_random_1y_026_20200810,B: Top9+fu（10品种）,stage064_B_random_1y_026_20200810,random_1y_026_20200810,2020-08-10 random independent start to 2021-08-09,random_1y,2020-08-10,2021-08-09,150000.0,150000.0,0.4,244,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,11.689841478049717,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,0,0,0,13310.0,113.0,58.549222797927456,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,3.7216793333333342,,,,,2020-08,2020-08,2020,8,1,1,1,0,0,0,B,B,9,random_1y_026_20200810,1,2020-08-10,2021-08-09,1,0,B,26
stage064_C_random_1y_026_20200810,C: Top10+fu（11品种）,stage064_C_random_1y_026_20200810,random_1y_026_20200810,2020-08-10 random independent start to 2021-08-09,random_1y,2020-08-10,2021-08-09,150000.0,150000.0,0.4,244,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,11.689841478049717,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,0,0,0,13310.0,113.0,58.549222797927456,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,558251.9000000001,272.1679333333334,273.8513093194753,-21.568394143374626,2.8709649848787997,141560.0,67.1572532616825,57.442900951989785,3.7216793333333342,,,,,2020-08,2020-08,2020,8,1,1,1,0,0,0,C,C,10,random_1y_026_20200810,1,2020-08-10,2021-08-09,1,0,C,26
stage064_A_random_1y_027_20231123,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_027_20231123,random_1y_027_20231123,2023-11-23 random independent start to 2024-11-22,random_1y,2023-11-23,2024-11-22,150000.0,150000.0,0.4,242,229115.00000000003,52.74333333333334,52.78765507774983,-10.727076970402782,4.352446628755721,1.8940127692337076,146100.0,54.50390563799547,39.987103280369496,0,0,0,4390.0,68.0,56.52173913043478,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,229115.00000000003,52.74333333333334,52.78765507774983,-10.727076970402782,1.8940127692337076,146100.0,54.50390563799547,39.987103280369496,1.5274333333333334,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,A,A,8,random_1y_027_20231123,1,2023-11-23,2024-11-22,1,0,A,27
stage064_B_random_1y_027_20231123,B: Top9+fu（10品种）,stage064_B_random_1y_027_20231123,random_1y_027_20231123,2023-11-23 random independent start to 2024-11-22,random_1y,2023-11-23,2024-11-22,150000.0,150000.0,0.4,242,224965.0,49.97666666666667,50.018307359913216,-11.339080843859294,5.331675355327472,1.7743370456931495,146100.0,55.535588040776304,40.22110691912715,0,0,0,4500.0,68.0,56.52173913043478,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,224965.0,49.97666666666667,50.018307359913216,-11.339080843859294,1.7743370456931495,146100.0,55.535588040776304,40.22110691912715,1.4997666666666667,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,B,B,9,random_1y_027_20231123,1,2023-11-23,2024-11-22,1,0,B,27
stage064_C_random_1y_027_20231123,C: Top10+fu（11品种）,stage064_C_random_1y_027_20231123,random_1y_027_20231123,2023-11-23 random independent start to 2024-11-22,random_1y,2023-11-23,2024-11-22,150000.0,150000.0,0.4,242,330175.0,120.11666666666665,120.23565039110302,-11.596236255776038,4.2124862150965665,2.941585375285906,146100.0,62.14923755081697,42.91585910171602,0,0,0,6110.0,72.0,58.659217877094974,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,330175.0,120.11666666666665,120.23565039110302,-11.596236255776038,2.941585375285906,146100.0,62.14923755081697,42.91585910171602,2.2011666666666665,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,C,C,10,random_1y_027_20231123,1,2023-11-23,2024-11-22,1,0,C,27
stage064_A_random_1y_028_20231109,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_028_20231109,random_1y_028_20231109,2023-11-09 random independent start to 2024-11-08,random_1y,2023-11-09,2024-11-08,150000.0,150000.0,0.4,242,217465.00000000003,44.97666666666669,45.01355129930013,-11.352060674807053,5.115676004125288,1.598812706199583,148980.0,50.92291858897012,38.2798729958455,0,0,0,4640.0,67.0,55.625,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,217465.00000000003,44.97666666666669,45.01355129930013,-11.352060674807053,1.598812706199583,148980.0,50.92291858897012,38.2798729958455,1.4497666666666669,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,A,A,8,random_1y_028_20231109,1,2023-11-09,2024-11-08,1,0,A,28
stage064_B_random_1y_028_20231109,B: Top9+fu（10品种）,stage064_B_random_1y_028_20231109,random_1y_028_20231109,2023-11-09 random independent start to 2024-11-08,random_1y,2023-11-09,2024-11-08,150000.0,150000.0,0.4,242,214115.00000000003,42.743333333333354,42.77813155110355,-11.614510353417408,5.940359511831029,1.5127161930609303,148980.0,51.99311544314806,38.29462671756789,0,0,0,4780.0,69.0,55.625,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,214115.00000000003,42.743333333333354,42.77813155110355,-11.614510353417408,1.5127161930609303,148980.0,51.99311544314806,38.29462671756789,1.4274333333333336,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,B,B,9,random_1y_028_20231109,1,2023-11-09,2024-11-08,1,0,B,28
stage064_C_random_1y_028_20231109,C: Top10+fu（11品种）,stage064_C_random_1y_028_20231109,random_1y_028_20231109,2023-11-09 random independent start to 2024-11-08,random_1y,2023-11-09,2024-11-08,150000.0,150000.0,0.4,242,313035.0,108.69,108.79518334679764,-11.893466380192963,4.77823419965275,2.654034039372166,148980.0,51.99311544314806,39.01121050292242,0,0,0,6390.0,71.0,57.86516853932584,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,313035.0,108.69,108.79518334679764,-11.893466380192963,2.654034039372166,148980.0,51.99311544314806,39.01121050292242,2.0869,,,,,2023-11,2023-11,2023,11,1,1,1,0,0,0,C,C,10,random_1y_028_20231109,1,2023-11-09,2024-11-08,1,0,C,28
stage064_A_random_1y_029_20181207,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_029_20181207,random_1y_029_20181207,2018-12-07 random independent start to 2019-12-06,random_1y,2018-12-07,2019-12-06,150000.0,150000.0,0.4,243,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,8.640495482974194,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,0,0,0,6440.0,75.0,48.57142857142857,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,1.293180666666667,,,,,2018-12,2018-12,2018,12,1,1,1,0,0,0,A,A,8,random_1y_029_20181207,1,2018-12-07,2019-12-06,1,0,A,29
stage064_B_random_1y_029_20181207,B: Top9+fu（10品种）,stage064_B_random_1y_029_20181207,random_1y_029_20181207,2018-12-07 random independent start to 2019-12-06,random_1y,2018-12-07,2019-12-06,150000.0,150000.0,0.4,243,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,8.640495482974194,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,0,0,0,6440.0,75.0,48.57142857142857,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,1.293180666666667,,,,,2018-12,2018-12,2018,12,1,1,1,0,0,0,B,B,9,random_1y_029_20181207,1,2018-12-07,2019-12-06,1,0,B,29
stage064_C_random_1y_029_20181207,C: Top10+fu（11品种）,stage064_C_random_1y_029_20181207,random_1y_029_20181207,2018-12-07 random independent start to 2019-12-06,random_1y,2018-12-07,2019-12-06,150000.0,150000.0,0.4,243,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,8.640495482974194,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,0,0,0,6440.0,75.0,48.57142857142857,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,193977.10000000003,29.3180666666667,29.43229393268234,-18.865747749183328,1.139217285487668,127289.50000000004,59.157017169214996,42.54015245061098,1.293180666666667,,,,,2018-12,2018-12,2018,12,1,1,1,0,0,0,C,C,10,random_1y_029_20181207,1,2018-12-07,2019-12-06,1,0,C,29
stage064_A_random_1y_030_20250825,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_030_20250825,random_1y_030_20250825,2025-08-25 random independent start to 2026-08-24,random_1y,2025-08-25,2026-08-24,150000.0,150000.0,0.4,242,175501.60000000003,17.0010666666667,17.06416977898806,-19.64398675983816,12.428022862199606,0.8165798765247217,147120.0,54.90404507184908,28.22702286318489,0,0,0,5055.0,55.0,51.48514851485149,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,175501.60000000003,17.0010666666667,17.06416977898806,-19.64398675983816,0.8165798765247217,147120.0,54.90404507184908,28.22702286318489,1.170010666666667,,,,,2025-08,2025-08,2025,8,1,1,1,0,0,0,A,A,8,random_1y_030_20250825,1,2025-08-25,2026-08-24,1,0,A,30
stage064_B_random_1y_030_20250825,B: Top9+fu（10品种）,stage064_B_random_1y_030_20250825,random_1y_030_20250825,2025-08-25 random independent start to 2026-08-24,random_1y,2025-08-25,2026-08-24,150000.0,150000.0,0.4,242,213421.60000000003,42.28106666666669,42.45346903524383,-16.040561130667786,9.539330710268542,1.5451948311003731,147120.0,54.90404507184908,44.14758222982044,0,0,0,5640.0,60.0,50.92592592592593,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,213421.60000000003,42.28106666666669,42.45346903524383,-16.040561130667786,1.5451948311003731,147120.0,54.90404507184908,44.14758222982044,1.422810666666667,,,,,2025-08,2025-08,2025,8,1,1,1,0,0,0,B,B,9,random_1y_030_20250825,1,2025-08-25,2026-08-24,1,0,B,30
stage064_C_random_1y_030_20250825,C: Top10+fu（11品种）,stage064_C_random_1y_030_20250825,random_1y_030_20250825,2025-08-25 random independent start to 2026-08-24,random_1y,2025-08-25,2026-08-24,150000.0,150000.0,0.4,242,183771.60000000003,22.514400000000023,22.599861031474333,-16.040561130667786,9.50187223899547,1.0376434260918328,147120.0,54.90404507184908,42.074332033380806,0,0,0,5770.0,62.0,50.43478260869565,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,183771.60000000003,22.514400000000023,22.599861031474333,-16.040561130667786,1.0376434260918328,147120.0,54.90404507184908,42.074332033380806,1.2251440000000002,,,,,2025-08,2025-08,2025,8,1,1,1,0,0,0,C,C,10,random_1y_030_20250825,1,2025-08-25,2026-08-24,1,0,C,30
stage064_A_random_1y_031_20210826,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_031_20210826,random_1y_031_20210826,2021-08-26 random independent start to 2022-08-25,random_1y,2021-08-26,2022-08-25,150000.0,150000.0,0.4,242,297890.0,98.59333333333332,99.06178572942264,-40.45502837449146,25.82539895476302,1.630623974647491,150000.0,59.466618022619485,40.647067057020934,0,0,0,7710.0,107.0,51.49700598802395,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,297890.0,98.59333333333332,99.06178572942264,-40.45502837449146,1.630623974647491,150000.0,59.466618022619485,40.647067057020934,1.985933333333333,,,,,2021-08,2021-08,2021,8,1,1,1,0,1,0,A,A,8,random_1y_031_20210826,1,2021-08-26,2022-08-25,1,0,A,31
stage064_B_random_1y_031_20210826,B: Top9+fu（10品种）,stage064_B_random_1y_031_20210826,random_1y_031_20210826,2021-08-26 random independent start to 2022-08-25,random_1y,2021-08-26,2022-08-25,150000.0,150000.0,0.4,242,295355.0,96.90333333333334,97.36200691489844,-41.111917286413934,26.02020944207481,1.607561330464484,150000.0,59.466618022619485,43.3087355265817,0,0,0,7940.0,111.0,51.17647058823529,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,295355.0,96.90333333333334,97.36200691489844,-41.111917286413934,1.607561330464484,150000.0,59.466618022619485,43.3087355265817,1.9690333333333336,,,,,2021-08,2021-08,2021,8,1,1,1,0,1,0,B,B,9,random_1y_031_20210826,1,2021-08-26,2022-08-25,1,0,B,31
stage064_C_random_1y_031_20210826,C: Top10+fu（11品种）,stage064_C_random_1y_031_20210826,random_1y_031_20210826,2021-08-26 random independent start to 2022-08-25,random_1y,2021-08-26,2022-08-25,150000.0,150000.0,0.4,242,289255.0,92.83666666666666,93.2720155289776,-42.69259671944235,26.402195201685057,1.5575873150200794,150000.0,59.466618022619485,43.3087355265817,0,0,0,8140.0,113.0,50.86705202312138,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,289255.0,92.83666666666666,93.2720155289776,-42.69259671944235,1.5575873150200794,150000.0,59.466618022619485,43.3087355265817,1.9283666666666663,,,,,2021-08,2021-08,2021,8,1,1,1,0,1,0,C,C,10,random_1y_031_20210826,1,2021-08-26,2022-08-25,1,0,C,31
stage064_A_random_1y_032_20191011,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_032_20191011,random_1y_032_20191011,2019-10-11 random independent start to 2020-10-10,random_1y,2019-10-11,2020-10-09,150000.0,150000.0,0.4,242,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,5.250555379195557,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,0,0,0,15940.0,121.0,58.88324873096447,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,2.072966666666667,,,,,2019-10,2019-10,2019,10,1,1,1,0,0,0,A,A,8,random_1y_032_20191011,1,2019-10-11,2020-10-10,1,0,A,32
stage064_B_random_1y_032_20191011,B: Top9+fu（10品种）,stage064_B_random_1y_032_20191011,random_1y_032_20191011,2019-10-11 random independent start to 2020-10-10,random_1y,2019-10-11,2020-10-09,150000.0,150000.0,0.4,242,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,5.250555379195557,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,0,0,0,15940.0,121.0,58.88324873096447,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,2.072966666666667,,,,,2019-10,2019-10,2019,10,1,1,1,0,0,0,B,B,9,random_1y_032_20191011,1,2019-10-11,2020-10-10,1,0,B,32
stage064_C_random_1y_032_20191011,C: Top10+fu（11品种）,stage064_C_random_1y_032_20191011,random_1y_032_20191011,2019-10-11 random independent start to 2020-10-10,random_1y,2019-10-11,2020-10-09,150000.0,150000.0,0.4,242,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,5.250555379195557,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,0,0,0,15940.0,121.0,58.88324873096447,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,310945.00000000006,107.29666666666668,107.81625659383134,-24.27242395460413,2.269709007598129,141840.0,70.66403077905686,58.77744282720125,2.072966666666667,,,,,2019-10,2019-10,2019,10,1,1,1,0,0,0,C,C,10,random_1y_032_20191011,1,2019-10-11,2020-10-10,1,0,C,32
stage064_A_random_1y_033_20220211,A: 正式Stage037 Top8+fu（9品种）,stage064_A_random_1y_033_20220211,random_1y_033_20220211,2022-02-11 random independent start to 2023-02-10,random_1y,2022-02-11,2023-02-10,150000.0,150000.0,0.4,243,124860.0,-16.759999999999998,-16.81242073778343,-37.80896991387988,25.608526489534913,-0.2034939127204085,111210.0,65.63008707104704,38.00551276847497,0,0,0,3460.0,56.0,37.755102040816325,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,124860.0,-16.759999999999998,-16.81242073778343,-37.80896991387988,-0.2034939127204085,111210.0,65.63008707104704,38.00551276847497,0.8324,,,,,2022-02,2022-02,2022,2,0,1,1,0,0,0,A,A,8,random_1y_033_20220211,1,2022-02-11,2023-02-10,1,0,A,33
