entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_volume_ratio_threshold,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
105,2020-07-09 00:00:00+08:00,2020-07-09,jm.DCE,jm2009.DCE,long,long_case3,base,flat_entry,regular,risk_budget,379719.9000000001,131960.4,341747.9100000001,265803.93000000005,379719.9000000001,379719.9000000001,0,1000000.0,1500000.0,1000000.0,0.347520369619817,0.0171224499779852,1.0,247759.5000000001,209787.5100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1218.0,1196.5,88608.0,73027.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,74.96388694342862,60.0,40.0,0,60,,0.8,0.2,0.0171224499779852,-1.0,0,0,0,0,,5,5,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,515939.0,655775.0,0,1156.0,1218.0,0.0536332179930796,1,0,1.0,volume_not_expanding,7552.350360000003,7552.350360000003,1218.0,,1218.0,1196.5,21.5,60,1290.0,6450.0,0.2,14616.0,73080.0,205040.4,5,1,jm.DCE,0.25,94929.97500000002,0.0,6,5,5,0,1.0,0.0,5,5,5,14,18,5,5,0,341747.9100000001,107163.5100000001,5,5,5,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0171224499779852,386334.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0171224499779852,1,1.0,2,2,0.1492542182539408,0.1385126698299217,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
106,2020-07-09 00:00:00+08:00,2020-07-09,ru.SHFE,ru2009.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,379719.9000000001,131960.4,341747.9100000001,265803.93000000005,379719.9000000001,379719.9000000001,0,1000000.0,1500000.0,1000000.0,0.347520369619817,0.0171224499779852,1.0,247759.5000000001,209787.5100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,10690.0,10650.0,200774.0,197004.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,70.9587897563761,60.0,40.0,0,60,,0.8,0.2,0.0171224499779852,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2022250.0,2076905.0,0,10325.0,10690.0,0.0353510895883777,1,0,1.0,volume_not_expanding,7552.350360000003,7552.350360000003,10690.0,,10690.0,10640.0,50.0,10,500.0,4000.0,0.12,12828.0,102624.0,234584.4,8,1,ru.SHFE,0.25,94929.97500000002,0.0,7,15,7,0,1.0,0.0,7,7,15,16,20,8,7,0,341747.9100000001,209787.5100000001,8,8,8,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0171224499779852,386334.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0171224499779852,1,1.0,2,2,0.4896134059006211,0.2572703630513467,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
107,2020-07-16 00:00:00+08:00,2020-07-16,SM.CZCE,SM009.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,417824.9000000001,98630.4,376042.4100000001,292477.43000000005,417824.9000000001,417824.9000000001,0,1000000.0,1500000.0,1000000.0,0.2360567788085391,0.0,1.0,319194.5000000001,277412.0100000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,6296.0,6460.0,104208.0,107217.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,23.709378262197745,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1795171.0,1775798.0,0,6802.0,6296.0,-0.0743898853278447,1,0,1.0,volume_not_expanding,4993.416180000002,4993.416180000002,6296.0,,6296.0,6421.92,125.92000000000009,5,629.6000000000004,4407.200000000003,0.12,3777.6,26443.2,125073.6,7,1,SM.CZCE,0.25,104456.22500000002,0.0,27,7,7,0,1.0,0.0,7,7,7,73,77,7,7,0,376042.4100000001,277412.0100000001,7,7,7,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,417824.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
108,2020-07-17 00:00:00+08:00,2020-07-17,SA.CZCE,SA009.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,443904.9000000001,128312.4,399514.4100000001,310733.43000000005,443904.9000000001,443904.9000000001,0,1000000.0,1500000.0,1000000.0,0.2890538040918223,0.0,1.0,315592.5000000001,271202.0100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1356.0,1373.0,139668.0,135329.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,23.67472867894771,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,20,20,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,896952.0,667737.0,0,1485.0,1356.0,-0.0868686868686868,1,0,1.0,volume_not_expanding,9763.272360000004,9763.272360000004,1356.0,,1356.0,1380.0,24.0,20,480.0,9600.0,0.12,3254.4,65088.0,193400.4,20,1,SA.CZCE,0.25,110976.22500000002,0.0,34,20,20,0,1.0,0.0,20,20,20,83,95,20,20,0,399514.4100000001,271202.0100000001,20,20,20,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,443904.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,0.3563146734094243,0.3563146734094243,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
109,2020-07-31 00:00:00+08:00,2020-07-31,hc.SHFE,hc2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,492884.9000000001,142795.19999999998,443596.4100000001,345019.43000000005,492884.9000000001,492884.9000000001,0,1000000.0,1500000.0,1000000.0,0.289713074999863,0.0340985986455801,1.0,350089.70000000007,300801.2100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,3848.0,3819.0,450326.0,428456.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,71.98651176199728,60.0,40.0,0,60,,0.8,0.2,0.0340985986455801,-1.0,0,0,0,0,,14,14,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2253436.0,2204213.0,0,3552.0,3848.0,0.0833333333333332,1,0,1.0,volume_not_expanding,10828.84356,10828.84356,3848.0,,3848.0,3771.04,76.96000000000004,10,769.6000000000004,10774.400000000003,0.1,3848.0,53872.0,196667.2,14,1,hc.SHFE,0.25,123221.22500000002,0.0,32,14,14,0,1.0,0.0,14,14,14,78,89,14,14,0,443596.4100000001,300801.2100000001,14,14,14,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0340985986455801,510284.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0340985986455801,1,1.0,1,1,0.4345544933141386,0.4345544933141386,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
110,2020-08-03 00:00:00+08:00,2020-08-03,rb.SHFE,rb2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,505944.9000000001,175495.6,455350.4100000001,354161.43000000005,505944.9000000001,505944.9000000001,0,1000000.0,1500000.0,1000000.0,0.346867020499663,0.0085050527656217,1.0,330449.30000000005,279854.81000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3836.0,3777.0,1280611.0,1295074.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,75.65863685876839,60.0,40.0,0,60,,0.8,0.2,0.0085050527656217,-1.0,0,0,0,0,,6,6,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,10317971.0,11074484.0,0,3615.0,3836.0,0.061134163208852,1,0,1.0,volume_not_expanding,5037.38658,5037.38658,3836.0,,3836.0,3762.0,74.0,10,740.0,1480.0,0.1,3836.0,7672.0,183167.6,2,1,rb.SHFE,0.25,126486.22500000002,0.0,32,6,6,0,1.0,0.0,6,6,6,72,92,2,6,0,455350.4100000001,279854.81000000006,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0085050527656217,510284.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0085050527656217,1,0.35,2,2,0.9536019740021002,0.7688107672918816,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
111,2020-08-11 00:00:00+08:00,2020-08-11,FG.CZCE,FG101.CZCE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,571364.9000000001,7590.0,514228.41000000015,399955.43000000005,571364.9000000001,571364.9000000001,0,1000000.0,1500000.0,1000000.0,0.0132839801674901,0.0,1.0,563774.9000000001,506638.41000000015,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1851.0,1767.4676923076922,358413.0,172274.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,24,24,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,7098956.0,5771623.0,0,1402.013846153846,1851.0,0.3202437373053488,1,0,1.0,volume_not_expanding,18238.982760000003,18238.982760000003,1851.0,,1851.0,1813.98,37.01999999999998,20,740.3999999999996,9625.199999999995,0.12,4442.4,57751.2,65341.2,13,1,FG.CZCE,0.25,142841.22500000003,0.0,32,24,24,0,1.0,0.0,24,24,24,114,90,24,24,0,514228.41000000015,506638.41000000015,24,24,24,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.0,571364.9000000001,0,1.0,0.0,60,0.6,0,1,0.1,0.0,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
112,2020-08-14 00:00:00+08:00,2020-08-14,sp.SHFE,sp2012.SHFE,long,long_case2,base,flat_entry,open_interest_surge,risk_budget,566719.7000000002,0.0,510047.73000000016,396703.7900000001,566719.7000000002,566719.7000000002,0,1000000.0,1500000.0,1000000.0,0.0,0.0081300058859057,1.0,566719.7000000002,510047.73000000016,0.7,"1.0,1.0,1.0,1.0",0.06,1.0,1,0,not_confirmed,1.0,2.0,1.0,4572.0,4584.0,112546.0,109008.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,63.12076633288554,60.0,40.0,0,60,,0.8,0.2,0.0081300058859057,-1.0,0,0,0,0,,30,30,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,623375.0,198313.0,1,4520.0,4572.0,0.011504424778761,1,1,1.2,direction_and_volume_confirmed,30602.863800000006,36723.43656000001,4572.0,,4572.0,4554.0,18.0,10,180.0,5400.0,0.1,4572.0,137160.0,137160.0,30,1,sp.SHFE,0.25,141679.92500000005,0.0,30,86,30,0,1.0,0.0,30,30,204,111,86,30,30,0,510047.73000000016,510047.73000000016,30,30,30,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0081300058859057,571364.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0081300058859057,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
113,2020-08-21 00:00:00+08:00,2020-08-21,sp.SHFE,sp2012.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,567319.7000000002,0.0,510587.73000000016,397123.7900000001,567319.7000000002,567319.7000000002,0,1000000.0,1500000.0,1000000.0,0.0,0.0070798888766179,1.0,567319.7000000002,510587.73000000016,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4626.0,4536.0,115845.0,115747.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,72.48013357716883,60.0,40.0,0,60,,0.8,0.2,0.0070798888766179,-1.0,0,0,0,0,,25,25,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,921387.0,247443.0,1,4486.0,4626.0,0.0312082032991529,1,1,1.2,direction_and_volume_confirmed,18381.158280000003,22057.389936000003,4626.0,,4626.0,4540.0,86.0,10,860.0,21500.0,0.1,4626.0,115650.0,115650.0,25,1,sp.SHFE,0.25,141829.92500000005,0.0,30,25,25,0,1.0,0.0,25,25,25,110,85,25,25,0,510587.73000000016,510587.73000000016,25,25,25,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0070798888766179,571364.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0070798888766179,1,1.0,0,0,0.0,0.0,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
114,2020-08-24 00:00:00+08:00,2020-08-24,CF.CZCE,CF101.CZCE,long,long_case3,base,flat_entry,regular,risk_budget,578819.7000000002,116150.0,520937.73000000016,405173.7900000001,578819.7000000002,578819.7000000002,0,1000000.0,1500000.0,1000000.0,0.2006669779898645,0.0,1.0,462669.7000000002,404787.73000000016,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,12945.0,12930.0,338651.0,329329.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,63.86371630314994,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,18,18,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,2348693.0,1501783.0,0,12725.0,12945.0,0.0172888015717092,1,0,1.0,volume_not_expanding,14572.358280000004,14572.358280000004,12945.0,,12945.0,12840.0,105.0,5,525.0,9450.0,0.12,7767.0,139806.0,255956.0,18,1,CF.CZCE,0.25,144704.92500000005,0.0,18,27,18,0,1.0,0.0,18,18,27,52,52,18,18,0,520937.73000000016,404787.73000000016,18,18,18,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,578819.7000000002,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,0.0528684833189735,0.0528684833189735,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
115,2020-08-26 00:00:00+08:00,2020-08-26,cu.SHFE,cu2010.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,583569.7000000002,257988.0,525212.7300000002,408498.7900000001,583569.7000000002,583569.7000000002,0,1000000.0,1500000.0,1000000.0,0.4420860096060503,0.0,1.0,325581.7000000002,267224.7300000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,51440.0,51130.0,109686.0,111617.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,53.30903536028778,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,52080.0,51440.0,-0.0122887864823348,0,0,1.0,direction_not_aligned,4810.045140000004,4810.045140000004,51440.0,,51440.0,51020.0,420.0,5,2100.0,4200.0,0.12,30864.0,61728.0,319716.0,2,1,cu.SHFE,0.25,145892.42500000005,0.0,4,2,2,0,1.0,0.0,2,2,2,8,13,2,2,0,525212.7300000002,267224.7300000002,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,583569.7000000002,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,2,2,0.0750910729050212,-0.0221666638315277,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
116,2020-09-01 00:00:00+08:00,2020-09-01,hc.SHFE,hc2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,674099.7000000002,269614.0,606689.7300000002,471869.7900000001,674099.7000000002,674099.7000000002,0,1000000.0,1500000.0,1000000.0,0.3999616080529333,0.0,1.0,404485.7000000002,337075.7300000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4037.0,4011.0,274530.0,294279.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,83.20389447955509,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,23,23,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1597415.0,1995106.0,0,3787.0,4037.0,0.0660153155532083,1,0,1.0,volume_not_expanding,6067.363140000003,6067.363140000003,4037.0,,4037.0,4011.0,26.0,10,260.0,5980.0,0.1,4037.0,92851.0,362465.0,23,1,hc.SHFE,0.25,168524.92500000005,0.0,41,23,23,0,1.0,0.0,23,23,23,83,116,23,23,0,606689.7300000002,337075.7300000002,23,23,23,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,674099.7000000002,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,3,3,0.2275159701319749,0.1921987293661521,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
117,2020-09-02 00:00:00+08:00,2020-09-02,hc.SHFE,hc2101.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,660679.7000000002,268116.0,594611.7300000002,462475.7900000001,660679.7000000002,660679.7000000002,0,1000000.0,1500000.0,1000000.0,0.4058184321389017,0.0199080343753305,1.0,392563.7000000002,326495.7300000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3934.0,3937.901810066948,274793.0,274530.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.0199080343753305,-1.0,0,0,0,0,,41,41,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1630489.0,1976769.0,0,3708.670468633771,3934.0,0.0607574960547079,1,0,1.0,volume_not_expanding,5876.9231400000035,5876.9231400000035,3934.0,,3934.0,3932.0,2.0,10,20.0,460.0,0.1,3934.0,90482.0,358598.0,23,1,hc.SHFE,0.25,165169.92500000005,0.0,41,82,41,0,1.0,0.0,41,41,293,82,117,41,41,0,594611.7300000002,326495.7300000002,41,41,41,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.0199080343753305,674099.7000000002,0,1.0,0.0,60,0.6,0,1,0.1,0.0199080343753305,0,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
118,2020-09-07 00:00:00+08:00,2020-09-07,SM.CZCE,SM101.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,660779.7000000002,0.0,594701.7300000002,462545.7900000001,660779.7000000002,660779.7000000002,0,1000000.0,1500000.0,1000000.0,0.0,0.0197596883665724,1.0,660779.7000000002,594701.7300000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,6438.0,6508.0,104841.0,104574.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,57.06491168664069,60.0,40.0,0,60,,0.8,0.2,0.0197596883665724,-1.0,0,0,0,0,,42,42,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1194326.0,333103.0,1,6200.0,6438.0,0.0383870967741934,1,1,1.2,direction_and_volume_confirmed,10704.631140000003,12845.557368000003,6438.0,,6438.0,6430.0,8.0,5,40.0,1680.0,0.12,3862.8,162237.59999999998,162237.59999999998,42,1,SM.CZCE,0.25,165194.92500000005,0.0,42,119,42,0,1.0,0.0,42,42,321,153,119,42,42,0,594701.7300000002,594701.7300000002,42,42,42,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0197596883665724,674099.7000000002,0,1.0,0.0,60,0.6,0,1,0.0,0.0197596883665724,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
