entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_volume_ratio_threshold,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
211,2022-03-02 00:00:00+08:00,2022-03-02,MA.CZCE,MA205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,5704272.3,1247630.0,5133845.07,3992990.6099999994,5704272.3,5704272.3,0,1000000.0,1500000.0,1500000.0,0.2187185208532208,0.1505385074128284,0.3297432839144771,4456642.3,3886215.07,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3018.0,2945.0,830475.0,882417.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,78.64610025366888,60.0,40.0,0,60,,0.8,0.2,0.1505385074128284,-1.0,0,0,0,0,,115,115,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,10575982.0,9652169.0,0,2576.0,3018.0,0.1715838509316769,1,0,1.0,volume_not_expanding,69951.87126,69951.87126,3018.0,,3018.0,2957.64,60.36000000000013,10,603.6000000000013,68810.40000000014,0.12,3621.6,412862.4,1660492.4,114,1,MA.CZCE,0.25,1426068.075,0.0,393,115,115,0,1.0,0.0,115,115,115,1073,1102,114,115,0,5133845.07,2452075.87,114,114,114,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1505385074128284,6715162.9,0,1.0,0.0,60,0.6,0,1,0.0,0.1505385074128284,1,1.0,2,2,0.2471152962471139,0.1920656376316903,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
212,2022-03-02 00:00:00+08:00,2022-03-02,SM.CZCE,SM205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,5704272.3,1247630.0,5133845.07,3992990.6099999994,5704272.3,5704272.3,0,1000000.0,1500000.0,1500000.0,0.2187185208532208,0.1505385074128284,0.3297432839144771,4456642.3,3886215.07,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,8476.0,8506.0,136582.0,125874.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,59.43308726472407,60.0,40.0,0,60,,0.8,0.2,0.1505385074128284,-1.0,0,0,0,0,,279,279,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,8480.0,8476.0,-0.0004716981132075,0,0,1.0,direction_not_aligned,69951.87126,69951.87126,8476.0,,8476.0,8426.0,50.0,5,250.0,70500.0,0.12,5085.599999999999,1434139.2,2681769.2,282,1,SM.CZCE,0.25,1426068.075,0.0,280,279,279,0,1.0,0.0,279,279,279,764,785,282,279,0,5133845.07,3886215.07,282,282,282,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1505385074128284,6715162.9,0,1.0,0.0,60,0.6,0,1,0.0,0.1505385074128284,1,1.0,2,2,0.5174671217923925,0.2178534925560879,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
213,2022-03-24 00:00:00+08:00,2022-03-24,fu.SHFE,fu2205.SHFE,long,long_case3,base,flat_entry,regular,risk_budget,6387072.300000001,0.0,5748365.070000001,4470950.61,6387072.300000001,6387072.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1419921727520029,0.3867188483199805,6387072.300000001,5748365.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4215.0,4076.0,259510.0,252085.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,69.44660647238749,60.0,40.0,0,60,,0.8,0.2,0.1419921727520029,-1.0,0,0,0,0,,252,252,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,5611139.0,5619630.0,0,3187.0,4215.0,0.3225604016316286,1,0,1.0,volume_not_expanding,206941.14252,206941.14252,4215.0,,4215.0,4205.0,10.0,10,100.0,25200.0,0.15,6322.5,1593270.0,1593270.0,252,1,fu.SHFE,0.25,1596768.0750000002,0.0,252,500,252,0,1.0,0.0,252,252,2069,909,707,252,252,0,5748365.070000001,5748365.070000001,252,252,252,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1419921727520029,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1419921727520029,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
214,2022-03-29 00:00:00+08:00,2022-03-29,fu.SHFE,fu2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,6215712.300000001,0.0,5594141.070000001,4350998.61,6215712.300000001,6215712.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1650118309570958,0.2332544602860275,6215712.300000001,5594141.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4030.0,4147.0,242922.0,259400.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,50.837410720529995,60.0,40.0,0,60,,0.8,0.2,0.1650118309570958,-1.0,0,0,0,0,,234,234,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,5125011.0,6218073.0,0,3326.0,4030.0,0.211665664461816,1,0,1.0,volume_not_expanding,100694.53926000002,100694.53926000002,4030.0,,4030.0,3987.0,43.0,10,430.0,98040.0,0.15,6045.0,1378260.0,1378260.0,228,1,fu.SHFE,0.25,1553928.0750000002,0.0,257,234,234,0,1.0,0.0,234,234,234,925,719,228,234,0,5594141.070000001,3009222.070000001,228,228,228,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1650118309570958,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1650118309570958,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
215,2022-03-29 00:00:00+08:00,2022-03-29,hc.SHFE,hc2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,6215712.300000001,0.0,5594141.070000001,4350998.61,6215712.300000001,6215712.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1650118309570958,0.2332544602860275,6215712.300000001,5594141.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,5255.0,5304.0,497998.0,538061.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,62.60042748458976,60.0,40.0,0,60,,0.8,0.2,0.1650118309570958,-1.0,0,0,0,0,,295,295,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,3360586.0,6956997.0,0,4843.0,5255.0,0.0850712368366715,1,0,1.0,volume_not_expanding,100694.53926000002,100694.53926000002,5255.0,,5255.0,5252.0,3.0,10,30.0,8850.0,0.1,5255.0,1550225.0,1550225.0,295,1,hc.SHFE,0.25,1553928.0750000002,0.0,295,500,295,0,1.0,0.0,295,295,3356,1064,827,295,295,0,5594141.070000001,4559447.070000001,295,295,295,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1650118309570958,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1650118309570958,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
216,2022-03-29 00:00:00+08:00,2022-03-29,jm.DCE,jm2205.DCE,long,long_case3,base,flat_entry,regular,risk_budget,6215712.300000001,0.0,5594141.070000001,4350998.61,6215712.300000001,6215712.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1650118309570958,0.2332544602860275,6215712.300000001,5594141.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3193.5,3100.5,45838.0,47096.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,73.70546972061382,60.0,40.0,0,60,,0.8,0.2,0.1650118309570958,-1.0,0,0,0,0,,26,26,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,431422.0,619882.0,0,2413.5,3193.5,0.3231821006836544,1,0,1.0,volume_not_expanding,100694.53926000002,100694.53926000002,3193.5,,3193.5,3129.63,63.86999999999989,60,3832.1999999999935,103469.39999999982,0.2,38322.0,1034694.0,1034694.0,27,1,jm.DCE,0.25,1553928.0750000002,0.0,40,26,26,0,1.0,0.0,26,26,26,145,113,27,26,0,5594141.070000001,5594141.070000001,27,27,27,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1650118309570958,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1650118309570958,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
217,2022-03-31 00:00:00+08:00,2022-03-31,hc.SHFE,hc2210.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,6832662.300000001,2388978.0,6149396.070000001,4782863.61,6832662.300000001,6832662.300000001,0,1000000.0,1500000.0,1500000.0,0.3496408713189293,0.0821338073247891,0.785774617834739,4443684.300000001,3760418.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,5218.0,5227.931480776551,442402.0,441182.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.0821338073247891,-1.0,0,0,0,0,,127,127,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,3350434.0,6227121.0,0,4789.9531785306435,5218.0,0.0893634667219571,1,0,1.0,volume_not_expanding,67687.52526000002,67687.52526000002,5218.0,,5218.0,5165.0,53.0,10,530.0,60420.0,0.1,5218.0,594852.0,2983830.0,114,1,hc.SHFE,0.25,1708165.5750000002,0.0,327,127,127,0,1.0,0.0,127,127,127,720,916,127,127,0,6149396.070000001,3760418.070000001,127,127,127,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.0821338073247891,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.1,0.0821338073247891,0,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
218,2022-04-15 00:00:00+08:00,2022-04-15,fu.SHFE,fu2209.SHFE,long,long_case3,base,flat_entry,open_interest_surge,risk_budget,6664002.300000001,0.0,5997602.070000001,4664801.61,6664002.300000001,6664002.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1047907608312724,0.6347282611248506,6664002.300000001,5997602.070000001,0.7,"1.0,1.0,1.0,1.0",0.06,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4208.0,4047.0,305976.0,287578.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,76.8170722219476,60.0,40.0,0,60,,0.8,0.2,0.1047907608312724,-1.0,0,0,0,0,,263,263,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,6401819.0,2830955.0,1,3522.0,4208.0,0.1947756956274844,1,1,1.2,direction_and_volume_confirmed,719712.2484000002,863654.6980800001,4208.0,,4208.0,4123.84,84.15999999999985,10,841.5999999999985,221340.7999999996,0.15,6312.0,1660056.0,1660056.0,263,1,fu.SHFE,0.25,1666000.5750000002,0.0,263,500,263,0,1.0,0.0,263,263,1026,950,739,263,263,0,5997602.070000001,5997602.070000001,263,263,263,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1047907608312724,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1047907608312724,1,1.0,0,0,0.0,0.0,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
219,2022-04-18 00:00:00+08:00,2022-04-18,SM.CZCE,SM209.CZCE,long,long_case1a,base,flat_entry,volume_open_interest_surge,risk_budget,6230052.300000001,1627707.0,5607047.070000001,4361036.61,6230052.300000001,6230052.300000001,0,1000000.0,1500000.0,1500000.0,0.2612669880796988,0.1630854660022579,0.2460968933182805,4602345.300000001,3979340.070000001,0.7,"1.0,1.0,1.0,1.0",0.06,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,9040.0,8898.0,101923.0,72945.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,70.36035132645098,60.0,40.0,0,60,,0.8,0.2,0.1630854660022579,-1.0,0,0,0,0,,287,287,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,859802.0,202184.0,1,8526.0,9040.0,0.0602861834388928,1,1,1.2,direction_and_volume_confirmed,477520.80840000015,573024.9700800001,9040.0,,9040.0,8859.2,180.79999999999927,5,903.9999999999964,259447.99999999895,0.12,5424.0,1556688.0,3184395.0,287,1,SM.CZCE,0.25,1557513.0750000002,0.0,287,500,287,0,1.0,0.0,287,287,633,733,804,287,287,0,5607047.070000001,3979340.070000001,287,287,287,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1630854660022579,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1630854660022579,1,1.0,1,1,0.2496142420577183,0.2496142420577183,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
220,2022-04-25 00:00:00+08:00,2022-04-25,MA.CZCE,MA209.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,6026032.300000001,0.0,5423429.070000001,4218222.61,6026032.300000001,6026032.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.1904925077097921,0.0633832819347192,6026032.300000001,5423429.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,2714.0,2872.0,818383.0,788373.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,19.50863688762112,60.0,40.0,0,60,,0.8,0.2,0.1904925077097921,-1.0,0,0,0,0,,431,431,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,8685943.0,2262689.0,1,3062.0,2714.0,-0.1136512083605486,1,1,1.2,direction_and_volume_confirmed,195243.44652000003,234292.13582400003,2714.0,,2714.0,2768.28,54.2800000000002,10,542.800000000002,233946.8000000009,0.12,3256.7999999999997,1403680.7999999998,1403680.7999999998,431,1,MA.CZCE,0.25,1506508.0750000002,0.0,462,431,431,0,1.0,0.0,431,431,431,1665,1295,431,431,0,5423429.070000001,5423429.070000001,431,431,431,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1904925077097921,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.1904925077097921,1,1.0,0,0,0.0,0.0,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
221,2022-05-05 00:00:00+08:00,2022-05-05,fu.SHFE,fu2209.SHFE,long,long_case1a,base,flat_entry,open_interest_surge,risk_budget,5616582.300000001,1439884.8,5054924.070000001,3931607.61,5616582.300000001,5616582.300000001,0,1000000.0,1500000.0,1500000.0,0.2563631623451863,0.2454960035785788,0.0,4176697.500000001,3615039.2700000014,0.7,"1.0,1.0,1.0,1.0",0.06,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4405.0,4322.0,409605.0,304644.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,76.00059648104133,60.0,40.0,0,60,,0.8,0.2,0.2454960035785788,-1.0,0,0,0,0,,212,212,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,8863165.0,6805621.0,0,3494.0,4405.0,0.2607326846021751,1,0,1.0,volume_not_expanding,433804.71240000013,433804.71240000013,4405.0,,4405.0,4379.0,26.0,10,260.0,55120.0,0.15,6607.5,1400790.0,2840674.8,212,1,fu.SHFE,0.25,1404145.5750000002,0.0,212,500,212,0,1.0,0.0,212,212,1668,547,595,212,212,0,5054924.070000001,3615039.2700000014,212,212,212,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.2454960035785788,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.2454960035785788,1,1.0,0,0,0.0,0.0,7,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
222,2022-05-09 00:00:00+08:00,2022-05-09,au.SHFE,au2206.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,5037632.300000001,0.0,4533869.070000001,3526342.6100000003,5037632.300000001,5037632.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.3232692944156385,0.0,5037632.300000001,4533869.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,405.36,403.6,107145.0,109650.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,58.61173794590733,60.0,40.0,0,60,,0.8,0.2,0.3232692944156385,-1.0,0,0,0,0,,31,31,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1291440.0,1121615.0,0,394.76,405.36,0.0268517580301956,1,0,1.0,volume_not_expanding,81609.64326000001,81609.64326000001,405.36,,405.36,403.44,1.920000000000016,1000,1920.000000000016,59520.000000000495,0.1,40536.0,1256616.0,1256616.0,31,1,au.SHFE,0.25,1259408.0750000002,0.0,31,42,31,0,1.0,0.0,31,31,42,111,86,31,31,0,4533869.070000001,4533869.070000001,31,31,31,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.3232692944156385,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.3232692944156385,1,1.0,0,0,0.0,0.0,8,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
223,2022-05-12 00:00:00+08:00,2022-05-12,MA.CZCE,MA209.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,5015312.300000001,0.0,4513781.070000001,3510718.6100000003,5015312.300000001,5015312.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.3262676532574784,0.0,5015312.300000001,4513781.070000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2728.0,2702.0,944974.0,1013776.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,46.635847024025864,60.0,40.0,0,60,,0.8,0.2,0.3262676532574784,-1.0,0,0,0,0,,383,383,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,13045785.0,8685943.0,0,3024.0,2728.0,-0.0978835978835979,1,0,1.0,volume_not_expanding,81248.05926000001,81248.05926000001,2728.0,,2728.0,2745.0,17.0,10,170.0,65110.0,0.12,3273.6,1253788.8,1253788.8,383,1,MA.CZCE,0.25,1253828.0750000002,0.0,383,477,383,0,1.0,0.0,383,383,477,1378,1072,383,383,0,4513781.070000001,4513781.070000001,383,383,383,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.3262676532574784,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.3262676532574784,1,1.0,0,0,0.0,0.0,9,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
224,2022-05-23 00:00:00+08:00,2022-05-23,FG.CZCE,FG209.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,4620822.300000001,0.0,4158740.0700000008,3234575.6100000003,4620822.300000001,4620822.300000001,0,1000000.0,1500000.0,1500000.0,0.0,0.3792614964258205,0.0,4620822.300000001,4158740.0700000008,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1771.0,1816.0,700024.0,678749.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,36.69216417154976,60.0,40.0,0,60,,0.8,0.2,0.3792614964258205,-1.0,0,0,0,0,,211,211,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,9487607.0,10300919.0,0,2039.0,1771.0,-0.1314369789112309,1,0,1.0,volume_not_expanding,149714.64252000002,149714.64252000002,1771.0,,1771.0,1806.42,35.42000000000007,20,708.4000000000015,149472.4000000003,0.12,4250.4,896834.3999999999,896834.3999999999,211,1,FG.CZCE,0.25,1155205.5750000002,0.0,271,211,211,0,1.0,0.0,211,211,211,978,761,211,211,0,4158740.0700000008,4158740.0700000008,211,211,211,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.3792614964258205,7444072.300000001,0,1.0,0.0,60,0.6,0,1,0.0,0.3792614964258205,1,1.0,0,0,0.0,0.0,10,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
