base,candidate,A_end_equity,C_end_equity,delta_end_equity,A_total_return_pct,C_total_return_pct,delta_total_return_pct,A_max_dd_pct,C_max_dd_pct,delta_max_dd_pct,A_sharpe,C_sharpe,delta_sharpe,A_total_slippage,C_total_slippage,delta_total_slippage,A_total_trade_count,C_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,C_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,rollover_close_count,candidate_diagnostic_count,short_history_candidate_count,targeted_count,opened_count,unfilled_target_count,skipped_count,exact_volume_pass
stage001_A_official_live_c9_15w,stage001_C_official_live_c9_15w_rollover_shape_same_volume,13071214.100000009,13518540.800000008,447326.69999999925,8614.14273333334,8912.360533333338,298.21779999999853,-56.206935956180295,-57.26735695404594,-1.0604209978656414,1.362230340211364,1.3625282590173915,0.0002979188060274751,1525590.0,1576750.0,51160.0,808.0,809.0,1.0,52.58408531583265,52.7169505271695,0.13286521133684914,23,23,5,13,13,0,10,1
