diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_atr_long_enabled,long_signal_range_atr_short_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_require_recent_stall,long_signal_range_recent_gain_lookback,long_signal_range_recent_gain_atr_multiplier,long_signal_range_enable_ordered_drawdown_filter,long_signal_range_ordered_drawdown_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_recent_gain,long_signal_range_directional_recent_move,long_signal_range_recent_gain_atr_threshold,long_signal_range_recent_stall_condition_met,long_signal_range_expansion_stall_condition_met,long_signal_range_ordered_drawdown_peak,long_signal_range_ordered_drawdown_trough,long_signal_range_ordered_drawdown_value,long_signal_range_ordered_drawdown_atr_threshold,long_signal_range_ordered_drawdown_peak_index,long_signal_range_ordered_drawdown_trough_index,long_signal_range_ordered_drawdown_peak_history_index,long_signal_range_ordered_drawdown_trough_history_index,long_signal_range_ordered_drawdown_condition_met,long_signal_range_ordered_move_kind,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
863,2025-10-31 00:00:00+08:00,2025-10-31,OI601.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9952.0,9379.0,573.0,116.8,350.4,-308.0,308.0,58.4,0,0,9785.0,9672.0,113.0,467.2,5,4,36,35,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,164,164,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
864,2025-11-04 00:00:00+08:00,2025-11-04,FG601.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1134.0,1072.0,62.0,34.6,103.80000000000001,14.0,-14.0,17.3,1,0,1134.0,1072.0,62.0,138.4,5,0,36,31,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
865,2025-11-04 00:00:00+08:00,2025-11-04,SA601.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1260.0,1186.0,74.0,29.8,89.4,-46.0,46.0,14.9,0,0,1260.0,1205.0,55.0,119.2,5,0,36,31,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
866,2025-11-11 00:00:00+08:00,2025-11-11,lc2601.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,88100.0,77580.0,10520.0,3564.0,10692.0,6040.0,6040.0,1782.0,0,0,84940.0,77580.0,7360.0,14256.0,1,4,32,35,0,drawdown,0,range_not_above_threshold,0,292,292,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
867,2025-11-11 00:00:00+08:00,2025-11-11,sp2601.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5530.0,5186.0,344.0,71.2,213.60000000000002,116.0,116.0,35.6,0,0,5278.0,5186.0,92.0,284.8,1,2,32,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
868,2025-11-13 00:00:00+08:00,2025-11-13,AP601.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9508.0,8761.0,747.0,180.2,540.5999999999999,345.0,345.0,90.1,0,0,9273.0,8761.0,512.0,720.8,0,4,31,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,143,143,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
869,2025-11-13 00:00:00+08:00,2025-11-13,SM601.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5844.0,5726.0,118.0,66.4,199.20000000000002,-64.0,64.0,33.2,0,0,5836.0,5726.0,110.0,265.6,6,3,37,34,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
870,2025-11-13 00:00:00+08:00,2025-11-13,hc2601.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3330.0,3231.0,99.0,28.8,86.4,2.0,-2.0,14.4,1,1,3270.0,3231.0,39.0,115.2,8,6,39,37,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
871,2025-11-18 00:00:00+08:00,2025-11-18,SM601.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5836.0,5650.0,186.0,55.6,166.8,-76.0,76.0,27.8,0,0,5836.0,5726.0,110.0,222.4,3,0,34,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
872,2025-11-20 00:00:00+08:00,2025-11-20,SA601.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1247.0,1155.0,92.0,31.2,93.6,-73.0,73.0,15.6,0,0,1247.0,1188.0,59.0,124.8,4,1,35,32,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
873,2025-11-20 00:00:00+08:00,2025-11-20,lh2601.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,12050.0,11355.0,695.0,167.0,501.0,-255.0,255.0,83.5,0,0,12050.0,11820.0,230.0,668.0,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,122,122,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
874,2025-11-27 00:00:00+08:00,2025-11-27,jm2601.DCE,jm.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1224.0,1053.5,170.5,34.8,104.39999999999999,-25.5,25.5,17.4,0,0,1219.0,1183.0,36.0,139.2,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,277,277,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
875,2025-11-28 00:00:00+08:00,2025-11-28,au2602.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,955.5,920.5,35.0,13.583999999999993,40.75199999999998,7.419999999999959,7.419999999999959,6.791999999999996,0,0,943.6,920.5,23.100000000000023,54.33599999999997,0,1,31,32,0,drawdown,0,range_not_above_threshold,0,45,45,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
876,2025-12-01 00:00:00+08:00,2025-12-01,CF601.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,13790.0,13380.0,410.0,86.0,258.0,140.0,140.0,43.0,0,0,13525.0,13445.0,80.0,344.0,2,3,33,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
877,2025-12-01 00:00:00+08:00,2025-12-01,cu2601.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,89650.0,85510.0,4140.0,844.0,2532.0,2690.0,2690.0,422.0,0,0,86640.0,85600.0,1040.0,3376.0,2,3,33,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,64,64,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
878,2025-12-02 00:00:00+08:00,2025-12-02,ru2601.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15580.0,14980.0,600.0,256.0,768.0,80.0,80.0,128.0,1,0,15580.0,14980.0,600.0,1024.0,2,5,33,36,0,drawdown,0,range_not_above_threshold,0,224,224,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
879,2025-12-10 00:00:00+08:00,2025-12-10,FG601.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1065.0,958.0,107.0,23.6,70.80000000000001,-30.0,30.0,11.8,0,0,1065.0,1030.0,35.0,94.4,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
880,2025-12-10 00:00:00+08:00,2025-12-10,sp2605.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5550.0,5208.0,342.0,93.6,280.79999999999995,-54.0,-54.0,46.8,1,1,5550.0,5394.0,156.0,374.4,5,9,36,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
881,2025-12-12 00:00:00+08:00,2025-12-12,au2602.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,970.88,948.14,22.74000000000001,10.727999999999998,32.184,19.120000000000005,19.120000000000005,5.363999999999999,0,0,968.26,948.18,20.08000000000004,42.91199999999999,1,2,32,33,0,drawdown,0,range_not_above_threshold,0,18,18,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
882,2025-12-15 00:00:00+08:00,2025-12-15,rb2605.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3182.0,3031.0,151.0,50.0,150.0,-43.0,43.0,25.0,0,0,3140.0,3066.0,74.0,200.0,6,5,37,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
883,2025-12-16 00:00:00+08:00,2025-12-16,hc2605.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3340.0,3194.0,146.0,46.8,140.39999999999998,8.0,-8.0,23.4,1,1,3264.0,3194.0,70.0,187.2,9,8,40,39,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
884,2025-12-17 00:00:00+08:00,2025-12-17,lc2605.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,109860.0,91120.0,18740.0,3688.0,11064.0,10900.0,10900.0,1844.0,0,0,101620.0,97300.0,4320.0,14752.0,6,7,37,38,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,256,256,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
885,2025-12-22 00:00:00+08:00,2025-12-22,OI605.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9429.0,8708.0,721.0,155.4,466.20000000000005,-86.0,86.0,77.7,0,0,9429.0,9105.0,324.0,621.6,3,1,34,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,353,353,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
886,2026-01-12 00:00:00+08:00,2026-01-12,MA605.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2323.0,2120.0,203.0,63.0,189.0,-4.0,-4.0,31.5,1,1,2323.0,2211.0,112.0,252.0,6,8,37,39,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
887,2026-01-12 00:00:00+08:00,2026-01-12,au2602.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1031.3,964.0,67.29999999999995,14.840000000000009,44.520000000000024,27.379999999999995,27.379999999999995,7.420000000000004,0,0,1024.0,964.0,60.0,59.360000000000035,1,3,32,34,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,11,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
888,2026-01-13 00:00:00+08:00,2026-01-13,rb2605.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3198.0,3085.0,113.0,47.4,142.2,-10.0,-10.0,23.7,1,0,3198.0,3128.0,70.0,189.6,6,7,37,38,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
889,2026-01-14 00:00:00+08:00,2026-01-14,SH603.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2290.0,2076.0,214.0,70.6,211.79999999999998,-131.0,131.0,35.3,0,0,2286.0,2146.0,140.0,282.4,5,3,36,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,378,378,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
890,2026-01-19 00:00:00+08:00,2026-01-19,fu2603.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2680.0,2415.0,265.0,92.2,276.6,-48.0,-48.0,46.1,1,0,2680.0,2520.0,160.0,368.8,7,8,38,39,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
891,2026-01-23 00:00:00+08:00,2026-01-23,lc2605.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,182000.0,142100.0,39900.0,12916.0,38748.0,21020.0,21020.0,6458.0,0,0,174060.0,142100.0,31960.0,51664.0,1,5,32,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,132,132,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
892,2026-01-26 00:00:00+08:00,2026-01-26,MA605.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2358.0,2183.0,175.0,44.2,132.60000000000002,138.0,138.0,22.1,0,0,2318.0,2183.0,135.0,176.8,2,5,33,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
893,2026-01-26 00:00:00+08:00,2026-01-26,ru2605.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,16480.0,15525.0,955.0,267.0,801.0,485.0,485.0,133.5,0,0,16480.0,15525.0,955.0,1068.0,1,5,32,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,190,190,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
894,2026-02-02 00:00:00+08:00,2026-02-02,OI605.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9488.0,8880.0,608.0,178.8,536.4000000000001,-194.0,-194.0,89.4,1,1,9488.0,9121.0,367.0,715.2,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
895,2026-02-05 00:00:00+08:00,2026-02-05,SA605.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1235.0,1176.0,59.0,33.8,101.39999999999999,6.0,6.0,16.9,1,0,1235.0,1187.0,48.0,135.2,6,7,37,38,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
896,2026-02-09 00:00:00+08:00,2026-02-09,SM605.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5944.0,5786.0,158.0,71.2,213.60000000000002,-56.0,56.0,35.6,0,0,5944.0,5786.0,158.0,284.8,2,1,33,32,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
897,2026-02-10 00:00:00+08:00,2026-02-10,rb2605.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3174.0,3047.0,127.0,26.0,78.0,-49.0,49.0,13.0,0,0,3174.0,3115.0,59.0,104.0,2,0,33,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
898,2026-02-11 00:00:00+08:00,2026-02-11,hc2605.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3325.0,3216.0,109.0,21.6,64.80000000000001,-23.0,23.0,10.8,0,0,3325.0,3277.0,48.0,86.4,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
899,2026-02-11 00:00:00+08:00,2026-02-11,si2605.GFEX,si.GFEX,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9070.0,8335.0,735.0,166.0,498.0,-130.0,130.0,83.0,0,0,9070.0,8760.0,310.0,664.0,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
900,2026-02-12 00:00:00+08:00,2026-02-12,AP605.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9764.0,9334.0,430.0,122.4,367.20000000000005,222.0,222.0,61.2,0,0,9644.0,9334.0,310.0,489.6,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,296,296,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
901,2026-02-12 00:00:00+08:00,2026-02-12,ru2605.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,16970.0,15835.0,1135.0,295.0,885.0,205.0,205.0,147.5,0,0,16970.0,15835.0,1135.0,1180.0,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,175,175,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
902,2026-02-13 00:00:00+08:00,2026-02-13,SA605.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1235.0,1148.0,87.0,23.4,70.19999999999999,-21.0,21.0,11.7,0,0,1234.0,1187.0,47.0,93.6,2,1,33,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,450,450,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
903,2026-02-13 00:00:00+08:00,2026-02-13,SM605.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5930.0,5756.0,174.0,57.6,172.8,-48.0,48.0,28.8,0,0,5930.0,5816.0,114.0,230.4,4,0,35,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
904,2026-02-24 00:00:00+08:00,2026-02-24,ru2605.SHFE,ru.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,17155.0,15955.0,1200.0,263.0,789.0,455.0,455.0,131.5,0,0,16420.0,15955.0,465.0,1052.0,2,3,33,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,69,69,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
905,2026-02-26 00:00:00+08:00,2026-02-26,FG605.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1109.0,1037.0,72.0,23.2,69.6,17.0,-17.0,11.6,1,1,1091.0,1054.0,37.0,92.8,3,2,34,33,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
906,2026-03-02 00:00:00+08:00,2026-03-02,SH605.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2253.0,2054.0,199.0,66.4,199.20000000000002,-85.0,85.0,33.2,0,0,2253.0,2054.0,199.0,265.6,4,0,35,31,0,rebound,0,range_not_above_threshold,0,484,484,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
907,2026-03-02 00:00:00+08:00,2026-03-02,lc2605.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,187700.0,133100.0,54600.0,12284.0,36852.0,5540.0,5540.0,6142.0,1,1,187700.0,168200.0,19500.0,49136.0,7,8,38,39,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,93,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
908,2026-03-04 00:00:00+08:00,2026-03-04,MA605.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2721.0,2177.0,544.0,101.2,303.6,374.0,374.0,50.6,0,0,2297.0,2177.0,120.0,404.8,3,6,34,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
909,2026-03-04 00:00:00+08:00,2026-03-04,OI605.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9577.0,9003.0,574.0,133.2,399.59999999999997,301.0,301.0,66.6,0,0,9174.0,9003.0,171.0,532.8,1,2,32,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,311,311,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
910,2026-03-04 00:00:00+08:00,2026-03-04,SH605.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2253.0,2065.0,188.0,57.6,172.8,-29.0,29.0,28.8,0,0,2253.0,2135.0,118.0,230.4,2,0,33,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,182,182,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
911,2026-03-05 00:00:00+08:00,2026-03-05,SM605.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6192.0,5714.0,478.0,140.0,420.0,10.0,10.0,70.0,1,1,6192.0,6060.0,132.0,560.0,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
912,2026-03-06 00:00:00+08:00,2026-03-06,cu2604.SHFE,cu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,104540.0,99610.0,4930.0,2262.0,6786.0,-1050.0,1050.0,1131.0,1,0,104540.0,99610.0,4930.0,9048.0,5,0,36,31,0,rebound,0,range_not_above_threshold,0,53,53,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
913,2026-03-10 00:00:00+08:00,2026-03-10,cu2604.SHFE,cu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,104540.0,98370.0,6170.0,2188.0,6564.0,440.0,-440.0,1094.0,1,0,101980.0,98370.0,3610.0,8752.0,9,8,40,39,0,rebound,0,range_not_above_threshold,0,53,53,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
914,2026-03-13 00:00:00+08:00,2026-03-13,SA605.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1330.0,1171.0,159.0,52.8,158.39999999999998,42.0,42.0,26.4,0,0,1330.0,1220.0,110.0,211.2,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
