diagnostic_count,valid_count,long_valid_count,short_valid_count,condition_met_count,long_condition_met_count,short_condition_met_count,expansion_stall_condition_count,ordered_adverse_move_condition_count,both_condition_count,actual_incremental_block_count,long_incremental_block_count,short_incremental_block_count,matched_after_prior_zero_count,config_pass,or_semantics_pass,expansion_component_pass,ordered_component_pass,directional_order_pass,hard_block_semantics_pass,prior_zero_not_double_counted_pass,short_rule_has_observed_power,all_pass
972,971,486,485,152,79,73,140,12,0,144,73,71,8,True,True,True,True,True,True,True,True,True
