comparison,baseline,candidate,A_end_equity,C_end_equity,delta_end_equity,A_total_return_pct,C_total_return_pct,delta_total_return_pct,A_max_dd_pct,C_max_dd_pct,delta_max_dd_pct,A_sharpe,C_sharpe,delta_sharpe,A_total_slippage,C_total_slippage,delta_total_slippage,A_total_trade_count,C_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,C_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,C_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,C_days_over_100pct,delta_days_over_100pct
A_current_online_vs_C_stage037,stage047_A_current_online_stage847_c9_15w_q,stage047_C_stage037_long_short_mirror_block,14665615.100000003,16862237.30000001,2196622.200000005,9677.076733333335,11141.491533333337,1464.4148000000023,-44.9033186039274,-39.91474607744346,4.988572526483942,1.461353072442822,1.5395841221952555,0.07823104975243345,1743270.0,1671655.0,-71615.0,847.0,734.0,-113.0,52.66903914590747,53.150242326332794,0.48120318042532517,99.6724041790796,93.58070146346671,-6.091702715612897,0.0,0.0,0.0
