ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
CU1705.SHF,2017-03-13,46650.0,46560.0,46800.0,47560.0,46530.0,47560.0,47020.0,1000.0,460.0,328654.0,7727690.78,202870.0,3610.0
CU1705.SHF,2017-03-14,47560.0,47020.0,47500.0,47580.0,47190.0,47360.0,47360.0,340.0,340.0,211346.0,5005220.82,207094.0,4224.0
CU1705.SHF,2017-03-15,47360.0,47360.0,47150.0,47800.0,46820.0,47670.0,47440.0,310.0,80.0,307966.0,7306245.91,215478.0,8384.0
CU1705.SHF,2017-03-16,47670.0,47440.0,47900.0,48250.0,47710.0,48160.0,47980.0,720.0,540.0,291370.0,6990628.31,218718.0,3240.0
CU1705.SHF,2017-03-17,48160.0,47980.0,48270.0,48300.0,47660.0,47740.0,47940.0,-240.0,-40.0,220262.0,5280464.43,217374.0,-1344.0
CU1705.SHF,2017-03-20,47740.0,47940.0,47960.0,48280.0,47840.0,47980.0,48060.0,40.0,120.0,228262.0,5485744.52,219224.0,1850.0
CU1705.SHF,2017-03-21,47980.0,48060.0,47980.0,48400.0,47030.0,47290.0,47660.0,-770.0,-400.0,347368.0,8279118.5,220782.0,1558.0
CU1705.SHF,2017-03-22,47290.0,47660.0,47150.0,47500.0,46420.0,46660.0,46880.0,-1000.0,-780.0,321040.0,7525209.37,225738.0,4956.0
CU1705.SHF,2017-03-23,46660.0,46880.0,46730.0,47340.0,46450.0,47120.0,46960.0,240.0,80.0,248072.0,5825506.65,221334.0,-4404.0
CU1705.SHF,2017-03-24,47120.0,46960.0,47120.0,47330.0,46710.0,47100.0,47010.0,140.0,50.0,259020.0,6089477.65,220374.0,-960.0
CU1705.SHF,2017-03-27,47100.0,47010.0,47040.0,47240.0,46050.0,46260.0,46540.0,-750.0,-470.0,331254.0,7709382.4,228898.0,8524.0
CU1705.SHF,2017-03-28,46260.0,46540.0,46100.0,47020.0,45600.0,46740.0,46330.0,200.0,-210.0,401114.0,9293431.17,213026.0,-15872.0
CU1705.SHF,2017-03-29,46740.0,46330.0,46860.0,47690.0,46670.0,47530.0,47260.0,1200.0,930.0,318226.0,7520579.68,211298.0,-1728.0
CU1705.SHF,2017-03-30,47530.0,47260.0,47500.0,47810.0,47200.0,47460.0,47480.0,200.0,220.0,263782.0,6263221.01,203454.0,-7844.0
CU1705.SHF,2017-03-31,47460.0,47480.0,47510.0,48390.0,47440.0,47750.0,47830.0,270.0,350.0,393114.0,9403129.21,194190.0,-9264.0
CU1705.SHF,2017-04-05,47750.0,47830.0,47090.0,47650.0,46980.0,47420.0,47320.0,-410.0,-510.0,148642.0,3517410.87,189136.0,-5054.0
CU1705.SHF,2017-04-06,47420.0,47320.0,47810.0,48300.0,47680.0,47810.0,47940.0,490.0,620.0,247964.0,5943744.91,191346.0,2210.0
CU1705.SHF,2017-04-07,47810.0,47940.0,47900.0,48160.0,46930.0,47130.0,47640.0,-810.0,-300.0,318632.0,7591022.8,187952.0,-3394.0
CU1705.SHF,2017-04-10,47130.0,47640.0,46820.0,47570.0,46650.0,47050.0,47130.0,-590.0,-510.0,223444.0,5266553.28,181914.0,-6038.0
CU1705.SHF,2017-04-11,47050.0,47130.0,47020.0,47090.0,46520.0,46580.0,46750.0,-550.0,-380.0,195250.0,4564703.85,180958.0,-956.0
