variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm,experiment_arm
stage008_A_full_2018_2026,A: Official C9/150k,stage008_A_full_2018_2026,full_2018_2026,2018-01-01 independent start to 2026-05-29,full_period,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,23.153139900843044,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,0,2,0,1525590.0,808.0,52.58408531583265,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,87.1414273333334,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage008_A_full_2018_2026,full_2018_2026,0.0,2018-01-01,2026-05-29,1.0,0.0,A,A
stage008_C_full_2018_2026,C: Official + rollover continuation,stage008_C_full_2018_2026,full_2018_2026,2018-01-01 independent start to 2026-05-29,full_period,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,23.038825711426387,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,1,6,0,1517200.0,825.0,52.68115942028986,0,0.0,0,0,0,1,0,stage772_am40_80_120_oi_monthly,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,88.92243866666674,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage008_C_full_2018_2026,full_2018_2026,0.0,2018-01-01,2026-05-29,1.0,0.0,C,C
stage011_H_full_2018_2026,H: C + direction and recent volume > 2x prior risk x1.2,stage011_H_full_2018_2026,full_2018_2026,2018-01-01 independent start to 2026-05-29,full_period,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,15553660.10000001,10269.10673333334,73.73960728764774,-60.34695698819308,23.999945988550728,1.4101681682072271,128689.99999999996,95.2240484272014,62.97205329925784,0,2,0,1701240.0,823.0,52.23116313094367,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,15553660.10000001,10269.10673333334,73.73960728764774,-60.34695698819308,1.4101681682072271,128689.99999999996,95.2240484272014,62.97205329925784,103.6910673333334,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage011_H_full_2018_2026,full_2018_2026,0.0,2018-01-01,2026-05-29,1.0,0.0,H,H
stage014_K_long_hit_15_otherwise_10,K: C + long hit x1.5 otherwise x1.0; short x1.0,stage014_K_long_hit_15_otherwise_10,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13164443.800000004,8676.29586666667,70.3251321217331,-60.5299390064594,24.651844821989943,1.3628866850369792,128689.99999999996,98.3589981176698,63.86191784753537,0,2,0,1665810.0,825.0,52.15171407731582,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,13164443.800000004,8676.29586666667,70.3251321217331,-60.5299390064594,1.3628866850369792,128689.99999999996,98.3589981176698,63.86191784753537,87.76295866666669,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage014_K_long_hit_15_otherwise_10,,,,,,,,K
stage015_L_long_triple_volume_hit_15_otherwise_10,L: C + long >3x volume x1.5 otherwise x1.0,stage015_L_long_triple_volume_hit_15_otherwise_10,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,14442341.800000008,9528.227866666673,72.21351186926721,-56.53933681566298,23.12234563900006,1.3743063280816112,128689.99999999997,98.88231604771434,63.95961120346842,0,4,0,1684490.0,827.0,52.532561505065125,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,14442341.800000008,9528.227866666673,72.21351186926721,-56.53933681566298,1.3743063280816112,128689.99999999997,98.88231604771434,63.95961120346842,96.28227866666673,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage015_L_long_triple_volume_hit_15_otherwise_10,,,,,,,,L
