diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
199,2020-10-22 00:00:00+08:00,2020-10-22,MA101.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2146.0,1953.0,193.0,57.2,171.60000000000002,1,range_strictly_above_threshold,1,29,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
200,2020-10-26 00:00:00+08:00,2020-10-26,OI101.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9305.0,8883.0,422.0,165.2,495.59999999999997,0,range_not_above_threshold,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
201,2020-10-30 00:00:00+08:00,2020-10-30,fu2101.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
202,2020-11-04 00:00:00+08:00,2020-11-04,rb2101.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3762.0,3600.0,162.0,40.8,122.39999999999999,1,range_strictly_above_threshold,1,20,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
203,2020-11-05 00:00:00+08:00,2020-11-05,cu2012.SHFE,cu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
204,2020-11-16 00:00:00+08:00,2020-11-16,cu2012.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,53800.0,51150.0,2650.0,658.0,1974.0,1,range_strictly_above_threshold,1,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
205,2020-11-17 00:00:00+08:00,2020-11-17,OI101.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9953.0,9476.0,477.0,179.2,537.5999999999999,0,range_not_above_threshold,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
206,2020-11-19 00:00:00+08:00,2020-11-19,AP101.CZCE,AP.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
207,2020-11-25 00:00:00+08:00,2020-11-25,SM101.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6342.0,6022.0,320.0,92.8,278.4,1,range_strictly_above_threshold,1,21,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
208,2020-11-25 00:00:00+08:00,2020-11-25,jm2101.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1427.5,1301.0,126.5,32.4,97.19999999999999,1,range_strictly_above_threshold,1,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
209,2020-11-30 00:00:00+08:00,2020-11-30,ru2101.SHFE,ru.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,15540.0,14080.0,1460.0,398.0,1194.0,1,range_strictly_above_threshold,1,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
210,2020-12-01 00:00:00+08:00,2020-12-01,SA101.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
211,2020-12-01 00:00:00+08:00,2020-12-01,SM101.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6420.0,6022.0,398.0,144.0,432.0,0,range_not_above_threshold,0,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
212,2020-12-11 00:00:00+08:00,2020-12-11,MA101.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2442.0,2206.0,236.0,54.2,162.60000000000002,1,range_strictly_above_threshold,1,14,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
213,2020-12-14 00:00:00+08:00,2020-12-14,CF105.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,14930.0,14290.0,640.0,212.0,636.0,1,range_strictly_above_threshold,1,10,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
214,2020-12-16 00:00:00+08:00,2020-12-16,SM101.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6766.0,6230.0,536.0,193.2,579.5999999999999,0,range_not_above_threshold,0,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
215,2020-12-17 00:00:00+08:00,2020-12-17,fu2105.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2204.0,2007.0,197.0,64.4,193.20000000000002,1,range_strictly_above_threshold,1,26,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
216,2020-12-21 00:00:00+08:00,2020-12-21,OI105.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9460.0,9004.0,456.0,131.8,395.40000000000003,1,range_strictly_above_threshold,1,7,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
217,2020-12-29 00:00:00+08:00,2020-12-29,ru2105.SHFE,ru.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
218,2021-01-04 00:00:00+08:00,2021-01-04,au2102.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,400.8,387.96,12.840000000000032,5.692000000000007,17.076000000000022,0,range_not_above_threshold,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
219,2021-01-05 00:00:00+08:00,2021-01-05,AP105.CZCE,AP.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
220,2021-01-05 00:00:00+08:00,2021-01-05,SM105.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,7054.0,6618.0,436.0,192.4,577.2,0,range_not_above_threshold,0,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
221,2021-01-07 00:00:00+08:00,2021-01-07,fu2105.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2207.0,2021.0,186.0,78.2,234.60000000000002,0,range_not_above_threshold,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
222,2021-01-07 00:00:00+08:00,2021-01-07,jm2105.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1744.5,1605.0,139.5,65.1,195.29999999999998,0,range_not_above_threshold,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
223,2021-01-19 00:00:00+08:00,2021-01-19,FG105.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
224,2021-01-20 00:00:00+08:00,2021-01-20,MA105.CZCE,MA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
225,2021-01-26 00:00:00+08:00,2021-01-26,sp2103.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,6530.0,6082.0,448.0,149.6,448.79999999999995,0,range_not_above_threshold,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
226,2021-02-02 00:00:00+08:00,2021-02-02,hc2105.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
227,2021-02-04 00:00:00+08:00,2021-02-04,jm2105.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
228,2021-02-09 00:00:00+08:00,2021-02-09,CF105.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,15685.0,14735.0,950.0,309.0,927.0,1,range_strictly_above_threshold,1,10,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
229,2021-02-09 00:00:00+08:00,2021-02-09,fu2105.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2350.0,2088.0,262.0,52.0,156.0,1,range_strictly_above_threshold,1,26,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
230,2021-02-09 00:00:00+08:00,2021-02-09,ru2105.SHFE,ru.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,15030.0,13990.0,1040.0,343.0,1029.0,1,range_strictly_above_threshold,1,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
231,2021-02-18 00:00:00+08:00,2021-02-18,fu2105.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2416.0,2057.0,359.0,103.6,310.79999999999995,1,range_strictly_above_threshold,1,25,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
232,2021-02-19 00:00:00+08:00,2021-02-19,SA105.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1674.0,1590.0,84.0,43.4,130.2,0,range_not_above_threshold,0,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
233,2021-02-19 00:00:00+08:00,2021-02-19,cu2104.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,64470.0,56870.0,7600.0,1306.0,3918.0,1,range_strictly_above_threshold,1,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
234,2021-02-19 00:00:00+08:00,2021-02-19,sp2105.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,7002.0,6402.0,600.0,169.6,508.79999999999995,1,range_strictly_above_threshold,1,13,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
235,2021-02-22 00:00:00+08:00,2021-02-22,OI105.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,10346.0,9408.0,938.0,169.8,509.40000000000003,1,range_strictly_above_threshold,1,8,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
236,2021-02-23 00:00:00+08:00,2021-02-23,FG105.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1993.0,1755.0,238.0,46.8,140.39999999999998,1,range_strictly_above_threshold,1,23,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
237,2021-02-23 00:00:00+08:00,2021-02-23,rb2105.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,4676.0,4132.0,544.0,121.2,363.6,1,range_strictly_above_threshold,1,24,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
238,2021-02-24 00:00:00+08:00,2021-02-24,hc2105.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,4905.0,4336.0,569.0,129.8,389.40000000000003,1,range_strictly_above_threshold,1,18,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
239,2021-02-24 00:00:00+08:00,2021-02-24,jm2105.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
240,2021-02-26 00:00:00+08:00,2021-02-26,jm2105.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
241,2021-03-01 00:00:00+08:00,2021-03-01,MA105.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2585.0,2248.0,337.0,82.4,247.20000000000002,1,range_strictly_above_threshold,1,11,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
242,2021-03-01 00:00:00+08:00,2021-03-01,jm2105.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,3,3,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
243,2021-03-02 00:00:00+08:00,2021-03-02,AP105.CZCE,AP.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
244,2021-03-09 00:00:00+08:00,2021-03-09,fu2105.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2629.0,2291.0,338.0,109.2,327.6,1,range_strictly_above_threshold,1,27,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
245,2021-03-17 00:00:00+08:00,2021-03-17,SA105.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1999.0,1784.0,215.0,75.4,226.20000000000002,0,range_not_above_threshold,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
246,2021-03-22 00:00:00+08:00,2021-03-22,hc2105.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5215.0,4760.0,455.0,117.6,352.79999999999995,1,range_strictly_above_threshold,1,16,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
247,2021-03-23 00:00:00+08:00,2021-03-23,hc2105.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5215.0,4760.0,455.0,130.0,390.0,1,range_strictly_above_threshold,1,16,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
248,2021-03-30 00:00:00+08:00,2021-03-30,SM105.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
249,2021-04-09 00:00:00+08:00,2021-04-09,lh2109.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
250,2021-04-12 00:00:00+08:00,2021-04-12,fu2105.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
251,2021-04-13 00:00:00+08:00,2021-04-13,FG109.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2179.0,2047.0,132.0,52.8,158.39999999999998,0,range_not_above_threshold,0,19,19,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
252,2021-04-16 00:00:00+08:00,2021-04-16,SA109.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
253,2021-04-20 00:00:00+08:00,2021-04-20,rb2110.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5195.0,4937.0,258.0,98.2,294.6,0,range_not_above_threshold,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
254,2021-04-22 00:00:00+08:00,2021-04-22,hc2110.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5579.0,5211.0,368.0,92.6,277.79999999999995,1,range_strictly_above_threshold,1,12,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
255,2021-04-30 00:00:00+08:00,2021-04-30,MA109.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2496.0,2362.0,134.0,61.6,184.8,0,range_not_above_threshold,0,44,44,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
256,2021-05-07 00:00:00+08:00,2021-05-07,SM109.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,7568.0,7100.0,468.0,221.6,664.8,0,range_not_above_threshold,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
257,2021-05-07 00:00:00+08:00,2021-05-07,fu2109.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2610.0,2399.0,211.0,66.8,200.39999999999998,1,range_strictly_above_threshold,1,26,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
258,2021-05-07 00:00:00+08:00,2021-05-07,sp2106.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,7412.0,6994.0,418.0,142.4,427.20000000000005,0,range_not_above_threshold,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
259,2021-05-10 00:00:00+08:00,2021-05-10,CF109.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,16170.0,15320.0,850.0,283.0,849.0,1,range_strictly_above_threshold,1,13,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
260,2021-05-10 00:00:00+08:00,2021-05-10,OI109.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,11078.0,10334.0,744.0,286.4,859.1999999999999,0,range_not_above_threshold,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
261,2021-05-10 00:00:00+08:00,2021-05-10,au2106.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,384.22,367.82,16.400000000000034,5.1320000000000165,15.39600000000005,1,range_strictly_above_threshold,1,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
262,2021-05-10 00:00:00+08:00,2021-05-10,lh2109.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
263,2021-05-14 00:00:00+08:00,2021-05-14,SA109.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2329.0,1987.0,342.0,119.2,357.6,0,range_not_above_threshold,0,9,9,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
264,2021-05-19 00:00:00+08:00,2021-05-19,ru2109.SHFE,ru.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
265,2021-05-21 00:00:00+08:00,2021-05-21,SM109.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,7742.0,7008.0,734.0,287.2,861.5999999999999,0,range_not_above_threshold,0,32,32,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
266,2021-05-26 00:00:00+08:00,2021-05-26,AP110.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6619.0,5609.0,1010.0,249.0,747.0,1,range_strictly_above_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
267,2021-05-27 00:00:00+08:00,2021-05-27,sp2107.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
268,2021-06-01 00:00:00+08:00,2021-06-01,SM109.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,7842.0,7120.0,722.0,255.6,766.8,0,range_not_above_threshold,0,34,34,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
269,2021-06-04 00:00:00+08:00,2021-06-04,fu2109.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2640.0,2308.0,332.0,73.0,219.0,1,range_strictly_above_threshold,1,44,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
270,2021-06-08 00:00:00+08:00,2021-06-08,AP110.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6395.0,5959.0,436.0,153.8,461.40000000000003,0,range_not_above_threshold,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
271,2021-06-10 00:00:00+08:00,2021-06-10,hc2110.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
272,2021-06-16 00:00:00+08:00,2021-06-16,cu2107.SHFE,cu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,1,1,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
273,2021-06-17 00:00:00+08:00,2021-06-17,fu2109.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,2718.0,2516.0,202.0,84.6,253.79999999999998,0,range_not_above_threshold,0,30,30,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
274,2021-06-18 00:00:00+08:00,2021-06-18,OI109.CZCE,OI.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
275,2021-06-24 00:00:00+08:00,2021-06-24,FG109.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2792.0,2583.0,209.0,67.2,201.60000000000002,1,range_strictly_above_threshold,1,10,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
276,2021-06-24 00:00:00+08:00,2021-06-24,au2112.SHFE,au.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,2,2,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
277,2021-06-24 00:00:00+08:00,2021-06-24,hc2110.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
