diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
510,2023-04-17 00:00:00+08:00,2023-04-17,fu2309.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3210.0,2777.0,433.0,71.0,213.0,1,range_strictly_above_threshold,1,55,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
511,2023-04-24 00:00:00+08:00,2023-04-24,rb2310.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,46,46,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
512,2023-04-25 00:00:00+08:00,2023-04-25,SM306.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,61,61,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
513,2023-04-27 00:00:00+08:00,2023-04-27,sp2309.SHFE,sp.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,37,37,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
514,2023-05-05 00:00:00+08:00,2023-05-05,au2308.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,459.98,440.74,19.24000000000001,6.692000000000007,20.076000000000022,0,range_not_above_threshold,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
515,2023-05-05 00:00:00+08:00,2023-05-05,cu2306.SHFE,cu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
516,2023-05-10 00:00:00+08:00,2023-05-10,lh2307.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
517,2023-05-11 00:00:00+08:00,2023-05-11,rb2310.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,22,22,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
518,2023-05-11 00:00:00+08:00,2023-05-11,si2308.GFEX,si.GFEX,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,28,28,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
519,2023-05-16 00:00:00+08:00,2023-05-16,SM307.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,60,60,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
520,2023-05-19 00:00:00+08:00,2023-05-19,CF309.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,16065.0,15380.0,685.0,257.0,771.0,0,range_not_above_threshold,0,10,10,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
521,2023-05-22 00:00:00+08:00,2023-05-22,CF309.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,16340.0,15380.0,960.0,284.0,852.0,1,range_strictly_above_threshold,1,25,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
522,2023-05-22 00:00:00+08:00,2023-05-22,SM309.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,61,61,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
523,2023-05-24 00:00:00+08:00,2023-05-24,hc2310.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,45,45,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
524,2023-05-24 00:00:00+08:00,2023-05-24,rb2310.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
525,2023-05-25 00:00:00+08:00,2023-05-25,cu2307.SHFE,cu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
526,2023-05-26 00:00:00+08:00,2023-05-26,jm2309.DCE,jm.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,15,15,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
527,2023-06-01 00:00:00+08:00,2023-06-01,AP310.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8782.0,8311.0,471.0,164.4,493.20000000000005,0,range_not_above_threshold,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
528,2023-06-02 00:00:00+08:00,2023-06-02,CF309.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,16545.0,15305.0,1240.0,422.0,1266.0,0,range_not_above_threshold,0,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
529,2023-06-19 00:00:00+08:00,2023-06-19,fu2309.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3102.0,2878.0,224.0,101.0,303.0,0,range_not_above_threshold,0,35,35,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
530,2023-06-20 00:00:00+08:00,2023-06-20,cu2307.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,68800.0,66420.0,2380.0,686.0,2058.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
531,2023-06-27 00:00:00+08:00,2023-06-27,OI309.CZCE,OI.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8714.0,7808.0,906.0,257.6,772.8000000000001,1,range_strictly_above_threshold,1,24,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
532,2023-06-28 00:00:00+08:00,2023-06-28,au2308.SHFE,au.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,5,5,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
533,2023-07-03 00:00:00+08:00,2023-07-03,rb2310.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3815.0,3633.0,182.0,60.6,181.8,1,range_strictly_above_threshold,1,48,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
534,2023-07-04 00:00:00+08:00,2023-07-04,fu2309.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3145.0,2969.0,176.0,78.6,235.79999999999998,0,range_not_above_threshold,0,50,50,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
535,2023-07-04 00:00:00+08:00,2023-07-04,hc2310.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3907.0,3732.0,175.0,67.8,203.39999999999998,0,range_not_above_threshold,0,60,60,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
536,2023-07-07 00:00:00+08:00,2023-07-07,ru2309.SHFE,ru.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,12565.0,11820.0,745.0,178.0,534.0,1,range_strictly_above_threshold,1,15,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
537,2023-07-07 00:00:00+08:00,2023-07-07,sp2309.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5416.0,5042.0,374.0,84.4,253.20000000000002,1,range_strictly_above_threshold,1,43,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
538,2023-07-10 00:00:00+08:00,2023-07-10,lh2309.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,4,4,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
539,2023-07-11 00:00:00+08:00,2023-07-11,CF309.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,17105.0,16210.0,895.0,227.0,681.0,1,range_strictly_above_threshold,1,8,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
540,2023-07-11 00:00:00+08:00,2023-07-11,MA309.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2243.0,2065.0,178.0,44.2,132.60000000000002,1,range_strictly_above_threshold,1,33,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
541,2023-07-11 00:00:00+08:00,2023-07-11,SA309.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1824.0,1613.0,211.0,40.2,120.60000000000001,1,range_strictly_above_threshold,1,41,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
542,2023-07-12 00:00:00+08:00,2023-07-12,si2309.GFEX,si.GFEX,long,flat_entry,1,10,5,3.0,flat_entry,long,14010.0,13080.0,930.0,217.0,651.0,1,range_strictly_above_threshold,1,21,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
543,2023-07-13 00:00:00+08:00,2023-07-13,au2310.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,456.58,447.0,9.579999999999984,2.356000000000006,7.068000000000018,1,range_strictly_above_threshold,1,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
544,2023-07-14 00:00:00+08:00,2023-07-14,jm2309.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1437.0,1303.5,133.5,39.3,117.89999999999999,1,range_strictly_above_threshold,1,13,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
545,2023-07-18 00:00:00+08:00,2023-07-18,SM309.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,6730.0,6556.0,174.0,89.2,267.6,0,range_not_above_threshold,0,57,57,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
546,2023-07-21 00:00:00+08:00,2023-07-21,hc2310.SHFE,hc.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3934.0,3754.0,180.0,60.6,181.8,0,range_not_above_threshold,0,46,46,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
547,2023-07-21 00:00:00+08:00,2023-07-21,rb2310.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3825.0,3650.0,175.0,62.8,188.39999999999998,0,range_not_above_threshold,0,42,42,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
548,2023-07-24 00:00:00+08:00,2023-07-24,fu2309.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3316.0,3156.0,160.0,64.6,193.79999999999998,0,range_not_above_threshold,0,48,48,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
549,2023-07-26 00:00:00+08:00,2023-07-26,cu2309.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,69520.0,67780.0,1740.0,620.0,1860.0,0,range_not_above_threshold,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
550,2023-07-27 00:00:00+08:00,2023-07-27,AP310.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8788.0,8552.0,236.0,103.0,309.0,0,range_not_above_threshold,0,11,11,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
551,2023-07-31 00:00:00+08:00,2023-07-31,FG309.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1773.0,1637.0,136.0,73.2,219.60000000000002,0,range_not_above_threshold,0,17,17,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
552,2023-07-31 00:00:00+08:00,2023-07-31,sp2309.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5592.0,5178.0,414.0,109.6,328.79999999999995,1,range_strictly_above_threshold,1,18,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
553,2023-08-21 00:00:00+08:00,2023-08-21,SA401.CZCE,SA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1838.0,1508.0,330.0,59.4,178.2,1,range_strictly_above_threshold,1,33,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
554,2023-08-21 00:00:00+08:00,2023-08-21,fu2310.SHFE,fu.SHFE,long,rollover_reopen,1,10,5,3.0,rollover_reopen,long,3772.0,3421.0,351.0,81.4,244.20000000000002,1,range_strictly_above_threshold,1,25,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
555,2023-08-22 00:00:00+08:00,2023-08-22,MA401.CZCE,MA.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,2531.0,2341.0,190.0,65.8,197.39999999999998,0,range_not_above_threshold,0,99,99,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
556,2023-08-22 00:00:00+08:00,2023-08-22,jm2401.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1509.0,1335.0,174.0,51.1,153.3,1,range_strictly_above_threshold,1,16,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
557,2023-08-23 00:00:00+08:00,2023-08-23,AP310.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,8967.0,8607.0,360.0,147.8,443.40000000000003,0,range_not_above_threshold,0,27,27,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
558,2023-08-23 00:00:00+08:00,2023-08-23,si2310.GFEX,si.GFEX,long,flat_entry,1,10,5,3.0,flat_entry,long,13885.0,13350.0,535.0,211.0,633.0,0,range_not_above_threshold,0,36,36,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
559,2023-08-24 00:00:00+08:00,2023-08-24,au2310.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,460.62,453.76,6.860000000000014,2.2639999999999985,6.791999999999995,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
560,2023-08-29 00:00:00+08:00,2023-08-29,rb2310.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,66,66,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
561,2023-08-30 00:00:00+08:00,2023-08-30,CF401.CZCE,CF.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,17775.0,16585.0,1190.0,268.0,804.0,1,range_strictly_above_threshold,1,26,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
562,2023-08-30 00:00:00+08:00,2023-08-30,FG401.CZCE,FG.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1716.0,1546.0,170.0,58.0,174.0,0,range_not_above_threshold,0,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
563,2023-08-30 00:00:00+08:00,2023-08-30,cu2310.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,69510.0,67300.0,2210.0,544.0,1632.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
564,2023-08-31 00:00:00+08:00,2023-08-31,sp2401.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5676.0,5384.0,292.0,100.4,301.20000000000005,0,range_not_above_threshold,0,50,50,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
565,2023-09-04 00:00:00+08:00,2023-09-04,SM311.CZCE,SM.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,7066.0,6718.0,348.0,102.0,306.0,1,range_strictly_above_threshold,1,67,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
566,2023-09-05 00:00:00+08:00,2023-09-05,fu2311.SHFE,fu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3682.0,3367.0,315.0,91.4,274.20000000000005,1,range_strictly_above_threshold,1,52,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
567,2023-09-15 00:00:00+08:00,2023-09-15,cu2310.SHFE,cu.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,70210.0,68410.0,1800.0,484.0,1452.0,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
568,2023-09-18 00:00:00+08:00,2023-09-18,rb2401.SHFE,rb.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,3846.0,3707.0,139.0,47.8,143.39999999999998,0,range_not_above_threshold,0,72,72,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
569,2023-09-18 00:00:00+08:00,2023-09-18,sp2401.SHFE,sp.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,5980.0,5630.0,350.0,98.8,296.4,1,range_strictly_above_threshold,1,30,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
570,2023-09-26 00:00:00+08:00,2023-09-26,AP401.CZCE,AP.CZCE,long,flat_entry,1,10,5,3.0,flat_entry,long,9400.0,9020.0,380.0,137.0,411.0,0,range_not_above_threshold,0,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
571,2023-09-26 00:00:00+08:00,2023-09-26,hc2401.SHFE,hc.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,58,58,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
572,2023-09-28 00:00:00+08:00,2023-09-28,lh2311.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
573,2023-10-11 00:00:00+08:00,2023-10-11,cu2311.SHFE,cu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,6,6,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
574,2023-10-12 00:00:00+08:00,2023-10-12,rb2401.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,77,77,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
575,2023-10-13 00:00:00+08:00,2023-10-13,SA401.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,65,65,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
576,2023-10-17 00:00:00+08:00,2023-10-17,CF401.CZCE,CF.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
577,2023-10-17 00:00:00+08:00,2023-10-17,MA401.CZCE,MA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,37,37,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
578,2023-10-17 00:00:00+08:00,2023-10-17,ru2401.SHFE,ru.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,14920.0,13760.0,1160.0,313.0,939.0,1,range_strictly_above_threshold,1,15,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
579,2023-10-20 00:00:00+08:00,2023-10-20,SM312.CZCE,SM.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,67,67,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
580,2023-10-23 00:00:00+08:00,2023-10-23,SA401.CZCE,SA.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,28,28,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
581,2023-10-23 00:00:00+08:00,2023-10-23,lh2401.DCE,lh.DCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,8,8,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
582,2023-10-23 00:00:00+08:00,2023-10-23,rb2401.SHFE,rb.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,41,41,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
583,2023-10-25 00:00:00+08:00,2023-10-25,FG401.CZCE,FG.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,40,40,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
584,2023-10-25 00:00:00+08:00,2023-10-25,au2312.SHFE,au.SHFE,long,flat_entry,1,10,5,3.0,flat_entry,long,479.44,450.94,28.5,4.680000000000007,14.04000000000002,1,range_strictly_above_threshold,1,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
585,2023-10-26 00:00:00+08:00,2023-10-26,fu2401.SHFE,fu.SHFE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,33,33,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
586,2023-10-27 00:00:00+08:00,2023-10-27,OI401.CZCE,OI.CZCE,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,13,13,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
587,2023-10-27 00:00:00+08:00,2023-10-27,si2312.GFEX,si.GFEX,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,31,31,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
588,2023-11-02 00:00:00+08:00,2023-11-02,jm2401.DCE,jm.DCE,long,flat_entry,1,10,5,3.0,flat_entry,long,1844.0,1658.0,186.0,49.1,147.3,1,range_strictly_above_threshold,1,8,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
589,2023-11-06 00:00:00+08:00,2023-11-06,lc2401.GFEX,lc.GFEX,short,flat_entry,1,10,5,3.0,flat_entry,short,,,,,,0,direction_excluded,0,12,12,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
