comparison,baseline,candidate,A_end_equity,B_end_equity,delta_end_equity,A_total_return_pct,B_total_return_pct,delta_total_return_pct,A_max_dd_pct,B_max_dd_pct,delta_max_dd_pct,A_sharpe,B_sharpe,delta_sharpe,A_total_slippage,B_total_slippage,delta_total_slippage,A_total_trade_count,B_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,B_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,B_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,B_days_over_100pct,delta_days_over_100pct,slippage_ratio_B_over_A,C_end_equity,C_total_return_pct,C_max_dd_pct,C_sharpe,C_total_slippage,C_total_trade_count,C_nonzero_daily_win_rate_pct,C_max_broker10_margin_to_equity_pct,C_days_over_100pct,slippage_ratio_C_over_B,slippage_ratio_C_over_A
A_vs_B,stage031_A_formal_q,stage031_B_stage028_delay_5td,14989515.100000003,15889543.300000006,900028.200000003,9893.01006666667,10493.028866666671,600.0188000000016,-44.9033186039274,-46.45064286655245,-1.5473242626250467,1.4685554601682667,1.4377842587757124,-0.030771201392554293,1741690.0,1654705.0,-86985.0,846.0,810.0,-36.0,52.67284390591589,52.82289249806651,0.15004859215061828,99.6724041790796,100.34255554259121,0.6701513635116072,0.0,1.0,1.0,0.950057128421246,,,,,,,,,,,
B_vs_C,stage031_B_stage028_delay_5td,stage031_C_stage028_long_range_3atr_filter,,15889543.300000006,-14203706.400000006,,10493.028866666671,-9469.137600000004,,-46.45064286655245,5.817379907866695,,1.4377842587757124,-0.4411448942620898,,1654705.0,-1475605.0,,810.0,-377.0,,52.82289249806651,-1.5976882973663962,,100.34255554259121,-17.088154569333483,,1.0,-1.0,,1685836.9000000006,1023.8912666666671,-40.633262958685755,0.9966393645136226,179100.0,433.0,51.22520420070011,83.25440097325773,0.0,0.10823681562574598,
A_vs_C,stage031_A_formal_q,stage031_C_stage028_long_range_3atr_filter,14989515.100000003,,-13303678.200000003,9893.01006666667,,-8869.118800000002,-44.9033186039274,,4.270055645241648,1.4685554601682667,,-0.4719160956546441,1741690.0,,-1562590.0,846.0,,-413.0,52.67284390591589,,-1.447639705215778,99.6724041790796,,-16.418003205821876,0.0,,0.0,,1685836.9000000006,1023.8912666666671,-40.633262958685755,0.9966393645136226,179100.0,433.0,51.22520420070011,83.25440097325773,0.0,,0.10283115824285607
