trade_date,datetime,open,high,low,close,volume,open_oi,close_oi
2021-05-20,2021-05-20 00:00:00+08:00,10520.0,10540.0,10115.0,10330.0,57.0,0.0,39.0
2021-05-21,2021-05-21 00:00:00+08:00,10300.0,10570.0,10300.0,10545.0,106.0,39.0,103.0
2021-05-24,2021-05-24 00:00:00+08:00,10525.0,10600.0,10390.0,10525.0,94.0,103.0,138.0
2021-05-25,2021-05-25 00:00:00+08:00,10520.0,10525.0,10460.0,10505.0,30.0,138.0,137.0
2021-05-26,2021-05-26 00:00:00+08:00,10530.0,10530.0,10290.0,10365.0,60.0,137.0,144.0
2021-05-27,2021-05-27 00:00:00+08:00,10420.0,10505.0,10390.0,10480.0,60.0,144.0,144.0
2021-05-28,2021-05-28 00:00:00+08:00,10510.0,10565.0,10400.0,10400.0,16.0,144.0,147.0
2021-05-31,2021-05-31 00:00:00+08:00,10405.0,10465.0,10405.0,10430.0,8.0,147.0,145.0
2021-06-01,2021-06-01 00:00:00+08:00,10450.0,10490.0,10410.0,10455.0,11.0,145.0,148.0
2021-06-02,2021-06-02 00:00:00+08:00,10430.0,10455.0,10310.0,10375.0,68.0,148.0,156.0
2021-06-03,2021-06-03 00:00:00+08:00,10375.0,10420.0,10330.0,10400.0,56.0,156.0,174.0
2021-06-04,2021-06-04 00:00:00+08:00,10445.0,10490.0,10370.0,10370.0,38.0,174.0,181.0
2021-06-07,2021-06-07 00:00:00+08:00,10370.0,10370.0,10085.0,10175.0,91.0,181.0,172.0
2021-06-08,2021-06-08 00:00:00+08:00,10130.0,10270.0,10105.0,10115.0,85.0,172.0,179.0
2021-06-09,2021-06-09 00:00:00+08:00,10085.0,10205.0,10000.0,10170.0,56.0,179.0,179.0
2021-06-10,2021-06-10 00:00:00+08:00,10185.0,10265.0,10100.0,10120.0,58.0,179.0,178.0
2021-06-11,2021-06-11 00:00:00+08:00,10085.0,10135.0,10045.0,10110.0,16.0,178.0,177.0
2021-06-15,2021-06-15 00:00:00+08:00,10175.0,10195.0,10120.0,10190.0,67.0,177.0,185.0
2021-06-16,2021-06-16 00:00:00+08:00,10150.0,10190.0,10125.0,10180.0,23.0,185.0,188.0
2021-06-17,2021-06-17 00:00:00+08:00,10185.0,10200.0,10145.0,10145.0,31.0,188.0,197.0
2021-06-18,2021-06-18 00:00:00+08:00,10080.0,10140.0,10080.0,10090.0,18.0,197.0,194.0
2021-06-21,2021-06-21 00:00:00+08:00,10090.0,10100.0,9935.0,10005.0,54.0,194.0,195.0
2021-06-22,2021-06-22 00:00:00+08:00,10065.0,10090.0,10020.0,10090.0,25.0,195.0,197.0
2021-06-23,2021-06-23 00:00:00+08:00,10085.0,10115.0,10050.0,10070.0,25.0,197.0,202.0
2021-06-24,2021-06-24 00:00:00+08:00,10115.0,10125.0,10060.0,10110.0,44.0,202.0,214.0
2021-06-25,2021-06-25 00:00:00+08:00,10120.0,10150.0,10120.0,10120.0,12.0,214.0,212.0
2021-06-28,2021-06-28 00:00:00+08:00,10070.0,10135.0,10030.0,10045.0,42.0,212.0,229.0
2021-06-29,2021-06-29 00:00:00+08:00,10130.0,10160.0,10120.0,10130.0,28.0,229.0,227.0
2021-06-30,2021-06-30 00:00:00+08:00,10130.0,10150.0,10100.0,10100.0,65.0,227.0,259.0
