trade_date,datetime,open,high,low,close,volume,open_oi,close_oi
2019-11-07,2019-11-07 00:00:00+08:00,552.0,552.0,552.0,552.0,4.0,0.0,4.0
2019-11-08,2019-11-08 00:00:00+08:00,533.0,555.0,533.0,541.4,7.0,4.0,0.0
2019-11-11,2019-11-11 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-12,2019-11-12 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-13,2019-11-13 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-14,2019-11-14 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-15,2019-11-15 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-18,2019-11-18 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-19,2019-11-19 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-20,2019-11-20 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-21,2019-11-21 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-22,2019-11-22 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-25,2019-11-25 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-26,2019-11-26 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-27,2019-11-27 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-28,2019-11-28 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-11-29,2019-11-29 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-12-02,2019-12-02 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-12-03,2019-12-03 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-12-04,2019-12-04 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
2019-12-05,2019-12-05 00:00:00+08:00,541.4,541.4,541.4,541.4,0.0,0.0,0.0
