variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm
stage008_F_roll_1y_2020_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2020_01,roll_1y_2020_01,2020-01-01 independent start to 2020-12-31,rolling_1y,2020-01-02,2020-12-31,150000.0,150000.0,0.4,243,335726.20000000007,123.8174666666667,124.43755802210923,-24.631820570104956,6.485973624212716,2.214735374255867,141520.0,73.31039812121723,66.72962325297289,0,0,0,17520.0,139.0,60.30150753768844,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,335726.20000000007,123.8174666666667,124.43755802210923,-24.631820570104956,2.214735374255867,141520.0,73.31039812121723,66.72962325297289,2.238174666666667,,,,,2020-01,2020-01,2020,1,1,1,1,0,0,0,stage008_F_roll_1y_2020_01,roll_1y_2020_01,1,2020-01-01,2020-12-31,1,0,F
stage008_A_roll_1y_2020_06,A: Official C9/150k,stage008_A_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,777722.1000000001,418.4814,421.4199239997162,-23.768711883200886,9.135152396094501,3.2335500297254445,146400.0,74.58823602288248,63.84080552062073,0,0,0,16690.0,134.0,61.46341463414634,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,777722.1000000001,418.4814,421.4199239997162,-23.768711883200886,3.2335500297254445,146400.0,74.58823602288248,63.84080552062073,5.184814,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage008_A_roll_1y_2020_06,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,A
stage008_C_roll_1y_2020_06,C: Official + rollover continuation,stage008_C_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,752293.6000000001,401.5290666666667,404.3139379396565,-23.321562872603863,9.088830893395185,3.1303391762128125,146400.0,71.14084240227723,63.29626928699797,0,0,0,17310.0,137.0,59.90338164251207,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,752293.6000000001,401.5290666666667,404.3139379396565,-23.321562872603863,3.1303391762128125,146400.0,71.14084240227723,63.29626928699797,5.015290666666667,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage008_C_roll_1y_2020_06,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,C
stage008_D_roll_1y_2020_06,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,798469.9,432.3132666666667,435.37858611271946,-24.459038290293854,8.687597067018185,3.2243450348055127,146040.0,85.54491371086635,64.87959467083887,0,0,0,18700.0,142.0,60.38647342995169,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,798469.9,432.3132666666667,435.37858611271946,-24.459038290293854,3.2243450348055127,146040.0,85.54491371086635,64.87959467083887,5.323132666666667,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage008_D_roll_1y_2020_06,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,D
stage008_F_roll_1y_2020_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,799550.4,433.0336,436.1055570818917,-24.86999422196542,8.6970098492098,3.233698811830671,146040.0,85.85763774044737,64.80653677949292,0,0,0,18500.0,140.0,60.38647342995169,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,799550.4,433.0336,436.1055570818917,-24.86999422196542,3.233698811830671,146040.0,85.85763774044737,64.80653677949292,5.330336,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage008_F_roll_1y_2020_06,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,F
stage008_A_roll_1y_2021_01,A: Official C9/150k,stage008_A_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,840606.0,460.40400000000005,471.89094673085964,-27.47227673070779,15.390141451366514,2.9185368952062607,150000.0,71.96141624146676,57.362448917181645,0,0,0,22450.0,125.0,58.70646766169154,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,840606.0,460.40400000000005,471.89094673085964,-27.47227673070779,2.9185368952062607,150000.0,71.96141624146676,57.362448917181645,5.60404,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage008_A_roll_1y_2021_01,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,A
stage008_C_roll_1y_2021_01,C: Official + rollover continuation,stage008_C_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,850486.0,466.9906666666667,478.69222640179066,-27.920329567753456,15.28773238631239,2.9357406785682065,150000.0,71.71339601667889,57.362448917181645,0,0,0,22350.0,125.0,58.2089552238806,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,850486.0,466.9906666666667,478.69222640179066,-27.920329567753456,2.9357406785682065,150000.0,71.71339601667889,57.362448917181645,5.669906666666667,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage008_C_roll_1y_2021_01,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,C
stage008_D_roll_1y_2021_01,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,1106992.8000000003,637.9952000000002,655.5670391150733,-27.627962624013414,15.126870717956441,3.207350597556986,150000.0,77.04414942622758,61.75799733814956,0,0,0,29330.0,126.0,58.2089552238806,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1106992.8000000003,637.9952000000002,655.5670391150733,-27.627962624013414,3.207350597556986,150000.0,77.04414942622758,61.75799733814956,7.379952000000002,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage008_D_roll_1y_2021_01,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,D
stage008_F_roll_1y_2021_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,1037332.8000000003,591.5552000000001,607.4797431483995,-27.90946372567499,15.362966492638554,3.188273195716096,150000.0,72.31400080931168,59.758957973886865,0,0,0,26530.0,126.0,58.2089552238806,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1037332.8000000003,591.5552000000001,607.4797431483995,-27.90946372567499,3.188273195716096,150000.0,72.31400080931168,59.758957973886865,6.915552000000002,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage008_F_roll_1y_2021_01,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,F
stage008_A_roll_1y_2021_06,A: Official C9/150k,stage008_A_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,215060.0,43.37333333333333,43.550829093009135,-35.228744390567115,15.166311245460438,0.977666868584407,137230.00000000003,63.70935507994731,45.602887812376,0,0,0,9140.0,137.0,50.24875621890548,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,215060.0,43.37333333333333,43.550829093009135,-35.228744390567115,0.977666868584407,137230.00000000003,63.70935507994731,45.602887812376,1.4337333333333333,,,,,2021-06,2021-06,2021,6,1,1,1,0,0,0,stage008_A_roll_1y_2021_06,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,A
stage008_C_roll_1y_2021_06,C: Official + rollover continuation,stage008_C_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,211470.0,40.98,41.14637308573723,-36.895347796246014,15.084940958186833,0.9389723355353579,137230.00000000003,65.00254893676947,44.99960973689685,0,0,0,9300.0,137.0,50.24875621890548,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,211470.0,40.98,41.14637308573723,-36.895347796246014,0.9389723355353579,137230.00000000003,65.00254893676947,44.99960973689685,1.4098,,,,,2021-06,2021-06,2021,6,1,1,1,0,0,0,stage008_C_roll_1y_2021_06,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,C
stage008_D_roll_1y_2021_06,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,244362.6000000001,62.908400000000064,63.18164474508337,-41.54041147112481,16.029272875122803,1.1882959650438192,136610.00000000003,62.58584053352606,53.564658848589,0,0,0,11260.0,143.0,51.741293532338304,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,244362.6000000001,62.908400000000064,63.18164474508337,-41.54041147112481,1.1882959650438192,136610.00000000003,62.58584053352606,53.564658848589,1.6290840000000006,,,,,2021-06,2021-06,2021,6,1,1,1,0,1,0,stage008_D_roll_1y_2021_06,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,D
stage008_F_roll_1y_2021_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,241022.6000000001,60.6817333333334,60.94363673019194,-40.463638550847925,15.728831918552242,1.1788344940776059,137290.00000000003,62.30745380212591,51.66432967897511,0,0,0,10770.0,143.0,50.5,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,241022.6000000001,60.6817333333334,60.94363673019194,-40.463638550847925,1.1788344940776059,137290.00000000003,62.30745380212591,51.66432967897511,1.606817333333334,,,,,2021-06,2021-06,2021,6,1,1,1,0,1,0,stage008_F_roll_1y_2021_06,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,F
stage008_A_roll_1y_2022_01,A: Official C9/150k,stage008_A_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,127070.0,-15.28666666666667,-15.491368780439485,-35.78589221702412,21.82906045964404,-0.14903791065849142,105690.0,64.51003789405789,37.490524681740425,0,0,0,3420.0,76.0,39.83739837398374,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,127070.0,-15.28666666666667,-15.491368780439485,-35.78589221702412,-0.14903791065849142,105690.0,64.51003789405789,37.490524681740425,0.8471333333333333,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage008_A_roll_1y_2022_01,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,A
stage008_C_roll_1y_2022_01,C: Official + rollover continuation,stage008_C_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,135180.0,-9.879999999999999,-10.016615237502046,-37.07394130870648,23.39149727664974,0.028392603208951855,103570.0,64.51003789405789,41.28682529246494,0,0,0,3620.0,76.0,39.83739837398374,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,135180.0,-9.879999999999999,-10.016615237502046,-37.07394130870648,0.028392603208951855,103570.0,64.51003789405789,41.28682529246494,0.9012,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage008_C_roll_1y_2022_01,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,C
stage008_D_roll_1y_2022_01,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,117630.0,-21.58,-21.857512967708992,-39.89401105476096,25.764865946002814,-0.22224478155704305,105480.0,72.42945736434109,45.41168480349965,0,0,0,4580.0,84.0,40.94488188976378,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,117630.0,-21.58,-21.857512967708992,-39.89401105476096,-0.22224478155704305,105480.0,72.42945736434109,45.41168480349965,0.7842,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage008_D_roll_1y_2022_01,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,D
stage008_F_roll_1y_2022_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,124810.0,-16.793333333333337,-17.01611492233196,-40.87982221209185,25.085924374600264,-0.10962206983465955,103750.0,70.7777479681212,45.3589697405404,0,0,0,4220.0,80.0,41.6,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,124810.0,-16.793333333333337,-17.01611492233196,-40.87982221209185,-0.10962206983465955,103750.0,70.7777479681212,45.3589697405404,0.8320666666666666,,,,,2022-01,2022-01,2022,1,0,1,1,0,1,0,stage008_F_roll_1y_2022_01,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,F
stage008_A_roll_1y_2022_06,A: Official C9/150k,stage008_A_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,145030.0,-3.313333333333335,-3.324520275241638,-45.71011454667965,31.99129521809217,0.12169131646924981,141820.0,67.14374651551756,39.64900181988221,0,0,0,3960.0,50.0,43.333333333333336,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,145030.0,-3.313333333333335,-3.324520275241638,-45.71011454667965,0.12169131646924981,141820.0,67.14374651551756,39.64900181988221,0.9668666666666667,,,,,2022-06,2022-06,2022,6,0,1,1,0,1,0,stage008_A_roll_1y_2022_06,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,A
stage008_C_roll_1y_2022_06,C: Official + rollover continuation,stage008_C_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,145030.0,-3.313333333333335,-3.324520275241638,-45.71011454667965,31.99129521809217,0.12169131646924981,141820.0,67.14374651551756,39.64900181988221,0,0,0,3960.0,50.0,43.333333333333336,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,145030.0,-3.313333333333335,-3.324520275241638,-45.71011454667965,0.12169131646924981,141820.0,67.14374651551756,39.64900181988221,0.9668666666666667,,,,,2022-06,2022-06,2022,6,0,1,1,0,1,0,stage008_C_roll_1y_2022_06,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,C
stage008_D_roll_1y_2022_06,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,125129.99999999999,-16.580000000000005,-16.63191568121568,-51.21827609060077,33.726898154785644,-0.2686666624507023,125129.99999999999,66.52677873338546,41.75172084161325,0,0,0,4340.0,54.0,40.909090909090914,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,125129.99999999999,-16.580000000000005,-16.63191568121568,-51.21827609060077,-0.2686666624507023,125129.99999999999,66.52677873338546,41.75172084161325,0.8341999999999999,,,,,2022-06,2022-06,2022,6,0,1,1,0,1,1,stage008_D_roll_1y_2022_06,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,D
stage008_F_roll_1y_2022_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,115619.99999999999,-22.92000000000001,-22.988877018847663,-52.492090232978605,34.02370988656188,-0.4971911322641242,115619.99999999999,61.27936567868605,40.73622263546935,0,0,0,3980.0,54.0,40.44943820224719,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,115619.99999999999,-22.92000000000001,-22.988877018847663,-52.492090232978605,-0.4971911322641242,115619.99999999999,61.27936567868605,40.73622263546935,0.7707999999999999,,,,,2022-06,2022-06,2022,6,0,1,1,0,1,1,stage008_F_roll_1y_2022_06,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,F
stage008_A_roll_1y_2023_01,A: Official C9/150k,stage008_A_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,142085.0,-5.276666666666663,-5.351521546260507,-24.468997361477573,11.27476013255121,-0.09566067899127137,114505.0,59.969616274501256,44.05755665312804,0,0,0,3530.0,61.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,142085.0,-5.276666666666663,-5.351521546260507,-24.468997361477573,-0.09566067899127137,114505.0,59.969616274501256,44.05755665312804,0.9472333333333334,,,,,2023-01,2023-01,2023,1,0,1,1,0,0,0,stage008_A_roll_1y_2023_01,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,A
stage008_C_roll_1y_2023_01,C: Official + rollover continuation,stage008_C_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,144525.0,-3.6499999999999977,-3.702231532212996,-24.468997361477573,11.144943671663388,-0.022588087434062716,114505.0,61.560416330482504,46.234228556671255,0,0,0,3470.0,61.0,50.74626865671642,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,144525.0,-3.6499999999999977,-3.702231532212996,-24.468997361477573,-0.022588087434062716,114505.0,61.560416330482504,46.234228556671255,0.9635,,,,,2023-01,2023-01,2023,1,0,1,1,0,0,0,stage008_C_roll_1y_2023_01,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,C
stage008_D_roll_1y_2023_01,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,146185.0,-2.543333333333331,-2.5799410189026095,-23.198287220026348,11.775860519820375,0.026790707839223552,116585.0,55.808122828837334,47.16056287585744,0,0,0,3650.0,62.0,51.11111111111111,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,146185.0,-2.543333333333331,-2.5799410189026095,-23.198287220026348,0.026790707839223552,116585.0,55.808122828837334,47.16056287585744,0.9745666666666667,,,,,2023-01,2023-01,2023,1,0,1,1,0,0,0,stage008_D_roll_1y_2023_01,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,D
stage008_F_roll_1y_2023_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,142015.0,-5.323333333333336,-5.398831182477526,-24.937335092348288,11.847950396256344,-0.0900124258542087,113795.0,61.40393266374311,46.91598389120986,0,0,0,3530.0,61.0,50.74626865671642,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,142015.0,-5.323333333333336,-5.398831182477526,-24.937335092348288,-0.0900124258542087,113795.0,61.40393266374311,46.91598389120986,0.9467666666666666,,,,,2023-01,2023-01,2023,1,0,1,1,0,0,0,stage008_F_roll_1y_2023_01,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,F
stage008_A_roll_1y_2023_06,A: Official C9/150k,stage008_A_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,247100.0,64.73333333333333,64.78966346304414,-12.649247822644494,5.445740486357925,1.6881188553509492,137905.0,60.15123998473866,50.0489084991974,0,0,0,6280.0,85.0,55.367231638418076,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,247100.0,64.73333333333333,64.78966346304414,-12.649247822644494,1.6881188553509492,137905.0,60.15123998473866,50.0489084991974,1.6473333333333333,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage008_A_roll_1y_2023_06,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,A
stage008_C_roll_1y_2023_06,C: Official + rollover continuation,stage008_C_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,236815.0,57.876666666666665,57.926053447773704,-13.087982959588185,5.768449208547845,1.566970901557936,137905.0,56.5329794997678,49.87468750427153,0,0,0,5850.0,85.0,55.932203389830505,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,236815.0,57.876666666666665,57.926053447773704,-13.087982959588185,1.566970901557936,137905.0,56.5329794997678,49.87468750427153,1.5787666666666667,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage008_C_roll_1y_2023_06,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,C
stage008_D_roll_1y_2023_06,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,233045.0,55.363333333333344,55.4102256864436,-13.700712589073639,6.7301149425890445,1.4766330948950317,136245.0,60.87332717315365,50.91007596556379,0,0,0,6500.0,86.0,54.54545454545454,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,233045.0,55.363333333333344,55.4102256864436,-13.700712589073639,1.4766330948950317,136245.0,60.87332717315365,50.91007596556379,1.5536333333333334,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage008_D_roll_1y_2023_06,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,D
stage008_F_roll_1y_2023_06,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,237000.0,58.00000000000001,58.049509896417305,-12.649247822644494,6.405069565328074,1.558385731008619,137905.0,56.66335686086853,50.69699973264249,0,0,0,6480.0,86.0,55.49132947976878,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,237000.0,58.00000000000001,58.049509896417305,-12.649247822644494,1.558385731008619,137905.0,56.66335686086853,50.69699973264249,1.58,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage008_F_roll_1y_2023_06,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,F
stage008_A_roll_1y_2024_01,A: Official C9/150k,stage008_A_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,234805.00000000003,56.536666666666676,56.77774230698762,-12.063644919130677,5.721249468486196,1.778983404520324,146850.0,55.87310158051753,46.51219836217933,0,0,0,6480.0,80.0,54.891304347826086,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,234805.00000000003,56.536666666666676,56.77774230698762,-12.063644919130677,1.778983404520324,146850.0,55.87310158051753,46.51219836217933,1.5653666666666668,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage008_A_roll_1y_2024_01,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,A
stage008_C_roll_1y_2024_01,C: Official + rollover continuation,stage008_C_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,238130.00000000003,58.753333333333345,59.00550058512586,-12.063644919130677,5.633306484706873,1.8141846793676024,146850.0,55.87310158051753,48.867939349890804,0,0,0,6830.0,82.0,54.891304347826086,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,238130.00000000003,58.753333333333345,59.00550058512586,-12.063644919130677,1.8141846793676024,146850.0,55.87310158051753,48.867939349890804,1.5875333333333335,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage008_C_roll_1y_2024_01,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,C
stage008_D_roll_1y_2024_01,D: C + directional 30D risk x1.2,stage008_D_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,244600.00000000003,63.06666666666669,63.340721546003344,-12.419202874734324,4.683922085048985,1.8481717817027197,146635.0,57.32433499939048,47.90824166244637,0,0,0,7340.0,82.0,55.434782608695656,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,244600.00000000003,63.06666666666669,63.340721546003344,-12.419202874734324,1.8481717817027197,146635.0,57.32433499939048,47.90824166244637,1.630666666666667,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage008_D_roll_1y_2024_01,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,D
stage008_F_roll_1y_2024_01,F: C + 30D direction and 10D volume expansion risk x1.2,stage008_F_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,232280.00000000003,54.85333333333335,55.086058309946374,-12.910011174653258,6.321910377377134,1.703883556295608,146635.0,55.506198481209836,47.35937375253682,0,0,0,6890.0,82.0,54.94505494505495,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,232280.00000000003,54.85333333333335,55.086058309946374,-12.910011174653258,1.703883556295608,146635.0,55.506198481209836,47.35937375253682,1.5485333333333335,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage008_F_roll_1y_2024_01,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,F
stage008_A_roll_1y_2024_06,A: Official C9/150k,stage008_A_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,154400.0,2.9333333333333433,2.968374612453717,-13.415073927154708,5.876220629325241,0.24826669695292153,143600.0,58.88778730277053,44.59026325279481,0,0,0,4000.0,56.0,48.1203007518797,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,154400.0,2.9333333333333433,2.968374612453717,-13.415073927154708,0.24826669695292153,143600.0,58.88778730277053,44.59026325279481,1.0293333333333334,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage008_A_roll_1y_2024_06,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,A
