comparison,A_end_equity,C_end_equity,delta_end_equity,A_total_return_pct,C_total_return_pct,delta_total_return_pct,A_max_dd_pct,C_max_dd_pct,delta_max_dd_pct,A_sharpe,C_sharpe,delta_sharpe,A_total_slippage,C_total_slippage,delta_total_slippage,A_total_trade_count,C_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,C_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,C_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,C_days_over_100pct,delta_days_over_100pct
master_m0016_stage037_top8_fu_vs_top14_fu,16859940.60000001,19095929.800000023,2235989.200000014,11139.960400000005,12630.619866666682,1490.659466666677,-39.91474607744346,-44.73401343952019,-4.8192673620767295,1.5388212007263535,1.5000597998926755,-0.03876140083367807,1659555.0,2577090.0,917535.0,734.0,920.0,186.0,53.23101777059773,53.42857142857142,0.1975536579736925,93.58070146346671,111.80026461281321,18.2195631493465,0.0,2.0,2.0
