strategy,score_type,eval_date,product_vt_symbol,score,score_rank,top_n
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,AP.CZCE,0.0,1,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,CF.CZCE,0.0,2,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,FG.CZCE,0.0,3,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,MA.CZCE,0.0,4,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,OI.CZCE,0.0,5,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,SA.CZCE,0.0,6,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,SH.CZCE,0.0,7,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,SM.CZCE,0.0,8,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,au.SHFE,0.0,9,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,cu.SHFE,0.0,10,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,hc.SHFE,0.0,11,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,jm.DCE,0.0,12,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,lc.GFEX,0.0,13,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,lh.DCE,0.0,14,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,rb.SHFE,0.0,15,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,ru.SHFE,0.0,16,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,si.GFEX,0.0,17,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,static18_pre_ai_boundary,2019-12-31,sp.SHFE,0.0,18,18
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,jm.DCE,0.9008630588285628,1,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,MA.CZCE,0.8563791023632789,2,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,au.SHFE,0.8478827345739763,3,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,cu.SHFE,0.8197230122758663,4,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,CF.CZCE,0.7854996161181643,5,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,SM.CZCE,0.7741172969773703,6,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,FG.CZCE,0.7031585105488941,7,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,sp.SHFE,0.6752164682488173,8,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,SH.CZCE,0.6335590622722284,9,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,lc.GFEX,0.6335590622722284,10,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,si.GFEX,0.6335590622722284,11,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,lh.DCE,0.6151271448880599,12,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,OI.CZCE,0.6128370384714057,13,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,AP.CZCE,0.5887629400978425,14,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-01-28,fu.SHFE,0.5887619400978424,15,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,jm.DCE,0.9620074250611552,1,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,SM.CZCE,0.9471872959311104,2,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,FG.CZCE,0.9398379502465558,3,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,MA.CZCE,0.8727737736482977,4,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,au.SHFE,0.8119607461314989,5,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,lh.DCE,0.7982920629181023,6,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,hc.SHFE,0.7854421774981711,7,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,sp.SHFE,0.7773452358078055,8,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,CF.CZCE,0.7759264944915109,9,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,OI.CZCE,0.7713131422044571,10,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,cu.SHFE,0.7630773293949106,11,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,SA.CZCE,0.7061724483203426,12,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,AP.CZCE,0.6724797271243796,13,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,SH.CZCE,0.6335590622722284,14,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-02-28,fu.SHFE,0.6335580622722283,15,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,lh.DCE,0.9515815847287018,1,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,jm.DCE,0.9247255330113834,2,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,FG.CZCE,0.8880706182559858,3,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,SM.CZCE,0.7780768238280804,4,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,au.SHFE,0.6875193606508246,5,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,rb.SHFE,0.6702813991683159,6,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,hc.SHFE,0.6693751857507094,7,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,MA.CZCE,0.6672746665365703,8,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,SH.CZCE,0.6335590622722284,9,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,lc.GFEX,0.6335590622722284,10,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,si.GFEX,0.6335590622722284,11,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,ru.SHFE,0.6290003174357234,12,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,AP.CZCE,0.6014004704642668,13,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,OI.CZCE,0.5769294898814877,14,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-03-31,fu.SHFE,0.5769284898814877,15,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,FG.CZCE,0.977640803908317,1,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,jm.DCE,0.9551610846151896,2,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,CF.CZCE,0.8459229166284911,3,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,hc.SHFE,0.8252130812498972,4,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,MA.CZCE,0.7970977477362317,5,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,au.SHFE,0.7300046537705942,6,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,lh.DCE,0.7215178850952022,7,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,SM.CZCE,0.7110992327840887,8,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,ru.SHFE,0.6786112846535913,9,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,rb.SHFE,0.6640010220519555,10,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,lc.GFEX,0.6335590622722285,11,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,si.GFEX,0.6335590622722285,12,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,SH.CZCE,0.6335590622722284,13,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,AP.CZCE,0.5980314914064522,14,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-04-29,fu.SHFE,0.5980304914064521,15,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,FG.CZCE,0.9879113073820726,1,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,jm.DCE,0.9035557496550058,2,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,hc.SHFE,0.8886495658755149,3,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,CF.CZCE,0.8791956776373013,4,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,lh.DCE,0.8627297229193739,5,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,sp.SHFE,0.8028569059958041,6,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,MA.CZCE,0.7839628233550305,7,15
ai_top14_plus_fu_satellite_post_signal_entry_filter,ai_probability_exact_top14_plus_fixed_fu,2022-05-31,SM.CZCE,0.7793002342926838,8,15
