strategy,eval_date,product_vt_symbol,predicted_product_suitability_probability,ai_rank,selection_role,source_score_type,net_pnl,total_pnl,trading_pnl,holding_pnl,slippage,commission,turnover,trade_count,abs_end_pos,abs_pos_change,active_contract_count,candidate_count,opened_count,selected_volume_sum,selected_volume_ungated_sum,corr_gate_enabled_count,avg_corr_gate_weight,avg_same_direction_active_count,avg_same_direction_max_corr,avg_pairwise_score,best_pairwise_rank,volume_tilt_applied_count,avg_volume_tilt_multiplier,avg_volume_tilt_score_gap,avg_volume_tilt_top_gap,avg_active_positions_before,breakout_rate,bullish_alignment_rate,bearish_alignment_rate,avg_rsi,avg_loss_streak,opened_rate,pnl_positive_day,trade_day,candidate_day,opened_day,net_pnl_sum_20d,slippage_sum_20d,turnover_sum_20d,trade_count_sum_20d,abs_pos_change_sum_20d,active_contract_count_sum_20d,candidate_count_sum_20d,opened_count_sum_20d,selected_volume_sum_sum_20d,selected_volume_ungated_sum_sum_20d,corr_gate_enabled_count_sum_20d,volume_tilt_applied_count_sum_20d,pnl_positive_day_mean_20d,trade_day_mean_20d,candidate_day_mean_20d,opened_day_mean_20d,avg_corr_gate_weight_mean_20d,avg_same_direction_active_count_mean_20d,avg_same_direction_max_corr_mean_20d,avg_pairwise_score_mean_20d,best_pairwise_rank_mean_20d,avg_volume_tilt_multiplier_mean_20d,avg_volume_tilt_score_gap_mean_20d,avg_volume_tilt_top_gap_mean_20d,avg_active_positions_before_mean_20d,breakout_rate_mean_20d,bullish_alignment_rate_mean_20d,bearish_alignment_rate_mean_20d,avg_rsi_mean_20d,avg_loss_streak_mean_20d,net_pnl_mean_20d,net_pnl_std_20d,net_pnl_sharpe_like_20d,net_pnl_min_day_20d,net_pnl_max_day_20d,net_pnl_drawdown_20d,net_pnl_sum_60d,slippage_sum_60d,turnover_sum_60d,trade_count_sum_60d,abs_pos_change_sum_60d,active_contract_count_sum_60d,candidate_count_sum_60d,opened_count_sum_60d,selected_volume_sum_sum_60d,selected_volume_ungated_sum_sum_60d,corr_gate_enabled_count_sum_60d,volume_tilt_applied_count_sum_60d,pnl_positive_day_mean_60d,trade_day_mean_60d,candidate_day_mean_60d,opened_day_mean_60d,avg_corr_gate_weight_mean_60d,avg_same_direction_active_count_mean_60d,avg_same_direction_max_corr_mean_60d,avg_pairwise_score_mean_60d,best_pairwise_rank_mean_60d,avg_volume_tilt_multiplier_mean_60d,avg_volume_tilt_score_gap_mean_60d,avg_volume_tilt_top_gap_mean_60d,avg_active_positions_before_mean_60d,breakout_rate_mean_60d,bullish_alignment_rate_mean_60d,bearish_alignment_rate_mean_60d,avg_rsi_mean_60d,avg_loss_streak_mean_60d,net_pnl_mean_60d,net_pnl_std_60d,net_pnl_sharpe_like_60d,net_pnl_min_day_60d,net_pnl_max_day_60d,net_pnl_drawdown_60d,net_pnl_sum_120d,slippage_sum_120d,turnover_sum_120d,trade_count_sum_120d,abs_pos_change_sum_120d,active_contract_count_sum_120d,candidate_count_sum_120d,opened_count_sum_120d,selected_volume_sum_sum_120d,selected_volume_ungated_sum_sum_120d,corr_gate_enabled_count_sum_120d,volume_tilt_applied_count_sum_120d,pnl_positive_day_mean_120d,trade_day_mean_120d,candidate_day_mean_120d,opened_day_mean_120d,avg_corr_gate_weight_mean_120d,avg_same_direction_active_count_mean_120d,avg_same_direction_max_corr_mean_120d,avg_pairwise_score_mean_120d,best_pairwise_rank_mean_120d,avg_volume_tilt_multiplier_mean_120d,avg_volume_tilt_score_gap_mean_120d,avg_volume_tilt_top_gap_mean_120d,avg_active_positions_before_mean_120d,breakout_rate_mean_120d,bullish_alignment_rate_mean_120d,bearish_alignment_rate_mean_120d,avg_rsi_mean_120d,avg_loss_streak_mean_120d,net_pnl_mean_120d,net_pnl_std_120d,net_pnl_sharpe_like_120d,net_pnl_min_day_120d,net_pnl_max_day_120d,net_pnl_drawdown_120d,future_net_pnl_60d,simple_trend_suitability_score,model_ai_rank
ai_top10_plus_fu_official_live_v1,2026-08-31,si.GFEX,0.7440095586377378,1,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2375.0,950.0,1642075.0,2.0,38.0,1.0,1.0,1.0,19.0,18.0,1.0,1.0,0.0,0.1,0.05,0.05,1.0,0.1,0.01546182916837871,0.027161598934780297,0.05,1.00375,0.004323197869560589,0.004323197869560589,0.1,0.0,0.05,0.0,3.0948242115893847,0.0,-118.75,373.53881993709837,-1.4217160742372863,-1425.0,0.0,-2375.0,-33125.0,5050.0,8450125.0,4.0,202.0,10.0,2.0,2.0,101.0,100.0,2.0,1.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,1.0,0.05,0.007672744296431757,0.009053866311593432,0.03333333333333333,1.00125,0.0014410659565201967,0.0014410659565201967,0.05,0.0,0.016666666666666666,0.016666666666666666,1.6066216790250996,0.016666666666666666,-552.0833333333334,11364.968375643577,-0.37628077528154064,-69700.0,47150.0,-74125.0,-37625.0,5200.0,8718325.0,6.0,208.0,13.0,4.0,3.0,114.0,113.0,4.0,2.0,0.041666666666666664,0.05,0.03333333333333333,0.025,1.0,0.058333333333333334,0.01096265357138931,0.011818080924374034,0.025,1.00125,0.006969495182081403,0.006969495182081403,0.058333333333333334,0.008333333333333333,0.016666666666666666,0.016666666666666666,1.7962041901174017,0.09166666666666666,-313.5416666666667,8019.290617944708,-0.4283018329995708,-69700.0,47150.0,-74125.0,,-1.1867224234729248,1.0
ai_top10_plus_fu_official_live_v1,2026-08-31,cu.SHFE,0.6362487518283395,2,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4300.0,100.0,1020500.0,2.0,2.0,3.0,3.0,1.0,11.0,11.0,3.0,0.0,0.008333333333333333,0.016666666666666666,0.025,0.008333333333333333,1.0,0.041666666666666664,0.0032274671794384467,0.0,0.008333333333333333,1.0,0.0,0.0,0.058333333333333334,0.0,0.016666666666666666,0.008333333333333333,1.6028229476260742,0.08333333333333333,-35.833333333333336,412.7782144708675,-0.9509574046889843,-3200.0,1700.0,-5900.0,,0.3463977846049058,2.0
ai_top10_plus_fu_official_live_v1,2026-08-31,SM.CZCE,0.6233242830549391,3,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,53.0,1.0,0.0,0.0,0.0,0.008333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.025,0.008333333333333333,0.0,0.008333333333333333,0.161777325381968,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,0.4102932430895566,3.0
ai_top10_plus_fu_official_live_v1,2026-08-31,lc.GFEX,0.6027722588170664,4,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23580.0,5100.0,16162560.0,4.0,102.0,13.0,4.0,2.0,84.0,84.0,4.0,0.0,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,1.0,0.05,0.004655060689742726,0.0017445482955163552,0.06666666666666667,1.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.06666666666666667,2.249945764686679,0.08333333333333333,393.0,38101.02922672291,0.07989718314443707,-200520.0,162720.0,-225270.0,10560.0,5800.0,18614520.0,6.0,116.0,16.0,6.0,3.0,91.0,91.0,6.0,0.0,0.06666666666666667,0.05,0.05,0.025,1.0,0.025,0.002327530344871363,0.0008722741477581776,0.041666666666666664,1.0,0.0,0.0,0.08333333333333333,0.008333333333333333,0.016666666666666666,0.03333333333333333,2.1871653802816584,0.06666666666666667,88.0,27174.672575393284,0.0354739030814299,-200520.0,162720.0,-225270.0,,0.1854758663579943,4.0
ai_top10_plus_fu_official_live_v1,2026-08-31,SA.CZCE,0.6024350660835224,5,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,218.0,218.0,2.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.03333333333333333,0.006834223275694038,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.8163723630630557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18500.0,1000.0,1260500.0,2.0,50.0,2.0,4.0,1.0,257.0,279.0,4.0,1.0,0.0,0.016666666666666666,0.03333333333333333,0.008333333333333333,0.9965426105812291,0.05,0.01337257184901735,0.0012269252133763457,0.016666666666666666,0.9993750000000001,0.0058794829065806405,0.0058794829065806405,0.075,0.016666666666666666,0.008333333333333333,0.025,1.2582883722079967,0.05,-154.16666666666666,1150.0745926362872,-1.4684362473420463,-10500.0,0.0,-18500.0,,0.1353941775160589,5.0
ai_top10_plus_fu_official_live_v1,2026-08-31,au.SHFE,0.6014563609070191,6,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.025,0.0,1.0,0.008333333333333333,0.0026673951461810477,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.008333333333333333,0.0,0.025,0.52306613284553,0.025,0.0,0.0,0.0,0.0,0.0,0.0,,0.4102932430895566,6.0
ai_top10_plus_fu_official_live_v1,2026-08-31,sp.SHFE,0.5827540814696923,7,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,57.0,1.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.05,1.1870324747919372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,61.0,61.0,3.0,0.0,0.0,0.0,0.05,0.0,1.0,0.08333333333333333,0.015425862729407576,0.0,0.0,1.0,0.0,0.0,0.13333333333333333,0.016666666666666666,0.0,0.05,1.0986835843602074,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-89580.0,5560.0,14233420.0,4.0,278.0,12.0,6.0,1.0,124.0,124.0,6.0,0.0,0.041666666666666664,0.025,0.05,0.008333333333333333,1.0,0.058333333333333334,0.01148823312419102,0.0,0.008333333333333333,1.0,0.0,0.0,0.11666666666666667,0.025,0.0,0.05,1.1939745650170532,0.08333333333333333,-746.5,7774.538560707814,-1.051830628878845,-84940.0,1280.0,-92300.0,,-0.9208126106441691,7.0
ai_top10_plus_fu_official_live_v1,2026-08-31,lh.DCE,0.5699859749954981,8,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89040.0,800.0,1638960.0,3.0,10.0,21.0,1.0,1.0,5.0,5.0,1.0,0.0,0.125,0.025,0.008333333333333333,0.008333333333333333,1.0,0.0,0.0,0.0,0.008333333333333333,1.0,0.0,0.0,0.03333333333333333,0.008333333333333333,0.0,0.008333333333333333,0.11785254910922596,0.016666666666666666,742.0,3739.093855086123,2.1738429331802496,-14400.0,18880.0,-20640.0,,1.733375015990326,8.0
ai_top10_plus_fu_official_live_v1,2026-08-31,FG.CZCE,0.5589719264023735,9,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,249.0,249.0,4.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.1,0.017233722613840954,0.0,0.0,1.0,0.0,0.0,0.15,0.03333333333333333,0.0,0.06666666666666667,1.7230920480516723,0.15,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,80.0,85280.0,2.0,4.0,1.0,8.0,1.0,373.0,375.0,8.0,0.0,0.0,0.016666666666666666,0.06666666666666667,0.008333333333333333,0.9972806135864235,0.09166666666666666,0.018185965747305768,0.0,0.008333333333333333,1.0,0.0,0.0,0.14166666666666666,0.03333333333333333,0.008333333333333333,0.058333333333333334,1.72196387133411,0.15833333333333333,-1.3333333333333333,10.284469278088302,-1.4201933490066692,-80.0,0.0,-160.0,,0.4079157376575696,9.0
ai_top10_plus_fu_official_live_v1,2026-08-31,SH.CZCE,0.5578766159784061,10,model_ranked,stage182_live_monthly_ai_probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,23.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.29084694474942935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34860.0,480.0,1156500.0,4.0,16.0,5.0,6.0,2.0,154.0,154.0,6.0,1.0,0.0,0.03333333333333333,0.05,0.016666666666666666,0.9985997473533035,0.058333333333333334,0.010343344445331864,0.007106408119956987,0.016666666666666666,1.000625,0.0058794829065806405,0.0058794829065806405,0.10833333333333334,0.016666666666666666,0.016666666666666666,0.03333333333333333,1.7186317901044725,0.041666666666666664,-290.5,1732.5513561452126,-1.8367525140410876,-14760.0,0.0,-34860.0,,-0.10770575290461257,10.0
