vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi
rb2105.SHFE,SHFE.rb2105,2021-04-09 14:59:00,75299,5096.0,5096.0,5090.0,5092.0,1425.0,375790.0,375278.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:00:00,75300,5116.0,5116.0,5086.0,5089.0,5833.0,375278.0,374635.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:01:00,75301,5089.0,5097.0,5088.0,5095.0,3861.0,374635.0,375056.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:02:00,75302,5095.0,5095.0,5087.0,5088.0,1625.0,375056.0,374801.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:03:00,75303,5088.0,5089.0,5082.0,5085.0,2469.0,374801.0,374127.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:04:00,75304,5085.0,5089.0,5083.0,5085.0,1358.0,374127.0,373870.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:05:00,75305,5085.0,5087.0,5082.0,5084.0,1252.0,373870.0,373783.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:06:00,75306,5084.0,5087.0,5083.0,5085.0,1659.0,373783.0,373694.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:07:00,75307,5085.0,5088.0,5083.0,5087.0,967.0,373694.0,373762.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:08:00,75308,5087.0,5088.0,5082.0,5084.0,2023.0,373762.0,373846.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:09:00,75309,5084.0,5086.0,5082.0,5084.0,1404.0,373846.0,374007.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:10:00,75310,5084.0,5088.0,5083.0,5086.0,1138.0,374007.0,373800.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:11:00,75311,5086.0,5094.0,5084.0,5094.0,2937.0,373800.0,373229.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:12:00,75312,5094.0,5099.0,5093.0,5095.0,2289.0,373229.0,372574.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:13:00,75313,5095.0,5098.0,5094.0,5096.0,1362.0,372574.0,372258.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:14:00,75314,5096.0,5099.0,5095.0,5098.0,1644.0,372258.0,372122.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:15:00,75315,5098.0,5099.0,5093.0,5093.0,1200.0,372122.0,371846.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:16:00,75316,5093.0,5097.0,5093.0,5097.0,441.0,371846.0,371834.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:17:00,75317,5097.0,5097.0,5095.0,5096.0,488.0,371834.0,371852.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:18:00,75318,5096.0,5099.0,5096.0,5099.0,831.0,371852.0,371792.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:19:00,75319,5099.0,5103.0,5098.0,5101.0,1068.0,371792.0,371708.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:20:00,75320,5101.0,5105.0,5101.0,5104.0,1046.0,371708.0,371691.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:21:00,75321,5104.0,5105.0,5100.0,5100.0,393.0,371691.0,371798.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:22:00,75322,5100.0,5104.0,5100.0,5100.0,663.0,371798.0,371846.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:23:00,75323,5100.0,5103.0,5100.0,5103.0,354.0,371846.0,371924.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:24:00,75324,5103.0,5104.0,5102.0,5103.0,370.0,371924.0,371887.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:25:00,75325,5103.0,5105.0,5102.0,5104.0,740.0,371887.0,371825.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:26:00,75326,5104.0,5112.0,5104.0,5109.0,2153.0,371825.0,371694.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:27:00,75327,5109.0,5109.0,5101.0,5101.0,913.0,371694.0,371691.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:28:00,75328,5101.0,5104.0,5100.0,5101.0,819.0,371691.0,371642.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:29:00,75329,5101.0,5103.0,5100.0,5101.0,459.0,371642.0,371635.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:30:00,75330,5101.0,5104.0,5100.0,5101.0,867.0,371635.0,371752.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:31:00,75331,5101.0,5102.0,5096.0,5097.0,1190.0,371752.0,371825.0
rb2105.SHFE,SHFE.rb2105,2021-04-09 21:32:00,75332,5097.0,5097.0,5095.0,5096.0,771.0,371825.0,371727.0
