window_id,window_group,duration_years,requested_start,requested_end,start_month_num,complete_window,terminal_near_complete,comparison,left_arm,right_arm,left_end_equity,right_end_equity,left_return_pct,right_return_pct,delta_return_pct,left_max_dd_pct,right_max_dd_pct,dd_worsening_pp,left_sharpe,right_sharpe,delta_sharpe,left_slippage,right_slippage,left_trades,right_trades,left_win_rate_pct,right_win_rate_pct,left_survival_pass,right_survival_pass,left_broker100_pass,right_broker100_pass,left_broker10_peak_pct,right_broker10_peak_pct,left_days_over_100pct,right_days_over_100pct,return_win,right_positive,left_positive,dd_noninferior_2pp,sharpe_noninferior_005,left_dd40_fail,right_dd40_fail,left_dd50_fail,right_dd50_fail
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_C,A,C,13071214.100000009,13338365.80000001,8614.14273333334,8792.243866666673,178.10113333333356,-56.206935956180295,-56.98762835543509,0.7806923992547965,1.362230340211364,1.3626692370353988,0.0004388968240347513,1525590.0,1517200.0,808,825,52.58408531583265,52.68115942028986,1,1,1,0,91.49497007579947,100.4111866942261,0,1,1,1,1,1,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_D,A,D,13071214.100000009,16591021.300000012,8614.14273333334,10960.680866666675,2346.5381333333353,-56.206935956180295,-61.93120328551629,5.724267329335994,1.362230340211364,1.37428470623692,0.012054366025555874,1525590.0,2294860.0,808,829,52.58408531583265,52.8023598820059,1,1,1,0,91.49497007579947,114.60310669819332,0,4,1,1,1,0,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_D,C,D,13338365.80000001,16591021.300000012,8792.243866666673,10960.680866666675,2168.4370000000017,-56.98762835543509,-61.93120328551629,4.943574930081198,1.3626692370353988,1.37428470623692,0.011615469201521122,1517200.0,2294860.0,825,829,52.68115942028986,52.8023598820059,1,1,0,0,100.4111866942261,114.60310669819332,1,4,1,1,1,0,1,1,1,1,1
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_C,A,C,144120.40000000002,134950.40000000002,-3.9197333333333195,-10.033066666666645,-6.113333333333326,-15.640773516879747,-15.640773516879747,0.0,-0.15915438850052527,-0.5062719888985959,-0.34711760039807066,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_D,A,D,144120.40000000002,134865.40000000002,-3.9197333333333195,-10.089733333333317,-6.169999999999998,-15.640773516879747,-15.781710914454317,0.1409373975745698,-0.15915438850052527,-0.4523240083338233,-0.29316961983329803,3880.0,4120.0,58,61,41.25,44.71544715447154,1,1,1,1,49.13024959305479,62.963357680185396,0,0,0,0,0,1,0,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,C_vs_D,C,D,134950.40000000002,134865.40000000002,-10.033066666666645,-10.089733333333317,-0.05666666666667197,-15.640773516879747,-15.781710914454317,0.1409373975745698,-0.5062719888985959,-0.4523240083338233,0.053947980564772624,4040.0,4120.0,61,61,43.08943089430895,44.71544715447154,1,1,1,1,58.662096623764235,62.963357680185396,0,0,0,0,0,1,1,0,0,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,A_vs_C,A,C,141112.00000000006,164729.50000000006,-5.925333333333294,9.819666666666716,15.74500000000001,-16.953589712862318,-16.986383722698307,0.0327940098359889,-0.1643171082440383,0.4956180158993039,0.6599351241433422,5230.0,5710.0,76,82,44.565217391304344,50.53191489361703,1,1,1,1,68.53917629054803,71.1338674168689,0,0,1,1,0,1,1,0,0,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,A_vs_D,A,D,141112.00000000006,169988.30000000008,-5.925333333333294,13.325533333333395,19.25086666666669,-16.953589712862318,-13.942125187014243,0.0,-0.1643171082440383,0.6012139609052215,0.7655310691492598,5230.0,5910.0,76,85,44.565217391304344,50.0,1,1,1,1,68.53917629054803,66.20750754944453,0,0,1,1,0,1,1,0,0,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,C_vs_D,C,D,164729.50000000006,169988.30000000008,9.819666666666716,13.325533333333395,3.5058666666666785,-16.986383722698307,-13.942125187014243,0.0,0.4956180158993039,0.6012139609052215,0.10559594500591762,5710.0,5910.0,82,85,50.53191489361703,50.0,1,1,1,1,71.1338674168689,66.20750754944453,0,0,1,1,1,1,1,0,0,0,0
roll_1y_2019_01,rolling_1y,1,2019-01-01,2019-12-31,1,1,0,A_vs_C,A,C,211737.40000000002,221461.30000000002,41.15826666666669,47.64086666666667,6.482599999999977,-21.571317026531755,-16.225888917544474,0.0,1.3381936992229728,1.3980719500734629,0.059878250850490033,7840.0,8330.0,103,110,50.0,51.776649746192895,1,1,1,1,72.09253289863014,70.29239277156199,0,0,1,1,1,1,1,0,0,0,0
