path,sha256
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage446_backtest_minute_proxy_extract/SHFE/fu2209_minute_backtest.csv,20d736d8bb7bd9cd0bf7e6700ba40a0a3b76a7e052fb8481801e70ef5f5ce7f5
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage446_backtest_minute_proxy_extract/SHFE/fu2503_minute_backtest.csv,1fd3d66baf53b1b02483bd9e93e8028dabbeeba1242242e2c21aa63396e342ae
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/AP101_minute_backtest.csv,159c1fe3150449f558ff0994343bcfc23abb10c639c086e063369d8336d23042
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/AP201_minute_backtest.csv,b292831657d4e4ba192c55ed28ef60ec77e9499753e26173b0046417068f012c
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/AP505_minute_backtest.csv,89d913cc64f004f498945871cf5d594718765fd4d0fb7464a1beab46ae7e99dc
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/CF005_minute_backtest.csv,d842e8119c9a4d68d7a63dad31fe03094f3fe52c2bdaff321b91da14df8180fa
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/CF105_minute_backtest.csv,e83e7ba3a4d92672b77f5ad02d08606c5b66fe33d4b133614c01d90ba7311d9a
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/CF109_minute_backtest.csv,4f16dd25ff7f1f8a8eafd65b6079eb8fd100e1b5357a65f36413bc069d59af24
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/CF205_minute_backtest.csv,0a7f3a3e4d75dee77d9409b592a819f73403f9d4fca80e38b390f330a3c47f70
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/CF309_minute_backtest.csv,5647d9d4b76d75be1b0e19975b880d25ce8d691b63a4668a7b9e3189bd0a1b87
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/FG009_minute_backtest.csv,7bd04b395c780c19541cbad5ed693e14213d929a1e995a0255a2a5135c67f891
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/FG109_minute_backtest.csv,179b141c138774491c391360a770e525c72d9f88bc81f8d80877365bb25a9c94
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/FG201_minute_backtest.csv,e7eb7cb0f95fdc940c54b85f84780115deb2ac43d5af56ba55f6cd360b321ebf
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/MA009_minute_backtest.csv,0103ab20221dc22f6514b8ae8aaa601a668813f8572756762b82f093df9241f8
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/MA201_minute_backtest.csv,bc7e055be07158815721f21f101a534201cdbdfa422a780a5e27592f3f6accfc
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/MA205_minute_backtest.csv,ddce605b443cc4898c627bd2954ed7b7172d16f109ad73dfb404611d825aee25
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/OI009_minute_backtest.csv,a6b559e00ed69041c18e03d032fbc1b1aa4b97a50e94e9de3008844b41dc72b1
examples/portfolio_backtesting/downloaded_futures/tqsdk_stage448_minute_session_rebuild_batch/CZCE/OI101_minute_backtest.csv,c544355efdd7fc33e42fb47917c1fe48e5945b06afd9f40a0cff631b39873543
