path,sha256
winner_0001_rb2210_SHFE_BACKTESTING_336.png,77e4a67fa30559451d2e18c69083cfa8b4f04949cfcd18f3a753709e628f6624
winner_0002_jm2205_DCE_BACKTESTING_288.png,08e353554c67a4fe19adeaf9542c775bb34cae2614650218c21399dae83d77a4
winner_0003_hc2210_SHFE_BACKTESTING_335.png,84cc16118b2ec7b59cfd59fe9cfd1da63539c9e9f6ed2496deec31bced392ea9
winner_0004_lc2509_GFEX_BACKTESTING_565.png,0cb64ca59501f9f7997af280ca6fa58166bb7e3d027d05b51ca49edca9435bd8
winner_0005_SM409_CZCE_BACKTESTING_462.png,919f57cf5d0227431765fada453e1af21a8805c60faba254d604225a0ceef375
winner_0006_FG009_CZCE_BACKTESTING_49.png,38cf0ca1ff2c6a7a15c96375ca709b1b6f87a6da25372b20f20e1eccb9a7674a
winner_0007_au2006_SHFE_BACKTESTING_12.png,b154405921eb7c8a6a537e65703931391cba6ae9ff55cba928fd705207392a85
winner_0008_AP101_CZCE_BACKTESTING_112.png,7b8c9e7433dd7a304366f661b7e166bcf97fe089629490247f9e4ec04df04c49
winner_0009_FG109_CZCE_BACKTESTING_168.png,686b4c1c62315550b8ec12aefc8f3a484ac7f76fd96ed877b7786d274c70016d
winner_0010_SM201_CZCE_BACKTESTING_215.png,c24177c57261b54331aa5f959c9a67f6eb8c89dc82c8439f18fe9863b3e8df5c
winner_0011_ru2101_SHFE_BACKTESTING_97.png,486c517f4a824f56e9eebf90a56e99dfd5b40712e1657e2f65da1991266a0373
winner_0012_FG201_CZCE_BACKTESTING_222.png,0c44597401378e713ebbb964590fc475023859fa7bdd20f681938e2f48c90205
winner_0013_sp2009_SHFE_BACKTESTING_27.png,58bf056f5dbd5a89999524d52cf3c69c64f7b201ed08488518316a2f44baaacd
winner_0014_jm2005_DCE_BACKTESTING_10.png,51e79e796259fb707b2e778035184e57889709fb0f5e501dd577ec06ffb3e6ec
winner_0015_si2509_GFEX_BACKTESTING_564.png,916130e44c0d2a0aaea916d657842fbc0c968183953823d75f7519272849027e
winner_0016_lc2407_GFEX_BACKTESTING_475.png,d2ea88bbb65c31d07e28c8a3c7add5d8ceafe7314ba29abc9d8e8778f1da973e
winner_0017_hc2101_SHFE_BACKTESTING_81.png,5887e91598d2ac35c1980c796eba85d3e64f88f62f5ed6b5481a034449fd2a81
winner_0018_fu2509_SHFE_BACKTESTING_561.png,a9649fece4eec402bcf2322e6dff98e254a6952ca75b61576b8981b90280cb83
winner_0019_hc2110_SHFE_BACKTESTING_170.png,da9cedc3f8b52d390b57904a4e0e30b348dc7dfc7882f37acaba33c5ec9a754f
winner_0020_jm2401_DCE_BACKTESTING_432.png,549cd9176161dbe0738c7bacbe7581eb8d7022963ba5c82c5a1e28195523a316
winner_0021_AP201_CZCE_BACKTESTING_235.png,6a9750c5a68820509018a0a0878912c814826a1a639298cf76acb0bb90da354f
winner_0022_ru2501_SHFE_BACKTESTING_499.png,d4299bf386f82f7d561670a341a3c799a35e0253ae4b202726b4e83038892bef
winner_0023_lc2601_GFEX_BACKTESTING_591.png,1a18eddda4f304cbee65deec6c4b2401e85ad42bde3500e1be56bdce63a74127
winner_0024_fu2503_SHFE_BACKTESTING_524.png,615400187522c9140bc049659e6c8ca018a0d9e7d2fa21f5f9d8be0f7c011fa9
winner_0025_OI201_CZCE_BACKTESTING_227.png,37ae4d306e15b32d25f957243ae34fb1985b9cfd4c75454a1f4c2d6f604d977e
winner_0026_OI009_CZCE_BACKTESTING_53.png,9e516a641d8a271df47b8b6d4b66f69f049c82143cb4a64dcaf55b8dcb0bc17f
winner_0027_CF005_CZCE_BACKTESTING_19.png,f5671fc609d48c9c65592d991baebc1541e9da707f100926a80f49ec69d7af8b
winner_0028_SM205_CZCE_BACKTESTING_294.png,3e5e943f7de4968591db65894bb1801617cd91696255c6fe729fe265524d60b9
winner_0029_fu2409_SHFE_BACKTESTING_479.png,32657ddc32e196696185d97eca344f7f152f530706b892eb6d2f107ec9c21517
winner_0030_sp2205_SHFE_BACKTESTING_284.png,8145e1901e564596589a388001353e0d6a96503db268374b0dbc72229e552f4e
winner_0031_fu2411_SHFE_BACKTESTING_498.png,eaf40543a199a91c74f064df20a6d99b706458a6d9bfe7c55c5b2639ca0f79cc
winner_0032_rb2110_SHFE_BACKTESTING_169.png,7e09656b00c864b4250914007a40050e669a3af1db25edc8eeb69e1214d1f603
winner_0033_AP505_CZCE_BACKTESTING_548.png,63d95a8899988517bfc92d083b2149c27d5bf650332219ceaa4e67278584007d
winner_0034_fu2209_SHFE_BACKTESTING_333.png,d28a296e9995270cd015c8048ebef06252b562f17ac2eb6860e18b5f9f0f1c50
winner_0035_si2310_GFEX_BACKTESTING_418.png,b8f0f41595696ccc9373a945c5aa6ed690408277c627b78af5129a4834f1ab93
winner_0036_hc2105_SHFE_BACKTESTING_162.png,4615ebb129119bd3a1c745c6062d25d1b5e4f34b64ec73b3af11f56f856ab97d
winner_0037_ru2505_SHFE_BACKTESTING_549.png,ede3b1565d6a380385fb982ac8a33f564d79283667947c25949bb52830949258
winner_0038_CF105_CZCE_BACKTESTING_143.png,d9f8c233d64c33c27f2a31c8e662ac68a235c4626a4dd734849275730614c241
winner_0039_hc2010_SHFE_BACKTESTING_30.png,2e42d973778f8a695bc10a90489747ef54c66dfcf336d9405ef3eaceffad7d8b
winner_0040_ru2105_SHFE_BACKTESTING_144.png,ac1a89909408a89db88c6bf430865223b09fcf889bea82f05db05242c1c00744
winner_0041_jm2609_DCE_BACKTESTING_626.png,1ab1c3093123c142058f6faf802694c9037acef32021a2936c01f18b3f980954
winner_0042_MA201_CZCE_BACKTESTING_216.png,dc566fb3ee56401209d05871dbe3dd2000856796ec78b09d50c211d56dfc44aa
winner_0043_fu2205_SHFE_BACKTESTING_303.png,2662ffd11ac97f278a8008d24e61939a3cd195113e5d96ac7713d7d73b26719a
winner_0044_jm2201_DCE_BACKTESTING_245.png,d1bd7b8a21db5f9efa6d7c4e2583efc9fa9620f5eff7ec522b8b2757c4d03cf0
winner_0045_ru2101_SHFE_BACKTESTING_120.png,570e838277fb9edd8fd3bffea21dc03af7ea2118032960f4d48a580a1054c800
winner_0046_fu2509_SHFE_BACKTESTING_576.png,d6a0ea46103ffef7ca34b0980bb127ab8a5e05d44ef9ac502777c316ff34377f
winner_0047_fu2311_SHFE_BACKTESTING_423.png,6c454645249fc8a5873007e4a94a69a86cc5af6e0f6f8c6266ca39d74a14f1fa
winner_0048_lh2301_DCE_BACKTESTING_361.png,21b2a7e1a4b6ddf7bd831d38aa15212c96302ab328330fdcfda7153fcb949e26
winner_0049_CF205_CZCE_BACKTESTING_272.png,f72d91843d2dbf6dad4e066466a0eb562a124f9c25d099e6305694d5aa67a520
winner_0050_CF109_CZCE_BACKTESTING_191.png,0bf08991170fab5fa821dddeeb3a942c87aff3005b602424a0992fd335db36e2
winner_0051_rb2010_SHFE_BACKTESTING_29.png,73cda5e74253329e9eb8944d973b58a3f8f2c63b251ec88143e7b6b9c72e2342
winner_0052_jm2405_DCE_BACKTESTING_456.png,4c6c1133dc696c8c583e30933965daab54aada8ae9c832e4004cddf987629e3f
winner_0053_sp2012_SHFE_BACKTESTING_73.png,db731040c509001889d246fe734b753c7825fb76c8a81b0b733cc51353904450
winner_0054_ru2509_SHFE_BACKTESTING_551.png,4d47e7e7f1dc19b675483a772cc79f83d4b9fda8741301f4add167b70d74af0f
winner_0055_OI105_CZCE_BACKTESTING_150.png,7fd7d6d0c036e9e86afafe6f220b92bf499cdd50cadb29bcd8121a01c83ebd3a
winner_0056_jm2209_DCE_BACKTESTING_334.png,a08465cf2beaff9b29fffa9938e3cec41c286606558216fde7178442a79dfae6
winner_0057_SH405_CZCE_BACKTESTING_455.png,1fe5941cc9a0f46aea76fca4fb93147f29a9471ea66809878975ab07652bb31c
winner_0058_SM605_CZCE_BACKTESTING_618.png,754cb3ce6d546b2546fcee8bc57dfa0ac15390058d6f04a3ac97eb0f1a873c11
winner_0059_ru2501_SHFE_BACKTESTING_496.png,0aa453899cb222f9d1c5f2a55c74d3b0d1800bc7947f5b7951416cbacdaba3f7
winner_0060_SM309_CZCE_BACKTESTING_403.png,95b5f94a8b6aed8a8567a0b9b2e1ed5f6432a274ecd51c551f026f580225e54c
winner_0061_SM101_CZCE_BACKTESTING_114.png,2c5a08b212fd0ed945c94293b3ec7e14a2ee04e88e3ce4ff76620903b2f26c05
winner_0062_MA501_CZCE_BACKTESTING_511.png,03842c45fb2fb20e9627b4876e68ff0e02750f5af19d986df1f2cb4a421464cd
winner_0063_cu2104_SHFE_BACKTESTING_145.png,70173fbc3d1e3093a44eba8d303ded455591414ab689c46dcdf191ffbfc78d19
winner_0064_rb2101_SHFE_BACKTESTING_107.png,db51d937fa05ff8399c59e808e786eeb5a30d19378ae1bfcd4867925681c23e8
winner_0065_SM105_CZCE_BACKTESTING_136.png,38fd6097a63feda921d79f461f3e679d8124ac5e9d784d7668ef860bde03cbd9
winner_0066_MA205_CZCE_BACKTESTING_293.png,c9a131342e0d3a677db32c20a8c08290dcca689fc147d20cf0d936a368fe68ec
winner_0067_jm2201_DCE_BACKTESTING_232.png,44ba47677f396140a12c03682405734d47ba821e2726da273bafc614bb4272e1
winner_0068_CF309_CZCE_BACKTESTING_389.png,51509ce5b183952c4460d94f25fdde5eff8f361bac43b1b4b87a6f465d05390a
winner_0069_OI101_CZCE_BACKTESTING_104.png,48e35358629d328740e9207fac017d634f988faa40c84c9353a942d79d8c36a8
winner_0070_au2510_SHFE_BACKTESTING_582.png,a854057c1f6f33c3eff0ed3e0acec8ef51bf5c5568a69e08199ecb950aef965f
winner_0071_MA009_CZCE_BACKTESTING_47.png,d1bdb73cb3eef6ed53d339fa035312051423b152d09a490e5c446512f37ae05f
atlas_page001.png,0d50214b2f8b6aedc5e491d0a8acf60cd8c927a1d49b604910d3402a84689e47
atlas_page002.png,5a4e96f9f47a45ab7a4cc773bdc462ae11a051478ed20fc65327d648681c1e22
atlas_page003.png,c3fb1ed4a1c23d17f1237c52281cd828660746cf076fa054e3610d266acda4cd
atlas_page004.png,fcbe5987581bd10d0e38adb5b30c793fb1d3aa73127b0b4737357493e6252d6c
atlas_page005.png,c2e0903228902466137812fa9549b8e23ce5c42a6b9f8d13d6533c120b86b771
atlas_page006.png,dabf6c0cafb79eb36598c8f8122683d122f7ce40c162d26196412b886fbeab22
atlas_page007.png,5054381bbb065a5ce94d86a232b456fd43aeeaa8f2fc35b1176e5f66ddc56950
atlas_page008.png,ab31dcb84986a7faa72223c3e8e03abce1f79ce9c32fb0cc71e3f2df857b1d34
atlas_page009.png,c9c4fbff48bcdc1bf6ecd9d50c4193a73286212b4683554557bb2374fdc75737
atlas_page010.png,ee83692b7d68160f0810c463ce372012318e2098d3fa26d25810806ad727ff26
atlas_page011.png,936c6e76bab1ccbbb880e7d74860cb390581f6879ed0b60aaaca3b58de7db9e6
atlas_page012.png,0298d17cad86e9c92d2b766536b93cd6365e1fac9d5f204a21964267a5115302
atlas_page013.png,c1647e4d11612045321927e6120d13d174c3f2402c390722ea33f5ca1aa67b24
atlas_page014.png,7accdb827fd5f86a6af08ad12b1722335ee01d873baf601ce37d4dec283716d6
atlas_page015.png,59e8b90c31eaf6c1583a1377ea4163b9ecb72b66deeda8ba796939be12f07045
atlas_page016.png,e79056651a661d5b9b5ee9cc6b060754973522ddda17fbe6e81900d41b634480
atlas_page017.png,12015e5b6cee84e55d9bd41bd033f6734e46bb753fe9f382a6aa2e7e1d4019f2
atlas_page018.png,cf9dcc4fe15228ddb992bbdc4960de71a74f7a91d5e52f717a52c221b04f4899
