variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm,experiment_arm
stage008_A_full_2018_2026,A: Official C9/150k,stage008_A_full_2018_2026,full_2018_2026,2018-01-01 independent start to 2026-05-29,full_period,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,23.153139900843044,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,0,2,0,1525590.0,808.0,52.58408531583265,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,87.1414273333334,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage008_A_full_2018_2026,full_2018_2026,0.0,2018-01-01,2026-05-29,1.0,0.0,A,A
stage008_C_full_2018_2026,C: Official + rollover continuation,stage008_C_full_2018_2026,full_2018_2026,2018-01-01 independent start to 2026-05-29,full_period,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,23.038825711426387,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,1,6,0,1517200.0,825.0,52.68115942028986,0,0.0,0,0,0,1,0,stage772_am40_80_120_oi_monthly,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,88.92243866666674,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage008_C_full_2018_2026,full_2018_2026,0.0,2018-01-01,2026-05-29,1.0,0.0,C,C
stage018_N_symmetric_triple_volume_hit_15_low_half_05,"N: Both directions >3x x1.5, <0.5x x0.5",stage018_N_symmetric_triple_volume_hit_15_low_half_05,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,15573747.900000008,10282.498600000004,73.7662970680866,-46.54416728880335,20.34843244013214,1.4688676764408937,128689.99999999996,87.33204583231769,60.511464723026066,0,0,0,1671490.0,827.0,52.46734397677793,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,15573747.900000008,10282.498600000004,73.7662970680866,-46.54416728880335,1.4688676764408937,128689.99999999996,87.33204583231769,60.511464723026066,103.82498600000004,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage018_N_symmetric_triple_volume_hit_15_low_half_05,,,,,,,,N
stage020_P_n_plus_long_atr5_1x_shock_filter,P: N + block long entry when signal-day drop > 1x prior ATR5,stage020_P_n_plus_long_atr5_1x_shock_filter,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,15135800.100000003,9990.533400000002,73.17741232122262,-44.9033186039274,19.282465418669112,1.495411028364419,128689.99999999997,99.6724041790796,59.61887231337377,0,2,0,1571580.0,821.0,52.846715328467155,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,15135800.100000003,9990.533400000002,73.17741232122262,-44.9033186039274,1.495411028364419,128689.99999999997,99.6724041790796,59.61887231337377,100.90533400000002,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage020_P_n_plus_long_atr5_1x_shock_filter,,,,,,,,P
