trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2026-04-07,2026-04-07T00:00:00+08:00,TA609,CZCE,6772.0,6782.0,6618.0,6698.0,343838.0,548445.0
2026-04-08,2026-04-08T00:00:00+08:00,TA609,CZCE,6660.0,6816.0,5962.0,6244.0,565438.0,562537.0
2026-04-09,2026-04-09T00:00:00+08:00,TA609,CZCE,6190.0,6396.0,6164.0,6342.0,323507.0,556673.0
2026-04-10,2026-04-10T00:00:00+08:00,TA609,CZCE,6382.0,6396.0,6078.0,6130.0,466240.0,561444.0
2026-04-13,2026-04-13T00:00:00+08:00,TA609,CZCE,6076.0,6296.0,6014.0,6150.0,502277.0,581866.0
2026-04-14,2026-04-14T00:00:00+08:00,TA609,CZCE,6168.0,6258.0,6010.0,6252.0,587922.0,616004.0
2026-04-15,2026-04-15T00:00:00+08:00,TA609,CZCE,6230.0,6424.0,6190.0,6356.0,698013.0,667993.0
2026-04-16,2026-04-16T00:00:00+08:00,TA609,CZCE,6374.0,6426.0,6304.0,6378.0,565935.0,716594.0
2026-04-17,2026-04-17T00:00:00+08:00,TA609,CZCE,6402.0,6444.0,6342.0,6386.0,626905.0,743066.0
2026-04-20,2026-04-20T00:00:00+08:00,TA609,CZCE,6150.0,6520.0,6150.0,6306.0,986271.0,782837.0
2026-04-21,2026-04-21T00:00:00+08:00,TA609,CZCE,6300.0,6352.0,6192.0,6316.0,683059.0,815912.0
2026-04-22,2026-04-22T00:00:00+08:00,TA609,CZCE,6342.0,6430.0,6288.0,6370.0,623690.0,840244.0
2026-04-23,2026-04-23T00:00:00+08:00,TA609,CZCE,6412.0,6574.0,6364.0,6536.0,995256.0,881424.0
2026-04-24,2026-04-24T00:00:00+08:00,TA609,CZCE,6520.0,6584.0,6414.0,6436.0,720751.0,926061.0
2026-04-27,2026-04-27T00:00:00+08:00,TA609,CZCE,6428.0,6658.0,6428.0,6596.0,777802.0,933910.0
2026-04-28,2026-04-28T00:00:00+08:00,TA609,CZCE,6600.0,6796.0,6576.0,6772.0,836421.0,983088.0
2026-04-29,2026-04-29T00:00:00+08:00,TA609,CZCE,6772.0,6838.0,6672.0,6712.0,957025.0,1042448.0
2026-04-30,2026-04-30T00:00:00+08:00,TA609,CZCE,6780.0,6796.0,6690.0,6712.0,786343.0,1076234.0
2026-05-06,2026-05-06T00:00:00+08:00,TA609,CZCE,6698.0,6844.0,6680.0,6790.0,682088.0,1071899.0
2026-05-07,2026-05-07T00:00:00+08:00,TA609,CZCE,6678.0,6706.0,6470.0,6482.0,1048482.0,1114409.0
2026-05-08,2026-05-08T00:00:00+08:00,TA609,CZCE,6400.0,6462.0,6324.0,6338.0,834181.0,1069516.0
