comparison,baseline,candidate,A_end_equity,B_end_equity,delta_end_equity,A_total_return_pct,B_total_return_pct,delta_total_return_pct,A_max_dd_pct,B_max_dd_pct,delta_max_dd_pct,A_sharpe,B_sharpe,delta_sharpe,A_total_slippage,B_total_slippage,delta_total_slippage,A_total_trade_count,B_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,B_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,B_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,B_days_over_100pct,delta_days_over_100pct,slippage_ratio_B_over_A,C_end_equity,C_total_return_pct,C_max_dd_pct,C_sharpe,C_total_slippage,C_total_trade_count,C_nonzero_daily_win_rate_pct,C_max_broker10_margin_to_equity_pct,C_days_over_100pct,slippage_ratio_C_over_B,slippage_ratio_C_over_A
A_vs_B,stage034_A_formal_q,stage034_B_stage033_ordered_drawdown_3atr,14989515.100000003,12215351.600000007,-2774163.4999999963,9893.01006666667,8043.567733333339,-1849.4423333333307,-44.9033186039274,-44.15559919876449,0.7477194051629112,1.4685554601682669,1.4275510737788997,-0.04100438638936721,1741690.0,1229320.0,-512370.0,846.0,724.0,-122.0,52.67284390591589,52.66611977030353,-0.00672413561235885,99.6724041790796,91.4104011556152,-8.262003023464402,0.0,0.0,0.0,0.7058202091072464,,,,,,,,,,,
B_vs_C,stage034_B_stage033_ordered_drawdown_3atr,stage034_C_ordered_drawdown_4atr,,12215351.600000007,3312962.0000000037,,8043.567733333339,2208.641333333335,,-44.15559919876449,3.8226811731575054,,1.4275510737788997,0.07814990869118832,,1229320.0,351250.0,,724.0,25.0,,52.66611977030353,0.23710603614808434,,91.4104011556152,-8.272114377754136,,0.0,0.0,,15528313.60000001,10252.209066666674,-40.332918025606986,1.505700982470088,1580570.0,749.0,52.903225806451616,83.13828677786107,0.0,1.285727068623304,
A_vs_C,stage034_A_formal_q,stage034_C_ordered_drawdown_4atr,14989515.100000003,,538798.5000000075,9893.01006666667,,359.19900000000416,-44.9033186039274,,4.570400578320417,1.4685554601682669,,0.03714552230182111,1741690.0,,-161120.0,846.0,,-97.0,52.67284390591589,,0.2303819005357255,99.6724041790796,,-16.534117401218538,0.0,,0.0,,15528313.60000001,10252.209066666674,-40.332918025606986,1.505700982470088,1580570.0,749.0,52.903225806451616,83.13828677786107,0.0,,0.9074921484305474
