eval_date,product_vt_symbol,net_pnl,total_pnl,trading_pnl,holding_pnl,slippage,commission,turnover,trade_count,abs_end_pos,abs_pos_change,active_contract_count,candidate_count,opened_count,selected_volume_sum,selected_volume_ungated_sum,corr_gate_enabled_count,avg_corr_gate_weight,avg_same_direction_active_count,avg_same_direction_max_corr,avg_pairwise_score,best_pairwise_rank,volume_tilt_applied_count,avg_volume_tilt_multiplier,avg_volume_tilt_score_gap,avg_volume_tilt_top_gap,avg_active_positions_before,breakout_rate,bullish_alignment_rate,bearish_alignment_rate,avg_rsi,avg_loss_streak,opened_rate,pnl_positive_day,trade_day,candidate_day,opened_day,net_pnl_sum_20d,slippage_sum_20d,turnover_sum_20d,trade_count_sum_20d,abs_pos_change_sum_20d,active_contract_count_sum_20d,candidate_count_sum_20d,opened_count_sum_20d,selected_volume_sum_sum_20d,selected_volume_ungated_sum_sum_20d,corr_gate_enabled_count_sum_20d,volume_tilt_applied_count_sum_20d,pnl_positive_day_mean_20d,trade_day_mean_20d,candidate_day_mean_20d,opened_day_mean_20d,avg_corr_gate_weight_mean_20d,avg_same_direction_active_count_mean_20d,avg_same_direction_max_corr_mean_20d,avg_pairwise_score_mean_20d,best_pairwise_rank_mean_20d,avg_volume_tilt_multiplier_mean_20d,avg_volume_tilt_score_gap_mean_20d,avg_volume_tilt_top_gap_mean_20d,avg_active_positions_before_mean_20d,breakout_rate_mean_20d,bullish_alignment_rate_mean_20d,bearish_alignment_rate_mean_20d,avg_rsi_mean_20d,avg_loss_streak_mean_20d,net_pnl_mean_20d,net_pnl_std_20d,net_pnl_sharpe_like_20d,net_pnl_min_day_20d,net_pnl_max_day_20d,net_pnl_drawdown_20d,net_pnl_sum_60d,slippage_sum_60d,turnover_sum_60d,trade_count_sum_60d,abs_pos_change_sum_60d,active_contract_count_sum_60d,candidate_count_sum_60d,opened_count_sum_60d,selected_volume_sum_sum_60d,selected_volume_ungated_sum_sum_60d,corr_gate_enabled_count_sum_60d,volume_tilt_applied_count_sum_60d,pnl_positive_day_mean_60d,trade_day_mean_60d,candidate_day_mean_60d,opened_day_mean_60d,avg_corr_gate_weight_mean_60d,avg_same_direction_active_count_mean_60d,avg_same_direction_max_corr_mean_60d,avg_pairwise_score_mean_60d,best_pairwise_rank_mean_60d,avg_volume_tilt_multiplier_mean_60d,avg_volume_tilt_score_gap_mean_60d,avg_volume_tilt_top_gap_mean_60d,avg_active_positions_before_mean_60d,breakout_rate_mean_60d,bullish_alignment_rate_mean_60d,bearish_alignment_rate_mean_60d,avg_rsi_mean_60d,avg_loss_streak_mean_60d,net_pnl_mean_60d,net_pnl_std_60d,net_pnl_sharpe_like_60d,net_pnl_min_day_60d,net_pnl_max_day_60d,net_pnl_drawdown_60d,net_pnl_sum_120d,slippage_sum_120d,turnover_sum_120d,trade_count_sum_120d,abs_pos_change_sum_120d,active_contract_count_sum_120d,candidate_count_sum_120d,opened_count_sum_120d,selected_volume_sum_sum_120d,selected_volume_ungated_sum_sum_120d,corr_gate_enabled_count_sum_120d,volume_tilt_applied_count_sum_120d,pnl_positive_day_mean_120d,trade_day_mean_120d,candidate_day_mean_120d,opened_day_mean_120d,avg_corr_gate_weight_mean_120d,avg_same_direction_active_count_mean_120d,avg_same_direction_max_corr_mean_120d,avg_pairwise_score_mean_120d,best_pairwise_rank_mean_120d,avg_volume_tilt_multiplier_mean_120d,avg_volume_tilt_score_gap_mean_120d,avg_volume_tilt_top_gap_mean_120d,avg_active_positions_before_mean_120d,breakout_rate_mean_120d,bullish_alignment_rate_mean_120d,bearish_alignment_rate_mean_120d,avg_rsi_mean_120d,avg_loss_streak_mean_120d,net_pnl_mean_120d,net_pnl_std_120d,net_pnl_sharpe_like_120d,net_pnl_min_day_120d,net_pnl_max_day_120d,net_pnl_drawdown_120d,future_net_pnl_60d,simple_trend_suitability_score,predicted_product_suitability_probability,ai_rank
2026-07-31,jm.DCE,77280.0,77280.0,0.0,77280.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80430.0,4200.0,5243910.0,3.0,70.0,4.0,2.0,2.0,49.0,49.0,2.0,0.0,0.1,0.15,0.1,0.1,1.0,0.15,0.018689547368977336,0.0,0.1,1.0,0.0,0.0,0.15,0.0,0.0,0.1,3.3385407410117454,0.0,4021.5,20094.18409574482,0.8950199051296281,-27720.0,77280.0,-32130.0,75930.0,6000.0,7694610.0,5.0,100.0,9.0,4.0,3.0,111.0,111.0,4.0,0.0,0.08333333333333333,0.08333333333333333,0.06666666666666667,0.05,1.0,0.06666666666666667,0.011731423917524963,0.0,0.05,1.0,0.0,0.0,0.06666666666666667,0.0,0.016666666666666666,0.05,2.9349632027862778,0.0,1265.5,16240.62091000134,0.6035804236532828,-63450.0,77280.0,-122130.0,28410.0,8880.0,11249970.0,7.0,148.0,12.0,5.0,4.0,135.0,132.0,5.0,1.0,0.041666666666666664,0.058333333333333334,0.041666666666666664,0.03333333333333333,1.0,0.041666666666666664,0.010753423443348575,0.012103729661613416,0.03333333333333333,1.000995575221239,0.009609407507580436,0.0017017814772598116,0.05,0.0,0.016666666666666666,0.025,2.0325758559591516,0.0,236.75,11723.372773253961,0.2212218582440516,-63450.0,77280.0,-122130.0,,2.134879960743161,0.6958488939899317,1
2026-07-31,si.GFEX,2050.0,2050.0,0.0,2050.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38950.0,2050.0,3390700.0,1.0,82.0,9.0,1.0,1.0,82.0,82.0,1.0,0.0,0.2,0.05,0.05,0.05,1.0,0.05,0.0075564037209165545,0.0,0.05,1.0,0.0,0.0,0.05,0.0,0.0,0.05,1.7250408254859138,0.05,1947.5,11925.199711446963,0.7303428859142269,-18450.0,47150.0,-20500.0,34600.0,2125.0,3522625.0,2.0,85.0,11.0,1.0,1.0,82.0,82.0,1.0,0.0,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,1.0,0.016666666666666666,0.00251880124030552,0.0,0.016666666666666666,1.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.016666666666666666,0.5750136084953046,0.016666666666666666,576.6666666666666,6868.711093822155,0.6503171747379862,-18450.0,47150.0,-20500.0,34450.0,2200.0,3658900.0,3.0,88.0,12.0,4.0,2.0,234.0,234.0,4.0,1.0,0.041666666666666664,0.025,0.03333333333333333,0.016666666666666666,1.0,0.058333333333333334,0.011984527904370872,0.007291147768577319,0.016666666666666666,1.000625,0.006248962203821305,0.006248962203821305,0.058333333333333334,0.008333333333333333,0.008333333333333333,0.025,1.4489097959905688,0.1,287.0833333333333,4845.215502979009,0.6490609858478472,-18450.0,47150.0,-20500.0,,2.321075932139483,0.6603401946739426,2
2026-07-31,SA.CZCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,1.0,0.0,0.0,0.0,0.05,0.0,1.0,0.1,0.020502669827082116,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.05,1.3410098523571563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,218.0,218.0,2.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.03333333333333333,0.006834223275694038,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.8163723630630557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22020.0,1320.0,1644500.0,4.0,66.0,3.0,6.0,2.0,292.0,334.0,6.0,1.0,0.0,0.03333333333333333,0.05,0.016666666666666666,0.9930294639682551,0.075,0.021491490893965716,0.0012269252133763457,0.025,0.9993750000000001,0.0058794829065806405,0.0058794829065806405,0.125,0.025,0.016666666666666666,0.03333333333333333,1.906468642735589,0.125,-183.5,1183.044534135537,-1.6991260498175507,-10500.0,0.0,-22020.0,,-0.16606283536536792,0.645588723380868,3
2026-07-31,au.SHFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.25723198432307215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.996276008328358,0.03333333333333333,0.00881323873745551,0.0,0.0,1.0,0.0,0.0,0.058333333333333334,0.008333333333333333,0.008333333333333333,0.025,1.1318188514815597,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,0.1588618384954037,0.6287311070404366,4
2026-07-31,lc.GFEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.1258081935532959,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,30.05951718245064,0.0,0.0,0.0,0.0,1.0,0.0,63900.0,1500.0,4482000.0,2.0,30.0,11.0,2.0,1.0,16.0,16.0,2.0,0.0,0.25,0.1,0.1,0.05,1.0,0.15,0.01396518206922818,0.0,0.05,1.0,0.0,0.0,0.2,0.0,0.0,0.1,2.9491631473147506,0.0,3195.0,31424.349007200068,0.4546943636907109,-44850.0,93600.0,-84750.0,23580.0,5100.0,16162560.0,4.0,102.0,13.0,4.0,2.0,84.0,84.0,4.0,0.0,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,1.0,0.05,0.004655060689742726,0.0017445482955163552,0.06666666666666667,1.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.06666666666666667,2.249945764686679,0.08333333333333333,393.0,38101.02922672291,0.07989718314443707,-200520.0,162720.0,-225270.0,-95840.0,6300.0,20229020.0,8.0,126.0,17.0,7.0,4.0,96.0,96.0,7.0,0.0,0.06666666666666667,0.06666666666666667,0.058333333333333334,0.03333333333333333,1.0,0.05,0.007187022177805282,0.008396622085263096,0.05,1.0,0.0,0.0,0.10833333333333334,0.008333333333333333,0.025,0.03333333333333333,2.763584903667201,0.075,-798.6666666666666,28850.26350121669,-0.3032539021644252,-200520.0,162720.0,-225270.0,,-1.61478753434524,0.6202518246604328,5
2026-07-31,cu.SHFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.0,1.0,0.05,0.0025042647985184865,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.016666666666666666,0.0,1.275388911583614,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-4300.0,100.0,1020500.0,2.0,2.0,3.0,4.0,1.0,11.0,11.0,4.0,0.0,0.008333333333333333,0.016666666666666666,0.03333333333333333,0.008333333333333333,1.0,0.05,0.0062616745301340045,0.0,0.008333333333333333,1.0,0.0,0.0,0.09166666666666666,0.0,0.016666666666666666,0.016666666666666666,1.9194929626250214,0.08333333333333333,-35.833333333333336,412.7782144708675,-0.9509574046889843,-3200.0,1700.0,-5900.0,,0.09541151617018492,0.6186696080240275,6
2026-07-31,SM.CZCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5600.0,200.0,586400.0,2.0,20.0,7.0,3.0,1.0,63.0,63.0,3.0,0.0,0.025,0.016666666666666666,0.025,0.008333333333333333,1.0,0.041666666666666664,0.006495483111023481,0.0,0.008333333333333333,1.0,0.0,0.0,0.08333333333333333,0.008333333333333333,0.008333333333333333,0.016666666666666666,1.1056854122465798,0.03333333333333333,-46.666666666666664,805.7496466005668,-0.6344498225905835,-8400.0,1600.0,-9100.0,,0.07622886058349085,0.6159066164169934,7
2026-07-31,lh.DCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89040.0,800.0,1638960.0,3.0,10.0,21.0,1.0,1.0,5.0,5.0,1.0,0.0,0.125,0.025,0.008333333333333333,0.008333333333333333,1.0,0.0,0.0,0.0,0.008333333333333333,1.0,0.0,0.0,0.03333333333333333,0.008333333333333333,0.0,0.008333333333333333,0.11785254910922596,0.016666666666666666,742.0,3739.093855086123,2.1738429331802496,-14400.0,18880.0,-20640.0,,1.4727261872948185,0.5773374644183717,8
2026-07-31,MA.CZCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139400.0,1360.0,3905240.0,2.0,136.0,3.0,2.0,1.0,75.0,75.0,2.0,0.0,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.016666666666666666,1.0,0.0,0.0,0.0,0.016666666666666666,1.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,1.287945078020869,0.08333333333333333,-2323.3333333333335,21760.465213953576,-0.8270256374775098,-163880.0,36040.0,-174080.0,-162930.0,2150.0,5962500.0,9.0,215.0,11.0,5.0,4.0,111.0,113.0,5.0,1.0,0.03333333333333333,0.075,0.041666666666666664,0.03333333333333333,1.0,0.025,0.005379195207436873,0.00041595531703730995,0.05,0.9993750000000001,0.011425282126666216,0.011425282126666216,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.008333333333333333,2.483534462299404,0.10833333333333334,-1357.75,18783.314760242745,-0.7918413889615599,-163880.0,73200.0,-238360.0,,-6.0252266167603,0.527458176391196,9
2026-07-31,OI.CZCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14650.0,100.0,1013650.0,2.0,10.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.1,0.05,0.05,1.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.1,0.05,0.05,0.0,3.8236220411559882,0.05,-732.5,3252.3786841730016,-1.007213459791247,-14550.0,0.0,-14650.0,-70.0,640.0,6393130.0,4.0,64.0,5.0,3.0,2.0,54.0,54.0,3.0,0.0,0.03333333333333333,0.06666666666666667,0.05,0.03333333333333333,1.0,0.03333333333333333,0.0003585640938166381,0.0,0.03333333333333333,1.0,0.0,0.0,0.08333333333333333,0.016666666666666666,0.03333333333333333,0.016666666666666666,3.2560081225693476,0.1,-1.1666666666666667,17361.04406878204,-0.0005205309718325382,-87210.0,98010.0,-112930.0,32590.0,980.0,9637710.0,8.0,98.0,25.0,5.0,4.0,71.0,70.0,5.0,1.0,0.10833333333333334,0.06666666666666667,0.041666666666666664,0.03333333333333333,1.0,0.05,0.008200340892778487,0.011841237443703526,0.041666666666666664,1.000625,0.011425282126666216,0.011425282126666216,0.09166666666666666,0.008333333333333333,0.03333333333333333,0.008333333333333333,2.6555099347274163,0.11666666666666667,271.5833333333333,14046.05779173628,0.21180650131829418,-87210.0,98010.0,-112930.0,,0.6232742478258269,0.5235300401717156,10
