entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_volume_ratio_threshold,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_nonconfirmation_multiplier,directional_30d_risk_adjust_long_only,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
72,2020-01-13 00:00:00+08:00,2020-01-13,sp.SHFE,sp2005.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,270794.1,85536.0,243714.68999999997,189555.86999999997,270794.1,270794.1,0,1000000.0,1500000.0,1000000.0,0.31587098832655514,0.04950875590691582,1.0,185258.09999999998,158178.68999999997,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4682.0,4652.0,142612.0,138661.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,73.3699706156927,60.0,40.0,0,60,,0.8,0.2,0.04950875590691582,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,924256.0,733003.0,0,4572.0,4682.0,0.024059492563429652,1,0,0.5,1,0.5,volume_not_expanding,5694.432839999999,2847.2164199999993,4682.0,,4682.0,4642.0,40.0,10,400.0,2800.0,0.1,4682.0,32774.0,118310.0,7,1,sp.SHFE,0.25,67698.525,0.0,14,7,7,0,1.0,0.0,7,7,7,33,40,7,7,0,243714.68999999997,158178.68999999997,7,7,7,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.04950875590691582,284899.1,0,1.0,0.0,60,0.6,0,1,0.0,0.04950875590691582,1,1.0,3,3,0.04013409949084594,-0.0066426539978352295,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
73,2020-02-05 00:00:00+08:00,2020-02-05,au.SHFE,au2006.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,269074.1,0.0,242166.68999999997,188351.86999999997,269074.1,269074.1,0,1000000.0,1500000.0,1000000.0,0.0,0.055545981015735046,0.963026793228433,269074.1,242166.68999999997,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,354.22,356.2,188931.0,185923.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,56.59164422027301,60.0,40.0,0,60,,0.8,0.2,0.055545981015735046,-1.0,0,0,0,0,,1,1,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,970346.0,1679096.0,0,338.24,354.22,0.04724456007568589,1,0,0.5,1,0.5,volume_not_expanding,4359.000419999999,2179.5002099999997,354.22,,354.22,352.14,2.080000000000041,1000,2080.000000000041,2080.000000000041,0.1,35422.0,35422.0,35422.0,1,1,au.SHFE,0.25,67268.525,0.0,1,1,1,0,1.0,0.0,1,1,1,6,5,1,1,0,242166.68999999997,242166.68999999997,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.055545981015735046,284899.1,0,1.0,0.0,60,0.6,0,1,0.0,0.055545981015735046,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
74,2020-02-10 00:00:00+08:00,2020-02-10,jm.DCE,jm2005.DCE,long,long_case1a,base,flat_entry,regular,risk_budget,270494.0999999999,35556.0,243444.68999999994,189345.86999999994,270494.0999999999,270494.0999999999,0,1000000.0,1500000.0,1000000.0,0.13144833842956283,0.05056176028636124,0.9962549314242585,234938.09999999992,207888.68999999994,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,1224.0,1231.0,85945.0,92672.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,58.31352972391595,60.0,40.0,0,60,,0.8,0.2,0.05056176028636124,-1.0,0,0,0,0,,4,4,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,467644.0,490599.0,0,1184.5,1224.0,0.03334740396791891,1,0,0.5,1,0.5,volume_not_expanding,3741.9964199999986,1870.9982099999993,1224.0,,1224.0,1220.5,3.5,60,210.0,840.0,0.2,14688.0,58752.0,94308.0,4,1,jm.DCE,0.25,67623.52499999998,0.0,4,8,4,0,1.0,0.0,4,4,8,14,12,4,4,0,243444.68999999994,207888.68999999994,4,4,4,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.05056176028636124,284899.1,0,1.0,0.0,60,0.6,0,1,0.0,0.05056176028636124,1,1.0,1,1,-0.3432572890491878,-0.3432572890491878,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
75,2020-02-14 00:00:00+08:00,2020-02-14,au.SHFE,au2006.SHFE,long,long_case3,base,flat_entry,regular,risk_budget,288274.1,61224.0,259446.68999999997,201791.86999999997,288274.1,288274.1,0,1000000.0,1500000.0,1000000.0,0.212381202473618,0.0069584604027430885,1.0,227050.09999999998,198222.68999999997,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,356.78,356.52,188138.0,185980.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,63.38902276469921,60.0,40.0,0,60,,0.8,0.2,0.0069584604027430885,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,562827.0,1219072.0,0,343.78,356.78,0.037814881610332085,1,0,0.5,1,0.5,volume_not_expanding,7136.016839999998,3568.008419999999,356.78,,356.78,356.1,0.67999999999995,1000,679.99999999995,1359.9999999999,0.1,35678.0,71356.0,132580.0,2,1,au.SHFE,0.25,72068.525,0.0,2,5,2,0,1.0,0.0,2,2,5,5,5,2,2,0,259446.68999999997,198222.68999999997,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0069584604027430885,290294.0999999999,0,1.0,0.0,60,0.6,0,1,0.0,0.0069584604027430885,1,1.0,1,1,-0.6627064914805441,-0.6627064914805441,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
76,2020-02-18 00:00:00+08:00,2020-02-18,FG.CZCE,FG005.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,290994.1,132608.0,261894.68999999997,203695.86999999997,290994.1,290994.1,0,1000000.0,1500000.0,1000000.0,0.4557068339186259,0.0,1.0,158386.09999999998,129286.68999999997,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,1400.0,1408.0,177762.0,181723.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,31.84674308083264,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,12,12,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,,,,0,0,0.5,1,1.0,direction_excluded,2327.1604199999992,2327.1604199999992,1400.0,,1400.0,1409.0,9.0,20,180.0,2160.0,0.12,3360.0,40320.0,172928.0,12,1,FG.CZCE,0.25,72748.525,0.0,21,12,12,0,1.0,0.0,12,12,12,38,60,12,12,0,261894.68999999997,129286.68999999997,12,12,12,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,290994.1,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
77,2020-02-25 00:00:00+08:00,2020-02-25,jm.DCE,jm2005.DCE,long,long_case1a,base,flat_entry,regular,risk_budget,305034.1,74348.0,274530.69,213523.86999999997,305034.1,305034.1,0,1000000.0,1500000.0,1000000.0,0.24373668386583666,0.04960210821422735,1.0,230686.09999999998,200182.69,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,1276.5,1279.0,104970.0,96430.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,60.958933606821255,60.0,40.0,0,60,,0.8,0.2,0.04960210821422735,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,592680.0,513353.0,0,1178.0,1276.5,0.08361629881154498,1,0,0.5,1,0.5,volume_not_expanding,3603.28842,1801.64421,1276.5,,1276.5,1262.0,14.5,60,870.0,1740.0,0.2,15318.0,30636.0,104984.0,2,1,jm.DCE,0.25,76258.525,0.0,4,2,2,0,1.0,0.0,2,2,2,13,13,2,2,0,274530.69,200182.69,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.04960210821422735,320954.0999999999,0,1.0,0.0,60,0.6,0,1,0.0,0.04960210821422735,1,1.0,1,1,-0.4590854475465434,-0.4590854475465434,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
78,2020-03-12 00:00:00+08:00,2020-03-12,CF.CZCE,CF005.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,292754.10000000003,0.0,263478.69000000006,204927.87000000002,292754.10000000003,292754.10000000003,0,1000000.0,1500000.0,1000000.0,0.0,0.08786303088198559,0.747579794120096,292754.10000000003,263478.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,12150.0,12325.0,398359.0,403503.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,34.36865624818913,60.0,40.0,0,60,,0.8,0.2,0.08786303088198559,-1.0,0,0,0,0,,4,4,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,,,,0,0,0.5,1,1.0,direction_excluded,4742.61642,4742.61642,12150.0,,12150.0,12380.0,230.0,5,1150.0,4600.0,0.12,7290.0,29160.0,29160.0,4,1,CF.CZCE,0.25,73188.52500000001,0.0,10,4,4,0,1.0,0.0,4,4,4,36,28,4,4,0,263478.69000000006,263478.69000000006,4,4,4,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.08786303088198559,320954.0999999999,0,1.0,0.0,60,0.6,0,1,0.0,0.08786303088198559,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
79,2020-03-13 00:00:00+08:00,2020-03-13,hc.SHFE,hc2005.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,304054.10000000003,28260.0,273648.69000000006,212837.87000000002,304054.10000000003,304054.10000000003,0,1000000.0,1500000.0,1000000.0,0.092943985955131,0.05265550432289193,0.9822966378473871,275794.10000000003,245388.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3535.0,3503.0,245894.0,251246.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,74.16935690870478,60.0,40.0,0,60,,0.8,0.2,0.05265550432289193,-1.0,0,0,0,0,,3,3,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1781789.0,1583225.0,0,3521.0,3535.0,0.003976143141153132,1,0,0.5,1,0.5,volume_not_expanding,4416.99642,2208.49821,3535.0,,3535.0,3464.2999999999997,70.70000000000027,10,707.0000000000027,2121.000000000008,0.1,3535.0,10605.0,38865.0,3,1,hc.SHFE,0.25,76013.52500000001,0.0,21,3,3,0,1.0,0.0,3,3,3,69,60,3,3,0,273648.69000000006,234681.69000000006,3,3,3,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.05265550432289193,320954.0999999999,0,1.0,0.0,60,0.6,0,1,0.0,0.05265550432289193,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
80,2020-03-13 00:00:00+08:00,2020-03-13,rb.SHFE,rb2005.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,304054.10000000003,28260.0,273648.69000000006,212837.87000000002,304054.10000000003,304054.10000000003,0,1000000.0,1500000.0,1000000.0,0.092943985955131,0.05265550432289193,0.9822966378473871,275794.10000000003,245388.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3569.0,3521.0,1394189.0,1425564.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,77.80996288032765,60.0,40.0,0,60,,0.8,0.2,0.05265550432289193,-1.0,0,0,0,0,,3,3,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,15789563.0,13174466.0,0,3500.0,3569.0,0.019714285714285795,1,0,0.5,1,0.5,volume_not_expanding,4416.99642,2208.49821,3569.0,,3569.0,3497.62,71.38000000000011,10,713.8000000000011,2141.4000000000033,0.1,3569.0,10707.0,38967.0,3,1,rb.SHFE,0.25,76013.52500000001,0.0,21,3,3,0,1.0,0.0,3,3,3,68,59,3,3,0,273648.69000000006,245388.69000000006,3,3,3,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.05265550432289193,320954.0999999999,0,1.0,0.0,60,0.6,0,1,0.0,0.05265550432289193,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
81,2020-04-03 00:00:00+08:00,2020-04-03,sp.SHFE,sp2009.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,323304.10000000003,0.0,290973.69000000006,226312.87000000002,323304.10000000003,323304.10000000003,0,1000000.0,1500000.0,1000000.0,0.0,0.01792201251442494,1.0,323304.10000000003,290973.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4596.0,4624.0,41190.0,39709.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,41.099785400052404,60.0,40.0,0,60,,0.8,0.2,0.01792201251442494,-1.0,0,0,0,0,,17,17,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,,,,0,0,0.5,1,1.0,direction_excluded,10475.052840000002,10475.052840000002,4596.0,,4596.0,4644.0,48.0,10,480.0,8160.0,0.1,4596.0,78132.0,78132.0,17,1,sp.SHFE,0.25,80826.02500000001,0.0,17,21,17,0,1.0,0.0,17,17,21,63,49,17,17,0,290973.69000000006,290973.69000000006,17,17,17,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.01792201251442494,329204.10000000003,0,1.0,0.0,60,0.6,0,1,0.0,0.01792201251442494,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
82,2020-04-14 00:00:00+08:00,2020-04-14,sp.SHFE,sp2009.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,300184.10000000003,0.0,270165.69000000006,210128.87000000002,300184.10000000003,300184.10000000003,0,1000000.0,1500000.0,1000000.0,0.0,0.08815200053705284,0.745653329752981,300184.10000000003,270165.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4610.0,4592.0,59563.0,57503.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,46.72200584315675,60.0,40.0,0,60,,0.8,0.2,0.08815200053705284,-1.0,0,0,0,0,,16,16,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,,,0,,,,0,0,0.5,1,1.0,direction_excluded,4862.98242,4862.98242,4610.0,,4610.0,4624.0,14.0,10,140.0,2240.0,0.1,4610.0,73760.0,73760.0,16,1,sp.SHFE,0.25,75046.02500000001,0.0,16,34,16,0,1.0,0.0,16,16,34,58,45,16,16,0,270165.69000000006,270165.69000000006,16,16,16,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.08815200053705284,329204.10000000003,0,1.0,0.0,60,0.6,0,1,0.0,0.08815200053705284,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
83,2020-04-24 00:00:00+08:00,2020-04-24,AP.CZCE,AP010.CZCE,long,long_case1a,base,flat_entry,regular,risk_budget,318104.10000000003,72064.0,286293.69000000006,222672.87000000002,318104.10000000003,318104.10000000003,0,1000000.0,1500000.0,1000000.0,0.22654219169133624,0.03371768456103675,1.0,246040.10000000003,214229.69000000006,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,8663.0,8167.0,53341.0,54879.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,73.48235071891473,60.0,40.0,0,60,,0.8,0.2,0.03371768456103675,-1.0,0,0,0,0,,3,3,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,1965583.0,467591.0,1,7895.0,8663.0,0.09727675744141862,1,1,0.5,1,1.5,direction_and_volume_confirmed,3856.134420000001,5784.201630000001,8663.0,,8663.0,8489.74,173.26000000000022,10,1732.6000000000022,5197.800000000007,0.12,10395.6,31186.800000000003,103250.8,3,1,AP.CZCE,0.25,79526.02500000001,0.0,7,3,3,0,1.0,0.0,3,3,3,20,21,3,3,0,286293.69000000006,214229.69000000006,3,3,3,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.03371768456103675,329204.10000000003,0,1.0,0.0,60,0.6,0,1,0.0,0.03371768456103675,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
84,2020-05-11 00:00:00+08:00,2020-05-11,CF.CZCE,CF009.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,342514.10000000003,105264.79999999999,308262.69000000006,239759.87,342514.10000000003,342514.10000000003,0,1000000.0,1500000.0,1000000.0,0.3073298296332909,0.0,1.0,237249.30000000005,202997.89000000007,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,11620.0,11655.0,404579.0,387022.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,57.599836901755495,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,6,6,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,4098730.0,3598044.0,0,10810.0,11620.0,0.07493061979648474,1,0,0.5,1,0.5,volume_not_expanding,3653.962020000001,1826.9810100000004,11620.0,,11620.0,11565.0,55.0,5,275.0,1650.0,0.12,6972.0,41832.0,147096.8,6,1,CF.CZCE,0.25,85628.52500000001,0.0,12,6,6,0,1.0,0.0,6,6,6,29,34,6,6,0,308262.69000000006,168477.89000000007,6,6,6,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,342514.10000000003,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,-0.011875310173116906,-0.011875310173116906,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
85,2020-05-11 00:00:00+08:00,2020-05-11,rb.SHFE,rb2010.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,342514.10000000003,105264.79999999999,308262.69000000006,239759.87,342514.10000000003,342514.10000000003,0,1000000.0,1500000.0,1000000.0,0.3073298296332909,0.0,1.0,237249.30000000005,202997.89000000007,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3452.0,3452.0,1559451.0,1567775.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,76.36385764498075,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,9,9,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2.0,13034161.0,15349862.0,0,3346.0,3452.0,0.03167961745367598,1,0,0.5,1,0.5,volume_not_expanding,3653.962020000001,1826.9810100000004,3452.0,,3452.0,3432.0,20.0,10,200.0,2000.0,0.1,3452.0,34520.0,139784.8,10,1,rb.SHFE,0.25,85628.52500000001,0.0,24,9,9,0,1.0,0.0,9,9,9,58,69,10,9,0,308262.69000000006,202997.89000000007,10,10,10,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,342514.10000000003,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,0.03664701933109865,0.03664701933109865,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
