window_id,window_group,duration_years,requested_start,requested_end,start_month_num,complete_window,terminal_near_complete,comparison,left_arm,right_arm,left_end_equity,right_end_equity,left_return_pct,right_return_pct,delta_return_pct,left_max_dd_pct,right_max_dd_pct,dd_worsening_pp,left_sharpe,right_sharpe,delta_sharpe,left_slippage,right_slippage,left_trades,right_trades,left_win_rate_pct,right_win_rate_pct,left_survival_pass,right_survival_pass,left_broker100_pass,right_broker100_pass,left_broker10_peak_pct,right_broker10_peak_pct,left_days_over_100pct,right_days_over_100pct,return_win,right_positive,left_positive,dd_noninferior_2pp,sharpe_noninferior_005,left_dd40_fail,right_dd40_fail,left_dd50_fail,right_dd50_fail
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_C,A,C,13071214.100000007,13338365.80000001,8614.14273333334,8792.243866666673,178.10113333333356,-56.206935956180295,-56.98762835543509,0.7806923992547965,1.362230340211364,1.3626692370353988,0.0004388968240347513,1525590.0,1517200.0,808,825,52.58408531583265,52.68115942028986,1,1,1,0,91.49497007579949,100.4111866942261,0,1,1,1,1,1,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_H,A,H,13071214.100000007,15553660.10000001,8614.14273333334,10269.10673333334,1654.964,-56.206935956180295,-60.34695698819308,4.140021032012783,1.362230340211364,1.4101681682072271,0.0479378279958631,1525590.0,1701240.0,808,823,52.58408531583265,52.23116313094367,1,1,1,1,91.49497007579949,95.2240484272014,0,0,1,1,1,0,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_H,C,H,13338365.80000001,15553660.10000001,8792.243866666673,10269.10673333334,1476.8628666666664,-56.98762835543509,-60.34695698819308,3.359328632757986,1.3626692370353988,1.4101681682072271,0.04749893117182835,1517200.0,1701240.0,825,823,52.68115942028986,52.23116313094367,1,1,0,1,100.4111866942261,95.2240484272014,1,0,1,1,1,0,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_I,A,I,13071214.100000007,3798557.200000002,8614.14273333334,2432.3714666666683,-6181.771266666671,-56.206935956180295,-44.8869797554535,0.0,1.362230340211364,1.2005960508709452,-0.1616342893404188,1525590.0,386680.0,808,781,52.58408531583265,51.80115273775216,1,1,1,1,91.49497007579949,81.19187958381006,0,0,0,1,1,1,0,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_I,C,I,13338365.80000001,3798557.200000002,8792.243866666673,2432.3714666666683,-6359.872400000005,-56.98762835543509,-44.8869797554535,0.0,1.3626692370353988,1.2005960508709452,-0.16207318616445354,1517200.0,386680.0,825,781,52.68115942028986,51.80115273775216,1,1,0,1,100.4111866942261,81.19187958381006,1,0,0,1,1,1,0,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,H_vs_I,H,I,15553660.10000001,3798557.200000002,10269.10673333334,2432.3714666666683,-7836.735266666671,-60.34695698819308,-44.8869797554535,0.0,1.4101681682072271,1.2005960508709452,-0.2095721173362819,1701240.0,386680.0,823,781,52.23116313094367,51.80115273775216,1,1,1,1,95.2240484272014,81.19187958381006,0,0,0,1,1,1,0,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_J,A,J,13071214.100000007,6948829.100000002,8614.14273333334,4532.552733333335,-4081.5900000000047,-56.206935956180295,-46.170953302845255,0.0,1.362230340211364,1.3129766963833225,-0.04925364382804154,1525590.0,734090.0,808,796,52.58408531583265,52.186379928315404,1,1,1,1,91.49497007579949,82.37958076350571,0,0,0,1,1,1,1,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_J,C,J,13338365.80000001,6948829.100000002,8792.243866666673,4532.552733333335,-4259.691133333338,-56.98762835543509,-46.170953302845255,0.0,1.3626692370353988,1.3129766963833225,-0.04969254065207629,1517200.0,734090.0,825,796,52.68115942028986,52.186379928315404,1,1,0,1,100.4111866942261,82.37958076350571,1,0,0,1,1,1,1,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,H_vs_J,H,J,15553660.10000001,6948829.100000002,10269.10673333334,4532.552733333335,-5736.554000000005,-60.34695698819308,-46.170953302845255,0.0,1.4101681682072271,1.3129766963833225,-0.09719147182390464,1701240.0,734090.0,823,796,52.23116313094367,52.186379928315404,1,1,1,1,95.2240484272014,82.37958076350571,0,0,0,1,1,1,0,1,1,1,0
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,I_vs_J,I,J,3798557.200000002,6948829.100000002,2432.3714666666683,4532.552733333335,2100.1812666666665,-44.8869797554535,-46.170953302845255,1.2839735473917528,1.2005960508709452,1.3129766963833225,0.11238064551237725,386680.0,734090.0,781,796,51.80115273775216,52.186379928315404,1,1,1,1,81.19187958381006,82.37958076350571,0,0,1,1,1,1,1,1,1,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_C,A,C,144120.40000000002,134950.40000000002,-3.919733333333319,-10.033066666666643,-6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.5062719888985959,-0.3471176003980707,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_H,A,H,144120.40000000002,134950.40000000002,-3.919733333333319,-10.033066666666643,-6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.5062719888985959,-0.3471176003980707,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
