vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi,required_date,minute_source,bar_date
CF905.CZCE,CZCE.CF905,2019-01-31 09:00:00,65925,15255.0,15255.0,15255.0,15255.0,0.0,200457.0,200457.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:01:00,65926,15255.0,15255.0,15255.0,15255.0,0.0,200457.0,200457.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:02:00,65927,15260.0,15260.0,15260.0,15260.0,0.0,200507.0,200507.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:03:00,65928,15260.0,15260.0,15260.0,15260.0,0.0,200472.0,200472.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:04:00,65929,15265.0,15265.0,15265.0,15265.0,0.0,200430.0,200430.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:05:00,65930,15265.0,15265.0,15265.0,15265.0,0.0,200419.0,200419.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:06:00,65931,15265.0,15265.0,15265.0,15265.0,0.0,200420.0,200420.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:07:00,65932,15255.0,15255.0,15255.0,15255.0,0.0,200434.0,200434.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:08:00,65933,15250.0,15250.0,15250.0,15250.0,0.0,200375.0,200375.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:09:00,65934,15230.0,15230.0,15230.0,15230.0,0.0,200064.0,200064.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:10:00,65935,15235.0,15235.0,15235.0,15235.0,0.0,200030.0,200030.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:11:00,65936,15235.0,15235.0,15235.0,15235.0,0.0,200008.0,200008.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:12:00,65937,15245.0,15245.0,15245.0,15245.0,0.0,199868.0,199868.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:13:00,65938,15245.0,15245.0,15245.0,15245.0,0.0,199825.0,199825.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:14:00,65939,15250.0,15250.0,15250.0,15250.0,0.0,199870.0,199870.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:15:00,65940,15240.0,15240.0,15240.0,15240.0,0.0,199837.0,199837.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:16:00,65941,15240.0,15240.0,15240.0,15240.0,0.0,199838.0,199838.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:17:00,65942,15235.0,15235.0,15235.0,15235.0,0.0,199820.0,199820.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:18:00,65943,15245.0,15245.0,15245.0,15245.0,0.0,199761.0,199761.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:19:00,65944,15245.0,15245.0,15245.0,15245.0,0.0,199760.0,199760.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:20:00,65945,15250.0,15250.0,15250.0,15250.0,0.0,199745.0,199745.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:21:00,65946,15245.0,15245.0,15245.0,15245.0,0.0,199699.0,199699.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:22:00,65947,15245.0,15245.0,15245.0,15245.0,0.0,199695.0,199695.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:23:00,65948,15235.0,15235.0,15235.0,15235.0,0.0,199674.0,199674.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:24:00,65949,15240.0,15240.0,15240.0,15240.0,0.0,199640.0,199640.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:25:00,65950,15235.0,15235.0,15235.0,15235.0,0.0,199615.0,199615.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:26:00,65951,15235.0,15235.0,15235.0,15235.0,0.0,199580.0,199580.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:27:00,65952,15240.0,15240.0,15240.0,15240.0,0.0,199539.0,199539.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:28:00,65953,15240.0,15240.0,15240.0,15240.0,0.0,199538.0,199538.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:29:00,65954,15235.0,15235.0,15235.0,15235.0,0.0,199522.0,199522.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:30:00,65955,15240.0,15240.0,15240.0,15240.0,0.0,199525.0,199525.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:31:00,65956,15235.0,15235.0,15235.0,15235.0,0.0,199510.0,199510.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
CF905.CZCE,CZCE.CF905,2019-01-31 09:32:00,65957,15235.0,15235.0,15235.0,15235.0,0.0,199505.0,199505.0,2019-01-31,tqsdk_stage859_backtest,2019-01-31
