comparison,A_end_equity,A_total_return_pct,A_max_dd_pct,A_sharpe,A_total_slippage,A_total_trade_count,A_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,A_days_over_100pct,A_account_survival_pass,B_end_equity,B_total_return_pct,B_max_dd_pct,B_sharpe,B_total_slippage,B_total_trade_count,B_nonzero_daily_win_rate_pct,B_max_broker10_margin_to_equity_pct,B_days_over_100pct,B_account_survival_pass,C_end_equity,C_total_return_pct,C_max_dd_pct,C_sharpe,C_total_slippage,C_total_trade_count,C_nonzero_daily_win_rate_pct,C_max_broker10_margin_to_equity_pct,C_days_over_100pct,C_account_survival_pass,delta_C_minus_A_end_equity,delta_C_minus_A_total_return_pct,delta_C_minus_A_max_dd_pct,delta_C_minus_A_sharpe,delta_C_minus_A_total_slippage,delta_C_minus_A_total_trade_count,delta_C_minus_A_nonzero_daily_win_rate_pct,delta_C_minus_A_max_broker10_margin_to_equity_pct,delta_C_minus_A_days_over_100pct,delta_C_minus_A_account_survival_pass,delta_C_minus_B_end_equity,delta_C_minus_B_total_return_pct,delta_C_minus_B_max_dd_pct,delta_C_minus_B_sharpe,delta_C_minus_B_total_slippage,delta_C_minus_B_total_trade_count,delta_C_minus_B_nonzero_daily_win_rate_pct,delta_C_minus_B_max_broker10_margin_to_equity_pct,delta_C_minus_B_days_over_100pct,delta_C_minus_B_account_survival_pass
stage037_vs_stage056_vs_stage037_no_ai,16859940.60000001,11139.960400000004,-39.91474607744346,1.5388212007263535,1659555.0,734.0,53.23101777059773,93.58070146346672,0.0,1.0,19095929.800000023,12630.619866666682,-44.73401343952019,1.5000597998926757,2577090.0,920.0,53.42857142857142,111.8002646128132,2.0,1.0,1054100.6999999997,602.7337999999999,-62.51104185613558,0.7291995603956893,336640.0,1038.0,50.42253521126761,94.23322880742904,0.0,1.0,-15805839.90000001,-10537.226600000004,-22.596295778692117,-0.8096216403306642,-1322915.0,304.0,-2.8084825593301233,0.6525273439623192,0.0,0.0,-18041829.100000024,-12027.886066666682,-17.777028416615387,-0.7708602394969863,-2240450.0,118.0,-3.0060362173038158,-17.56703580538415,-2.0,0.0
