comparison,baseline,candidate,A_end_equity,B_end_equity,delta_end_equity,A_total_return_pct,B_total_return_pct,delta_total_return_pct,A_max_dd_pct,B_max_dd_pct,delta_max_dd_pct,A_sharpe,B_sharpe,delta_sharpe,A_total_slippage,B_total_slippage,delta_total_slippage,A_total_trade_count,B_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,B_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,B_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,B_days_over_100pct,delta_days_over_100pct,slippage_ratio_B_over_A,C_end_equity,C_total_return_pct,C_max_dd_pct,C_sharpe,C_total_slippage,C_total_trade_count,C_nonzero_daily_win_rate_pct,C_max_broker10_margin_to_equity_pct,C_days_over_100pct,slippage_ratio_C_over_B,slippage_ratio_C_over_A
A_vs_B,stage028_A_formal_q_immediate_backadjusted,stage028_B_stage027_target_only_immediate,14989515.100000003,13868439.900000006,-1121075.1999999974,9893.01006666667,9145.626600000005,-747.3834666666644,-44.9033186039274,-47.984346958977994,-3.0810283550505915,1.4685554601682667,1.418928901193489,-0.049626558974777746,1741690.0,1685830.0,-55860.0,846.0,834.0,-12.0,52.67284390591589,52.62738853503185,-0.04545537088404217,99.6724041790796,87.7838102082086,-11.888593970871,0.0,0.0,0.0,0.967927702403987,,,,,,,,,,,
B_vs_C,stage028_B_stage027_target_only_immediate,stage028_C_target_only_delay_5td,,13868439.900000006,2021103.4000000004,,9145.626600000005,1347.402266666666,,-47.984346958977994,1.5337040924255447,,1.418928901193489,0.018855357582223453,,1685830.0,-31125.0,,834.0,-24.0,,52.62738853503185,0.19550396303466044,,87.7838102082086,12.558745334382607,,0.0,1.0,,15889543.300000006,10493.028866666671,-46.45064286655245,1.4377842587757124,1654705.0,810.0,52.82289249806651,100.34255554259121,1.0,0.9815372843050604,
A_vs_C,stage028_A_formal_q_immediate_backadjusted,stage028_C_target_only_delay_5td,14989515.100000003,,900028.200000003,9893.01006666667,,600.0188000000016,-44.9033186039274,,-1.5473242626250467,1.4685554601682667,,-0.030771201392554293,1741690.0,,-86985.0,846.0,,-36.0,52.67284390591589,,0.15004859215061828,99.6724041790796,,0.6701513635116072,0.0,,1.0,,15889543.300000006,10493.028866666671,-46.45064286655245,1.4377842587757124,1654705.0,810.0,52.82289249806651,100.34255554259121,1.0,,0.950057128421246
