trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2025-12-08,2025-12-08T00:00:00+08:00,v2605,DCE,4710.0,4730.0,4679.0,4726.0,250077.0,513067.0
2025-12-09,2025-12-09T00:00:00+08:00,v2605,DCE,4725.0,4725.0,4643.0,4654.0,312514.0,538998.0
2025-12-10,2025-12-10T00:00:00+08:00,v2605,DCE,4652.0,4660.0,4590.0,4612.0,376053.0,589247.0
2025-12-11,2025-12-11T00:00:00+08:00,v2605,DCE,4606.0,4627.0,4555.0,4562.0,455148.0,628197.0
2025-12-12,2025-12-12T00:00:00+08:00,v2605,DCE,4572.0,4576.0,4465.0,4473.0,502836.0,685876.0
2025-12-15,2025-12-15T00:00:00+08:00,v2605,DCE,4483.0,4624.0,4477.0,4583.0,737344.0,748527.0
2025-12-16,2025-12-16T00:00:00+08:00,v2605,DCE,4580.0,4675.0,4571.0,4669.0,880821.0,748886.0
2025-12-17,2025-12-17T00:00:00+08:00,v2605,DCE,4660.0,4694.0,4639.0,4680.0,781663.0,849431.0
2025-12-18,2025-12-18T00:00:00+08:00,v2605,DCE,4681.0,4727.0,4670.0,4708.0,888747.0,890154.0
2025-12-19,2025-12-19T00:00:00+08:00,v2605,DCE,4708.0,4715.0,4635.0,4652.0,956664.0,918114.0
2025-12-22,2025-12-22T00:00:00+08:00,v2605,DCE,4635.0,4646.0,4565.0,4591.0,1145480.0,940167.0
2025-12-23,2025-12-23T00:00:00+08:00,v2605,DCE,4595.0,4760.0,4595.0,4738.0,1874446.0,970130.0
2025-12-24,2025-12-24T00:00:00+08:00,v2605,DCE,4735.0,4785.0,4704.0,4781.0,1135087.0,964843.0
2025-12-25,2025-12-25T00:00:00+08:00,v2605,DCE,4781.0,4785.0,4688.0,4757.0,1134174.0,973277.0
2025-12-26,2025-12-26T00:00:00+08:00,v2605,DCE,4760.0,4834.0,4706.0,4832.0,1328933.0,979053.0
2025-12-29,2025-12-29T00:00:00+08:00,v2605,DCE,4816.0,4853.0,4764.0,4777.0,1300166.0,994220.0
2025-12-30,2025-12-30T00:00:00+08:00,v2605,DCE,4777.0,4834.0,4748.0,4810.0,869225.0,969207.0
2025-12-31,2025-12-31T00:00:00+08:00,v2605,DCE,4801.0,4822.0,4772.0,4805.0,742345.0,946761.0
2026-01-05,2026-01-05T00:00:00+08:00,v2605,DCE,4784.0,4798.0,4727.0,4764.0,770165.0,923530.0
2026-01-06,2026-01-06T00:00:00+08:00,v2605,DCE,4788.0,4935.0,4785.0,4919.0,1740594.0,957977.0
2026-01-07,2026-01-07T00:00:00+08:00,v2605,DCE,4919.0,5006.0,4913.0,4972.0,1552944.0,1026198.0
2026-01-08,2026-01-08T00:00:00+08:00,v2605,DCE,4972.0,4992.0,4871.0,4905.0,1379448.0,1032593.0
2026-01-09,2026-01-09T00:00:00+08:00,v2605,DCE,4887.0,4915.0,4825.0,4897.0,1236696.0,1036668.0
2026-01-12,2026-01-12T00:00:00+08:00,v2605,DCE,4760.0,4943.0,4576.0,4940.0,2341738.0,1052924.0
2026-01-13,2026-01-13T00:00:00+08:00,v2605,DCE,4940.0,4949.0,4838.0,4888.0,1615530.0,1058916.0
2026-01-14,2026-01-14T00:00:00+08:00,v2605,DCE,4890.0,4935.0,4854.0,4878.0,1193959.0,1034623.0
2026-01-15,2026-01-15T00:00:00+08:00,v2605,DCE,4884.0,4925.0,4835.0,4868.0,1385491.0,1028094.0
2026-01-16,2026-01-16T00:00:00+08:00,v2605,DCE,4856.0,4886.0,4782.0,4803.0,1454831.0,1042075.0
2026-01-19,2026-01-19T00:00:00+08:00,v2605,DCE,4806.0,4820.0,4765.0,4801.0,950660.0,1020573.0
2026-01-20,2026-01-20T00:00:00+08:00,v2605,DCE,4788.0,4841.0,4770.0,4807.0,1361819.0,1014175.0
2026-01-21,2026-01-21T00:00:00+08:00,v2605,DCE,4793.0,4807.0,4708.0,4743.0,1324283.0,1037034.0
2026-01-22,2026-01-22T00:00:00+08:00,v2605,DCE,4748.0,4850.0,4730.0,4849.0,1223420.0,1071654.0
2026-01-23,2026-01-23T00:00:00+08:00,v2605,DCE,4844.0,4926.0,4833.0,4921.0,1257303.0,1065802.0
2026-01-26,2026-01-26T00:00:00+08:00,v2605,DCE,4921.0,4984.0,4896.0,4959.0,1323485.0,1069269.0
2026-01-27,2026-01-27T00:00:00+08:00,v2605,DCE,4950.0,4966.0,4894.0,4911.0,1160706.0,1095101.0
2026-01-28,2026-01-28T00:00:00+08:00,v2605,DCE,4911.0,4939.0,4882.0,4913.0,1121915.0,1060308.0
2026-01-29,2026-01-29T00:00:00+08:00,v2605,DCE,4915.0,4928.0,4860.0,4895.0,1202946.0,1039839.0
2026-01-30,2026-01-30T00:00:00+08:00,v2605,DCE,4920.0,5125.0,4895.0,5063.0,2835385.0,1015893.0
2026-02-02,2026-02-02T00:00:00+08:00,v2605,DCE,5040.0,5151.0,4956.0,5014.0,3007486.0,1046450.0
2026-02-03,2026-02-03T00:00:00+08:00,v2605,DCE,5040.0,5106.0,5006.0,5071.0,2206147.0,1021050.0
2026-02-04,2026-02-04T00:00:00+08:00,v2605,DCE,5073.0,5178.0,5036.0,5155.0,2182106.0,1049478.0
2026-02-05,2026-02-05T00:00:00+08:00,v2605,DCE,5126.0,5146.0,5018.0,5052.0,1982002.0,1152260.0
2026-02-06,2026-02-06T00:00:00+08:00,v2605,DCE,5031.0,5038.0,4941.0,4981.0,1609353.0,1124839.0
2026-02-09,2026-02-09T00:00:00+08:00,v2605,DCE,4965.0,5038.0,4953.0,4992.0,1293697.0,1096311.0
2026-02-10,2026-02-10T00:00:00+08:00,v2605,DCE,5000.0,5005.0,4932.0,4971.0,1232755.0,1101266.0
2026-02-11,2026-02-11T00:00:00+08:00,v2605,DCE,4969.0,5006.0,4945.0,4990.0,904532.0,1121479.0
2026-02-12,2026-02-12T00:00:00+08:00,v2605,DCE,4990.0,5001.0,4927.0,4938.0,815778.0,1111283.0
2026-02-13,2026-02-13T00:00:00+08:00,v2605,DCE,4935.0,4946.0,4894.0,4905.0,783008.0,1101478.0
2026-02-24,2026-02-24T00:00:00+08:00,v2605,DCE,4905.0,5011.0,4835.0,4948.0,1317465.0,1018265.0
2026-02-25,2026-02-25T00:00:00+08:00,v2605,DCE,4932.0,4984.0,4932.0,4963.0,1162061.0,1074411.0
2026-02-26,2026-02-26T00:00:00+08:00,v2605,DCE,4950.0,4961.0,4848.0,4855.0,1298994.0,1129874.0
2026-02-27,2026-02-27T00:00:00+08:00,v2605,DCE,4835.0,4838.0,4758.0,4792.0,1545387.0,1218764.0
2026-03-02,2026-03-02T00:00:00+08:00,v2605,DCE,4830.0,4876.0,4764.0,4868.0,1995114.0,1218034.0
2026-03-03,2026-03-03T00:00:00+08:00,v2605,DCE,4889.0,4950.0,4821.0,4939.0,2274341.0,1207782.0
2026-03-04,2026-03-04T00:00:00+08:00,v2605,DCE,4970.0,5053.0,4894.0,4995.0,2612767.0,1149647.0
2026-03-05,2026-03-05T00:00:00+08:00,v2605,DCE,4984.0,5099.0,4927.0,5016.0,2676049.0,1065884.0
2026-03-06,2026-03-06T00:00:00+08:00,v2605,DCE,5040.0,5298.0,5020.0,5276.0,3114407.0,1078460.0
2026-03-09,2026-03-09T00:00:00+08:00,v2605,DCE,5400.0,5466.0,5335.0,5466.0,2453088.0,1143319.0
2026-03-10,2026-03-10T00:00:00+08:00,v2605,DCE,5500.0,5525.0,4986.0,5229.0,2639433.0,1072148.0
2026-03-11,2026-03-11T00:00:00+08:00,v2605,DCE,5280.0,5678.0,5132.0,5571.0,2476008.0,914632.0
2026-03-12,2026-03-12T00:00:00+08:00,v2605,DCE,5635.0,5867.0,5532.0,5620.0,3372882.0,958514.0
2026-03-13,2026-03-13T00:00:00+08:00,v2605,DCE,5690.0,5826.0,5601.0,5724.0,2574032.0,881747.0
2026-03-16,2026-03-16T00:00:00+08:00,v2605,DCE,5626.0,6046.0,5603.0,5849.0,2852128.0,864228.0
2026-03-17,2026-03-17T00:00:00+08:00,v2605,DCE,5780.0,5937.0,5659.0,5901.0,2431652.0,884987.0
2026-03-18,2026-03-18T00:00:00+08:00,v2605,DCE,5855.0,5950.0,5695.0,5735.0,2005916.0,902108.0
2026-03-19,2026-03-19T00:00:00+08:00,v2605,DCE,5885.0,6084.0,5818.0,5860.0,2273087.0,855380.0
2026-03-20,2026-03-20T00:00:00+08:00,v2605,DCE,5830.0,5939.0,5761.0,5875.0,1894337.0,831069.0
2026-03-23,2026-03-23T00:00:00+08:00,v2605,DCE,5900.0,6364.0,5870.0,6251.0,2076859.0,799464.0
2026-03-24,2026-03-24T00:00:00+08:00,v2605,DCE,5900.0,6063.0,5851.0,5853.0,1977737.0,804114.0
2026-03-25,2026-03-25T00:00:00+08:00,v2605,DCE,5950.0,5955.0,5560.0,5703.0,1758230.0,753229.0
2026-03-26,2026-03-26T00:00:00+08:00,v2605,DCE,5700.0,5730.0,5553.0,5650.0,1856912.0,716758.0
2026-03-27,2026-03-27T00:00:00+08:00,v2605,DCE,5730.0,5757.0,5536.0,5615.0,1684565.0,724702.0
2026-03-30,2026-03-30T00:00:00+08:00,v2605,DCE,5690.0,5766.0,5531.0,5551.0,1889192.0,720148.0
2026-03-31,2026-03-31T00:00:00+08:00,v2605,DCE,5540.0,5540.0,5313.0,5353.0,1803732.0,725905.0
2026-04-01,2026-04-01T00:00:00+08:00,v2605,DCE,5352.0,5445.0,5253.0,5256.0,1606697.0,717353.0
2026-04-02,2026-04-02T00:00:00+08:00,v2605,DCE,5301.0,5544.0,5269.0,5494.0,1691212.0,677194.0
2026-04-03,2026-04-03T00:00:00+08:00,v2605,DCE,5615.0,5638.0,5345.0,5428.0,1744008.0,662892.0
2026-04-07,2026-04-07T00:00:00+08:00,v2605,DCE,5450.0,5518.0,5355.0,5398.0,1261009.0,598420.0
2026-04-08,2026-04-08T00:00:00+08:00,v2605,DCE,5400.0,5426.0,5089.0,5160.0,1626718.0,608902.0
2026-04-09,2026-04-09T00:00:00+08:00,v2605,DCE,5145.0,5250.0,5073.0,5093.0,1106148.0,548446.0
2026-04-10,2026-04-10T00:00:00+08:00,v2605,DCE,5098.0,5111.0,4929.0,4952.0,1012997.0,566030.0
2026-04-13,2026-04-13T00:00:00+08:00,v2605,DCE,4950.0,5036.0,4903.0,4968.0,834537.0,532268.0
2026-04-14,2026-04-14T00:00:00+08:00,v2605,DCE,4950.0,4975.0,4863.0,4917.0,611165.0,476872.0
2026-04-15,2026-04-15T00:00:00+08:00,v2605,DCE,4920.0,5027.0,4900.0,4974.0,534190.0,435096.0
2026-04-16,2026-04-16T00:00:00+08:00,v2605,DCE,4990.0,5012.0,4920.0,4977.0,320574.0,339536.0
2026-04-17,2026-04-17T00:00:00+08:00,v2605,DCE,4997.0,5019.0,4949.0,4959.0,249247.0,301212.0
2026-04-20,2026-04-20T00:00:00+08:00,v2605,DCE,4880.0,5040.0,4869.0,5005.0,256111.0,268987.0
2026-04-21,2026-04-21T00:00:00+08:00,v2605,DCE,4998.0,5032.0,4947.0,4988.0,168271.0,199758.0
2026-04-22,2026-04-22T00:00:00+08:00,v2605,DCE,5002.0,5106.0,4976.0,5079.0,99047.0,151907.0
2026-04-23,2026-04-23T00:00:00+08:00,v2605,DCE,5130.0,5130.0,5022.0,5036.0,57649.0,127525.0
2026-04-24,2026-04-24T00:00:00+08:00,v2605,DCE,5036.0,5077.0,4997.0,5003.0,49116.0,114866.0
