trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2025-12-01,2025-12-01T00:00:00+08:00,p2605,DCE,8688.0,8708.0,8624.0,8698.0,121026.0,239355.0
2025-12-02,2025-12-02T00:00:00+08:00,p2605,DCE,8650.0,8746.0,8606.0,8742.0,146346.0,241766.0
2025-12-03,2025-12-03T00:00:00+08:00,p2605,DCE,8758.0,8816.0,8710.0,8764.0,139855.0,245481.0
2025-12-04,2025-12-04T00:00:00+08:00,p2605,DCE,8770.0,8784.0,8652.0,8696.0,141962.0,247167.0
2025-12-05,2025-12-05T00:00:00+08:00,p2605,DCE,8680.0,8768.0,8668.0,8762.0,176286.0,257223.0
2025-12-08,2025-12-08T00:00:00+08:00,p2605,DCE,8782.0,8796.0,8682.0,8702.0,155754.0,275102.0
2025-12-09,2025-12-09T00:00:00+08:00,p2605,DCE,8686.0,8712.0,8570.0,8628.0,248416.0,284433.0
2025-12-10,2025-12-10T00:00:00+08:00,p2605,DCE,8648.0,8718.0,8478.0,8528.0,483686.0,309140.0
2025-12-11,2025-12-11T00:00:00+08:00,p2605,DCE,8592.0,8710.0,8582.0,8642.0,512933.0,331498.0
2025-12-12,2025-12-12T00:00:00+08:00,p2605,DCE,8602.0,8630.0,8524.0,8552.0,437746.0,355564.0
2025-12-15,2025-12-15T00:00:00+08:00,p2605,DCE,8500.0,8550.0,8442.0,8492.0,443445.0,375277.0
2025-12-16,2025-12-16T00:00:00+08:00,p2605,DCE,8470.0,8478.0,8376.0,8410.0,370066.0,392898.0
2025-12-17,2025-12-17T00:00:00+08:00,p2605,DCE,8380.0,8396.0,8278.0,8342.0,505496.0,416337.0
2025-12-18,2025-12-18T00:00:00+08:00,p2605,DCE,8342.0,8454.0,8324.0,8368.0,455669.0,437681.0
2025-12-19,2025-12-19T00:00:00+08:00,p2605,DCE,8378.0,8412.0,8266.0,8292.0,443804.0,434752.0
2025-12-22,2025-12-22T00:00:00+08:00,p2605,DCE,8256.0,8422.0,8230.0,8414.0,431457.0,459331.0
2025-12-23,2025-12-23T00:00:00+08:00,p2605,DCE,8434.0,8494.0,8388.0,8486.0,441419.0,452542.0
2025-12-24,2025-12-24T00:00:00+08:00,p2605,DCE,8490.0,8548.0,8482.0,8488.0,406474.0,456514.0
2025-12-25,2025-12-25T00:00:00+08:00,p2605,DCE,8520.0,8578.0,8506.0,8542.0,299943.0,448640.0
2025-12-26,2025-12-26T00:00:00+08:00,p2605,DCE,8542.0,8610.0,8496.0,8568.0,374136.0,434218.0
2025-12-29,2025-12-29T00:00:00+08:00,p2605,DCE,8602.0,8618.0,8508.0,8512.0,358766.0,422604.0
2025-12-30,2025-12-30T00:00:00+08:00,p2605,DCE,8504.0,8678.0,8504.0,8658.0,358771.0,396047.0
2025-12-31,2025-12-31T00:00:00+08:00,p2605,DCE,8634.0,8646.0,8574.0,8584.0,282429.0,388850.0
2026-01-05,2026-01-05T00:00:00+08:00,p2605,DCE,8566.0,8600.0,8414.0,8488.0,402569.0,368830.0
2026-01-06,2026-01-06T00:00:00+08:00,p2605,DCE,8510.0,8562.0,8460.0,8500.0,414592.0,388463.0
2026-01-07,2026-01-07T00:00:00+08:00,p2605,DCE,8480.0,8572.0,8476.0,8562.0,453932.0,391056.0
2026-01-08,2026-01-08T00:00:00+08:00,p2605,DCE,8600.0,8700.0,8560.0,8612.0,630230.0,393568.0
2026-01-09,2026-01-09T00:00:00+08:00,p2605,DCE,8646.0,8698.0,8592.0,8682.0,366106.0,393894.0
2026-01-12,2026-01-12T00:00:00+08:00,p2605,DCE,8630.0,8748.0,8574.0,8724.0,512074.0,400553.0
2026-01-13,2026-01-13T00:00:00+08:00,p2605,DCE,8746.0,8866.0,8732.0,8778.0,558865.0,417932.0
2026-01-14,2026-01-14T00:00:00+08:00,p2605,DCE,8744.0,8826.0,8704.0,8748.0,531801.0,439704.0
2026-01-15,2026-01-15T00:00:00+08:00,p2605,DCE,8728.0,8746.0,8550.0,8578.0,534066.0,438095.0
2026-01-16,2026-01-16T00:00:00+08:00,p2605,DCE,8544.0,8702.0,8490.0,8674.0,570565.0,429816.0
2026-01-19,2026-01-19T00:00:00+08:00,p2605,DCE,8660.0,8684.0,8606.0,8648.0,358548.0,415079.0
2026-01-20,2026-01-20T00:00:00+08:00,p2605,DCE,8670.0,8772.0,8662.0,8748.0,422495.0,413122.0
2026-01-21,2026-01-21T00:00:00+08:00,p2605,DCE,8752.0,8850.0,8752.0,8832.0,487113.0,429178.0
2026-01-22,2026-01-22T00:00:00+08:00,p2605,DCE,8850.0,8964.0,8850.0,8944.0,502993.0,445943.0
2026-01-23,2026-01-23T00:00:00+08:00,p2605,DCE,8946.0,8948.0,8882.0,8910.0,360593.0,467244.0
2026-01-26,2026-01-26T00:00:00+08:00,p2605,DCE,8962.0,9098.0,8930.0,9092.0,542284.0,476216.0
2026-01-27,2026-01-27T00:00:00+08:00,p2605,DCE,9070.0,9248.0,9038.0,9238.0,688004.0,485983.0
2026-01-28,2026-01-28T00:00:00+08:00,p2605,DCE,9252.0,9306.0,9196.0,9270.0,513486.0,501885.0
2026-01-29,2026-01-29T00:00:00+08:00,p2605,DCE,9294.0,9396.0,9278.0,9362.0,529334.0,497601.0
2026-01-30,2026-01-30T00:00:00+08:00,p2605,DCE,9362.0,9384.0,9178.0,9240.0,569719.0,514392.0
2026-02-02,2026-02-02T00:00:00+08:00,p2605,DCE,9234.0,9316.0,8964.0,9014.0,656811.0,492509.0
2026-02-03,2026-02-03T00:00:00+08:00,p2605,DCE,9056.0,9158.0,9050.0,9094.0,397804.0,463751.0
2026-02-04,2026-02-04T00:00:00+08:00,p2605,DCE,9200.0,9248.0,9096.0,9138.0,435429.0,463716.0
2026-02-05,2026-02-05T00:00:00+08:00,p2605,DCE,9138.0,9198.0,9038.0,9042.0,449035.0,468831.0
2026-02-06,2026-02-06T00:00:00+08:00,p2605,DCE,9024.0,9082.0,9002.0,9026.0,285443.0,455399.0
2026-02-09,2026-02-09T00:00:00+08:00,p2605,DCE,8980.0,9066.0,8938.0,9014.0,345264.0,444122.0
2026-02-10,2026-02-10T00:00:00+08:00,p2605,DCE,9014.0,9034.0,8912.0,8940.0,381959.0,436227.0
2026-02-11,2026-02-11T00:00:00+08:00,p2605,DCE,8910.0,8950.0,8886.0,8906.0,290733.0,424586.0
2026-02-12,2026-02-12T00:00:00+08:00,p2605,DCE,8930.0,8932.0,8782.0,8782.0,328615.0,417236.0
2026-02-13,2026-02-13T00:00:00+08:00,p2605,DCE,8782.0,8828.0,8674.0,8698.0,297379.0,400972.0
2026-02-24,2026-02-24T00:00:00+08:00,p2605,DCE,8850.0,8910.0,8822.0,8824.0,268923.0,371271.0
2026-02-25,2026-02-25T00:00:00+08:00,p2605,DCE,8810.0,8932.0,8768.0,8848.0,389654.0,370957.0
