trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2026-03-30,2026-03-30T00:00:00+08:00,p2609,DCE,9780.0,9946.0,9648.0,9900.0,221745.0,187237.0
2026-03-31,2026-03-31T00:00:00+08:00,p2609,DCE,9910.0,10062.0,9806.0,9888.0,329840.0,223341.0
2026-04-01,2026-04-01T00:00:00+08:00,p2609,DCE,10088.0,10168.0,9810.0,9824.0,420107.0,245879.0
2026-04-02,2026-04-02T00:00:00+08:00,p2609,DCE,9900.0,10056.0,9756.0,10008.0,314976.0,263158.0
2026-04-03,2026-04-03T00:00:00+08:00,p2609,DCE,10086.0,10116.0,9920.0,9988.0,272888.0,288488.0
2026-04-07,2026-04-07T00:00:00+08:00,p2609,DCE,10034.0,10058.0,9942.0,9988.0,205584.0,292554.0
2026-04-08,2026-04-08T00:00:00+08:00,p2609,DCE,9988.0,9988.0,9402.0,9568.0,520220.0,305795.0
2026-04-09,2026-04-09T00:00:00+08:00,p2609,DCE,9534.0,9678.0,9508.0,9650.0,301645.0,306120.0
2026-04-10,2026-04-10T00:00:00+08:00,p2609,DCE,9688.0,9752.0,9616.0,9621.0,490555.0,318083.0
2026-04-13,2026-04-13T00:00:00+08:00,p2609,DCE,9568.0,9670.0,9518.0,9546.0,455013.0,338468.0
2026-04-14,2026-04-14T00:00:00+08:00,p2609,DCE,9559.0,9577.0,9407.0,9433.0,447821.0,342210.0
2026-04-15,2026-04-15T00:00:00+08:00,p2609,DCE,9420.0,9429.0,9302.0,9411.0,442510.0,356889.0
2026-04-16,2026-04-16T00:00:00+08:00,p2609,DCE,9421.0,9425.0,9325.0,9402.0,424511.0,378362.0
2026-04-17,2026-04-17T00:00:00+08:00,p2609,DCE,9430.0,9508.0,9388.0,9492.0,494791.0,392639.0
2026-04-20,2026-04-20T00:00:00+08:00,p2609,DCE,9312.0,9516.0,9200.0,9486.0,571728.0,404381.0
2026-04-21,2026-04-21T00:00:00+08:00,p2609,DCE,9481.0,9794.0,9434.0,9730.0,866656.0,419058.0
2026-04-22,2026-04-22T00:00:00+08:00,p2609,DCE,9720.0,9858.0,9695.0,9822.0,808555.0,464242.0
2026-04-23,2026-04-23T00:00:00+08:00,p2609,DCE,9864.0,9885.0,9730.0,9781.0,674372.0,481396.0
2026-04-24,2026-04-24T00:00:00+08:00,p2609,DCE,9742.0,9855.0,9711.0,9778.0,678358.0,470399.0
2026-04-27,2026-04-27T00:00:00+08:00,p2609,DCE,9773.0,9900.0,9748.0,9785.0,643286.0,470423.0
2026-04-28,2026-04-28T00:00:00+08:00,p2609,DCE,9760.0,9828.0,9672.0,9759.0,690740.0,478632.0
2026-04-29,2026-04-29T00:00:00+08:00,p2609,DCE,9750.0,9800.0,9654.0,9780.0,622281.0,463101.0
2026-04-30,2026-04-30T00:00:00+08:00,p2609,DCE,9850.0,9877.0,9773.0,9821.0,457972.0,457444.0
2026-05-06,2026-05-06T00:00:00+08:00,p2609,DCE,9888.0,9993.0,9804.0,9864.0,465649.0,433100.0
2026-05-07,2026-05-07T00:00:00+08:00,p2609,DCE,9701.0,9830.0,9676.0,9752.0,617586.0,454936.0
2026-05-08,2026-05-08T00:00:00+08:00,p2609,DCE,9670.0,9756.0,9632.0,9680.0,567510.0,463822.0
