trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2026-04-07,2026-04-07T00:00:00+08:00,v2609,DCE,5550.0,5619.0,5460.0,5511.0,759758.0,406652.0
2026-04-08,2026-04-08T00:00:00+08:00,v2609,DCE,5494.0,5532.0,5200.0,5280.0,989524.0,453470.0
2026-04-09,2026-04-09T00:00:00+08:00,v2609,DCE,5243.0,5365.0,5200.0,5214.0,737257.0,487557.0
2026-04-10,2026-04-10T00:00:00+08:00,v2609,DCE,5226.0,5227.0,5044.0,5067.0,832036.0,514932.0
2026-04-13,2026-04-13T00:00:00+08:00,v2609,DCE,5065.0,5150.0,5019.0,5092.0,803357.0,556786.0
2026-04-14,2026-04-14T00:00:00+08:00,v2609,DCE,5077.0,5099.0,4984.0,5039.0,758168.0,594569.0
2026-04-15,2026-04-15T00:00:00+08:00,v2609,DCE,5019.0,5158.0,5015.0,5100.0,1315625.0,641029.0
2026-04-16,2026-04-16T00:00:00+08:00,v2609,DCE,5100.0,5134.0,5044.0,5109.0,1151146.0,706725.0
2026-04-17,2026-04-17T00:00:00+08:00,v2609,DCE,5100.0,5152.0,5080.0,5093.0,1093257.0,754651.0
2026-04-20,2026-04-20T00:00:00+08:00,v2609,DCE,5032.0,5180.0,4996.0,5147.0,1475017.0,782516.0
2026-04-21,2026-04-21T00:00:00+08:00,v2609,DCE,5134.0,5165.0,5091.0,5134.0,1209539.0,815044.0
2026-04-22,2026-04-22T00:00:00+08:00,v2609,DCE,5135.0,5255.0,5121.0,5230.0,1176723.0,868734.0
2026-04-23,2026-04-23T00:00:00+08:00,v2609,DCE,5260.0,5267.0,5169.0,5189.0,1001073.0,899152.0
2026-04-24,2026-04-24T00:00:00+08:00,v2609,DCE,5180.0,5228.0,5144.0,5153.0,1010785.0,925421.0
2026-04-27,2026-04-27T00:00:00+08:00,v2609,DCE,5140.0,5248.0,5130.0,5228.0,995713.0,927956.0
2026-04-28,2026-04-28T00:00:00+08:00,v2609,DCE,5220.0,5360.0,5183.0,5358.0,1358790.0,923090.0
2026-04-29,2026-04-29T00:00:00+08:00,v2609,DCE,5349.0,5371.0,5252.0,5295.0,1260580.0,930411.0
2026-04-30,2026-04-30T00:00:00+08:00,v2609,DCE,5320.0,5327.0,5269.0,5272.0,988936.0,932599.0
2026-05-06,2026-05-06T00:00:00+08:00,v2609,DCE,5260.0,5341.0,5252.0,5319.0,906999.0,913066.0
2026-05-07,2026-05-07T00:00:00+08:00,v2609,DCE,5280.0,5291.0,5125.0,5163.0,1256232.0,954248.0
2026-05-08,2026-05-08T00:00:00+08:00,v2609,DCE,5126.0,5196.0,5120.0,5145.0,841816.0,986600.0
