trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2026-03-30,2026-03-30T00:00:00+08:00,y2609,DCE,8674.0,8702.0,8572.0,8674.0,194986.0,371148.0
2026-03-31,2026-03-31T00:00:00+08:00,y2609,DCE,8656.0,8740.0,8592.0,8628.0,221997.0,396957.0
2026-04-01,2026-04-01T00:00:00+08:00,y2609,DCE,8690.0,8780.0,8576.0,8584.0,318771.0,418049.0
2026-04-02,2026-04-02T00:00:00+08:00,y2609,DCE,8620.0,8700.0,8548.0,8664.0,242522.0,454208.0
2026-04-03,2026-04-03T00:00:00+08:00,y2609,DCE,8702.0,8720.0,8620.0,8674.0,218945.0,489453.0
2026-04-07,2026-04-07T00:00:00+08:00,y2609,DCE,8720.0,8774.0,8676.0,8748.0,254186.0,511262.0
2026-04-08,2026-04-08T00:00:00+08:00,y2609,DCE,8748.0,8762.0,8438.0,8460.0,441419.0,563943.0
2026-04-09,2026-04-09T00:00:00+08:00,y2609,DCE,8460.0,8514.0,8420.0,8496.0,213517.0,549956.0
2026-04-10,2026-04-10T00:00:00+08:00,y2609,DCE,8522.0,8552.0,8501.0,8506.0,263164.0,555300.0
2026-04-13,2026-04-13T00:00:00+08:00,y2609,DCE,8482.0,8539.0,8460.0,8487.0,256778.0,564867.0
2026-04-14,2026-04-14T00:00:00+08:00,y2609,DCE,8496.0,8516.0,8426.0,8458.0,247780.0,565685.0
2026-04-15,2026-04-15T00:00:00+08:00,y2609,DCE,8446.0,8447.0,8358.0,8425.0,278660.0,573351.0
2026-04-16,2026-04-16T00:00:00+08:00,y2609,DCE,8435.0,8470.0,8393.0,8448.0,215153.0,583854.0
2026-04-17,2026-04-17T00:00:00+08:00,y2609,DCE,8464.0,8494.0,8421.0,8466.0,237401.0,600039.0
2026-04-20,2026-04-20T00:00:00+08:00,y2609,DCE,8397.0,8479.0,8374.0,8473.0,270871.0,614962.0
2026-04-21,2026-04-21T00:00:00+08:00,y2609,DCE,8465.0,8597.0,8442.0,8587.0,367351.0,620243.0
2026-04-22,2026-04-22T00:00:00+08:00,y2609,DCE,8600.0,8643.0,8573.0,8626.0,333192.0,657569.0
2026-04-23,2026-04-23T00:00:00+08:00,y2609,DCE,8626.0,8663.0,8569.0,8618.0,274838.0,695720.0
2026-04-24,2026-04-24T00:00:00+08:00,y2609,DCE,8600.0,8633.0,8492.0,8527.0,366933.0,712738.0
2026-04-27,2026-04-27T00:00:00+08:00,y2609,DCE,8520.0,8596.0,8513.0,8533.0,248370.0,706493.0
2026-04-28,2026-04-28T00:00:00+08:00,y2609,DCE,8530.0,8574.0,8513.0,8559.0,238718.0,709773.0
2026-04-29,2026-04-29T00:00:00+08:00,y2609,DCE,8559.0,8585.0,8509.0,8573.0,260677.0,704780.0
2026-04-30,2026-04-30T00:00:00+08:00,y2609,DCE,8605.0,8626.0,8557.0,8605.0,250083.0,705584.0
2026-05-06,2026-05-06T00:00:00+08:00,y2609,DCE,8630.0,8727.0,8620.0,8664.0,249289.0,698800.0
2026-05-07,2026-05-07T00:00:00+08:00,y2609,DCE,8606.0,8643.0,8542.0,8581.0,264273.0,727948.0
2026-05-08,2026-05-08T00:00:00+08:00,y2609,DCE,8520.0,8562.0,8470.0,8487.0,323254.0,716060.0
