trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2025-12-01,2025-12-01T00:00:00+08:00,i2605,DCE,767.0,778.0,763.5,777.5,111018.0,279771.0
2025-12-02,2025-12-02T00:00:00+08:00,i2605,DCE,778.0,779.5,774.0,775.5,76933.0,297869.0
2025-12-03,2025-12-03T00:00:00+08:00,i2605,DCE,775.0,781.5,772.5,777.0,114772.0,316112.0
2025-12-04,2025-12-04T00:00:00+08:00,i2605,DCE,777.5,779.0,771.0,777.0,150017.0,347088.0
2025-12-05,2025-12-05T00:00:00+08:00,i2605,DCE,776.0,779.0,766.0,769.0,160776.0,385778.0
2025-12-08,2025-12-08T00:00:00+08:00,i2605,DCE,767.5,768.0,760.0,760.5,206640.0,408723.0
2025-12-09,2025-12-09T00:00:00+08:00,i2605,DCE,759.0,760.0,750.0,757.5,239637.0,429369.0
2025-12-10,2025-12-10T00:00:00+08:00,i2605,DCE,758.5,776.5,756.5,769.0,379803.0,441754.0
2025-12-11,2025-12-11T00:00:00+08:00,i2605,DCE,769.0,771.0,754.5,757.0,324951.0,469434.0
2025-12-12,2025-12-12T00:00:00+08:00,i2605,DCE,757.0,764.5,756.0,760.5,243565.0,468056.0
2025-12-15,2025-12-15T00:00:00+08:00,i2605,DCE,752.5,760.5,748.0,753.0,367137.0,465488.0
2025-12-16,2025-12-16T00:00:00+08:00,i2605,DCE,755.0,764.0,752.0,761.0,239612.0,469396.0
2025-12-17,2025-12-17T00:00:00+08:00,i2605,DCE,760.0,769.5,759.0,768.0,229787.0,479569.0
2025-12-18,2025-12-18T00:00:00+08:00,i2605,DCE,768.0,781.5,767.0,777.5,322377.0,488996.0
2025-12-19,2025-12-19T00:00:00+08:00,i2605,DCE,777.0,780.5,774.5,780.0,187722.0,518155.0
2025-12-22,2025-12-22T00:00:00+08:00,i2605,DCE,780.0,785.0,776.0,781.5,264601.0,534905.0
2025-12-23,2025-12-23T00:00:00+08:00,i2605,DCE,779.5,783.5,772.5,778.5,216445.0,551953.0
