ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
CF1701.ZCE,2016-06-29,14170.0,13970.0,14235.0,14670.0,14210.0,14670.0,14535.0,700.0,565.0,971310.0,7058337.44,459702.0,36364.0
CF1701.ZCE,2016-06-30,14670.0,14535.0,14700.0,14945.0,14590.0,14725.0,14765.0,190.0,230.0,883582.0,6523021.68,474460.0,14758.0
CF1701.ZCE,2016-07-01,14725.0,14765.0,14740.0,14880.0,14465.0,14735.0,14690.0,-30.0,-75.0,701944.0,5156132.22,450336.0,-24124.0
CF1701.ZCE,2016-07-04,14735.0,14690.0,14760.0,15425.0,14730.0,15425.0,15240.0,735.0,550.0,873112.0,6653783.68,492160.0,41824.0
CF1701.ZCE,2016-07-05,15425.0,15240.0,15535.0,15790.0,14510.0,15000.0,15150.0,-240.0,-90.0,1208904.0,9156110.76,431748.0,-60412.0
CF1701.ZCE,2016-07-06,15000.0,15150.0,14985.0,15340.0,14450.0,14875.0,14795.0,-275.0,-355.0,1188480.0,8790629.47,382150.0,-49598.0
CF1701.ZCE,2016-07-07,14875.0,14795.0,14655.0,15145.0,14655.0,14910.0,14965.0,115.0,170.0,1103588.0,8258299.62,403170.0,21020.0
CF1701.ZCE,2016-07-08,14910.0,14965.0,14940.0,15120.0,14215.0,14350.0,14555.0,-615.0,-410.0,1176150.0,8560105.62,392722.0,-10448.0
CF1701.ZCE,2016-07-11,14350.0,14555.0,14440.0,15060.0,14335.0,15045.0,14715.0,490.0,160.0,931096.0,6851099.42,426664.0,33942.0
CF1701.ZCE,2016-07-12,15045.0,14715.0,15100.0,15455.0,14975.0,15380.0,15270.0,665.0,555.0,1136932.0,8679428.06,484144.0,57480.0
CF1701.ZCE,2016-07-13,15380.0,15270.0,15345.0,16030.0,15115.0,15730.0,15635.0,460.0,365.0,1472122.0,11507897.58,492754.0,8610.0
CF1701.ZCE,2016-07-14,15730.0,15635.0,15730.0,15965.0,15510.0,15855.0,15760.0,220.0,125.0,1065150.0,8392128.23,512084.0,19330.0
CF1701.ZCE,2016-07-15,15855.0,15760.0,15855.0,16060.0,15750.0,15975.0,15920.0,215.0,160.0,1005784.0,8007241.42,524848.0,12764.0
CF1701.ZCE,2016-07-18,15975.0,15920.0,16100.0,16185.0,15460.0,15765.0,15750.0,-155.0,-170.0,1318568.0,10383721.06,470542.0,-54306.0
CF1701.ZCE,2016-07-19,15765.0,15750.0,15895.0,15925.0,15495.0,15675.0,15665.0,-75.0,-85.0,1206644.0,9449939.48,468998.0,-1544.0
CF1701.ZCE,2016-07-20,15675.0,15665.0,15670.0,15740.0,15020.0,15305.0,15370.0,-360.0,-295.0,1338872.0,10288400.87,470376.0,1378.0
CF1701.ZCE,2016-07-21,15305.0,15370.0,15280.0,15600.0,15195.0,15485.0,15410.0,115.0,40.0,838224.0,6458880.5,461238.0,-9138.0
CF1701.ZCE,2016-07-22,15485.0,15410.0,15535.0,15795.0,15170.0,15195.0,15530.0,-215.0,120.0,1229802.0,9549180.3,454516.0,-6722.0
CF1701.ZCE,2016-07-25,15195.0,15530.0,15250.0,15445.0,15115.0,15340.0,15280.0,-190.0,-250.0,827116.0,6319340.29,433238.0,-21278.0
CF1701.ZCE,2016-07-26,15340.0,15280.0,15375.0,15480.0,15170.0,15450.0,15350.0,170.0,70.0,818438.0,6281788.15,434330.0,1092.0
CF1701.ZCE,2016-07-27,15450.0,15350.0,15430.0,15775.0,15370.0,15680.0,15615.0,330.0,265.0,952144.0,7434577.06,458992.0,24662.0
CF1701.ZCE,2016-07-28,15680.0,15615.0,15730.0,15795.0,14830.0,14905.0,15315.0,-710.0,-300.0,1592824.0,12196388.77,455996.0,-2996.0
CF1701.ZCE,2016-07-29,14905.0,15315.0,14900.0,14975.0,14545.0,14545.0,14780.0,-770.0,-535.0,1064360.0,7865003.06,452790.0,-3206.0
CF1701.ZCE,2016-08-01,14545.0,14780.0,14505.0,14920.0,14465.0,14765.0,14730.0,-15.0,-50.0,899388.0,6624335.05,433478.0,-19312.0
CF1701.ZCE,2016-08-02,14765.0,14730.0,14710.0,14875.0,14450.0,14700.0,14720.0,-30.0,-10.0,937584.0,6901565.74,429150.0,-4328.0
CF1701.ZCE,2016-08-03,14700.0,14720.0,14710.0,14745.0,14320.0,14505.0,14500.0,-215.0,-220.0,1009318.0,7318203.32,464048.0,34898.0
CF1701.ZCE,2016-08-04,14505.0,14500.0,14520.0,14760.0,14355.0,14710.0,14520.0,210.0,20.0,880154.0,6390377.56,472128.0,8080.0
CF1701.ZCE,2016-08-05,14710.0,14520.0,14680.0,15175.0,14625.0,15155.0,14875.0,635.0,355.0,1087028.0,8085030.16,475256.0,3128.0
CF1701.ZCE,2016-08-08,15155.0,14875.0,15200.0,15265.0,14750.0,14755.0,15045.0,-120.0,170.0,949646.0,7143615.45,469392.0,-5864.0
CF1701.ZCE,2016-08-09,14755.0,15045.0,14765.0,14865.0,14525.0,14690.0,14710.0,-355.0,-335.0,928986.0,6833238.2,457198.0,-12194.0
CF1701.ZCE,2016-08-10,14690.0,14710.0,14585.0,14780.0,14450.0,14745.0,14640.0,35.0,-70.0,849680.0,6218722.92,467302.0,10104.0
CF1701.ZCE,2016-08-11,14745.0,14640.0,14760.0,14870.0,14660.0,14730.0,14740.0,90.0,100.0,561374.0,4137735.18,465154.0,-2148.0
CF1701.ZCE,2016-08-12,14730.0,14740.0,14705.0,14915.0,14600.0,14660.0,14765.0,-80.0,25.0,712808.0,5262241.52,447338.0,-17816.0
