tq_symbol,exchange,symbol,status,rows,file_path,message,updated_at
CZCE.PM105,CZCE,PM105,imported,229,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM105.csv,,2026-04-22T13:55:42
CZCE.PM107,CZCE,PM107,imported,235,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM107.csv,,2026-04-22T13:55:42
CZCE.PM109,CZCE,PM109,imported,81,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM109.csv,,2026-04-22T13:55:42
CZCE.PM111,CZCE,PM111,imported,175,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM111.csv,,2026-04-22T13:55:42
CZCE.PM201,CZCE,PM201,imported,132,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM201.csv,,2026-04-22T13:55:42
CZCE.PM207,CZCE,PM207,imported,200,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM207.csv,,2026-04-22T13:55:42
CZCE.PM209,CZCE,PM209,imported,97,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM209.csv,,2026-04-22T13:55:42
CZCE.PM601,CZCE,PM601,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM601.csv,,2026-04-22T13:55:42
CZCE.PM603,CZCE,PM603,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PM603.csv,,2026-04-22T13:55:42
CZCE.PR503,CZCE,PR503,imported,127,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR503.csv,,2026-04-22T13:55:42
CZCE.PR504,CZCE,PR504,imported,148,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR504.csv,,2026-04-22T13:55:42
CZCE.PR505,CZCE,PR505,imported,169,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR505.csv,,2026-04-22T13:55:42
CZCE.PR506,CZCE,PR506,imported,188,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR506.csv,,2026-04-22T13:55:43
CZCE.PR507,CZCE,PR507,imported,208,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR507.csv,,2026-04-22T13:55:43
CZCE.PR508,CZCE,PR508,imported,231,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR508.csv,,2026-04-22T13:55:43
CZCE.PR509,CZCE,PR509,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR509.csv,,2026-04-22T13:55:43
CZCE.PR510,CZCE,PR510,imported,238,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR510.csv,,2026-04-22T13:55:43
CZCE.PR511,CZCE,PR511,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR511.csv,,2026-04-22T13:55:43
CZCE.PR512,CZCE,PR512,imported,199,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR512.csv,,2026-04-22T13:55:43
CZCE.PR601,CZCE,PR601,imported,222,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR601.csv,,2026-04-22T13:55:43
CZCE.PR602,CZCE,PR602,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR602.csv,,2026-04-22T13:55:43
CZCE.PR603,CZCE,PR603,imported,237,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR603.csv,,2026-04-22T13:55:43
CZCE.PR604,CZCE,PR604,imported,237,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PR604.csv,,2026-04-22T13:55:43
CZCE.PX405,CZCE,PX405,imported,158,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX405.csv,,2026-04-22T13:55:43
CZCE.PX406,CZCE,PX406,imported,178,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX406.csv,,2026-04-22T13:55:43
CZCE.PX407,CZCE,PX407,imported,197,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX407.csv,,2026-04-22T13:55:43
CZCE.PX408,CZCE,PX408,imported,220,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX408.csv,,2026-04-22T13:55:43
CZCE.PX409,CZCE,PX409,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX409.csv,,2026-04-22T13:55:43
CZCE.PX410,CZCE,PX410,imported,218,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX410.csv,,2026-04-22T13:55:43
CZCE.PX411,CZCE,PX411,imported,239,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX411.csv,,2026-04-22T13:55:43
CZCE.PX412,CZCE,PX412,imported,238,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX412.csv,,2026-04-22T13:55:43
CZCE.PX501,CZCE,PX501,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX501.csv,,2026-04-22T13:55:43
CZCE.PX502,CZCE,PX502,imported,189,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX502.csv,,2026-04-22T13:55:43
CZCE.PX503,CZCE,PX503,imported,216,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX503.csv,,2026-04-22T13:55:43
CZCE.PX504,CZCE,PX504,imported,237,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX504.csv,,2026-04-22T13:55:43
CZCE.PX505,CZCE,PX505,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX505.csv,,2026-04-22T13:55:43
CZCE.PX506,CZCE,PX506,imported,234,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX506.csv,,2026-04-22T13:55:43
CZCE.PX507,CZCE,PX507,imported,219,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX507.csv,,2026-04-22T13:55:43
CZCE.PX508,CZCE,PX508,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX508.csv,,2026-04-22T13:55:43
CZCE.PX509,CZCE,PX509,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX509.csv,,2026-04-22T13:55:43
CZCE.PX510,CZCE,PX510,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX510.csv,,2026-04-22T13:55:43
CZCE.PX511,CZCE,PX511,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX511.csv,,2026-04-22T13:55:43
CZCE.PX512,CZCE,PX512,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX512.csv,,2026-04-22T13:55:43
CZCE.PX601,CZCE,PX601,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX601.csv,,2026-04-22T13:55:43
CZCE.PX602,CZCE,PX602,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX602.csv,,2026-04-22T13:55:43
CZCE.PX603,CZCE,PX603,imported,227,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX603.csv,,2026-04-22T13:55:43
CZCE.PX604,CZCE,PX604,imported,233,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/PX604.csv,,2026-04-22T13:55:43
CZCE.RI101,CZCE,RI101,imported,126,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RI101.csv,,2026-04-22T13:55:43
CZCE.RI111,CZCE,RI111,imported,204,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RI111.csv,,2026-04-22T13:55:43
CZCE.RI201,CZCE,RI201,imported,109,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RI201.csv,,2026-04-22T13:55:43
CZCE.RI207,CZCE,RI207,imported,161,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RI207.csv,,2026-04-22T13:55:43
CZCE.RI601,CZCE,RI601,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RI601.csv,,2026-04-22T13:55:43
CZCE.RM011,CZCE,RM011,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM011.csv,,2026-04-22T13:55:43
CZCE.RM101,CZCE,RM101,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM101.csv,,2026-04-22T13:55:43
CZCE.RM103,CZCE,RM103,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM103.csv,,2026-04-22T13:55:43
CZCE.RM105,CZCE,RM105,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM105.csv,,2026-04-22T13:55:43
CZCE.RM107,CZCE,RM107,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM107.csv,,2026-04-22T13:55:43
CZCE.RM108,CZCE,RM108,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM108.csv,,2026-04-22T13:55:43
CZCE.RM109,CZCE,RM109,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM109.csv,,2026-04-22T13:55:43
CZCE.RM111,CZCE,RM111,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM111.csv,,2026-04-22T13:55:43
CZCE.RM201,CZCE,RM201,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM201.csv,,2026-04-22T13:55:43
CZCE.RM203,CZCE,RM203,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM203.csv,,2026-04-22T13:55:43
CZCE.RM205,CZCE,RM205,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM205.csv,,2026-04-22T13:55:43
CZCE.RM207,CZCE,RM207,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM207.csv,,2026-04-22T13:55:43
CZCE.RM208,CZCE,RM208,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM208.csv,,2026-04-22T13:55:43
CZCE.RM209,CZCE,RM209,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM209.csv,,2026-04-22T13:55:43
CZCE.RM211,CZCE,RM211,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM211.csv,,2026-04-22T13:55:43
CZCE.RM301,CZCE,RM301,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM301.csv,,2026-04-22T13:55:43
CZCE.RM303,CZCE,RM303,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM303.csv,,2026-04-22T13:55:43
CZCE.RM305,CZCE,RM305,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM305.csv,,2026-04-22T13:55:43
CZCE.RM307,CZCE,RM307,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM307.csv,,2026-04-22T13:55:43
CZCE.RM308,CZCE,RM308,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM308.csv,,2026-04-22T13:55:43
CZCE.RM309,CZCE,RM309,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM309.csv,,2026-04-22T13:55:43
CZCE.RM311,CZCE,RM311,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM311.csv,,2026-04-22T13:55:43
CZCE.RM401,CZCE,RM401,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM401.csv,,2026-04-22T13:55:43
CZCE.RM403,CZCE,RM403,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM403.csv,,2026-04-22T13:55:43
CZCE.RM405,CZCE,RM405,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM405.csv,,2026-04-22T13:55:43
CZCE.RM407,CZCE,RM407,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM407.csv,,2026-04-22T13:55:43
CZCE.RM408,CZCE,RM408,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM408.csv,,2026-04-22T13:55:43
CZCE.RM409,CZCE,RM409,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM409.csv,,2026-04-22T13:55:43
CZCE.RM411,CZCE,RM411,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM411.csv,,2026-04-22T13:55:43
CZCE.RM501,CZCE,RM501,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM501.csv,,2026-04-22T13:55:43
CZCE.RM503,CZCE,RM503,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM503.csv,,2026-04-22T13:55:43
CZCE.RM505,CZCE,RM505,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM505.csv,,2026-04-22T13:55:43
CZCE.RM507,CZCE,RM507,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM507.csv,,2026-04-22T13:55:43
CZCE.RM508,CZCE,RM508,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM508.csv,,2026-04-22T13:55:43
CZCE.RM509,CZCE,RM509,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM509.csv,,2026-04-22T13:55:43
CZCE.RM511,CZCE,RM511,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM511.csv,,2026-04-22T13:55:43
CZCE.RM601,CZCE,RM601,imported,253,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM601.csv,,2026-04-22T13:55:43
CZCE.RM603,CZCE,RM603,imported,285,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RM603.csv,,2026-04-22T13:55:43
CZCE.RS011,CZCE,RS011,imported,69,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS011.csv,,2026-04-22T13:55:44
CZCE.RS107,CZCE,RS107,imported,218,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS107.csv,,2026-04-22T13:55:44
CZCE.RS108,CZCE,RS108,imported,104,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS108.csv,,2026-04-22T13:55:44
CZCE.RS109,CZCE,RS109,imported,150,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS109.csv,,2026-04-22T13:55:44
CZCE.RS111,CZCE,RS111,imported,61,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS111.csv,,2026-04-22T13:55:44
CZCE.RS207,CZCE,RS207,imported,185,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS207.csv,,2026-04-22T13:55:44
CZCE.RS208,CZCE,RS208,imported,236,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS208.csv,,2026-04-22T13:55:44
CZCE.RS209,CZCE,RS209,imported,231,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS209.csv,,2026-04-22T13:55:44
CZCE.RS211,CZCE,RS211,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS211.csv,,2026-04-22T13:55:44
CZCE.RS307,CZCE,RS307,imported,228,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS307.csv,,2026-04-22T13:55:44
CZCE.RS308,CZCE,RS308,imported,218,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS308.csv,,2026-04-22T13:55:44
CZCE.RS309,CZCE,RS309,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS309.csv,,2026-04-22T13:55:44
CZCE.RS311,CZCE,RS311,imported,228,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS311.csv,,2026-04-22T13:55:44
CZCE.RS407,CZCE,RS407,imported,238,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS407.csv,,2026-04-22T13:55:44
CZCE.RS408,CZCE,RS408,imported,138,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS408.csv,,2026-04-22T13:55:44
CZCE.RS409,CZCE,RS409,imported,231,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS409.csv,,2026-04-22T13:55:44
CZCE.RS411,CZCE,RS411,imported,210,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS411.csv,,2026-04-22T13:55:44
CZCE.RS507,CZCE,RS507,imported,237,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS507.csv,,2026-04-22T13:55:44
CZCE.RS508,CZCE,RS508,imported,229,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS508.csv,,2026-04-22T13:55:44
CZCE.RS509,CZCE,RS509,imported,223,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS509.csv,,2026-04-22T13:55:44
CZCE.RS511,CZCE,RS511,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/RS511.csv,,2026-04-22T13:55:44
CZCE.SA010,CZCE,SA010,imported,211,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA010.csv,,2026-04-22T13:55:44
CZCE.SA011,CZCE,SA011,imported,227,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA011.csv,,2026-04-22T13:55:44
CZCE.SA012,CZCE,SA012,imported,235,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA012.csv,,2026-04-22T13:55:44
CZCE.SA101,CZCE,SA101,imported,237,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA101.csv,,2026-04-22T13:55:44
CZCE.SA102,CZCE,SA102,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA102.csv,,2026-04-22T13:55:44
CZCE.SA103,CZCE,SA103,imported,236,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA103.csv,,2026-04-22T13:55:44
CZCE.SA104,CZCE,SA104,imported,220,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA104.csv,,2026-04-22T13:55:44
CZCE.SA105,CZCE,SA105,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA105.csv,,2026-04-22T13:55:44
CZCE.SA106,CZCE,SA106,imported,229,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA106.csv,,2026-04-22T13:55:44
CZCE.SA107,CZCE,SA107,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA107.csv,,2026-04-22T13:55:44
CZCE.SA108,CZCE,SA108,imported,239,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA108.csv,,2026-04-22T13:55:44
CZCE.SA109,CZCE,SA109,imported,244,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA109.csv,,2026-04-22T13:55:44
CZCE.SA110,CZCE,SA110,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA110.csv,,2026-04-22T13:55:44
CZCE.SA111,CZCE,SA111,imported,238,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA111.csv,,2026-04-22T13:55:44
CZCE.SA112,CZCE,SA112,imported,241,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA112.csv,,2026-04-22T13:55:44
CZCE.SA201,CZCE,SA201,imported,243,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA201.csv,,2026-04-22T13:55:44
CZCE.SA202,CZCE,SA202,imported,240,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA202.csv,,2026-04-22T13:55:44
CZCE.SA203,CZCE,SA203,imported,242,/Users/bytedance/Desktop/person/vnpy/examples/portfolio_backtesting/downloaded_futures/tqsdk_daily_2010_2026_04/CZCE/SA203.csv,,2026-04-22T13:55:44
