comparison,baseline,candidate,A_end_equity,C_end_equity,delta_end_equity,A_total_return_pct,C_total_return_pct,delta_total_return_pct,A_max_dd_pct,C_max_dd_pct,delta_max_dd_pct,A_sharpe,C_sharpe,delta_sharpe,A_total_slippage,C_total_slippage,delta_total_slippage,A_total_trade_count,C_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,C_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,C_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,C_days_over_100pct,delta_days_over_100pct,slippage_ratio_C_over_A
A_vs_C,stage027_A_formal_q_backwards_ratio_continuous,stage027_C_formal_q_target_contract_only,14989515.100000003,13868439.900000006,-1121075.1999999974,9893.01006666667,9145.626600000005,-747.3834666666644,-44.9033186039274,-47.984346958977994,-3.0810283550505915,1.4685554601682667,1.418928901193489,-0.049626558974777746,1741690.0,1685830.0,-55860.0,846.0,834.0,-12.0,52.67284390591589,52.62738853503185,-0.04545537088404217,99.6724041790796,87.7838102082086,-11.888593970871,0.0,0.0,0.0,0.967927702403987
