variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm
stage027_A_formal_q_backwards_ratio_continuous,A: 当前正式 Q（旧主力复权连续历史）,stage027_A_formal_q_backwards_ratio_continuous,full_2018_20260825,2018-01-01 independent start to 2026-08-25,yearly_start,2018-01-02,2026-08-25,150000.0,150000.0,0.4,2098,14989515.100000003,9893.01006666667,70.35521262059665,-44.9033186039274,19.333398923335317,1.4685554601682667,128689.99999999997,99.6724041790796,59.28110957315505,0,2,0,1741690.0,846.0,52.67284390591589,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,14989515.100000003,9893.01006666667,70.35521262059665,-44.9033186039274,1.4685554601682667,128689.99999999997,99.6724041790796,59.28110957315505,99.93010066666669,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage027_A_formal_q_backwards_ratio_continuous,A
stage027_C_formal_q_target_contract_only,C: 正式 Q + 新主力自身日K形态,stage027_C_formal_q_target_contract_only,full_2018_20260825,2018-01-01 independent start to 2026-08-25,yearly_start,2018-01-02,2026-08-25,150000.0,150000.0,0.4,2098,13868439.900000006,9145.626600000005,68.82997536305817,-47.984346958977994,21.13890517830326,1.418928901193489,115585.20000000004,87.7838102082086,60.99725926154661,0,0,0,1685830.0,834.0,52.62738853503185,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,13868439.900000006,9145.626600000005,68.82997536305817,-47.984346958977994,1.418928901193489,115585.20000000004,87.7838102082086,60.99725926154661,92.45626600000004,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage027_C_formal_q_target_contract_only,C
