variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm
stage033_A_formal_q,A: 当前正式 Q（立即换月、旧主力复权历史）,stage033_A_formal_q,full_2018_20260825,2018-01-01 independent start to 2026-08-25,yearly_start,2018-01-02,2026-08-25,150000.0,150000.0,0.4,2098,14989515.100000003,9893.01006666667,70.35521262059665,-44.9033186039274,19.333398923335317,1.4685554601682667,128689.99999999997,99.6724041790796,59.28110957315505,0,2,0,1741690.0,846.0,52.67284390591589,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,14989515.100000003,9893.01006666667,70.35521262059665,-44.9033186039274,1.4685554601682667,128689.99999999997,99.6724041790796,59.28110957315505,99.93010066666669,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage033_A_formal_q,A
stage033_B_stage032_long_range_3d_stall_filter,B: Stage032（五日换月 + 多头扩张且3日滞涨过滤）,stage033_B_stage032_long_range_3d_stall_filter,full_2018_20260825,2018-01-01 independent start to 2026-08-25,yearly_start,2018-01-02,2026-08-25,150000.0,150000.0,0.4,2098,15221349.500000007,10047.56633333334,70.65798061121413,-42.624045461763636,17.145765052149585,1.4870938363344248,118560.20000000004,93.18650174647286,58.75258176881072,0,1,0,1527820.0,755.0,53.21027287319422,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,15221349.500000007,10047.56633333334,70.65798061121413,-42.624045461763636,1.4870938363344248,118560.20000000004,93.18650174647286,58.75258176881072,101.47566333333339,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage033_B_stage032_long_range_3d_stall_filter,B
stage033_C_stage032_ordered_drawdown_or_filter,C: Stage032 + 多头有序峰谷回撤 OR 过滤,stage033_C_stage032_ordered_drawdown_or_filter,full_2018_20260825,2018-01-01 independent start to 2026-08-25,yearly_start,2018-01-02,2026-08-25,150000.0,150000.0,0.4,2098,12215351.600000009,8043.567733333339,66.36893781843871,-44.15559919876449,16.961643184864233,1.4275510737788997,129529.70000000003,91.41040115561519,58.668536788527994,0,1,0,1229320.0,724.0,52.66611977030353,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,12215351.600000009,8043.567733333339,66.36893781843871,-44.15559919876449,1.4275510737788997,129529.70000000003,91.41040115561519,58.668536788527994,81.43567733333339,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage033_C_stage032_ordered_drawdown_or_filter,C
