comparison,baseline,candidate,A_end_equity,B_end_equity,delta_end_equity,A_total_return_pct,B_total_return_pct,delta_total_return_pct,A_max_dd_pct,B_max_dd_pct,delta_max_dd_pct,A_sharpe,B_sharpe,delta_sharpe,A_total_slippage,B_total_slippage,delta_total_slippage,A_total_trade_count,B_total_trade_count,delta_total_trade_count,A_nonzero_daily_win_rate_pct,B_nonzero_daily_win_rate_pct,delta_nonzero_daily_win_rate_pct,A_max_broker10_margin_to_equity_pct,B_max_broker10_margin_to_equity_pct,delta_max_broker10_margin_to_equity_pct,A_days_over_100pct,B_days_over_100pct,delta_days_over_100pct,slippage_ratio_B_over_A,C_end_equity,C_total_return_pct,C_max_dd_pct,C_sharpe,C_total_slippage,C_total_trade_count,C_nonzero_daily_win_rate_pct,C_max_broker10_margin_to_equity_pct,C_days_over_100pct,slippage_ratio_C_over_B,slippage_ratio_C_over_A
A_vs_B,stage032_A_formal_q,stage032_B_stage028_delay_5td,14989515.100000003,15889543.300000006,900028.200000003,9893.01006666667,10493.028866666671,600.0188000000016,-44.9033186039274,-46.45064286655245,-1.5473242626250467,1.4685554601682667,1.4377842587757124,-0.030771201392554293,1741690.0,1654705.0,-86985.0,846.0,810.0,-36.0,52.67284390591589,52.82289249806651,0.15004859215061828,99.6724041790796,100.34255554259121,0.6701513635116072,0.0,1.0,1.0,0.950057128421246,,,,,,,,,,,
B_vs_C,stage032_B_stage028_delay_5td,stage032_C_stage028_long_range_3d_stall_filter,,15889543.300000006,-668193.7999999989,,10493.028866666671,-445.4625333333315,,-46.45064286655245,3.8265974047888136,,1.4377842587757124,0.04930957755871246,,1654705.0,-126885.0,,810.0,-55.0,,52.82289249806651,0.3873803751277123,,100.34255554259121,-7.156053796118357,,1.0,-1.0,,15221349.500000007,10047.56633333334,-42.624045461763636,1.4870938363344248,1527820.0,755.0,53.21027287319422,93.18650174647286,0.0,0.9233186580085272,
A_vs_C,stage032_A_formal_q,stage032_C_stage028_long_range_3d_stall_filter,14989515.100000003,,231834.4000000041,9893.01006666667,,154.55626666667013,-44.9033186039274,,2.279273142163767,1.4685554601682667,,0.018538376166158166,1741690.0,,-213870.0,846.0,,-91.0,52.67284390591589,,0.5374289672783306,99.6724041790796,,-6.48590243260675,0.0,,0.0,,15221349.500000007,10047.56633333334,-42.624045461763636,1.4870938363344248,1527820.0,755.0,53.21027287319422,93.18650174647286,0.0,,0.8772054728453399
