vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi
MA101.CZCE,CZCE.MA101,2020-09-03 14:46:00,45316,2028.0,2028.0,2028.0,2028.0,0.0,1178159.0,1178159.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:47:00,45317,2030.0,2030.0,2030.0,2030.0,0.0,1178424.0,1178424.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:48:00,45318,2029.0,2029.0,2029.0,2029.0,0.0,1179385.0,1179385.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:49:00,45319,2030.0,2030.0,2030.0,2030.0,0.0,1179251.0,1179251.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:50:00,45320,2029.0,2029.0,2029.0,2029.0,0.0,1179103.0,1179103.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:51:00,45321,2029.0,2029.0,2029.0,2029.0,0.0,1179538.0,1179538.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:52:00,45322,2028.0,2028.0,2028.0,2028.0,0.0,1179254.0,1179254.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:53:00,45323,2029.0,2029.0,2029.0,2029.0,0.0,1178694.0,1178694.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:54:00,45324,2029.0,2029.0,2029.0,2029.0,0.0,1178545.0,1178545.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:55:00,45325,2028.0,2028.0,2028.0,2028.0,0.0,1177741.0,1177741.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:56:00,45326,2028.0,2028.0,2028.0,2028.0,0.0,1178074.0,1178074.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:57:00,45327,2029.0,2029.0,2029.0,2029.0,0.0,1180594.0,1180594.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:58:00,45328,2029.0,2029.0,2029.0,2029.0,0.0,1180263.0,1180263.0
MA101.CZCE,CZCE.MA101,2020-09-03 14:59:00,45329,2028.0,2028.0,2028.0,2028.0,0.0,1179959.0,1179959.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:00:00,45330,2020.0,2020.0,2020.0,2020.0,0.0,1179351.0,1179351.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:01:00,45331,2018.0,2018.0,2018.0,2018.0,0.0,1156502.0,1156502.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:02:00,45332,2019.0,2019.0,2019.0,2019.0,0.0,1150903.0,1150903.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:03:00,45333,2019.0,2019.0,2019.0,2019.0,0.0,1151313.0,1151313.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:04:00,45334,2021.0,2021.0,2021.0,2021.0,0.0,1149014.0,1149014.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:05:00,45335,2021.0,2021.0,2021.0,2021.0,0.0,1145858.0,1145858.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:06:00,45336,2023.0,2023.0,2023.0,2023.0,0.0,1145749.0,1145749.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:07:00,45337,2025.0,2025.0,2025.0,2025.0,0.0,1145051.0,1145051.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:08:00,45338,2025.0,2025.0,2025.0,2025.0,0.0,1142932.0,1142932.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:09:00,45339,2024.0,2024.0,2024.0,2024.0,0.0,1142886.0,1142886.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:10:00,45340,2025.0,2025.0,2025.0,2025.0,0.0,1142713.0,1142713.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:11:00,45341,2025.0,2025.0,2025.0,2025.0,0.0,1143303.0,1143303.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:12:00,45342,2025.0,2025.0,2025.0,2025.0,0.0,1143121.0,1143121.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:13:00,45343,2024.0,2024.0,2024.0,2024.0,0.0,1140639.0,1140639.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:14:00,45344,2025.0,2025.0,2025.0,2025.0,0.0,1139347.0,1139347.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:15:00,45345,2024.0,2024.0,2024.0,2024.0,0.0,1138579.0,1138579.0
MA101.CZCE,CZCE.MA101,2020-09-03 21:16:00,45346,2025.0,2025.0,2025.0,2025.0,0.0,1138828.0,1138828.0
