variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm
stage029_C_roll_1y_2020_06,C: Stage028（延迟5交易日、新主力自身K线）,stage029_C_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,949336.7,532.8911333333333,536.9140480925728,-24.05195858178071,9.502163527741176,3.546716226256768,146400.0,72.76390488330185,65.71648487846363,0,0,0,20260.0,134.0,60.679611650485434,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,949336.7,532.8911333333333,536.9140480925728,-24.05195858178071,3.546716226256768,146400.0,72.76390488330185,65.71648487846363,6.328911333333333,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage029_C_roll_1y_2020_06,C,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,C
stage029_A_roll_1y_2021_01,A: 当前正式 Q（立即换月、旧主力复权历史）,stage029_A_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,816721.6000000001,444.4810666666667,455.4531062440758,-28.20318810056817,15.632326746782672,3.105231430660103,150000.0,62.04976141237437,52.48458247643772,0,0,0,19770.0,123.0,57.51295336787565,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,816721.6000000001,444.4810666666667,455.4531062440758,-28.20318810056817,3.105231430660103,150000.0,62.04976141237437,52.48458247643772,5.444810666666667,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage029_A_roll_1y_2021_01,A,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,A
stage029_B_roll_1y_2021_01,B: Stage027（立即换月、新主力自身K线）,stage029_B_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,797421.6000000001,431.6144000000001,442.1744906584495,-28.20318810056817,15.856755370445144,3.058969638279918,150000.0,62.04976141237437,51.34446120213968,0,0,0,19990.0,123.0,57.51295336787565,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,797421.6000000001,431.6144000000001,442.1744906584495,-28.20318810056817,3.058969638279918,150000.0,62.04976141237437,51.34446120213968,5.316144,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage029_B_roll_1y_2021_01,B,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,B
stage029_C_roll_1y_2021_01,C: Stage028（延迟5交易日、新主力自身K线）,stage029_C_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,800576.6000000001,433.7177333333334,444.3449096072479,-29.39464100045328,16.28884419616942,3.014809642405984,150000.0,62.256594792937605,53.06903761605325,0,0,0,19060.0,121.0,59.067357512953365,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,800576.6000000001,433.7177333333334,444.3449096072479,-29.39464100045328,3.014809642405984,150000.0,62.256594792937605,53.06903761605325,5.337177333333334,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage029_C_roll_1y_2021_01,C,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,C
stage029_A_roll_1y_2021_06,A: 当前正式 Q（立即换月、旧主力复权历史）,stage029_A_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,214340.0,42.89333333333334,43.06858723738787,-38.121770258956666,19.893208119482797,1.0060178970331957,137230.00000000003,60.34611735436125,41.140931332319646,0,0,0,8570.0,134.0,49.48453608247423,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,214340.0,42.89333333333334,43.06858723738787,-38.121770258956666,1.0060178970331957,137230.00000000003,60.34611735436125,41.140931332319646,1.4289333333333334,,,,,2021-06,2021-06,2021,6,1,1,1,0,0,0,stage029_A_roll_1y_2021_06,A,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,A
stage029_B_roll_1y_2021_06,B: Stage027（立即换月、新主力自身K线）,stage029_B_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,218120.0,45.41333333333333,45.600418611425894,-37.03051473772337,19.06155649497876,1.0489700638055564,137230.00000000003,57.68061787421846,41.66510284389545,0,0,0,9070.0,136.0,50.76923076923077,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,218120.0,45.41333333333333,45.600418611425894,-37.03051473772337,1.0489700638055564,137230.00000000003,57.68061787421846,41.66510284389545,1.4541333333333333,,,,,2021-06,2021-06,2021,6,1,1,1,0,0,0,stage029_B_roll_1y_2021_06,B,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,B
stage029_C_roll_1y_2021_06,C: Stage028（延迟5交易日、新主力自身K线）,stage029_C_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,215145.0,43.42999999999999,43.60776078945143,-37.9654859218892,20.279383695541014,1.0135397109526614,137655.00000000003,61.673335692911614,41.07224633638495,0,0,0,8340.0,130.0,50.51546391752577,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,215145.0,43.42999999999999,43.60776078945143,-37.9654859218892,1.0135397109526614,137655.00000000003,61.673335692911614,41.07224633638495,1.4343,,,,,2021-06,2021-06,2021,6,1,1,1,0,0,0,stage029_C_roll_1y_2021_06,C,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,C
stage029_A_roll_1y_2022_01,A: 当前正式 Q（立即换月、旧主力复权历史）,stage029_A_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,121480.0,-19.01333333333334,-19.262018405473626,-39.097103918228285,23.19495968056253,-0.221691451265096,100100.0,64.62988691437803,41.22688949050536,0,0,0,3520.0,74.0,40.16393442622951,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,121480.0,-19.01333333333334,-19.262018405473626,-39.097103918228285,-0.221691451265096,100100.0,64.62988691437803,41.22688949050536,0.8098666666666666,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage029_A_roll_1y_2022_01,A,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,A
stage029_B_roll_1y_2022_01,B: Stage027（立即换月、新主力自身K线）,stage029_B_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,121480.0,-19.01333333333334,-19.262018405473626,-39.097103918228285,23.19495968056253,-0.221691451265096,100100.0,64.62988691437803,41.22688949050536,0,0,0,3520.0,74.0,40.16393442622951,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,121480.0,-19.01333333333334,-19.262018405473626,-39.097103918228285,-0.221691451265096,100100.0,64.62988691437803,41.22688949050536,0.8098666666666666,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage029_B_roll_1y_2022_01,B,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,B
stage029_C_roll_1y_2022_01,C: Stage028（延迟5交易日、新主力自身K线）,stage029_C_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,133300.0,-11.13333333333333,-11.286169332126262,-36.09786639695612,23.844906474304235,0.0215306401132031,107180.0,64.94109470026063,43.99482733149015,0,0,0,4080.0,78.0,42.4,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,133300.0,-11.13333333333333,-11.286169332126262,-36.09786639695612,0.0215306401132031,107180.0,64.94109470026063,43.99482733149015,0.8886666666666667,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage029_C_roll_1y_2022_01,C,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,C
