window_id,window_group,duration_years,requested_start,requested_end,start_month_num,complete_window,terminal_near_complete,comparison,left_arm,right_arm,left_end_equity,right_end_equity,left_return_pct,right_return_pct,delta_return_pct,left_max_dd_pct,right_max_dd_pct,dd_worsening_pp,left_sharpe,right_sharpe,delta_sharpe,left_slippage,right_slippage,slippage_ratio,left_trades,right_trades,left_win_rate_pct,right_win_rate_pct,left_survival_pass,right_survival_pass,left_broker100_pass,right_broker100_pass,left_broker10_peak_pct,right_broker10_peak_pct,left_days_over_100pct,right_days_over_100pct,return_win,left_positive,right_positive,dd_noninferior_2pp,sharpe_noninferior_005,left_dd50_fail,right_dd50_fail
full_2018_2026,full_period,0,2018-01-01,2026-08-25,1,1,0,A_vs_B,A,B,14989515.100000003,13868439.900000006,9893.01006666667,9145.626600000003,-747.3834666666662,-44.9033186039274,-47.984346958977994,3.0810283550505915,1.4685554601682669,1.418928901193489,-0.04962655897477797,1741690.0,1685830.0,0.967927702403987,846,834,52.67284390591589,52.62738853503185,1,1,1,1,99.6724041790796,87.7838102082086,0,0,0,1,1,0,1,0,0
full_2018_2026,full_period,0,2018-01-01,2026-08-25,1,1,0,A_vs_C,A,C,14989515.100000003,15889543.300000006,9893.01006666667,10493.028866666671,600.0188000000016,-44.9033186039274,-46.45064286655245,1.5473242626250467,1.4685554601682669,1.4377842587757124,-0.030771201392554515,1741690.0,1654705.0,0.950057128421246,846,810,52.67284390591589,52.82289249806651,1,1,1,0,99.6724041790796,100.3425555425912,0,1,1,1,1,1,1,0,0
full_2018_2026,full_period,0,2018-01-01,2026-08-25,1,1,0,B_vs_C,B,C,13868439.900000006,15889543.300000006,9145.626600000003,10493.028866666671,1347.4022666666679,-47.984346958977994,-46.45064286655245,0.0,1.418928901193489,1.4377842587757124,0.018855357582223453,1685830.0,1654705.0,0.9815372843050604,834,810,52.62738853503185,52.82289249806651,1,1,1,0,87.7838102082086,100.3425555425912,0,1,1,1,1,1,1,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_B,A,B,134950.40000000002,144120.40000000002,-10.033066666666643,-3.919733333333319,6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.5062719888985959,-0.1591543885005252,0.3471176003980707,4040.0,3880.0,0.9603960396039604,61,58,43.08943089430895,41.25,1,1,1,1,58.662096623764235,49.13024959305479,0,0,1,0,0,1,1,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_C,A,C,134950.40000000002,144120.40000000002,-10.033066666666643,-3.919733333333319,6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.5062719888985959,-0.1591543885005252,0.3471176003980707,4040.0,3880.0,0.9603960396039604,61,58,43.08943089430895,41.25,1,1,1,1,58.662096623764235,49.13024959305479,0,0,1,0,0,1,1,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,B_vs_C,B,C,144120.40000000002,144120.40000000002,-3.919733333333319,-3.919733333333319,0.0,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.1591543885005252,0.0,3880.0,3880.0,1.0,58,58,41.25,41.25,1,1,1,1,49.13024959305479,49.13024959305479,0,0,1,0,0,1,1,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,A_vs_B,A,B,164729.50000000006,141112.00000000006,9.819666666666716,-5.925333333333294,-15.74500000000001,-16.986383722698307,-16.953589712862318,0.0,0.4956180158993039,-0.1643171082440383,-0.6599351241433422,5710.0,5230.0,0.9159369527145359,82,76,50.53191489361703,44.565217391304344,1,1,1,1,71.1338674168689,68.53917629054803,0,0,0,1,0,1,0,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,A_vs_C,A,C,164729.50000000006,141112.00000000006,9.819666666666716,-5.925333333333294,-15.74500000000001,-16.986383722698307,-16.953589712862318,0.0,0.4956180158993039,-0.164301165624357,-0.6599191815236609,5710.0,5230.0,0.9159369527145359,82,76,50.53191489361703,44.086021505376344,1,1,1,1,71.1338674168689,68.53917629054803,0,0,0,1,0,1,0,0,0
roll_1y_2018_06,rolling_1y,1,2018-06-01,2019-05-31,6,1,0,B_vs_C,B,C,141112.00000000006,141112.00000000006,-5.925333333333294,-5.925333333333294,0.0,-16.953589712862318,-16.953589712862318,0.0,-0.1643171082440383,-0.164301165624357,1.5942619681297288e-05,5230.0,5230.0,1.0,76,76,44.565217391304344,44.086021505376344,1,1,1,1,68.53917629054803,68.53917629054803,0,0,1,0,0,1,1,0,0
roll_1y_2019_01,rolling_1y,1,2019-01-01,2019-12-31,1,1,0,A_vs_B,A,B,223061.3,210567.4,48.70753333333335,40.37826666666668,-8.329266666666669,-16.225888917544474,-21.571317026531755,5.3454281089872815,1.4128708315628165,1.3264654966121237,-0.0864053349506928,8480.0,7740.0,0.9127358490566038,110,101,51.776649746192895,50.81967213114754,1,1,1,1,70.29239277156199,72.09253289863014,0,0,0,1,1,0,0,0,0
roll_1y_2019_01,rolling_1y,1,2019-01-01,2019-12-31,1,1,0,A_vs_C,A,C,223061.3,208797.4,48.70753333333335,39.19826666666668,-9.509266666666669,-16.225888917544474,-21.571317026531755,5.3454281089872815,1.4128708315628165,1.295953187204724,-0.11691764435809238,8480.0,7660.0,0.9033018867924528,110,100,51.776649746192895,51.21951219512195,1,1,1,1,70.29239277156199,72.09253289863014,0,0,0,1,1,0,0,0,0
