entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_volume_ratio_threshold,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_nonconfirmation_multiplier,directional_30d_risk_adjust_long_only,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
96,2020-06-02 00:00:00+08:00,2020-06-02,cu.SHFE,cu2007.SHFE,long,long_case3,base,flat_entry,regular,risk_budget,403074.9,181269.0,362767.41,282152.43,403074.9,403074.9,0,1000000.0,1500000.0,1000000.0,0.4497154250984122,0.003264136120411,1.0,221805.9,181498.41000000003,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,44560.0,44600.0,106381.0,102888.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,73.5429353571621,60.0,40.0,0,60,,0.8,0.2,0.003264136120411,-1.0,0,0,0,0,,1,1,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,997310.0,686785.0,0,41540.0,44560.0,0.0727010110736638,1,0,1.0,1,1.0,volume_not_expanding,3266.9713800000004,3266.9713800000004,44560.0,,44560.0,44210.0,350.0,5,1750.0,1750.0,0.12,26736.0,26736.0,208005.0,1,1,cu.SHFE,0.25,100768.725,0.0,3,1,1,0,1.0,0.0,1,1,1,6,10,1,1,0,362767.41,181498.41000000003,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.003264136120411,404394.9,0,1.0,0.0,60,0.6,0,1,0.0,0.003264136120411,1,1.0,2,2,0.4284009223945476,0.276714309748903,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
97,2020-06-02 00:00:00+08:00,2020-06-02,rb.SHFE,rb2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,403074.9,181269.0,362767.41,282152.43,403074.9,403074.9,0,1000000.0,1500000.0,1000000.0,0.4497154250984122,0.003264136120411,1.0,221805.9,181498.41000000003,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3634.0,3577.0,1267393.0,1330273.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,81.54470201423892,60.0,40.0,0,60,,0.8,0.2,0.003264136120411,-1.0,0,0,0,0,,4,4,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,14664029.0,14191945.0,0,3385.0,3634.0,0.073559822747415,1,0,1.0,1,1.0,volume_not_expanding,3266.9713800000004,3266.9713800000004,3634.0,,3634.0,3568.0,66.0,10,660.0,660.0,0.1,3634.0,3634.0,184903.0,1,1,rb.SHFE,0.25,100768.725,0.0,27,4,4,0,1.0,0.0,4,4,4,49,77,1,4,0,362767.41,154762.41000000003,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.003264136120411,404394.9,0,1.0,0.0,60,0.6,0,1,0.0,0.003264136120411,1,0.35,2,2,0.92584287726718,0.6678974578545189,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
98,2020-06-05 00:00:00+08:00,2020-06-05,ru.SHFE,ru2009.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,398404.9,114904.0,358564.41000000003,278883.43,398404.9,398404.9,0,1000000.0,1500000.0,1000000.0,0.2884101074058074,0.0148122540615621,1.0,283500.9,243660.41000000003,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,10645.0,10290.0,205006.0,205960.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,70.75083593568546,60.0,40.0,0,60,,0.8,0.2,0.0148122540615621,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,2413952.0,2550867.0,0,9800.0,10645.0,0.0862244897959183,1,0,1.0,1,1.0,volume_not_expanding,4385.88738,4385.88738,10645.0,,10645.0,10432.1,212.89999999999964,10,2128.9999999999964,2128.9999999999964,0.12,12774.0,12774.0,127678.0,1,1,ru.SHFE,0.25,99601.225,0.0,7,2,2,0,1.0,0.0,2,2,2,19,21,1,2,0,358564.41000000003,243660.41000000003,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0148122540615621,404394.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0148122540615621,1,0.5103850176371795,3,3,0.7506507638039448,0.2153243542637344,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
99,2020-06-19 00:00:00+08:00,2020-06-19,cu.SHFE,cu2008.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,398584.9,0.0,358726.41000000003,279009.43,398584.9,398584.9,0,1000000.0,1500000.0,1000000.0,0.0,0.0297937150352863,1.0,398584.9,358726.41000000003,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,47680.0,46821.799916282966,92754.0,97130.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.0297937150352863,-1.0,0,0,0,0,,1,1,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,1317921.0,928667.0,0,43259.271661783176,47680.0,0.1021914648212225,1,0,1.0,1,1.0,volume_not_expanding,6457.07538,6457.07538,47680.0,,47680.0,46750.0,930.0,5,4650.0,4650.0,0.12,28608.0,28608.0,28608.0,1,1,cu.SHFE,0.25,99646.225,0.0,3,1,1,0,1.0,0.0,1,1,1,12,9,1,1,0,358726.41000000003,358726.41000000003,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.0297937150352863,410824.9,0,1.0,0.0,60,0.6,0,1,0.1,0.0297937150352863,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
100,2020-06-19 00:00:00+08:00,2020-06-19,hc.SHFE,hc2010.SHFE,long,long_case3,base,flat_entry,volume_open_interest_surge,risk_budget,398584.9,28668.0,358726.41000000003,279009.43,398584.9,398584.9,0,1000000.0,1500000.0,1000000.0,0.0719244507255543,0.0297937150352863,1.0,369916.9,330058.41000000003,0.7,"1.0,1.0,1.0,1.0",0.06,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,3659.0,3620.0,573779.0,492223.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,75.1683872169593,60.0,40.0,0,60,,0.8,0.2,0.0297937150352863,-1.0,0,0,0,0,,27,27,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,3535342.0,3151769.0,0,3327.0,3659.0,0.0997896002404568,1,0,1.0,1,1.0,volume_not_expanding,39607.0092,39607.0092,3659.0,,3659.0,3620.0,39.0,10,390.0,10530.0,0.1,3659.0,98793.0,127461.0,27,1,hc.SHFE,0.25,99646.225,0.0,27,76,27,0,1.0,0.0,27,27,101,90,76,27,27,0,358726.41000000003,330058.41000000003,27,27,27,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0297937150352863,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0297937150352863,1,1.0,1,1,0.2551785730531775,0.2551785730531775,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
101,2020-06-23 00:00:00+08:00,2020-06-23,au.SHFE,au2012.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,372529.9,97281.0,335276.91000000003,260770.93,372529.9,372529.9,0,1000000.0,1500000.0,1000000.0,0.2611360859893393,0.0932148952023112,0.7119006986512584,275248.9,237995.91000000003,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,396.96,397.5,224636.0,216399.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,70.01140406666252,60.0,40.0,0,60,,0.8,0.2,0.0932148952023112,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,1584180.0,1821522.0,0,382.86,396.96,0.036828083372512,1,0,1.0,1,1.0,volume_not_expanding,4283.92638,4283.92638,396.96,,396.96,396.0,0.9599999999999796,1000,959.9999999999797,1919.999999999959,0.1,39696.0,79392.0,176673.0,2,1,au.SHFE,0.25,93132.475,0.0,2,4,2,0,1.0,0.0,2,2,4,5,6,2,2,0,335276.91000000003,237995.91000000003,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0932148952023112,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0932148952023112,1,1.0,1,1,0.0655074534956801,0.0655074534956801,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
102,2020-06-30 00:00:00+08:00,2020-06-30,sp.SHFE,sp2009.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,383309.90000000014,80144.0,344978.91000000015,268316.9300000001,383309.90000000014,383309.90000000014,0,1000000.0,1500000.0,1000000.0,0.2090840857488939,0.0669750056532597,0.8868332956449348,303165.90000000014,264834.91000000015,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4400.0,4392.0,100955.0,102979.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,47.503062538038655,60.0,40.0,0,60,,0.8,0.2,0.0669750056532597,-1.0,0,0,0,0,,21,21,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,,,0,,,,0,0,1.0,1,1.0,direction_excluded,4767.0283800000025,4767.0283800000025,4400.0,,4400.0,4414.0,14.0,10,140.0,2940.0,0.1,4400.0,92400.0,172544.0,21,1,sp.SHFE,0.25,95827.47500000003,0.0,21,34,21,0,1.0,0.0,21,21,34,60,60,21,21,0,344978.91000000015,264834.91000000015,21,21,21,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0669750056532597,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0669750056532597,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
103,2020-07-01 00:00:00+08:00,2020-07-01,MA.CZCE,MA009.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,386809.90000000014,173104.0,348128.91000000015,270766.9300000001,386809.90000000014,386809.90000000014,0,1000000.0,1500000.0,1000000.0,0.4475169844411943,0.0584555609944769,0.9436295933701538,213705.90000000017,175024.91000000015,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1755.0,1751.0,1222028.0,1210146.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,58.87415853349655,60.0,40.0,0,60,,0.8,0.2,0.0584555609944769,-1.0,0,0,0,0,,37,37,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,12787113.0,15262419.0,0,1714.0,1755.0,0.0239206534422404,1,0,1.0,1,1.0,volume_not_expanding,6300.896760000005,6300.896760000005,1755.0,,1755.0,1738.0,17.0,10,170.0,4930.0,0.12,2106.0,61074.0,234178.0,29,1,MA.CZCE,0.25,96702.47500000003,0.0,45,37,37,0,1.0,0.0,37,37,37,83,128,29,37,0,348128.91000000015,175024.91000000015,29,29,29,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0584555609944769,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0584555609944769,1,1.0,1,1,-0.2982772718675636,-0.2982772718675636,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
104,2020-07-02 00:00:00+08:00,2020-07-02,FG.CZCE,FG009.CZCE,long,long_case3,base,flat_entry,regular,risk_budget,398299.9000000001,186179.6,358469.9100000001,278809.93000000005,398299.9000000001,398299.9000000001,0,1000000.0,1500000.0,1000000.0,0.4674357186632484,0.0304874412432156,1.0,212120.30000000008,172290.31000000008,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1497.0,1490.0,236670.0,227206.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,80.36671507131076,60.0,40.0,0,60,,0.8,0.2,0.0304874412432156,-1.0,0,0,0,0,,23,23,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,1728149.0,2474107.0,0,1377.0,1497.0,0.0871459694989107,1,0,1.0,1,1.0,volume_not_expanding,6202.451160000002,6202.451160000002,1497.0,,1497.0,1484.0,13.0,20,260.0,3900.0,0.12,3592.7999999999997,53891.99999999999,240071.6,15,1,FG.CZCE,0.25,99574.97500000002,0.0,27,23,23,0,1.0,0.0,23,23,23,47,77,15,23,0,358469.9100000001,172290.31000000008,15,15,15,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0304874412432156,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0304874412432156,1,1.0,2,2,0.5090052271296237,0.2512384936866976,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
105,2020-07-08 00:00:00+08:00,2020-07-08,OI.CZCE,OI009.CZCE,long,long_case3,base,flat_entry,regular,risk_budget,393889.9000000001,55080.0,354500.9100000001,275722.93000000005,393889.9000000001,393889.9000000001,0,1000000.0,1500000.0,1000000.0,0.1398360303221788,0.041221941513282,1.0,338809.9000000001,299420.9100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,7703.0,7625.0,152789.0,151158.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,87.08834824798555,60.0,40.0,0,60,,0.8,0.2,0.041221941513282,-1.0,0,0,0,0,,10,10,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,2258467.0,2464426.0,0,6779.0,7703.0,0.1363032895707332,1,0,1.0,1,1.0,volume_not_expanding,10779.152760000004,10779.152760000004,7703.0,,7703.0,7611.0,92.0,10,920.0,9200.0,0.12,9243.6,92436.0,147516.0,10,1,OI.CZCE,0.25,98472.47500000002,0.0,10,11,10,0,1.0,0.0,10,10,11,32,29,10,10,0,354500.9100000001,299420.9100000001,10,10,10,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.041221941513282,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.041221941513282,1,1.0,1,1,0.2027469177712102,0.2027469177712102,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
106,2020-07-09 00:00:00+08:00,2020-07-09,jm.DCE,jm2009.DCE,long,long_case3,base,flat_entry,regular,risk_budget,407589.9000000001,148680.0,366830.9100000001,285312.93000000005,407589.9000000001,407589.9000000001,0,1000000.0,1500000.0,1000000.0,0.3647784206625335,0.0078744009917605,1.0,258909.90000000008,218150.9100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1218.0,1196.5,88608.0,73027.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,74.96388694342862,60.0,40.0,0,60,,0.8,0.2,0.0078744009917605,-1.0,0,0,0,0,,6,6,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,515939.0,655775.0,0,1156.0,1218.0,0.0536332179930796,1,0,1.0,1,1.0,volume_not_expanding,7853.432760000002,7853.432760000002,1218.0,,1218.0,1196.5,21.5,60,1290.0,7740.0,0.2,14616.0,87696.0,236376.0,6,1,jm.DCE,0.25,101897.47500000002,0.0,6,6,6,0,1.0,0.0,6,6,6,14,19,6,6,0,366830.9100000001,115526.91000000008,6,6,6,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0078744009917605,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0078744009917605,1,1.0,2,2,0.1492542182539408,0.1385126698299217,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
107,2020-07-09 00:00:00+08:00,2020-07-09,ru.SHFE,ru2009.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,407589.9000000001,148680.0,366830.9100000001,285312.93000000005,407589.9000000001,407589.9000000001,0,1000000.0,1500000.0,1000000.0,0.3647784206625335,0.0078744009917605,1.0,258909.90000000008,218150.9100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,10690.0,10650.0,200774.0,197004.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,70.9587897563761,60.0,40.0,0,60,,0.8,0.2,0.0078744009917605,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,2022250.0,2076905.0,0,10325.0,10690.0,0.0353510895883777,1,0,1.0,1,1.0,volume_not_expanding,7853.432760000002,7853.432760000002,10690.0,,10690.0,10640.0,50.0,10,500.0,4000.0,0.12,12828.0,102624.0,251304.0,8,1,ru.SHFE,0.25,101897.47500000002,0.0,7,15,7,0,1.0,0.0,7,7,15,17,22,8,7,0,366830.9100000001,218150.9100000001,8,8,8,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0078744009917605,410824.9,0,1.0,0.0,60,0.6,0,1,0.0,0.0078744009917605,1,1.0,2,2,0.4896134059006211,0.2572703630513467,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
108,2020-07-16 00:00:00+08:00,2020-07-16,SM.CZCE,SM009.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,435209.9000000001,86774.4,391688.9100000001,304646.93000000005,435209.9000000001,435209.9000000001,0,1000000.0,1500000.0,1000000.0,0.1993851702362468,0.0,1.0,348435.5000000001,304914.5100000001,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,6296.0,6460.0,104208.0,107217.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,23.709378262197745,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,8,8,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,,,0,,,,0,0,1.0,1,1.0,direction_excluded,5488.461180000002,5488.461180000002,6296.0,,6296.0,6421.92,125.92000000000009,5,629.6000000000004,5036.800000000003,0.12,3777.6,30220.8,116995.2,8,1,SM.CZCE,0.25,108802.47500000002,0.0,28,8,8,0,1.0,0.0,8,8,8,80,80,8,8,0,391688.9100000001,304914.5100000001,8,8,8,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,435209.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
109,2020-07-17 00:00:00+08:00,2020-07-17,SA.CZCE,SA009.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,457609.9000000001,119808.0,411848.9100000001,320326.93000000005,457609.9000000001,457609.9000000001,0,1000000.0,1500000.0,1000000.0,0.2618125176050605,0.0,1.0,337801.9000000001,292040.9100000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1356.0,1373.0,139668.0,135329.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,23.67472867894771,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,21,21,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3.0,,,0,,,,0,0,1.0,1,1.0,direction_excluded,10513.472760000002,10513.472760000002,1356.0,,1356.0,1380.0,24.0,20,480.0,10080.0,0.12,3254.4,68342.40000000001,188150.4,21,1,SA.CZCE,0.25,114402.47500000002,0.0,35,21,21,0,1.0,0.0,21,21,21,89,98,21,21,0,411848.9100000001,292040.9100000001,21,21,21,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,457609.9000000001,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,1,1,0.3563146734094243,0.3563146734094243,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
