window_id,window_group,duration_years,requested_start,requested_end,start_month_num,complete_window,terminal_near_complete,comparison,left_arm,right_arm,left_end_equity,right_end_equity,left_return_pct,right_return_pct,delta_return_pct,left_max_dd_pct,right_max_dd_pct,dd_worsening_pp,left_sharpe,right_sharpe,delta_sharpe,left_slippage,right_slippage,left_trades,right_trades,left_win_rate_pct,right_win_rate_pct,left_survival_pass,right_survival_pass,left_broker100_pass,right_broker100_pass,left_broker10_peak_pct,right_broker10_peak_pct,left_days_over_100pct,right_days_over_100pct,return_win,right_positive,left_positive,dd_noninferior_2pp,sharpe_noninferior_005,left_dd40_fail,right_dd40_fail,left_dd50_fail,right_dd50_fail
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_C,A,C,13071214.100000007,13338365.80000001,8614.14273333334,8792.243866666673,178.10113333333356,-56.206935956180295,-56.98762835543509,0.7806923992547965,1.362230340211364,1.3626692370353988,0.0004388968240347513,1525590.0,1517200.0,808,825,52.58408531583265,52.68115942028986,1,1,1,0,91.49497007579949,100.4111866942261,0,1,1,1,1,1,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_K,A,K,13071214.100000007,13164443.800000004,8614.14273333334,8676.29586666667,62.153133333329606,-56.206935956180295,-60.5299390064594,4.323003050279105,1.362230340211364,1.3628866850369792,0.0006563448256151627,1525590.0,1665810.0,808,825,52.58408531583265,52.15171407731582,1,1,1,1,91.49497007579949,98.3589981176698,0,0,1,1,1,0,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_K,C,K,13338365.80000001,13164443.800000004,8792.243866666673,8676.29586666667,-115.94800000000396,-56.98762835543509,-60.5299390064594,3.5423106510243088,1.3626692370353988,1.3628866850369792,0.00021744800158041144,1517200.0,1665810.0,825,825,52.68115942028986,52.15171407731582,1,1,0,1,100.4111866942261,98.3589981176698,1,0,0,1,1,0,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,A_vs_L,A,L,13071214.100000007,14442341.800000008,8614.14273333334,9528.227866666672,914.0851333333321,-56.206935956180295,-56.53933681566298,0.33240085948268216,1.362230340211364,1.3743063280816112,0.012075987870247218,1525590.0,1684490.0,808,827,52.58408531583265,52.532561505065125,1,1,1,1,91.49497007579949,98.88231604771434,0,0,1,1,1,1,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,C_vs_L,C,L,13338365.80000001,14442341.800000008,8792.243866666673,9528.227866666672,735.9839999999986,-56.98762835543509,-56.53933681566298,0.0,1.3626692370353988,1.3743063280816112,0.011637091046212467,1517200.0,1684490.0,825,827,52.68115942028986,52.532561505065125,1,1,0,1,100.4111866942261,98.88231604771434,1,0,1,1,1,1,1,1,1,1,1
full_2018_2026,full_period,0,2018-01-01,2026-05-29,1,1,0,K_vs_L,K,L,13164443.800000004,14442341.800000008,8676.29586666667,9528.227866666672,851.9320000000025,-60.5299390064594,-56.53933681566298,0.0,1.3628866850369792,1.3743063280816112,0.011419643044632055,1665810.0,1684490.0,825,827,52.15171407731582,52.532561505065125,1,1,1,1,98.3589981176698,98.88231604771434,0,0,1,1,1,1,1,1,1,1,1
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_C,A,C,144120.40000000002,134950.40000000002,-3.919733333333319,-10.033066666666643,-6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.5062719888985959,-0.3471176003980707,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_K,A,K,144120.40000000002,134950.40000000002,-3.919733333333319,-10.033066666666643,-6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.5062719888985959,-0.3471176003980707,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,C_vs_K,C,K,134950.40000000002,134950.40000000002,-10.033066666666643,-10.033066666666643,0.0,-15.640773516879747,-15.640773516879747,0.0,-0.5062719888985959,-0.5062719888985959,0.0,4040.0,4040.0,61,61,43.08943089430895,43.08943089430895,1,1,1,1,58.662096623764235,58.662096623764235,0,0,1,0,0,1,1,0,0,0,0
roll_1y_2018_01,rolling_1y,1,2018-01-01,2018-12-31,1,1,0,A_vs_L,A,L,144120.40000000002,134950.40000000002,-3.919733333333319,-10.033066666666643,-6.113333333333324,-15.640773516879747,-15.640773516879747,0.0,-0.1591543885005252,-0.5062719888985959,-0.3471176003980707,3880.0,4040.0,58,61,41.25,43.08943089430895,1,1,1,1,49.13024959305479,58.662096623764235,0,0,0,0,0,1,0,0,0,0,0
