comparison,duration_years,start_cohort,window_count,return_win_count,return_win_rate_pct,median_return_delta_pct,left_positive_count,right_positive_count,left_worst_return_pct,right_worst_return_pct,dd_noninferior_2pp_count,dd_noninferior_2pp_rate_pct,left_dd40_fail_count,right_dd40_fail_count,left_dd50_fail_count,right_dd50_fail_count,sharpe_noninferior_005_count,sharpe_noninferior_005_rate_pct,left_slippage,right_slippage,slippage_ratio,left_trades,right_trades,all_right_survival,left_broker100_fail_count,right_broker100_fail_count
A_vs_L,1,june,7,3,42.857142857142854,-1.3633333333333386,5,6,-5.925333333333294,-3.313333333333335,6,85.71428571428571,1,1,0,0,4,57.14285714285714,55430.0,56830.0,1.025257081003067,641,659,1,0,0
A_vs_L,2,combined,13,8,61.53846153846154,1.009999999999991,12,12,-9.326666666666672,-12.61,10,76.92307692307693,4,5,1,1,10,76.92307692307693,410700.0,427960.0,1.0420258095933772,2538,2592,1,0,0
A_vs_L,2,january,7,5,71.42857142857143,1.009999999999991,6,6,-9.326666666666672,-12.61,5,71.42857142857143,1,2,0,0,6,85.71428571428571,214930.0,231100.0,1.0752337970502024,1329,1359,1,0,0
A_vs_L,2,june,6,3,50.0,6.70333333333333,6,6,18.28000000000001,34.11333333333333,5,83.33333333333334,3,3,1,1,4,66.66666666666666,195770.0,196860.0,1.0055677580834652,1209,1233,1,0,0
A_vs_L,3,combined,11,8,72.72727272727273,24.9170666666667,11,11,46.636666666666684,45.416666666666686,7,63.63636363636363,6,7,4,3,9,81.81818181818183,933060.0,988670.0,1.059599597024843,3354,3417,1,0,0
A_vs_L,3,january,6,4,66.66666666666666,23.704700000000003,6,6,46.636666666666684,45.416666666666686,4,66.66666666666666,2,3,1,1,5,83.33333333333334,499480.0,534650.0,1.0704132297589493,1783,1819,1,0,0
A_vs_L,3,june,5,4,80.0,26.649999999999977,5,5,87.87333333333333,93.97333333333331,3,60.0,4,4,3,2,4,80.0,433580.0,454020.0,1.0471423958669681,1571,1598,1,0,0
C_vs_L,1,combined,15,15,100.0,0.0,11,11,-10.033066666666643,-10.033066666666643,15,100.0,1,1,0,0,15,100.0,126250.0,128600.0,1.0186138613861386,1370,1371,1,0,0
C_vs_L,1,january,8,8,100.0,0.0,5,5,-10.033066666666643,-10.033066666666643,8,100.0,0,0,0,0,8,100.0,70220.0,71770.0,1.0220734833380802,711,712,1,0,0
C_vs_L,1,june,7,7,100.0,0.0,6,6,-3.313333333333335,-3.313333333333335,7,100.0,1,1,0,0,7,100.0,56030.0,56830.0,1.0142780653221488,659,659,1,0,0
C_vs_L,2,combined,13,12,92.3076923076923,1.0666666666666558,12,12,-12.61,-12.61,13,100.0,5,5,2,1,13,100.0,410550.0,427960.0,1.0424065278285226,2581,2592,1,0,0
C_vs_L,2,january,7,7,100.0,1.0666666666666558,6,6,-12.61,-12.61,7,100.0,2,2,0,0,7,100.0,217960.0,231100.0,1.0602862910625803,1353,1359,1,0,0
C_vs_L,2,june,6,5,83.33333333333334,3.48333333333332,6,6,21.540000000000003,34.11333333333333,6,100.0,3,3,2,1,6,100.0,192590.0,196860.0,1.0221714523080119,1228,1233,1,0,0
C_vs_L,3,combined,11,10,90.9090909090909,13.377066666666678,11,11,45.416666666666686,45.416666666666686,10,90.9090909090909,7,7,4,3,10,90.9090909090909,944780.0,988670.0,1.0464552594254748,3405,3417,1,0,0
C_vs_L,3,january,6,6,100.0,14.151533333333333,6,6,45.416666666666686,45.416666666666686,6,100.0,3,3,1,1,6,100.0,496020.0,534650.0,1.077879924196605,1810,1819,1,0,0
C_vs_L,3,june,5,4,80.0,12.753333333333302,5,5,93.97333333333331,93.97333333333331,4,80.0,4,4,3,2,4,80.0,448760.0,454020.0,1.0117211872715928,1595,1598,1,0,0
K_vs_L,1,combined,15,12,80.0,0.0,11,11,-10.033066666666643,-10.033066666666643,15,100.0,1,1,0,0,15,100.0,128770.0,128600.0,0.9986798167274986,1373,1371,1,0,0
K_vs_L,1,january,8,6,75.0,0.0,5,5,-10.033066666666643,-10.033066666666643,8,100.0,0,0,0,0,8,100.0,71530.0,71770.0,1.0033552355654969,711,712,1,0,0
K_vs_L,1,june,7,6,85.71428571428571,0.0,6,6,-3.313333333333335,-3.313333333333335,7,100.0,1,1,0,0,7,100.0,57240.0,56830.0,0.992837176799441,662,659,1,0,0
K_vs_L,2,combined,13,10,76.92307692307693,0.0,12,12,-12.61,-12.61,10,76.92307692307693,5,5,1,1,11,84.61538461538461,422680.0,427960.0,1.0124917195041165,2597,2592,1,0,0
K_vs_L,2,january,7,5,71.42857142857143,0.0,6,6,-12.61,-12.61,5,71.42857142857143,2,2,0,0,6,85.71428571428571,224230.0,231100.0,1.0306381840074923,1360,1359,1,0,0
K_vs_L,2,june,6,5,83.33333333333334,3.4766666666666595,6,6,21.176666666666662,34.11333333333333,5,83.33333333333334,3,3,1,1,5,83.33333333333334,198450.0,196860.0,0.9919879062736205,1237,1233,1,0,0
K_vs_L,3,combined,11,8,72.72727272727273,0.6297333333333199,11,11,45.416666666666686,45.416666666666686,9,81.81818181818183,7,7,4,3,10,90.9090909090909,968280.0,988670.0,1.021057958441773,3419,3417,1,0,0
K_vs_L,3,january,6,5,83.33333333333334,4.07820000000001,6,6,45.416666666666686,45.416666666666686,5,83.33333333333334,3,3,1,1,6,100.0,514580.0,534650.0,1.0390026817987486,1815,1819,1,0,0
K_vs_L,3,june,5,3,60.0,0.0,5,5,93.97333333333331,93.97333333333331,4,80.0,4,4,3,2,4,80.0,453700.0,454020.0,1.000705311880097,1604,1598,1,0,0
