vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi,required_date,minute_source,bar_date
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:00:00,60240,4251.0,4251.0,4251.0,4251.0,0.0,1920022.0,1920022.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:01:00,60241,4246.0,4246.0,4246.0,4246.0,0.0,1926474.0,1926474.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:02:00,60242,4243.0,4243.0,4243.0,4243.0,0.0,1926834.0,1926834.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:03:00,60243,4243.0,4243.0,4243.0,4243.0,0.0,1926162.0,1926162.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:04:00,60244,4242.0,4242.0,4242.0,4242.0,0.0,1925284.0,1925284.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:05:00,60245,4240.0,4240.0,4240.0,4240.0,0.0,1925869.0,1925869.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:06:00,60246,4239.0,4239.0,4239.0,4239.0,0.0,1925984.0,1925984.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:07:00,60247,4239.0,4239.0,4239.0,4239.0,0.0,1926589.0,1926589.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:08:00,60248,4237.0,4237.0,4237.0,4237.0,0.0,1926891.0,1926891.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:09:00,60249,4235.0,4235.0,4235.0,4235.0,0.0,1927701.0,1927701.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:10:00,60250,4234.0,4234.0,4234.0,4234.0,0.0,1928628.0,1928628.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:11:00,60251,4231.0,4231.0,4231.0,4231.0,0.0,1929919.0,1929919.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:12:00,60252,4234.0,4234.0,4234.0,4234.0,0.0,1930332.0,1930332.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:13:00,60253,4233.0,4233.0,4233.0,4233.0,0.0,1931085.0,1931085.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:14:00,60254,4233.0,4233.0,4233.0,4233.0,0.0,1932049.0,1932049.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:15:00,60255,4227.0,4227.0,4227.0,4227.0,0.0,1931350.0,1931350.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:16:00,60256,4226.0,4226.0,4226.0,4226.0,0.0,1931620.0,1931620.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:17:00,60257,4225.0,4225.0,4225.0,4225.0,0.0,1932167.0,1932167.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:18:00,60258,4225.0,4225.0,4225.0,4225.0,0.0,1932854.0,1932854.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:19:00,60259,4228.0,4228.0,4228.0,4228.0,0.0,1933241.0,1933241.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:20:00,60260,4229.0,4229.0,4229.0,4229.0,0.0,1933587.0,1933587.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:21:00,60261,4226.0,4226.0,4226.0,4226.0,0.0,1933857.0,1933857.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:22:00,60262,4227.0,4227.0,4227.0,4227.0,0.0,1934371.0,1934371.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:23:00,60263,4223.0,4223.0,4223.0,4223.0,0.0,1934724.0,1934724.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:24:00,60264,4223.0,4223.0,4223.0,4223.0,0.0,1935530.0,1935530.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:25:00,60265,4220.0,4220.0,4220.0,4220.0,0.0,1936165.0,1936165.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:26:00,60266,4217.0,4217.0,4217.0,4217.0,0.0,1936838.0,1936838.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:27:00,60267,4213.0,4213.0,4213.0,4213.0,0.0,1937676.0,1937676.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:28:00,60268,4210.0,4210.0,4210.0,4210.0,0.0,1938144.0,1938144.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:29:00,60269,4216.0,4216.0,4216.0,4216.0,0.0,1938651.0,1938651.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:30:00,60270,4211.0,4211.0,4211.0,4211.0,0.0,1940204.0,1940204.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:31:00,60271,4216.0,4216.0,4216.0,4216.0,0.0,1941083.0,1941083.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:32:00,60272,4216.0,4216.0,4216.0,4216.0,0.0,1941188.0,1941188.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:33:00,60273,4224.0,4224.0,4224.0,4224.0,0.0,1940251.0,1940251.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:34:00,60274,4221.0,4221.0,4221.0,4221.0,0.0,1939835.0,1939835.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:35:00,60275,4218.0,4218.0,4218.0,4218.0,0.0,1939531.0,1939531.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:36:00,60276,4219.0,4219.0,4219.0,4219.0,0.0,1940108.0,1940108.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:37:00,60277,4210.0,4210.0,4210.0,4210.0,0.0,1942307.0,1942307.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:38:00,60278,4208.0,4208.0,4208.0,4208.0,0.0,1945505.0,1945505.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:39:00,60279,4206.0,4206.0,4206.0,4206.0,0.0,1945191.0,1945191.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:40:00,60280,4206.0,4206.0,4206.0,4206.0,0.0,1946258.0,1946258.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:41:00,60281,4211.0,4211.0,4211.0,4211.0,0.0,1946109.0,1946109.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:42:00,60282,4207.0,4207.0,4207.0,4207.0,0.0,1946085.0,1946085.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:43:00,60283,4207.0,4207.0,4207.0,4207.0,0.0,1946325.0,1946325.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:44:00,60284,4208.0,4208.0,4208.0,4208.0,0.0,1947351.0,1947351.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:45:00,60285,4206.0,4206.0,4206.0,4206.0,0.0,1948396.0,1948396.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:46:00,60286,4205.0,4205.0,4205.0,4205.0,0.0,1949176.0,1949176.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:47:00,60287,4200.0,4200.0,4200.0,4200.0,0.0,1950959.0,1950959.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:48:00,60288,4193.0,4193.0,4193.0,4193.0,0.0,1951207.0,1951207.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:49:00,60289,4194.0,4194.0,4194.0,4194.0,0.0,1950745.0,1950745.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:50:00,60290,4191.0,4191.0,4191.0,4191.0,0.0,1950678.0,1950678.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:51:00,60291,4196.0,4196.0,4196.0,4196.0,0.0,1950712.0,1950712.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:52:00,60292,4194.0,4194.0,4194.0,4194.0,0.0,1950883.0,1950883.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:53:00,60293,4191.0,4191.0,4191.0,4191.0,0.0,1951449.0,1951449.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:54:00,60294,4194.0,4194.0,4194.0,4194.0,0.0,1951521.0,1951521.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:55:00,60295,4193.0,4193.0,4193.0,4193.0,0.0,1951471.0,1951471.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:56:00,60296,4195.0,4195.0,4195.0,4195.0,0.0,1950936.0,1950936.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:57:00,60297,4208.0,4208.0,4208.0,4208.0,0.0,1949751.0,1949751.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:58:00,60298,4203.0,4203.0,4203.0,4203.0,0.0,1949917.0,1949917.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 09:59:00,60299,4202.0,4202.0,4202.0,4202.0,0.0,1950136.0,1950136.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:00:00,60300,4195.0,4195.0,4195.0,4195.0,0.0,1951712.0,1951712.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:01:00,60301,4205.0,4205.0,4205.0,4205.0,0.0,1952906.0,1952906.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:02:00,60302,4212.0,4212.0,4212.0,4212.0,0.0,1953158.0,1953158.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:03:00,60303,4211.0,4211.0,4211.0,4211.0,0.0,1953809.0,1953809.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:04:00,60304,4210.0,4210.0,4210.0,4210.0,0.0,1954451.0,1954451.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:05:00,60305,4207.0,4207.0,4207.0,4207.0,0.0,1954743.0,1954743.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:06:00,60306,4204.0,4204.0,4204.0,4204.0,0.0,1955243.0,1955243.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:07:00,60307,4206.0,4206.0,4206.0,4206.0,0.0,1956173.0,1956173.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:08:00,60308,4206.0,4206.0,4206.0,4206.0,0.0,1956226.0,1956226.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:09:00,60309,4194.0,4194.0,4194.0,4194.0,0.0,1955887.0,1955887.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:10:00,60310,4195.0,4195.0,4195.0,4195.0,0.0,1955739.0,1955739.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:11:00,60311,4194.0,4194.0,4194.0,4194.0,0.0,1954684.0,1954684.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:12:00,60312,4187.0,4187.0,4187.0,4187.0,0.0,1955701.0,1955701.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:13:00,60313,4185.0,4185.0,4185.0,4185.0,0.0,1955906.0,1955906.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:14:00,60314,4188.0,4188.0,4188.0,4188.0,0.0,1956962.0,1956962.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:30:00,60315,4193.0,4193.0,4193.0,4193.0,0.0,1957933.0,1957933.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:31:00,60316,4191.0,4191.0,4191.0,4191.0,0.0,1957967.0,1957967.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:32:00,60317,4195.0,4195.0,4195.0,4195.0,0.0,1956879.0,1956879.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:33:00,60318,4198.0,4198.0,4198.0,4198.0,0.0,1956249.0,1956249.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:34:00,60319,4199.0,4199.0,4199.0,4199.0,0.0,1956160.0,1956160.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:35:00,60320,4204.0,4204.0,4204.0,4204.0,0.0,1957367.0,1957367.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:36:00,60321,4202.0,4202.0,4202.0,4202.0,0.0,1956310.0,1956310.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:37:00,60322,4206.0,4206.0,4206.0,4206.0,0.0,1955868.0,1955868.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:38:00,60323,4204.0,4204.0,4204.0,4204.0,0.0,1956606.0,1956606.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:39:00,60324,4205.0,4205.0,4205.0,4205.0,0.0,1956668.0,1956668.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:40:00,60325,4196.0,4196.0,4196.0,4196.0,0.0,1956799.0,1956799.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:41:00,60326,4200.0,4200.0,4200.0,4200.0,0.0,1957597.0,1957597.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:42:00,60327,4205.0,4205.0,4205.0,4205.0,0.0,1957806.0,1957806.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:43:00,60328,4217.0,4217.0,4217.0,4217.0,0.0,1956881.0,1956881.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:44:00,60329,4222.0,4222.0,4222.0,4222.0,0.0,1955046.0,1955046.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:45:00,60330,4230.0,4230.0,4230.0,4230.0,0.0,1955957.0,1955957.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:46:00,60331,4226.0,4226.0,4226.0,4226.0,0.0,1954887.0,1954887.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:47:00,60332,4228.0,4228.0,4228.0,4228.0,0.0,1954312.0,1954312.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:48:00,60333,4230.0,4230.0,4230.0,4230.0,0.0,1955329.0,1955329.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:49:00,60334,4231.0,4231.0,4231.0,4231.0,0.0,1956236.0,1956236.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:50:00,60335,4228.0,4228.0,4228.0,4228.0,0.0,1957031.0,1957031.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:51:00,60336,4226.0,4226.0,4226.0,4226.0,0.0,1957726.0,1957726.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:52:00,60337,4232.0,4232.0,4232.0,4232.0,0.0,1958778.0,1958778.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:53:00,60338,4227.0,4227.0,4227.0,4227.0,0.0,1959393.0,1959393.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:54:00,60339,4228.0,4228.0,4228.0,4228.0,0.0,1959469.0,1959469.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:55:00,60340,4230.0,4230.0,4230.0,4230.0,0.0,1959317.0,1959317.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:56:00,60341,4226.0,4226.0,4226.0,4226.0,0.0,1960823.0,1960823.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:57:00,60342,4227.0,4227.0,4227.0,4227.0,0.0,1962577.0,1962577.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:58:00,60343,4235.0,4235.0,4235.0,4235.0,0.0,1964641.0,1964641.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 10:59:00,60344,4226.0,4226.0,4226.0,4226.0,0.0,1964632.0,1964632.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:00:00,60345,4231.0,4231.0,4231.0,4231.0,0.0,1965469.0,1965469.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:01:00,60346,4226.0,4226.0,4226.0,4226.0,0.0,1966403.0,1966403.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:02:00,60347,4217.0,4217.0,4217.0,4217.0,0.0,1965001.0,1965001.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:03:00,60348,4222.0,4222.0,4222.0,4222.0,0.0,1964760.0,1964760.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:04:00,60349,4230.0,4230.0,4230.0,4230.0,0.0,1964703.0,1964703.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:05:00,60350,4231.0,4231.0,4231.0,4231.0,0.0,1965094.0,1965094.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:06:00,60351,4231.0,4231.0,4231.0,4231.0,0.0,1965714.0,1965714.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:07:00,60352,4237.0,4237.0,4237.0,4237.0,0.0,1967008.0,1967008.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:08:00,60353,4242.0,4242.0,4242.0,4242.0,0.0,1968561.0,1968561.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:09:00,60354,4238.0,4238.0,4238.0,4238.0,0.0,1968156.0,1968156.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:10:00,60355,4245.0,4245.0,4245.0,4245.0,0.0,1968402.0,1968402.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:11:00,60356,4248.0,4248.0,4248.0,4248.0,0.0,1970202.0,1970202.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:12:00,60357,4249.0,4249.0,4249.0,4249.0,0.0,1971259.0,1971259.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:13:00,60358,4252.0,4252.0,4252.0,4252.0,0.0,1973717.0,1973717.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:14:00,60359,4256.0,4256.0,4256.0,4256.0,0.0,1975568.0,1975568.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
rb2210.SHFE,SHFE.rb2210,2022-07-07 11:15:00,60360,4266.0,4266.0,4266.0,4266.0,0.0,1979518.0,1979518.0,2022-07-07,tqsdk_stage859_backtest,2022-07-07
