variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm
stage059_A_roll_1y_2020_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2020_01,roll_1y_2020_01,2020-01-01 independent start to 2020-12-31,rolling_1y,2020-01-02,2020-12-31,150000.0,150000.0,0.4,243,312411.60000000003,108.27440000000004,108.79981458913073,-22.705683780813313,6.739884400536845,2.203707624951805,141520.0,68.63524050379348,58.21032629160774,0,0,0,12600.0,117.0,55.83756345177665,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,312411.60000000003,108.27440000000004,108.79981458913073,-22.705683780813313,2.203707624951805,141520.0,68.63524050379348,58.21032629160774,2.0827440000000004,,,,,2020-01,2020-01,2020,1,1,1,1,0,0,0,stage059_A_roll_1y_2020_01,A,roll_1y_2020_01,1,2020-01-01,2020-12-31,1,0,A
stage059_C_roll_1y_2020_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2020_01,roll_1y_2020_01,2020-01-01 independent start to 2020-12-31,rolling_1y,2020-01-02,2020-12-31,150000.0,150000.0,0.4,243,312411.60000000003,108.27440000000004,108.79981458913073,-22.705683780813313,6.739884400536845,2.203707624951805,141520.0,68.63524050379348,58.21032629160774,0,0,0,12600.0,117.0,55.83756345177665,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,312411.60000000003,108.27440000000004,108.79981458913073,-22.705683780813313,2.203707624951805,141520.0,68.63524050379348,58.21032629160774,2.0827440000000004,,,,,2020-01,2020-01,2020,1,1,1,1,0,0,0,stage059_C_roll_1y_2020_01,C,roll_1y_2020_01,1,2020-01-01,2020-12-31,1,0,C
stage059_A_roll_1y_2020_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,970177.8999999999,546.7852666666666,550.945039932719,-22.405934099204416,8.602341615726822,3.6456258457371304,146400.0,70.92462190994388,63.157238962676125,0,0,0,19680.0,124.0,59.70873786407766,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,970177.8999999999,546.7852666666666,550.945039932719,-22.405934099204416,3.6456258457371304,146400.0,70.92462190994388,63.157238962676125,6.4678526666666665,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage059_A_roll_1y_2020_06,A,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,A
stage059_C_roll_1y_2020_06,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2020_06,roll_1y_2020_06,2020-06-01 independent start to 2021-05-31,rolling_1y,2020-06-01,2021-05-31,150000.0,150000.0,0.4,243,970177.8999999999,546.7852666666666,550.945039932719,-22.405934099204416,8.602341615726822,3.6456258457371304,146400.0,70.92462190994388,63.157238962676125,0,0,0,19680.0,124.0,59.70873786407766,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,970177.8999999999,546.7852666666666,550.945039932719,-22.405934099204416,3.6456258457371304,146400.0,70.92462190994388,63.157238962676125,6.4678526666666665,,,,,2020-06,2020-06,2020,6,1,1,1,0,0,0,stage059_C_roll_1y_2020_06,C,roll_1y_2020_06,1,2020-06-01,2021-05-31,1,0,C
stage059_A_roll_1y_2021_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,835731.6000000001,457.1544,468.53581117700793,-28.594482139720125,15.430325643591123,3.1095376036074867,150000.0,62.04976141237437,52.23937328434147,0,0,0,17830.0,117.0,59.375,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,835731.6000000001,457.1544,468.53581117700793,-28.594482139720125,3.1095376036074867,150000.0,62.04976141237437,52.23937328434147,5.571544,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage059_A_roll_1y_2021_01,A,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,A
stage059_C_roll_1y_2021_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2021_01,roll_1y_2021_01,2021-01-01 independent start to 2021-12-31,rolling_1y,2021-01-04,2021-12-31,150000.0,150000.0,0.4,243,835731.6000000001,457.1544,468.53581117700793,-28.594482139720125,15.430325643591123,3.1095376036074867,150000.0,62.04976141237437,52.23937328434147,0,0,0,17830.0,117.0,59.375,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,835731.6000000001,457.1544,468.53581117700793,-28.594482139720125,3.1095376036074867,150000.0,62.04976141237437,52.23937328434147,5.571544,,,,,2021-01,2021-01,2021,1,1,1,1,0,0,0,stage059_C_roll_1y_2021_01,C,roll_1y_2021_01,1,2021-01-01,2021-12-31,1,0,C
stage059_A_roll_1y_2021_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,203235.0,35.49,35.631392610255475,-41.39959344319018,21.582044177412698,0.9010693931886298,137655.00000000003,61.673335692911614,41.01774170034904,0,0,0,7800.0,124.0,50.77720207253886,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,203235.0,35.49,35.631392610255475,-41.39959344319018,0.9010693931886298,137655.00000000003,61.673335692911614,41.01774170034904,1.3549,,,,,2021-06,2021-06,2021,6,1,1,1,0,1,0,stage059_A_roll_1y_2021_06,A,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,A
stage059_C_roll_1y_2021_06,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2021_06,roll_1y_2021_06,2021-06-01 independent start to 2022-05-31,rolling_1y,2021-06-01,2022-05-31,150000.0,150000.0,0.4,242,198125.0,32.08333333333333,32.209608920372744,-42.873001456107716,21.82253066501591,0.8425193659470696,137655.00000000003,61.673335692911614,42.83128565987758,0,0,0,8200.0,132.0,51.7948717948718,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,198125.0,32.08333333333333,32.209608920372744,-42.873001456107716,0.8425193659470696,137655.00000000003,61.673335692911614,42.83128565987758,1.3208333333333333,,,,,2021-06,2021-06,2021,6,1,1,1,0,1,0,stage059_C_roll_1y_2021_06,C,roll_1y_2021_06,1,2021-06-01,2022-05-31,1,0,C
stage059_A_roll_1y_2022_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,129370.0,-13.753333333333329,-13.939229911915286,-39.278013922257124,23.217828925097738,-0.09967873449504967,98570.0,64.62988691437803,37.56671242035255,0,0,0,2940.0,63.0,41.44144144144144,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,129370.0,-13.753333333333329,-13.939229911915286,-39.278013922257124,-0.09967873449504967,98570.0,64.62988691437803,37.56671242035255,0.8624666666666667,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage059_A_roll_1y_2022_01,A,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,A
stage059_C_roll_1y_2022_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2022_01,roll_1y_2022_01,2022-01-01 independent start to 2022-12-31,rolling_1y,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,120760.0,-19.49333333333333,-19.747501955678494,-41.458630527817405,25.810184496222433,-0.23752148463849618,98490.0,64.62988691437803,47.872944693676665,0,0,0,3820.0,91.0,40.27777777777778,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,120760.0,-19.49333333333333,-19.747501955678494,-41.458630527817405,-0.23752148463849618,98490.0,64.62988691437803,47.872944693676665,0.8050666666666667,,,,,2022-01,2022-01,2022,1,0,1,1,0,1,0,stage059_C_roll_1y_2022_01,C,roll_1y_2022_01,1,2022-01-01,2022-12-31,1,0,C
stage059_A_roll_1y_2022_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,155390.0,3.5933333333333373,3.605892933465271,-48.41654494755012,31.436382932208307,0.29426886645523737,149520.0,65.83208909929596,38.94916949549733,0,0,0,3920.0,44.0,42.66666666666667,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,155390.0,3.5933333333333373,3.605892933465271,-48.41654494755012,0.29426886645523737,149520.0,65.83208909929596,38.94916949549733,1.0359333333333334,,,,,2022-06,2022-06,2022,6,1,1,1,0,1,0,stage059_A_roll_1y_2022_06,A,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,A
stage059_C_roll_1y_2022_06,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,138579.99999999994,-7.613333333333372,-7.638453100466036,-45.387142977504425,30.892762177452276,-0.005583568596911576,129640.0,67.1209263854425,56.26881025956256,0,0,0,4620.0,77.0,46.42857142857143,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,138579.99999999994,-7.613333333333372,-7.638453100466036,-45.387142977504425,-0.005583568596911576,129640.0,67.1209263854425,56.26881025956256,0.9238666666666663,,,,,2022-06,2022-06,2022,6,0,1,1,0,1,0,stage059_C_roll_1y_2022_06,C,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,C
stage059_A_roll_1y_2023_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,154245.0,2.829999999999999,2.871857900388286,-20.41310362173038,8.596494326045514,0.24108733083794534,126575.0,55.3886925795053,50.05111349070732,0,0,0,3090.0,52.0,52.84552845528455,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,154245.0,2.829999999999999,2.871857900388286,-20.41310362173038,0.24108733083794534,126575.0,55.3886925795053,50.05111349070732,1.0283,,,,,2023-01,2023-01,2023,1,1,1,1,0,0,0,stage059_A_roll_1y_2023_01,A,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,A
stage059_C_roll_1y_2023_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,138040.0,-7.973333333333333,-8.084779603152937,-25.38393384524513,12.440238551181563,-0.1687963647017797,126325.0,61.47677337276073,50.77495088978886,0,0,0,4510.0,86.0,52.071005917159766,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,138040.0,-7.973333333333333,-8.084779603152937,-25.38393384524513,-0.1687963647017797,126325.0,61.47677337276073,50.77495088978886,0.9202666666666667,,,,,2023-01,2023-01,2023,1,0,1,1,0,0,0,stage059_C_roll_1y_2023_01,C,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,C
stage059_A_roll_1y_2023_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,235995.0,57.32999999999999,57.378841876822364,-12.649247822644494,6.736091851083083,1.622290666400262,137905.0,54.49406226925917,48.6832674059356,0,0,0,4960.0,75.0,56.72514619883041,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,235995.0,57.32999999999999,57.378841876822364,-12.649247822644494,1.622290666400262,137905.0,54.49406226925917,48.6832674059356,1.5733,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage059_A_roll_1y_2023_06,A,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,A
stage059_C_roll_1y_2023_06,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,235470.0,56.98000000000001,57.02849368870522,-18.518416938646777,9.646474552685204,1.4514685144238015,134360.0,71.67735832831714,53.945334416056525,0,0,0,7200.0,108.0,55.729166666666664,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,235470.0,56.98000000000001,57.02849368870522,-18.518416938646777,1.4514685144238015,134360.0,71.67735832831714,53.945334416056525,1.5698,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage059_C_roll_1y_2023_06,C,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,C
stage059_A_roll_1y_2024_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,243210.00000000003,62.140000000000015,62.40931901752666,-11.599973745815738,5.863625473832527,1.8821104539521711,150000.0,56.41501420666965,46.46341636369066,0,0,0,7060.0,80.0,55.494505494505496,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,243210.00000000003,62.140000000000015,62.40931901752666,-11.599973745815738,1.8821104539521711,150000.0,56.41501420666965,46.46341636369066,1.6214000000000002,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage059_A_roll_1y_2024_01,A,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,A
stage059_C_roll_1y_2024_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,339745.0,126.49666666666666,127.13346203672215,-11.58165399092307,4.5995832101762755,2.7712186331726936,140900.0,62.12224650764991,51.38571655537915,0,0,0,10990.0,109.0,57.345971563981045,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,339745.0,126.49666666666666,127.13346203672215,-11.58165399092307,2.7712186331726936,140900.0,62.12224650764991,51.38571655537915,2.2649666666666666,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage059_C_roll_1y_2024_01,C,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,C
stage059_A_roll_1y_2024_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,159995.0,6.663333333333332,6.744367928416106,-17.784364579473877,7.974865963108483,0.4147153731833901,144110.0,58.61832797427653,47.56237182345074,0,0,0,4380.0,56.0,49.60629921259843,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,159995.0,6.663333333333332,6.744367928416106,-17.784364579473877,0.4147153731833901,144110.0,58.61832797427653,47.56237182345074,1.0666333333333333,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage059_A_roll_1y_2024_06,A,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,A
stage059_C_roll_1y_2024_06,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,274415.0,82.94333333333333,84.24885709783423,-22.607528385256437,7.833688961398746,2.043689823716232,144110.0,63.083497473666185,57.34457994579946,0,0,0,12050.0,111.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,274415.0,82.94333333333333,84.24885709783423,-22.607528385256437,2.043689823716232,144110.0,63.083497473666185,57.34457994579946,1.8294333333333332,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage059_C_roll_1y_2024_06,C,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,C
stage059_A_roll_1y_2025_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,221035.80000000002,47.35720000000001,47.71173007352951,-22.43900728561966,13.475177610521156,1.1853241086275543,134090.0,56.07835862844295,41.27881451706277,0,0,0,5190.0,52.0,47.61904761904761,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,221035.80000000002,47.35720000000001,47.71173007352951,-22.43900728561966,1.1853241086275543,134090.0,56.07835862844295,41.27881451706277,1.473572,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage059_A_roll_1y_2025_01,A,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,A
stage059_C_roll_1y_2025_01,C: Stage056 Top14+fu（15品种）,stage059_C_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,226786.8,51.191199999999995,51.579085188667584,-30.44867183176536,19.528937428974814,1.0782339725272778,137920.0,73.40526427210501,57.38862376982046,0,0,0,9330.0,81.0,48.888888888888886,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,226786.8,51.191199999999995,51.579085188667584,-30.44867183176536,1.0782339725272778,137920.0,73.40526427210501,57.38862376982046,1.511912,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage059_C_roll_1y_2025_01,C,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,C
