diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_atr_shock_enabled,short_signal_atr_shock_enabled,long_signal_atr_shock_period,long_signal_atr_shock_multiplier,long_signal_atr_shock_entry_context,long_signal_atr_shock_direction,long_signal_atr_shock_prior_close,long_signal_atr_shock_signal_close,long_signal_atr_shock_drop,short_signal_atr_shock_rise,signal_atr_shock_adverse_move,signal_atr_shock_move_kind,long_signal_atr_shock_atr,long_signal_atr_shock_threshold,long_signal_atr_shock_blocked,long_signal_atr_shock_reason,long_signal_atr_shock_selected_volume_before,long_signal_atr_shock_selected_volume_after,profile,start_month,variant,account_capital,c3_capital
732,2024-10-25 00:00:00+08:00,2024-10-25,si2412.GFEX,si.GFEX,long,flat_entry,1,1,5,1.0,flat_entry,long,12865.0,13155.0,-290.0,,-290.0,signal_day_drop,378.0,378.0,0,drop_not_above_threshold,106,106,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
733,2024-10-29 00:00:00+08:00,2024-10-29,sp2501.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,5818.0,5786.0,,-32.0,-32.0,signal_day_rise,92.4,92.4,0,rise_not_above_threshold,239,239,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
734,2024-10-30 00:00:00+08:00,2024-10-30,AP501.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6980.0,7532.0,-552.0,,-552.0,signal_day_drop,125.8,125.8,0,drop_not_above_threshold,273,273,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
735,2024-11-01 00:00:00+08:00,2024-11-01,SA501.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1575.0,1539.0,36.0,,36.0,signal_day_drop,68.2,68.2,0,drop_not_above_threshold,152,152,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
736,2024-11-01 00:00:00+08:00,2024-11-01,SH501.CZCE,SH.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2727.0,2701.0,26.0,,26.0,signal_day_drop,76.2,76.2,0,drop_not_above_threshold,231,231,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
737,2024-11-05 00:00:00+08:00,2024-11-05,MA501.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2476.0,2501.0,-25.0,,-25.0,signal_day_drop,43.0,43.0,0,drop_not_above_threshold,486,486,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
738,2024-11-07 00:00:00+08:00,2024-11-07,FG501.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1383.0,1385.0,-2.0,,-2.0,signal_day_drop,55.4,55.4,0,drop_not_above_threshold,77,77,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
739,2024-11-11 00:00:00+08:00,2024-11-11,OI501.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,9847.0,9881.0,-34.0,,-34.0,signal_day_drop,236.4,236.4,0,drop_not_above_threshold,209,209,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
740,2024-11-12 00:00:00+08:00,2024-11-12,jm2501.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1300.5,1280.0,,-20.5,-20.5,signal_day_rise,48.0,48.0,0,rise_not_above_threshold,147,147,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
741,2024-11-15 00:00:00+08:00,2024-11-15,CF501.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,14030.0,13955.0,,-75.0,-75.0,signal_day_rise,116.0,116.0,0,rise_not_above_threshold,126,126,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
742,2024-11-15 00:00:00+08:00,2024-11-15,cu2412.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,73170.0,73860.0,,690.0,690.0,signal_day_rise,1156.0,1156.0,0,rise_not_above_threshold,52,52,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
743,2024-11-15 00:00:00+08:00,2024-11-15,ru2501.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,17620.0,17650.0,,30.0,30.0,signal_day_rise,416.0,416.0,0,rise_not_above_threshold,35,35,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
744,2024-11-18 00:00:00+08:00,2024-11-18,sp2501.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5880.0,5918.0,-38.0,,-38.0,signal_day_drop,93.2,93.2,0,drop_not_above_threshold,130,130,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
745,2024-11-19 00:00:00+08:00,2024-11-19,lc2501.GFEX,lc.GFEX,long,flat_entry,1,1,5,1.0,flat_entry,long,80950.0,82650.0,-1700.0,,-1700.0,signal_day_drop,4430.0,4430.0,0,drop_not_above_threshold,123,123,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
746,2024-11-25 00:00:00+08:00,2024-11-25,OI501.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,8979.0,9012.0,,33.0,33.0,signal_day_rise,223.8,223.8,0,rise_not_above_threshold,88,88,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
747,2024-11-26 00:00:00+08:00,2024-11-26,hc2501.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3463.0,3471.0,,8.0,8.0,signal_day_rise,49.0,49.0,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
748,2024-11-28 00:00:00+08:00,2024-11-28,cu2501.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,74130.0,73770.0,,-360.0,-360.0,signal_day_rise,752.0,752.0,0,rise_not_above_threshold,59,59,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
749,2024-12-02 00:00:00+08:00,2024-12-02,SM501.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6366.0,6400.0,-34.0,,-34.0,signal_day_drop,83.6,83.6,0,drop_not_above_threshold,163,163,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
750,2024-12-04 00:00:00+08:00,2024-12-04,si2501.GFEX,si.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,12270.0,11930.0,,-340.0,-340.0,signal_day_rise,374.0,374.0,0,rise_not_above_threshold,193,193,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
751,2024-12-05 00:00:00+08:00,2024-12-05,lh2501.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,14725.0,14735.0,,10.0,10.0,signal_day_rise,237.0,237.0,0,rise_not_above_threshold,90,90,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
752,2024-12-06 00:00:00+08:00,2024-12-06,CF501.CZCE,CF.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,13900.0,13865.0,,-35.0,-35.0,signal_day_rise,125.0,125.0,0,rise_not_above_threshold,307,307,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
753,2024-12-06 00:00:00+08:00,2024-12-06,FG501.CZCE,FG.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1201.0,1204.0,,3.0,3.0,signal_day_rise,41.4,41.4,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
754,2024-12-06 00:00:00+08:00,2024-12-06,si2501.GFEX,si.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,11890.0,11860.0,,-30.0,-30.0,signal_day_rise,335.0,335.0,0,rise_not_above_threshold,349,349,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
755,2024-12-09 00:00:00+08:00,2024-12-09,hc2505.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3477.0,3486.0,,9.0,9.0,signal_day_rise,49.8,49.8,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
756,2024-12-09 00:00:00+08:00,2024-12-09,rb2505.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3311.0,3330.0,,19.0,19.0,signal_day_rise,48.2,48.2,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
757,2024-12-11 00:00:00+08:00,2024-12-11,ru2505.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,18530.0,18830.0,-300.0,,-300.0,signal_day_drop,446.0,446.0,0,drop_not_above_threshold,48,48,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
758,2024-12-12 00:00:00+08:00,2024-12-12,MA505.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2608.0,2631.0,-23.0,,-23.0,signal_day_drop,30.2,30.2,0,drop_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
759,2024-12-16 00:00:00+08:00,2024-12-16,fu2503.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3186.0,3215.0,-29.0,,-29.0,signal_day_drop,70.2,70.2,0,drop_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
760,2024-12-16 00:00:00+08:00,2024-12-16,si2502.GFEX,si.GFEX,short,rollover_reopen,1,1,5,1.0,rollover_reopen,short,11614.871078642029,11665.0,,50.12892135797301,50.12892135797301,signal_day_rise,214.5517834121183,214.5517834121183,0,rise_not_above_threshold,375,375,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
761,2024-12-18 00:00:00+08:00,2024-12-18,SH505.CZCE,SH.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2651.0,2585.0,,-66.0,-66.0,signal_day_rise,36.6,36.6,0,rise_not_above_threshold,287,287,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
762,2024-12-18 00:00:00+08:00,2024-12-18,SM505.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6304.0,6234.0,,-70.0,-70.0,signal_day_rise,61.2,61.2,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
763,2024-12-18 00:00:00+08:00,2024-12-18,hc2505.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3493.0,3450.0,,-43.0,-43.0,signal_day_rise,41.0,41.0,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
764,2024-12-18 00:00:00+08:00,2024-12-18,jm2505.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1209.0,1174.0,,-35.0,-35.0,signal_day_rise,30.2,30.2,0,rise_not_above_threshold,189,189,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
765,2024-12-19 00:00:00+08:00,2024-12-19,AP505.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7255.0,7309.0,,54.0,54.0,signal_day_rise,214.0,214.0,0,rise_not_above_threshold,318,318,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
766,2024-12-19 00:00:00+08:00,2024-12-19,rb2505.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3312.0,3287.0,,-25.0,-25.0,signal_day_rise,46.8,46.8,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
767,2024-12-24 00:00:00+08:00,2024-12-24,MA505.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2642.0,2657.0,-15.0,,-15.0,signal_day_drop,43.8,43.8,0,drop_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
768,2024-12-26 00:00:00+08:00,2024-12-26,si2502.GFEX,si.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,11585.0,11190.0,,-395.0,-395.0,signal_day_rise,177.0,177.0,0,rise_not_above_threshold,243,243,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
769,2024-12-27 00:00:00+08:00,2024-12-27,FG505.CZCE,FG.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1346.0,1336.0,,-10.0,-10.0,signal_day_rise,33.0,33.0,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
770,2024-12-31 00:00:00+08:00,2024-12-31,lc2505.GFEX,lc.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,78320.0,77100.0,,-1220.0,-1220.0,signal_day_rise,1536.0,1536.0,0,rise_not_above_threshold,256,256,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
771,2025-01-02 00:00:00+08:00,2025-01-02,cu2502.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,73770.0,73280.0,,-490.0,-490.0,signal_day_rise,458.0,458.0,0,rise_not_above_threshold,62,62,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
772,2025-01-03 00:00:00+08:00,2025-01-03,SA505.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1444.0,1416.0,,-28.0,-28.0,signal_day_rise,23.4,23.4,0,rise_not_above_threshold,162,162,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
773,2025-01-03 00:00:00+08:00,2025-01-03,SH505.CZCE,SH.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2917.0,2920.0,-3.0,,-3.0,signal_day_drop,64.2,64.2,0,drop_not_above_threshold,274,274,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
774,2025-01-03 00:00:00+08:00,2025-01-03,hc2505.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3424.0,3377.0,,-47.0,-47.0,signal_day_rise,42.4,42.4,0,rise_not_above_threshold,391,391,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
775,2025-01-03 00:00:00+08:00,2025-01-03,ru2505.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,17575.0,16840.0,,-735.0,-735.0,signal_day_rise,277.0,277.0,0,rise_not_above_threshold,54,54,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
776,2025-01-07 00:00:00+08:00,2025-01-07,OI505.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,8718.0,8643.0,,-75.0,-75.0,signal_day_rise,187.2,187.2,0,rise_not_above_threshold,156,156,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
777,2025-01-08 00:00:00+08:00,2025-01-08,jm2505.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1128.0,1103.0,,-25.0,-25.0,signal_day_rise,36.2,36.2,0,rise_not_above_threshold,194,194,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
778,2025-01-17 00:00:00+08:00,2025-01-17,cu2503.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,76260.0,76540.0,-280.0,,-280.0,signal_day_drop,700.0,700.0,0,drop_not_above_threshold,55,55,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
779,2025-01-20 00:00:00+08:00,2025-01-20,OI505.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,8493.0,8477.0,,-16.0,-16.0,signal_day_rise,207.0,207.0,0,rise_not_above_threshold,251,251,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
780,2025-01-23 00:00:00+08:00,2025-01-23,SM505.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6724.0,6702.0,22.0,,22.0,signal_day_drop,229.6,229.6,0,drop_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
781,2025-01-27 00:00:00+08:00,2025-01-27,SH505.CZCE,SH.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,3252.0,3339.0,-87.0,,-87.0,signal_day_drop,107.6,107.6,0,drop_not_above_threshold,55,55,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
782,2025-02-05 00:00:00+08:00,2025-02-05,MA505.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2554.0,2569.0,,15.0,15.0,signal_day_rise,30.0,30.0,0,rise_not_above_threshold,399,399,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
783,2025-02-07 00:00:00+08:00,2025-02-07,cu2503.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,76480.0,77250.0,-770.0,,-770.0,signal_day_drop,934.0,934.0,0,drop_not_above_threshold,51,51,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
784,2025-02-10 00:00:00+08:00,2025-02-10,CF505.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,13635.0,13635.0,0.0,,0.0,signal_day_drop,155.0,155.0,0,drop_not_above_threshold,301,301,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
785,2025-02-11 00:00:00+08:00,2025-02-11,fu2503.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3745.0,3771.0,-26.0,,-26.0,signal_day_drop,124.4,124.4,0,drop_not_above_threshold,363,363,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
786,2025-02-13 00:00:00+08:00,2025-02-13,fu2505.SHFE,fu.SHFE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,3512.580576307364,3432.0,80.58057630736403,,80.58057630736403,signal_day_drop,77.10096051227319,77.10096051227319,1,drop_strictly_above_threshold,482,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
787,2025-02-14 00:00:00+08:00,2025-02-14,jm2505.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1098.5,1085.0,,-13.5,-13.5,signal_day_rise,33.3,33.3,0,rise_not_above_threshold,189,189,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
788,2025-02-18 00:00:00+08:00,2025-02-18,ru2505.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,17805.0,17870.0,-65.0,,-65.0,signal_day_drop,380.0,380.0,0,drop_not_above_threshold,72,72,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
789,2025-02-20 00:00:00+08:00,2025-02-20,si2505.GFEX,si.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,10665.0,10580.0,,-85.0,-85.0,signal_day_rise,187.0,187.0,0,rise_not_above_threshold,263,263,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
790,2025-02-21 00:00:00+08:00,2025-02-21,AP505.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7282.0,7400.0,-118.0,,-118.0,signal_day_drop,162.6,162.6,0,drop_not_above_threshold,184,184,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
791,2025-02-21 00:00:00+08:00,2025-02-21,SA505.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1532.0,1515.0,17.0,,17.0,signal_day_drop,41.6,41.6,0,drop_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
792,2025-02-24 00:00:00+08:00,2025-02-24,lc2505.GFEX,lc.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,76620.0,76720.0,,100.0,100.0,signal_day_rise,780.0,780.0,0,rise_not_above_threshold,258,258,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
793,2025-02-25 00:00:00+08:00,2025-02-25,MA505.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2568.0,2540.0,,-28.0,-28.0,signal_day_rise,28.2,28.2,0,rise_not_above_threshold,291,291,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
794,2025-03-05 00:00:00+08:00,2025-03-05,fu2505.SHFE,fu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3121.0,3088.0,,-33.0,-33.0,signal_day_rise,85.0,85.0,0,rise_not_above_threshold,476,476,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
795,2025-03-06 00:00:00+08:00,2025-03-06,lh2505.DCE,lh.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,13070.0,13090.0,-20.0,,-20.0,signal_day_drop,152.0,152.0,0,drop_not_above_threshold,87,87,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
796,2025-03-07 00:00:00+08:00,2025-03-07,rb2505.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3282.0,3252.0,,-30.0,-30.0,signal_day_rise,42.8,42.8,0,rise_not_above_threshold,320,320,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
797,2025-03-10 00:00:00+08:00,2025-03-10,OI505.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,8798.0,9204.0,-406.0,,-406.0,signal_day_drop,150.6,150.6,0,drop_not_above_threshold,59,59,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
798,2025-03-10 00:00:00+08:00,2025-03-10,SH505.CZCE,SH.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2831.0,2780.0,,-51.0,-51.0,signal_day_rise,62.8,62.8,0,rise_not_above_threshold,32,32,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
799,2025-03-13 00:00:00+08:00,2025-03-13,SM505.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6322.0,6306.0,,-16.0,-16.0,signal_day_rise,108.8,108.8,0,rise_not_above_threshold,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
800,2025-03-14 00:00:00+08:00,2025-03-14,AP505.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,7314.0,7398.0,-84.0,,-84.0,signal_day_drop,172.2,172.2,0,drop_not_above_threshold,146,146,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
801,2025-03-18 00:00:00+08:00,2025-03-18,ru2505.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,16920.0,16965.0,,45.0,45.0,signal_day_rise,262.0,262.0,0,rise_not_above_threshold,118,118,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
802,2025-03-19 00:00:00+08:00,2025-03-19,jm2505.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1048.5,1026.0,,-22.5,-22.5,signal_day_rise,23.4,23.4,0,rise_not_above_threshold,181,181,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
803,2025-03-20 00:00:00+08:00,2025-03-20,lc2505.GFEX,lc.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,75200.0,73260.0,,-1940.0,-1940.0,signal_day_rise,792.0,792.0,0,rise_not_above_threshold,46,46,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
