requested_top_n,eval_date,actual_ranked_count,actual_total_count,formal_top8_preserved,fixed_fu_present,member_signature
12,2023-03-31,12,13,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,si.GFEX"
12,2023-04-28,12,13,True,True,"FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
12,2023-05-31,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,si.GFEX"
12,2023-06-30,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE"
12,2023-07-31,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
12,2023-08-31,12,13,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
12,2023-09-28,12,13,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2023-10-31,12,13,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,sp.SHFE"
12,2023-11-30,12,13,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,sp.SHFE"
12,2023-12-29,12,13,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2024-01-31,12,13,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,jm.DCE,lc.GFEX,ru.SHFE,si.GFEX,sp.SHFE"
12,2024-02-29,12,13,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,ru.SHFE,si.GFEX"
12,2024-03-29,12,13,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
12,2024-04-30,12,13,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
12,2024-05-31,12,13,True,True,"CF.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2024-06-28,12,13,True,True,"AP.CZCE,FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
12,2024-07-31,12,13,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,ru.SHFE,si.GFEX"
12,2024-08-30,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,ru.SHFE"
12,2024-09-30,12,13,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2024-10-31,12,13,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2024-11-29,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
12,2024-12-31,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2025-01-27,12,13,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,fu.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
12,2025-02-28,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
12,2025-03-31,12,13,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
12,2025-04-30,12,13,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
12,2025-05-30,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
12,2025-06-30,12,13,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
12,2025-07-31,12,13,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
12,2025-08-29,12,13,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
12,2025-09-30,12,13,True,True,"FG.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2025-10-31,12,13,True,True,"FG.CZCE,OI.CZCE,SA.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2025-11-28,12,13,True,True,"FG.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2025-12-31,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
12,2026-01-30,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,au.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2026-02-27,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
12,2026-03-31,12,13,True,True,"FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
12,2026-04-30,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,rb.SHFE,ru.SHFE,si.GFEX"
12,2026-05-29,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
12,2026-06-30,12,13,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX"
12,2026-07-31,12,13,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
13,2022-01-28,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
13,2022-02-28,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,sp.SHFE"
13,2022-03-31,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2022-04-29,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2022-05-31,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2022-06-30,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,sp.SHFE"
13,2022-07-29,13,14,True,True,"AP.CZCE,FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,rb.SHFE,ru.SHFE,si.GFEX"
13,2022-08-31,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2022-09-30,13,14,True,True,"FG.CZCE,OI.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2022-10-31,13,14,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2022-11-30,13,14,True,True,"AP.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2022-12-30,13,14,True,True,"AP.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2023-01-31,13,14,True,True,"AP.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE"
13,2023-02-28,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,rb.SHFE,si.GFEX"
13,2023-03-31,13,14,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
13,2023-04-28,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
13,2023-05-31,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
13,2023-06-30,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE"
13,2023-07-31,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
13,2023-08-31,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
13,2023-09-28,13,14,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2023-10-31,13,14,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,sp.SHFE"
13,2023-11-30,13,14,True,True,"CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2023-12-29,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2024-01-31,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,ru.SHFE,si.GFEX,sp.SHFE"
13,2024-02-29,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX"
13,2024-03-29,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
13,2024-04-30,13,14,True,True,"CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2024-05-31,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2024-06-28,13,14,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
13,2024-07-31,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,ru.SHFE,si.GFEX"
13,2024-08-30,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX"
13,2024-09-30,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2024-10-31,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2024-11-29,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
13,2024-12-31,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2025-01-27,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2025-02-28,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2025-03-31,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2025-04-30,13,14,True,True,"AP.CZCE,CF.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2025-05-30,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2025-06-30,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
13,2025-07-31,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
13,2025-08-29,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
13,2025-09-30,13,14,True,True,"FG.CZCE,MA.CZCE,SA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2025-10-31,13,14,True,True,"FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2025-11-28,13,14,True,True,"FG.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2025-12-31,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2026-01-30,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,au.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2026-02-27,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2026-03-31,13,14,True,True,"CF.CZCE,FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
13,2026-04-30,13,14,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2026-05-29,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
13,2026-06-30,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
13,2026-07-31,13,14,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
14,2022-01-28,14,15,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
14,2022-02-28,14,15,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,sp.SHFE"
14,2022-03-31,14,15,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
14,2022-04-29,14,15,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
14,2022-05-31,14,15,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
14,2022-06-30,14,15,True,True,"AP.CZCE,CF.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
14,2022-07-29,14,15,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,rb.SHFE,ru.SHFE,si.GFEX"
14,2022-08-31,14,15,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
14,2022-09-30,14,15,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
14,2022-10-31,14,15,True,True,"AP.CZCE,FG.CZCE,OI.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX,sp.SHFE"
14,2022-11-30,14,15,True,True,"AP.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
14,2022-12-30,14,15,True,True,"AP.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
14,2023-01-31,14,15,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE"
14,2023-02-28,14,15,True,True,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX"
