trade_id,order_id,datetime,date,time,vt_symbol,symbol,exchange,direction,offset,price,volume,signed_volume,gateway_name,exit_reason,profile,start_month,variant,account_capital,c3_capital,experiment_arm,requested_top_n,actual_ranked_count,actual_total_count
BACKTESTING.50,BACKTESTING.32,2019-02-12 00:00:00+08:00,2019-02-12,00:00:00,fu1905.SHFE,fu1905,SHFE,多,开,2823.0,8.0,8.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.51,BACKTESTING.33,2019-02-13 00:00:00+08:00,2019-02-13,00:00:00,sp1906.SHFE,sp1906,SHFE,多,开,5522.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.52,BACKTESTING.33.stage847_c9.1,2019-02-13 10:55:00+08:00,2019-02-13,10:55:00,sp1906.SHFE,sp1906,SHFE,空,平,5470.0,3.0,-3.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.53,BACKTESTING.34,2019-02-15 00:00:00+08:00,2019-02-15,00:00:00,au1906.SHFE,au1906,SHFE,空,平,287.05,1.0,-1.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.54,BACKTESTING.35,2019-02-20 00:00:00+08:00,2019-02-20,00:00:00,OI905.CZCE,OI905,CZCE,多,开,6763.0,4.0,4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.56,BACKTESTING.36,2019-02-20 00:00:00+08:00,2019-02-20,00:00:00,ru1905.SHFE,ru1905,SHFE,多,开,12340.0,1.0,1.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.55,BACKTESTING.35.stage847_c9.1,2019-02-20 09:00:00+08:00,2019-02-20,09:00:00,OI905.CZCE,OI905,CZCE,空,平,6724.5,4.0,-4.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.57,BACKTESTING.36.stage847_c9.1,2019-02-20 10:05:00+08:00,2019-02-20,10:05:00,ru1905.SHFE,ru1905,SHFE,空,平,12233.75,1.0,-1.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.58,BACKTESTING.36.stage847_c9.2,2019-02-20 11:08:00+08:00,2019-02-20,11:08:00,ru1905.SHFE,ru1905,SHFE,多,开,12340.0,1.0,1.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.59,BACKTESTING.37,2019-02-22 00:00:00+08:00,2019-02-22,00:00:00,sp1906.SHFE,sp1906,SHFE,多,开,5610.0,7.0,7.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.60,BACKTESTING.38,2019-02-26 00:00:00+08:00,2019-02-26,00:00:00,fu1905.SHFE,fu1905,SHFE,空,平,2840.0,8.0,-8.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.61,BACKTESTING.39,2019-02-27 00:00:00+08:00,2019-02-27,00:00:00,MA905.CZCE,MA905,CZCE,多,开,2562.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.63,BACKTESTING.40,2019-02-27 00:00:00+08:00,2019-02-27,00:00:00,sp1906.SHFE,sp1906,SHFE,空,平,5588.0,7.0,-7.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.62,BACKTESTING.39.stage847_c9.1,2019-02-27 14:30:00+08:00,2019-02-27,14:30:00,MA905.CZCE,MA905,CZCE,空,平,2531.9700000000003,3.0,-3.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.64,BACKTESTING.41,2019-03-04 00:00:00+08:00,2019-03-04,00:00:00,MA905.CZCE,MA905,CZCE,多,开,2638.0,9.0,9.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.65,BACKTESTING.42,2019-03-05 00:00:00+08:00,2019-03-05,00:00:00,rb1905.SHFE,rb1905,SHFE,多,开,3822.0,8.0,8.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.67,BACKTESTING.43,2019-03-05 00:00:00+08:00,2019-03-05,00:00:00,ru1905.SHFE,ru1905,SHFE,空,平,12495.0,1.0,-1.0,BACKTESTING,long_base_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.66,BACKTESTING.42.stage847_c9.1,2019-03-05 09:00:00+08:00,2019-03-05,09:00:00,rb1905.SHFE,rb1905,SHFE,空,平,3804.5,8.0,-8.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.68,BACKTESTING.44,2019-03-06 00:00:00+08:00,2019-03-06,00:00:00,OI905.CZCE,OI905,CZCE,多,开,6925.0,5.0,5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.69,BACKTESTING.45,2019-03-08 00:00:00+08:00,2019-03-08,00:00:00,CF905.CZCE,CF905,CZCE,多,开,15405.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.71,BACKTESTING.46,2019-03-08 00:00:00+08:00,2019-03-08,00:00:00,MA905.CZCE,MA905,CZCE,空,平,2591.0,9.0,-9.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.70,BACKTESTING.45.stage847_c9.1,2019-03-08 09:00:00+08:00,2019-03-08,09:00:00,CF905.CZCE,CF905,CZCE,空,平,15342.5,3.0,-3.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.72,BACKTESTING.47,2019-03-13 00:00:00+08:00,2019-03-13,00:00:00,OI905.CZCE,OI905,CZCE,空,平,7007.0,5.0,-5.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.73,BACKTESTING.48,2019-03-21 00:00:00+08:00,2019-03-21,00:00:00,AP905.CZCE,AP905,CZCE,多,开,11331.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.74,BACKTESTING.49,2019-03-25 00:00:00+08:00,2019-03-25,00:00:00,AP905.CZCE,AP905,CZCE,空,平,11248.0,3.0,-3.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.75,BACKTESTING.50,2019-03-26 00:00:00+08:00,2019-03-26,00:00:00,CF905.CZCE,CF905,CZCE,多,开,15250.0,4.0,4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.76,BACKTESTING.51,2019-03-27 00:00:00+08:00,2019-03-27,00:00:00,CF905.CZCE,CF905,CZCE,空,平,15245.0,4.0,-4.0,BACKTESTING,long_ma_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.77,BACKTESTING.52,2019-04-01 00:00:00+08:00,2019-04-01,00:00:00,AP905.CZCE,AP905,CZCE,多,开,11634.0,1.0,1.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.78,BACKTESTING.53,2019-04-04 00:00:00+08:00,2019-04-04,00:00:00,hc1905.SHFE,hc1905,SHFE,多,开,3825.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.79,BACKTESTING.54,2019-04-12 00:00:00+08:00,2019-04-12,00:00:00,fu1905.SHFE,fu1905,SHFE,空,开,2797.0,10.0,-10.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.80,BACKTESTING.54.stage847_c9.1,2019-04-12 09:00:00+08:00,2019-04-12,09:00:00,fu1905.SHFE,fu1905,SHFE,多,平,2808.0,10.0,10.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.81,BACKTESTING.55,2019-04-15 00:00:00+08:00,2019-04-15,00:00:00,hc1905.SHFE,hc1905,SHFE,空,平,3825.0,3.0,-3.0,BACKTESTING,rollover_close,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.82,BACKTESTING.56,2019-04-22 00:00:00+08:00,2019-04-22,00:00:00,AP905.CZCE,AP905,CZCE,空,平,11908.0,1.0,-1.0,BACKTESTING,rollover_close,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.83,BACKTESTING.57,2019-06-03 00:00:00+08:00,2019-06-03,00:00:00,ru1909.SHFE,ru1909,SHFE,多,开,12205.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.84,BACKTESTING.57.stage847_c9.1,2019-06-03 09:00:00+08:00,2019-06-03,09:00:00,ru1909.SHFE,ru1909,SHFE,空,平,12112.5,2.0,-2.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.85,BACKTESTING.58,2019-06-12 00:00:00+08:00,2019-06-12,00:00:00,OI909.CZCE,OI909,CZCE,多,开,7090.0,5.0,5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.86,BACKTESTING.58.stage847_c9.1,2019-06-12 09:00:00+08:00,2019-06-12,09:00:00,OI909.CZCE,OI909,CZCE,空,平,7067.0,5.0,-5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.87,BACKTESTING.58.stage847_c9.2,2019-06-12 22:47:00+08:00,2019-06-12,22:47:00,OI909.CZCE,OI909,CZCE,多,开,7090.0,5.0,5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.88,BACKTESTING.59,2019-06-20 00:00:00+08:00,2019-06-20,00:00:00,OI909.CZCE,OI909,CZCE,空,平,6937.0,5.0,-5.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.89,BACKTESTING.60,2019-06-25 00:00:00+08:00,2019-06-25,00:00:00,rb1910.SHFE,rb1910,SHFE,多,开,3920.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.90,BACKTESTING.61,2019-07-08 00:00:00+08:00,2019-07-08,00:00:00,rb1910.SHFE,rb1910,SHFE,空,平,3980.0,3.0,-3.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.91,BACKTESTING.62,2019-07-10 00:00:00+08:00,2019-07-10,00:00:00,MA909.CZCE,MA909,CZCE,空,开,2268.0,12.0,-12.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.92,BACKTESTING.62.stage847_c9.1,2019-07-10 21:00:00+08:00,2019-07-10,21:00:00,MA909.CZCE,MA909,CZCE,多,平,2287.11,12.0,12.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.93,BACKTESTING.62.stage847_c9.2,2019-07-10 22:20:00+08:00,2019-07-10,22:20:00,MA909.CZCE,MA909,CZCE,空,开,2268.0,12.0,-12.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.94,BACKTESTING.63,2019-07-12 00:00:00+08:00,2019-07-12,00:00:00,fu1909.SHFE,fu1909,SHFE,多,开,3130.0,6.0,6.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.95,BACKTESTING.63.stage827_c2,2019-07-12 00:00:00+08:00,2019-07-12,00:00:00,fu1909.SHFE,fu1909,SHFE,空,平,3088.96,6.0,-6.0,BACKTESTING,stage827_intraday_c2_1r_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.96,BACKTESTING.64,2019-08-01 00:00:00+08:00,2019-08-01,00:00:00,MA909.CZCE,MA909,CZCE,多,平,2112.0,12.0,12.0,BACKTESTING,short_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.97,BACKTESTING.65,2019-08-02 00:00:00+08:00,2019-08-02,00:00:00,CF909.CZCE,CF909,CZCE,空,开,13045.0,5.0,-5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.98,BACKTESTING.66,2019-08-02 00:00:00+08:00,2019-08-02,00:00:00,fu1909.SHFE,fu1909,SHFE,多,开,3088.0,9.0,9.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.99,BACKTESTING.66.stage847_c9.1,2019-08-02 09:00:00+08:00,2019-08-02,09:00:00,fu1909.SHFE,fu1909,SHFE,空,平,3081.5,9.0,-9.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.100,BACKTESTING.67,2019-08-19 00:00:00+08:00,2019-08-19,00:00:00,CF909.CZCE,CF909,CZCE,多,平,12230.0,5.0,5.0,BACKTESTING,rollover_close,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.101,BACKTESTING.68,2019-10-16 00:00:00+08:00,2019-10-16,00:00:00,FG001.CZCE,FG001,CZCE,多,开,1459.0,15.0,15.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.102,BACKTESTING.68.stage847_c9.1,2019-10-16 13:40:00+08:00,2019-10-16,13:40:00,FG001.CZCE,FG001,CZCE,空,平,1452.5,15.0,-15.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.103,BACKTESTING.68.stage847_c9.2,2019-10-16 21:44:00+08:00,2019-10-16,21:44:00,FG001.CZCE,FG001,CZCE,多,开,1459.0,15.0,15.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.104,BACKTESTING.69,2019-10-18 00:00:00+08:00,2019-10-18,00:00:00,FG001.CZCE,FG001,CZCE,空,平,1435.0,15.0,-15.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.105,BACKTESTING.70,2019-10-21 00:00:00+08:00,2019-10-21,00:00:00,FG001.CZCE,FG001,CZCE,多,开,1496.0,12.0,12.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.106,BACKTESTING.71,2019-10-29 00:00:00+08:00,2019-10-29,00:00:00,FG001.CZCE,FG001,CZCE,空,平,1491.0,12.0,-12.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.107,BACKTESTING.72,2019-11-08 00:00:00+08:00,2019-11-08,00:00:00,fu2001.SHFE,fu2001,SHFE,空,开,2065.0,14.0,-14.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.108,BACKTESTING.73,2019-11-11 00:00:00+08:00,2019-11-11,00:00:00,ru2001.SHFE,ru2001,SHFE,多,开,11970.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.109,BACKTESTING.74,2019-11-18 00:00:00+08:00,2019-11-18,00:00:00,fu2001.SHFE,fu2001,SHFE,多,平,1734.0,7.0,7.0,BACKTESTING,short_rsi_partial_exit_half,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.110,BACKTESTING.75,2019-11-18 00:00:00+08:00,2019-11-18,00:00:00,ru2001.SHFE,ru2001,SHFE,空,平,11915.0,3.0,-3.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.111,BACKTESTING.76,2019-11-20 00:00:00+08:00,2019-11-20,00:00:00,rb2001.SHFE,rb2001,SHFE,多,开,3637.0,8.0,8.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.112,BACKTESTING.77,2019-11-20 00:00:00+08:00,2019-11-20,00:00:00,ru2001.SHFE,ru2001,SHFE,多,开,12130.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.113,BACKTESTING.78,2019-11-21 00:00:00+08:00,2019-11-21,00:00:00,hc2001.SHFE,hc2001,SHFE,多,开,3540.0,3.0,3.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.114,BACKTESTING.78.stage847_c9.1,2019-11-21 09:00:00+08:00,2019-11-21,09:00:00,hc2001.SHFE,hc2001,SHFE,空,平,3521.0,3.0,-3.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.115,BACKTESTING.79,2019-11-22 00:00:00+08:00,2019-11-22,00:00:00,fu2001.SHFE,fu2001,SHFE,多,平,1804.0,7.0,7.0,BACKTESTING,short_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.116,BACKTESTING.80,2019-11-27 00:00:00+08:00,2019-11-27,00:00:00,rb2001.SHFE,rb2001,SHFE,空,平,3605.0,8.0,-8.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.117,BACKTESTING.81,2019-11-28 00:00:00+08:00,2019-11-28,00:00:00,ru2001.SHFE,ru2001,SHFE,空,平,12530.0,2.0,-2.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.118,BACKTESTING.82,2019-12-05 00:00:00+08:00,2019-12-05,00:00:00,AP001.CZCE,AP001,CZCE,多,开,8406.0,5.0,5.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.119,BACKTESTING.83,2019-12-06 00:00:00+08:00,2019-12-06,00:00:00,ru2005.SHFE,ru2005,SHFE,多,开,13210.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.120,BACKTESTING.84,2019-12-10 00:00:00+08:00,2019-12-10,00:00:00,cu2002.SHFE,cu2002,SHFE,多,开,48350.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.121,BACKTESTING.86,2019-12-16 00:00:00+08:00,2019-12-16,00:00:00,SM001.CZCE,SM001,CZCE,多,开,6356.0,4.0,4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.124,BACKTESTING.87,2019-12-16 00:00:00+08:00,2019-12-16,00:00:00,cu2002.SHFE,cu2002,SHFE,空,平,49040.0,2.0,-2.0,BACKTESTING,forced_margin_deleverage,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.122,BACKTESTING.86.stage847_c9.1,2019-12-16 10:31:00+08:00,2019-12-16,10:31:00,SM001.CZCE,SM001,CZCE,空,平,6306.0,4.0,-4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.123,BACKTESTING.86.stage847_c9.2,2019-12-16 11:10:00+08:00,2019-12-16,11:10:00,SM001.CZCE,SM001,CZCE,多,开,6356.0,4.0,4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.125,BACKTESTING.88,2019-12-17 00:00:00+08:00,2019-12-17,00:00:00,ru2005.SHFE,ru2005,SHFE,空,平,13075.0,2.0,-2.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.130,BACKTESTING.91,2019-12-25 00:00:00+08:00,2019-12-25,00:00:00,AP001.CZCE,AP001,CZCE,空,平,8645.0,5.0,-5.0,BACKTESTING,rollover_close,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.126,BACKTESTING.89,2019-12-25 00:00:00+08:00,2019-12-25,00:00:00,MA005.CZCE,MA005,CZCE,多,开,2142.0,25.0,25.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.131,BACKTESTING.92,2019-12-25 00:00:00+08:00,2019-12-25,00:00:00,SM001.CZCE,SM001,CZCE,空,平,6348.0,4.0,-4.0,BACKTESTING,rollover_close,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.129,BACKTESTING.90,2019-12-25 00:00:00+08:00,2019-12-25,00:00:00,SM005.CZCE,SM005,CZCE,多,开,6360.0,4.0,4.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.127,BACKTESTING.89.stage847_c9.1,2019-12-25 09:00:00+08:00,2019-12-25,09:00:00,MA005.CZCE,MA005,CZCE,空,平,2135.0,25.0,-25.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.128,BACKTESTING.89.stage847_c9.2,2019-12-25 09:28:00+08:00,2019-12-25,09:28:00,MA005.CZCE,MA005,CZCE,多,开,2142.0,25.0,25.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.132,BACKTESTING.93,2020-01-02 00:00:00+08:00,2020-01-02,00:00:00,CF005.CZCE,CF005,CZCE,多,开,13940.0,8.0,8.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.133,BACKTESTING.94,2020-01-07 00:00:00+08:00,2020-01-07,00:00:00,SM005.CZCE,SM005,CZCE,空,平,6278.0,4.0,-4.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.134,BACKTESTING.95,2020-01-09 00:00:00+08:00,2020-01-09,00:00:00,rb2005.SHFE,rb2005,SHFE,多,开,3617.0,11.0,11.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.135,BACKTESTING.95.stage847_c9.1,2020-01-09 09:00:00+08:00,2020-01-09,09:00:00,rb2005.SHFE,rb2005,SHFE,空,平,3594.0,11.0,-11.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.136,BACKTESTING.96,2020-01-10 00:00:00+08:00,2020-01-10,00:00:00,MA005.CZCE,MA005,CZCE,空,平,2245.0,25.0,-25.0,BACKTESTING,long_prev2day_stop,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.137,BACKTESTING.97,2020-01-10 00:00:00+08:00,2020-01-10,00:00:00,jm2005.DCE,jm2005,DCE,多,开,1203.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.138,BACKTESTING.98,2020-01-13 00:00:00+08:00,2020-01-13,00:00:00,ru2005.SHFE,ru2005,SHFE,多,开,13080.0,2.0,2.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.139,BACKTESTING.100,2020-01-14 00:00:00+08:00,2020-01-14,00:00:00,CF005.CZCE,CF005,CZCE,空,平,14420.0,5.0,-5.0,BACKTESTING,forced_margin_deleverage,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
BACKTESTING.140,BACKTESTING.101,2020-01-14 00:00:00+08:00,2020-01-14,00:00:00,sp2005.SHFE,sp2005,SHFE,多,开,4684.0,12.0,12.0,BACKTESTING,,stage061_top15_plus_fu,2018-01,stage061_top15_plus_fu,150000.0,150000.0,T15,15,15,16
