strategy,score_type,eval_date,product_vt_symbol,score,score_rank,top_n,requested_top_n
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,jm.DCE,0.9551610846151896,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,CF.CZCE,0.8459229166284911,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,hc.SHFE,0.8252130812498972,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,MA.CZCE,0.7970977477362317,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,au.SHFE,0.7300046537705942,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,lh.DCE,0.7215178850952022,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,SM.CZCE,0.7110992327840887,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,ru.SHFE,0.6786112846535913,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,rb.SHFE,0.6640010220519555,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-04-29,fu.SHFE,0.6640000220519555,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,FG.CZCE,0.9879113073820726,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,jm.DCE,0.9035557496550058,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,hc.SHFE,0.8886495658755149,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,CF.CZCE,0.8791956776373013,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,lh.DCE,0.8627297229193739,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,sp.SHFE,0.8028569059958041,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,MA.CZCE,0.7839628233550305,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,SM.CZCE,0.7793002342926838,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,AP.CZCE,0.6983026689234644,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,ru.SHFE,0.6942105684724187,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-05-31,fu.SHFE,0.6942095684724187,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,FG.CZCE,0.9849033143009036,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,jm.DCE,0.9730727677221634,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,au.SHFE,0.9648226004815584,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,hc.SHFE,0.961215067000836,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,MA.CZCE,0.9538134884126512,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,rb.SHFE,0.9468575446809668,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,OI.CZCE,0.9236635806591388,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,lh.DCE,0.8899614156732701,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,CF.CZCE,0.8852492931600968,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,sp.SHFE,0.8750490102925625,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-06-30,fu.SHFE,0.8750480102925625,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,au.SHFE,0.9400524550032404,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,rb.SHFE,0.8934108618390701,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,FG.CZCE,0.7503770984615532,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,SA.CZCE,0.7001809283721634,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,AP.CZCE,0.696847818203045,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,SM.CZCE,0.6908095442776924,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,SH.CZCE,0.6805685369827904,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,lc.GFEX,0.6805685369827904,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,si.GFEX,0.6805685369827904,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,jm.DCE,0.6580616720688514,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-07-29,fu.SHFE,0.6580606720688513,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,cu.SHFE,0.7123171124871188,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,lh.DCE,0.6862355633606927,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,SH.CZCE,0.6805685369827904,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,lc.GFEX,0.6805685369827904,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,si.GFEX,0.6805685369827904,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,FG.CZCE,0.6802353630259458,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,rb.SHFE,0.6325889131944156,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,hc.SHFE,0.5017794873939406,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,au.SHFE,0.4208271607905392,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,MA.CZCE,0.4128251679939159,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-08-31,fu.SHFE,0.4128241679939159,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,lh.DCE,0.8429855863793889,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,ru.SHFE,0.7703041308455671,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,cu.SHFE,0.7583687599581461,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,rb.SHFE,0.735643589805119,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,jm.DCE,0.7241205841813336,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,sp.SHFE,0.7237907266314284,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,SH.CZCE,0.6805685369827904,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,lc.GFEX,0.6805685369827904,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,si.GFEX,0.6805685369827904,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,au.SHFE,0.6167224513867244,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-09-30,fu.SHFE,0.6167214513867244,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,jm.DCE,0.7832759706791368,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,OI.CZCE,0.7761141562083478,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,lh.DCE,0.7646464911217916,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,cu.SHFE,0.6863313136681026,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,sp.SHFE,0.6832311869595348,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,SH.CZCE,0.6805685369827904,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,lc.GFEX,0.6805685369827904,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,si.GFEX,0.6805685369827904,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,au.SHFE,0.6513662076555992,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,hc.SHFE,0.6505322913740551,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-10-31,fu.SHFE,0.6505312913740551,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,ru.SHFE,0.8523083920581314,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,MA.CZCE,0.8305300498007808,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,rb.SHFE,0.8172788051741627,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,jm.DCE,0.8111308653597663,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,au.SHFE,0.8097705415403682,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,hc.SHFE,0.805931356311679,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,lh.DCE,0.7901824293480376,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,SH.CZCE,0.6805685369827904,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,lc.GFEX,0.6805685369827904,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,si.GFEX,0.6805685369827904,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-11-30,fu.SHFE,0.6805675369827904,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,ru.SHFE,0.859697458566178,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,hc.SHFE,0.8561973768531047,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,lh.DCE,0.8457343710204407,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,cu.SHFE,0.8398296856026986,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,rb.SHFE,0.7513098590317728,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,si.GFEX,0.7473045374146858,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,SH.CZCE,0.6805685369827904,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,lc.GFEX,0.6805685369827904,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,jm.DCE,0.644210414521572,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,AP.CZCE,0.6424490859132136,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2022-12-30,fu.SHFE,0.6424480859132136,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,MA.CZCE,0.9441247767660822,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,rb.SHFE,0.7824058402724497,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,SM.CZCE,0.7756408818579943,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,cu.SHFE,0.7178530595744287,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,AP.CZCE,0.7123772152158235,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,SH.CZCE,0.7089827340878917,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,lc.GFEX,0.7089827340878917,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,jm.DCE,0.7053701062639927,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,ru.SHFE,0.6525686210733629,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,lh.DCE,0.6261528547702724,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-01-31,fu.SHFE,0.6261518547702724,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,jm.DCE,0.8645911258167774,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,si.GFEX,0.8211589523856252,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,MA.CZCE,0.806095429565516,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,rb.SHFE,0.7549629701466605,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,cu.SHFE,0.7422410628635215,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,SH.CZCE,0.7089827340878917,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,lc.GFEX,0.7089827340878917,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,FG.CZCE,0.6893242288247724,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,OI.CZCE,0.6825722831812769,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,hc.SHFE,0.6392018947685618,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-02-28,fu.SHFE,0.6392008947685618,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,SM.CZCE,0.9118303611127038,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,MA.CZCE,0.8781982895898348,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,OI.CZCE,0.8763288506020629,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,cu.SHFE,0.8748053838965761,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,si.GFEX,0.8547650811832567,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,SH.CZCE,0.7089827340878917,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,lc.GFEX,0.7089827340878917,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,jm.DCE,0.7006776747814152,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,SA.CZCE,0.6341955613130182,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,hc.SHFE,0.5693688450752378,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-03-31,fu.SHFE,0.5693678450752377,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,cu.SHFE,0.911719259242846,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,SM.CZCE,0.841050979800982,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,si.GFEX,0.8184885935227116,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,SA.CZCE,0.8098279608216543,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,FG.CZCE,0.7981607159845239,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,MA.CZCE,0.7888181554164636,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,SH.CZCE,0.7089827340878917,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,lc.GFEX,0.7089827340878917,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,hc.SHFE,0.627600215242309,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,jm.DCE,0.5414372989596009,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-04-28,fu.SHFE,0.5414362989596009,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,cu.SHFE,0.9570489535858356,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,si.GFEX,0.8765794096748618,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,MA.CZCE,0.8567051784151808,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,SA.CZCE,0.7180212015632186,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,SH.CZCE,0.7089827340878917,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,lc.GFEX,0.7089827340878917,6,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,hc.SHFE,0.6768863462202287,7,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,CF.CZCE,0.639993887931338,8,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,SM.CZCE,0.5829936112997514,9,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,AP.CZCE,0.5017574261095132,10,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-05-31,fu.SHFE,0.5017564261095132,11,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,cu.SHFE,0.8044371038319973,1,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,hc.SHFE,0.7198324098317497,2,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,SA.CZCE,0.7191401866334141,3,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,SH.CZCE,0.7089827340878917,4,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,lc.GFEX,0.7089827340878917,5,11,10
ai_top10_plus_fu_width_sweep,ai_probability_top10_plus_fixed_fu,2023-06-30,CF.CZCE,0.646262597450043,6,11,10
