variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm,requested_top_n,actual_ranked_count,actual_total_count,source_experiment_arm,window_id,duration_years,requested_start,requested_end,complete_window,terminal_near_complete,promotion_arm
stage063_C_roll_1y_2022_06,C: Top10+fu（11品种）,stage063_C_roll_1y_2022_06,roll_1y_2022_06,2022-06-01 independent start to 2023-05-31,rolling_1y,2022-06-01,2023-05-31,150000.0,150000.0,0.4,244,185940.0,23.960000000000004,24.051466465816773,-36.421486056522554,25.265385695268808,0.7179362805028158,141830.0,73.7512547051443,51.81904467277536,0,0,0,4700.0,57.0,50.42016806722689,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,185940.0,23.960000000000004,24.051466465816773,-36.421486056522554,0.7179362805028158,141830.0,73.7512547051443,51.81904467277536,1.2396,,,,,2022-06,2022-06,2022,6,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2022_06,1,2022-06-01,2023-05-31,1,0,C
stage059_A_roll_1y_2023_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,154245.0,2.829999999999999,2.871857900388286,-20.41310362173038,8.596494326045514,0.2410873308379453,126575.0,55.3886925795053,50.05111349070732,0,0,0,3090.0,52.0,52.84552845528455,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,154245.0,2.829999999999999,2.871857900388286,-20.41310362173038,0.2410873308379453,126575.0,55.3886925795053,50.05111349070732,1.0283,,,,,2023-01,2023-01,2023,1,1,1,1,0,0,0,stage059_A_roll_1y_2023_01,A,,,,,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,A
stage063_B_roll_1y_2023_01,B: Top9+fu（10品种）,stage063_B_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,155620.0,3.746666666666676,3.802331503087908,-25.423234092235848,9.11812287348124,0.2772464915074846,127750.0,62.57471624266145,50.10951821633404,0,0,0,4280.0,68.0,55.39568345323741,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,155620.0,3.746666666666676,3.802331503087908,-25.423234092235848,0.2772464915074846,127750.0,62.57471624266145,50.10951821633404,1.0374666666666668,,,,,2023-01,2023-01,2023,1,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,B
stage063_C_roll_1y_2023_01,C: Top10+fu（11品种）,stage063_C_roll_1y_2023_01,roll_1y_2023_01,2023-01-01 independent start to 2023-12-31,rolling_1y,2023-01-03,2023-12-29,150000.0,150000.0,0.4,242,156510.0,4.3400000000000105,4.404665677434716,-26.182136602451845,9.315394052668266,0.29770075422345466,126450.0,64.72702702702703,53.920384119424256,0,0,0,4400.0,71.0,53.956834532374096,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,156510.0,4.3400000000000105,4.404665677434716,-26.182136602451845,0.29770075422345466,126450.0,64.72702702702703,53.920384119424256,1.0434,,,,,2023-01,2023-01,2023,1,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2023_01,1,2023-01-01,2023-12-31,1,0,C
stage059_A_roll_1y_2023_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,235995.0,57.32999999999999,57.37884187682237,-12.649247822644494,6.736091851083083,1.622290666400262,137905.0,54.49406226925917,48.6832674059356,0,0,0,4960.0,75.0,56.72514619883041,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,235995.0,57.32999999999999,57.37884187682237,-12.649247822644494,1.622290666400262,137905.0,54.49406226925917,48.6832674059356,1.5733,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,stage059_A_roll_1y_2023_06,A,,,,,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,A
stage063_B_roll_1y_2023_06,B: Top9+fu（10品种）,stage063_B_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,255200.0,70.13333333333334,70.19526990501117,-14.071258907363415,6.302239117473576,1.7364527618562347,135660.0,62.448474126492705,52.79341627347226,0,0,0,6300.0,87.0,58.52272727272727,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,255200.0,70.13333333333334,70.19526990501117,-14.071258907363415,1.7364527618562347,135660.0,62.448474126492705,52.79341627347226,1.7013333333333334,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,B
stage063_C_roll_1y_2023_06,C: Top10+fu（11品种）,stage063_C_roll_1y_2023_06,roll_1y_2023_06,2023-06-01 independent start to 2024-05-31,rolling_1y,2023-06-01,2024-05-31,150000.0,150000.0,0.4,242,253900.0,69.26666666666668,69.32769542341511,-14.405237106817815,5.988017695887785,1.757767066068351,134020.0,61.9382824898607,49.541102850011356,0,0,0,6280.0,92.0,57.6271186440678,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,253900.0,69.26666666666668,69.32769542341511,-14.405237106817815,1.757767066068351,134020.0,61.9382824898607,49.541102850011356,1.6926666666666668,,,,,2023-06,2023-06,2023,6,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2023_06,1,2023-06-01,2024-05-31,1,0,C
stage059_A_roll_1y_2024_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,243210.00000000003,62.140000000000015,62.40931901752666,-11.599973745815738,5.863625473832527,1.8821104539521711,150000.0,56.41501420666965,46.46341636369066,0,0,0,7060.0,80.0,55.494505494505496,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,243210.00000000003,62.140000000000015,62.40931901752666,-11.599973745815738,1.8821104539521711,150000.0,56.41501420666965,46.46341636369066,1.6214000000000002,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,stage059_A_roll_1y_2024_01,A,,,,,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,A
stage063_B_roll_1y_2024_01,B: Top9+fu（10品种）,stage063_B_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,281120.0,87.41333333333334,87.81803820570234,-11.916606980390643,5.135143798916032,2.308807683337177,150000.0,62.37902647907018,50.152844683002265,0,0,0,8390.0,84.0,56.21621621621622,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,281120.0,87.41333333333334,87.81803820570234,-11.916606980390643,2.308807683337177,150000.0,62.37902647907018,50.152844683002265,1.8741333333333334,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,B
stage063_C_roll_1y_2024_01,C: Top10+fu（11品种）,stage063_C_roll_1y_2024_01,roll_1y_2024_01,2024-01-01 independent start to 2024-12-31,rolling_1y,2024-01-02,2024-12-31,150000.0,150000.0,0.4,242,431265.00000000006,187.51000000000002,188.55459809275555,-12.553634040530115,4.655705323096521,3.358346718783954,150000.0,62.65639487385838,53.5005665683293,0,0,0,12640.0,88.0,59.11330049261084,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,431265.00000000006,187.51000000000002,188.55459809275555,-12.553634040530115,3.358346718783954,150000.0,62.65639487385838,53.5005665683293,2.8751,,,,,2024-01,2024-01,2024,1,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2024_01,1,2024-01-01,2024-12-31,1,0,C
stage059_A_roll_1y_2024_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,159995.0,6.663333333333332,6.744367928416106,-17.784364579473877,7.974865963108483,0.4147153731833901,144110.0,58.61832797427653,47.56237182345074,0,0,0,4380.0,56.0,49.60629921259843,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,159995.0,6.663333333333332,6.744367928416106,-17.784364579473877,0.4147153731833901,144110.0,58.61832797427653,47.56237182345074,1.066633333333333,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,stage059_A_roll_1y_2024_06,A,,,,,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,A
stage063_B_roll_1y_2024_06,B: Top9+fu（10品种）,stage063_B_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,166655.0,11.103333333333332,11.241139057141392,-17.23715336164391,6.957834590047535,0.5958060315534773,144110.0,58.61832797427653,49.752365588061934,0,0,0,4680.0,58.0,50.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,166655.0,11.103333333333332,11.241139057141392,-17.23715336164391,0.5958060315534773,144110.0,58.61832797427653,49.752365588061934,1.1110333333333333,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,B
stage063_C_roll_1y_2024_06,C: Top10+fu（11品种）,stage063_C_roll_1y_2024_06,roll_1y_2024_06,2024-06-01 independent start to 2025-05-31,rolling_1y,2024-06-03,2025-05-30,150000.0,150000.0,0.4,241,256475.00000000003,70.98333333333335,72.06649415750037,-20.6416921306401,8.146807588282261,2.064311587206394,144110.0,59.49516304803421,51.871061928268944,0,0,0,8560.0,80.0,50.595238095238095,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,256475.00000000003,70.98333333333335,72.06649415750037,-20.6416921306401,2.064311587206394,144110.0,59.49516304803421,51.871061928268944,1.7098333333333335,,,,,2024-06,2024-06,2024,6,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2024_06,1,2024-06-01,2025-05-31,1,0,C
stage059_A_roll_1y_2025_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,221035.8,47.35720000000001,47.71173007352951,-22.43900728561966,13.475177610521156,1.1853241086275543,134090.0,56.07835862844295,41.27881451706277,0,0,0,5190.0,52.0,47.61904761904761,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,221035.8,47.35720000000001,47.71173007352951,-22.43900728561966,1.1853241086275543,134090.0,56.07835862844295,41.27881451706277,1.473572,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,stage059_A_roll_1y_2025_01,A,,,,,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,A
stage063_B_roll_1y_2025_01,B: Top9+fu（10品种）,stage063_B_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,245105.80000000002,63.40386666666669,63.90198114306729,-19.816644649933945,11.576296677638952,1.4042217288082712,135050.0,53.93802719093978,42.284775050286484,0,0,0,6030.0,54.0,49.137931034482754,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,245105.80000000002,63.40386666666669,63.90198114306729,-19.816644649933945,1.4042217288082712,135050.0,53.93802719093978,42.284775050286484,1.6340386666666669,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,B
stage063_C_roll_1y_2025_01,C: Top10+fu（11品种）,stage063_C_roll_1y_2025_01,roll_1y_2025_01,2025-01-01 independent start to 2025-12-31,rolling_1y,2025-01-02,2025-12-31,150000.0,150000.0,0.4,243,245105.80000000002,63.40386666666669,63.90198114306729,-19.816644649933945,11.576296677638952,1.4042217288082712,135050.0,53.93802719093978,42.284775050286484,0,0,0,6030.0,54.0,49.137931034482754,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,245105.80000000002,63.40386666666669,63.90198114306729,-19.816644649933945,1.4042217288082712,135050.0,53.93802719093978,42.284775050286484,1.6340386666666669,,,,,2025-01,2025-01,2025,1,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2025_01,1,2025-01-01,2025-12-31,1,0,C
stage059_A_roll_1y_2025_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_1y_2025_06,roll_1y_2025_06,2025-06-01 independent start to 2026-05-31,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,212612.80000000005,41.7418666666667,42.4647747901582,-22.048158640226625,16.596187299632362,1.133260170632485,150000.0,54.52876229806875,37.8744662763041,0,0,0,5970.0,58.0,48.35164835164835,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,212612.80000000005,41.7418666666667,42.4647747901582,-22.048158640226625,1.133260170632485,150000.0,54.52876229806875,37.8744662763041,1.417418666666667,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage059_A_roll_1y_2025_06,A,,,,,roll_1y_2025_06,1,2025-06-01,2026-05-31,1,0,A
stage063_B_roll_1y_2025_06,B: Top9+fu（10品种）,stage063_B_roll_1y_2025_06,roll_1y_2025_06,2025-06-01 independent start to 2026-05-31,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,206127.40000000005,37.418266666666696,38.05674023431871,-22.048158640226625,16.803682173553547,1.047283855963639,150000.0,54.528762298068756,37.8744662763041,0,0,0,6110.0,62.0,48.91304347826087,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,206127.40000000005,37.418266666666696,38.05674023431871,-22.048158640226625,1.047283855963639,150000.0,54.528762298068756,37.8744662763041,1.374182666666667,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,B,B,9.0,,,,roll_1y_2025_06,1,2025-06-01,2026-05-31,1,0,B
stage063_C_roll_1y_2025_06,C: Top10+fu（11品种）,stage063_C_roll_1y_2025_06,roll_1y_2025_06,2025-06-01 independent start to 2026-05-31,rolling_1y,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,206127.40000000005,37.418266666666696,38.05674023431871,-22.048158640226625,16.803682173553547,1.047283855963639,150000.0,54.528762298068756,37.8744662763041,0,0,0,6110.0,62.0,48.91304347826087,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,206127.40000000005,37.418266666666696,38.05674023431871,-22.048158640226625,1.047283855963639,150000.0,54.528762298068756,37.8744662763041,1.374182666666667,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,C,C,10.0,,,,roll_1y_2025_06,1,2025-06-01,2026-05-31,1,0,C
stage059_A_roll_2y_2018_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,213888.9,42.592600000000026,19.48491626666879,-21.794263870121434,8.515308155596538,0.8702901129310863,122871.30000000005,77.9591613368685,41.93713809302513,0,0,0,10510.0,131.0,47.08994708994709,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,213888.9,42.592600000000026,19.48491626666879,-21.794263870121434,0.8702901129310863,122871.30000000005,77.9591613368685,41.93713809302513,1.4259260000000002,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,stage059_A_roll_2y_2018_01,A,,,,,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,A
stage063_B_roll_2y_2018_01,B: Top9+fu（10品种）,stage063_B_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,213888.90000000002,42.592600000000026,19.484916266668794,-21.794263870121434,8.515308155596538,0.8702901129310863,122871.30000000003,77.9591613368685,41.93713809302513,0,0,0,10510.0,131.0,47.08994708994709,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,213888.90000000002,42.592600000000026,19.484916266668794,-21.794263870121434,0.8702901129310863,122871.30000000003,77.9591613368685,41.93713809302513,1.4259260000000002,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,B,B,9.0,,,,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,B
stage063_C_roll_2y_2018_01,C: Top10+fu（11品种）,stage063_C_roll_2y_2018_01,roll_2y_2018_01,2018-01-01 independent start to 2019-12-31,rolling_2y,2018-01-02,2019-12-31,150000.0,150000.0,0.4,487,213888.90000000002,42.592600000000026,19.484916266668794,-21.794263870121434,8.515308155596538,0.8702901129310863,122871.30000000003,77.9591613368685,41.93713809302513,0,0,0,10510.0,131.0,47.08994708994709,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,213888.90000000002,42.592600000000026,19.484916266668794,-21.794263870121434,0.8702901129310863,122871.30000000003,77.9591613368685,41.93713809302513,1.4259260000000002,,,,,2018-01,2018-01,2018,1,1,1,1,1,0,0,C,C,10.0,,,,roll_2y_2018_01,2,2018-01-01,2019-12-31,1,0,C
stage059_A_roll_2y_2018_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,329749.9,119.83326666666667,48.46842191501732,-20.25464339554211,7.458507709462023,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,0,0,0,17160.0,155.0,54.0650406504065,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,329749.9,119.83326666666667,48.46842191501732,-20.25464339554211,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,2.198332666666667,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,stage059_A_roll_2y_2018_06,A,,,,,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,A
stage063_B_roll_2y_2018_06,B: Top9+fu（10品种）,stage063_B_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,329749.9,119.83326666666669,48.46842191501732,-20.254643395542114,7.458507709462023,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,0,0,0,17160.0,155.0,54.0650406504065,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,329749.9,119.83326666666669,48.46842191501732,-20.254643395542114,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,2.198332666666667,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,B,B,9.0,,,,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,B
stage063_C_roll_2y_2018_06,C: Top10+fu（11品种）,stage063_C_roll_2y_2018_06,roll_2y_2018_06,2018-06-01 independent start to 2020-05-31,rolling_2y,2018-06-01,2020-05-29,150000.0,150000.0,0.4,485,329749.9,119.83326666666669,48.46842191501732,-20.254643395542114,7.458507709462023,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,0,0,0,17160.0,155.0,54.0650406504065,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,329749.9,119.83326666666669,48.46842191501732,-20.254643395542114,1.5428616683676633,136107.70000000007,74.6460645367816,55.17452104526889,2.198332666666667,,,,,2018-06,2018-06,2018,6,1,1,1,1,0,0,C,C,10.0,,,,roll_2y_2018_06,2,2018-06-01,2020-05-31,1,0,C
stage059_A_roll_2y_2019_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,8.10323986087077,2.0530996068584484,127289.50000000004,91.05251610722505,66.01906366767268,0,1,0,33600.0,214.0,56.40243902439024,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,2.0530996068584484,127289.50000000004,91.05251610722505,66.01906366767268,4.149620666666667,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,stage059_A_roll_2y_2019_01,A,,,,,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,A
stage063_B_roll_2y_2019_01,B: Top9+fu（10品种）,stage063_B_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,8.10323986087077,2.0530996068584484,127289.50000000003,91.05251610722503,66.01906366767268,0,1,0,33600.0,214.0,56.40243902439024,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,2.0530996068584484,127289.50000000003,91.05251610722503,66.01906366767268,4.149620666666667,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,B,B,9.0,,,,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,B
stage063_C_roll_2y_2019_01,C: Top10+fu（11品种）,stage063_C_roll_2y_2019_01,roll_2y_2019_01,2019-01-01 independent start to 2020-12-31,rolling_2y,2019-01-02,2020-12-31,150000.0,150000.0,0.4,487,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,8.10323986087077,2.0530996068584484,127289.50000000003,91.05251610722503,66.01906366767268,0,1,0,33600.0,214.0,56.40243902439024,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,622443.1000000001,314.9620666666667,104.00462341589449,-26.521543284524128,2.0530996068584484,127289.50000000003,91.05251610722503,66.01906366767268,4.149620666666667,,,,,2019-01,2019-01,2019,1,1,1,1,1,0,0,C,C,10.0,,,,roll_2y_2019_01,2,2019-01-01,2020-12-31,1,0,C
stage059_A_roll_2y_2019_06,A: Stage037 Top8+fu（9品种）,stage059_A_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,6.772220645380271,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,0,0,0,43740.0,217.0,58.7912087912088,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,11.395454666666666,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,stage059_A_roll_2y_2019_06,A,,,,,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,A
stage063_B_roll_2y_2019_06,B: Top9+fu（10品种）,stage063_B_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,6.772220645380271,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,0,0,0,43740.0,217.0,58.791208791208796,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,11.395454666666666,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,B,B,9.0,,,,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,B
stage063_C_roll_2y_2019_06,C: Top10+fu（11品种）,stage063_C_roll_2y_2019_06,roll_2y_2019_06,2019-06-01 independent start to 2021-05-31,rolling_2y,2019-06-03,2021-05-31,150000.0,150000.0,0.4,485,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,6.772220645380271,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,0,0,0,43740.0,217.0,58.791208791208796,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1709318.2,1039.5454666666665,238.9848366822191,-23.747904596653235,2.975722699612778,141329.0,79.88024765067189,59.630996261501885,11.395454666666666,,,,,2019-06,2019-06,2019,6,1,1,1,1,0,0,C,C,10.0,,,,roll_2y_2019_06,2,2019-06-01,2021-05-31,1,0,C
stage059_A_roll_2y_2020_01,A: Stage037 Top8+fu（9品种）,stage059_A_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1810781.6000000008,1107.1877333333337,248.33759089850648,-29.526696675479837,12.396887121243012,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,0,0,0,52620.0,240.0,57.54475703324808,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1810781.6000000008,1107.1877333333337,248.33759089850648,-29.526696675479837,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,12.071877333333337,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,stage059_A_roll_2y_2020_01,A,,,,,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,A
stage063_B_roll_2y_2020_01,B: Top9+fu（10品种）,stage063_B_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1810781.6000000006,1107.1877333333337,248.33759089850648,-29.526696675479837,12.396887121243012,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,0,0,0,52620.0,240.0,57.54475703324808,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1810781.6000000006,1107.1877333333337,248.33759089850648,-29.526696675479837,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,12.071877333333337,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,B,B,9.0,,,,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,B
stage063_C_roll_2y_2020_01,C: Top10+fu（11品种）,stage063_C_roll_2y_2020_01,roll_2y_2020_01,2020-01-01 independent start to 2021-12-31,rolling_2y,2020-01-02,2021-12-31,150000.0,150000.0,0.4,486,1810781.6000000006,1107.1877333333337,248.33759089850648,-29.526696675479837,12.396887121243012,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,0,0,0,52620.0,240.0,57.54475703324808,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,1810781.6000000006,1107.1877333333337,248.33759089850648,-29.526696675479837,2.653356235238829,141520.0,69.05850384569503,57.67480544747413,12.071877333333337,,,,,2020-01,2020-01,2020,1,1,1,1,1,0,0,C,C,10.0,,,,roll_2y_2020_01,2,2020-01-01,2021-12-31,1,0,C
