trade_date,datetime,symbol,exchange,open,high,low,close,volume,open_interest
2026-04-10,2026-04-10T00:00:00+08:00,ao2609,SHFE,2774.0,2800.0,2766.0,2778.0,75419.0,150437.0
2026-04-13,2026-04-13T00:00:00+08:00,ao2609,SHFE,2776.0,2818.0,2761.0,2791.0,106233.0,154973.0
2026-04-14,2026-04-14T00:00:00+08:00,ao2609,SHFE,2788.0,2813.0,2787.0,2794.0,82678.0,165155.0
2026-04-15,2026-04-15T00:00:00+08:00,ao2609,SHFE,2788.0,2800.0,2745.0,2763.0,153806.0,174203.0
2026-04-16,2026-04-16T00:00:00+08:00,ao2609,SHFE,2756.0,2787.0,2740.0,2782.0,188725.0,198963.0
2026-04-17,2026-04-17T00:00:00+08:00,ao2609,SHFE,2775.0,2800.0,2758.0,2772.0,181689.0,227166.0
2026-04-20,2026-04-20T00:00:00+08:00,ao2609,SHFE,2762.0,2802.0,2747.0,2790.0,310108.0,250386.0
2026-04-21,2026-04-21T00:00:00+08:00,ao2609,SHFE,2790.0,2848.0,2787.0,2826.0,437947.0,270849.0
2026-04-22,2026-04-22T00:00:00+08:00,ao2609,SHFE,2826.0,2843.0,2811.0,2837.0,252363.0,270232.0
2026-04-23,2026-04-23T00:00:00+08:00,ao2609,SHFE,2847.0,2865.0,2818.0,2822.0,297730.0,283485.0
2026-04-24,2026-04-24T00:00:00+08:00,ao2609,SHFE,2824.0,2846.0,2801.0,2807.0,246417.0,286166.0
2026-04-27,2026-04-27T00:00:00+08:00,ao2609,SHFE,2870.0,2931.0,2842.0,2899.0,740168.0,287256.0
2026-04-28,2026-04-28T00:00:00+08:00,ao2609,SHFE,2907.0,2924.0,2854.0,2875.0,379167.0,282512.0
2026-04-29,2026-04-29T00:00:00+08:00,ao2609,SHFE,2868.0,2879.0,2842.0,2862.0,261771.0,283315.0
2026-04-30,2026-04-30T00:00:00+08:00,ao2609,SHFE,2867.0,2886.0,2835.0,2845.0,300313.0,281047.0
2026-05-06,2026-05-06T00:00:00+08:00,ao2609,SHFE,2840.0,2878.0,2812.0,2875.0,234617.0,281561.0
2026-05-07,2026-05-07T00:00:00+08:00,ao2609,SHFE,2870.0,2888.0,2842.0,2869.0,330472.0,290942.0
2026-05-08,2026-05-08T00:00:00+08:00,ao2609,SHFE,2865.0,2878.0,2820.0,2827.0,313989.0,299359.0
