vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi
FG101.CZCE,CZCE.FG101,2020-08-11 21:00:00,39465,1860.0,1860.0,1860.0,1860.0,0.0,428642.0,428642.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:01:00,39466,1853.0,1853.0,1853.0,1853.0,0.0,428212.0,428212.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:02:00,39467,1855.0,1855.0,1855.0,1855.0,0.0,425858.0,425858.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:03:00,39468,1854.0,1854.0,1854.0,1854.0,0.0,426579.0,426579.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:04:00,39469,1848.0,1848.0,1848.0,1848.0,0.0,424548.0,424548.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:05:00,39470,1844.0,1844.0,1844.0,1844.0,0.0,422070.0,422070.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:06:00,39471,1841.0,1841.0,1841.0,1841.0,0.0,421429.0,421429.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:07:00,39472,1844.0,1844.0,1844.0,1844.0,0.0,420810.0,420810.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:08:00,39473,1839.0,1839.0,1839.0,1839.0,0.0,418101.0,418101.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:09:00,39474,1843.0,1843.0,1843.0,1843.0,0.0,417655.0,417655.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:10:00,39475,1841.0,1841.0,1841.0,1841.0,0.0,419080.0,419080.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:11:00,39476,1849.0,1849.0,1849.0,1849.0,0.0,417334.0,417334.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:12:00,39477,1851.0,1851.0,1851.0,1851.0,0.0,418398.0,418398.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:13:00,39478,1854.0,1854.0,1854.0,1854.0,0.0,420009.0,420009.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:14:00,39479,1852.0,1852.0,1852.0,1852.0,0.0,421344.0,421344.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:15:00,39480,1848.0,1848.0,1848.0,1848.0,0.0,421694.0,421694.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:16:00,39481,1844.0,1844.0,1844.0,1844.0,0.0,421878.0,421878.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:17:00,39482,1850.0,1850.0,1850.0,1850.0,0.0,422121.0,422121.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:18:00,39483,1845.0,1845.0,1845.0,1845.0,0.0,422412.0,422412.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:19:00,39484,1850.0,1850.0,1850.0,1850.0,0.0,422847.0,422847.0
FG101.CZCE,CZCE.FG101,2020-08-11 21:20:00,39485,1852.0,1852.0,1852.0,1852.0,0.0,423695.0,423695.0
