date,variant,label,window_name,window_label,window_group,account_capital,account_equity,nav,drawdown_pct,broker10_margin_to_equity_pct,net_pnl,trade_count,total_slippage,source_name,rebased_equity,rebased_nav,broker10_margin_to_rebased_equity_pct,profile,oi_mode,am_label,declared_am_size,requested_start_month,start_month,arm
2018-01-02,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-03,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-04,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-05,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-08,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-09,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-10,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-11,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-12,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150000.0,1.0,0.0,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,150000.0,1.0,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-15,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150330.00000000003,1.0022000000000002,0.0,20.638262489190446,330.00000000002274,1,20.0,stage772_am40_80_120_oi_monthly,150330.00000000003,1.0022000000000002,20.638262489190446,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-16,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148850.0,0.9923333333333333,-0.9845007649837201,20.813906617400068,-1480.000000000034,4,360.0,stage772_am40_80_120_oi_monthly,148850.0,0.9923333333333333,20.813906617400068,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-17,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,148000.00000000003,0.9866666666666669,-1.5499235016297463,20.870270270270268,-849.9999999999659,0,0.0,stage772_am40_80_120_oi_monthly,148000.00000000003,0.9866666666666669,20.870270270270268,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-18,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,146450.0,0.9763333333333334,-2.580988491984315,20.974735404574943,-1550.0000000000114,0,0.0,stage772_am40_80_120_oi_monthly,146450.0,0.9763333333333334,20.974735404574943,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-19,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,-469.99999999998863,1,20.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-22,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-23,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-24,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-25,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-26,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-29,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,145980.00000000003,0.9732000000000002,-2.8936340051885834,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,145980.00000000003,0.9732000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-30,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,144270.00000000003,0.9618000000000002,-4.031131510676511,0.0,-1710.0,4,360.0,stage772_am40_80_120_oi_monthly,144270.00000000003,0.9618000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-01-31,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,144270.00000000003,0.9618000000000002,-4.031131510676511,0.0,0.0,0,0.0,stage772_am40_80_120_oi_monthly,144270.00000000003,0.9618000000000002,0.0,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-01,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147060.00000000003,0.9804000000000002,-2.175214528038316,26.73929008567931,2790.0,1,90.0,stage772_am40_80_120_oi_monthly,147060.00000000003,0.9804000000000002,26.73929008567931,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-02,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,152550.00000000003,1.0170000000000001,0.0,26.172861356932152,5490.0,0,0.0,stage772_am40_80_120_oi_monthly,152550.00000000003,1.0170000000000001,26.172861356932152,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-05,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,151500.00000000003,1.0100000000000002,-0.6882989183874089,48.46621782178217,-1050.0,1,40.0,stage772_am40_80_120_oi_monthly,151500.00000000003,1.0100000000000002,48.46621782178217,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-06,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,150840.00000000003,1.0056000000000003,-1.1209439528023557,48.47613365155131,-660.0,0,0.0,stage772_am40_80_120_oi_monthly,150840.00000000003,1.0056000000000003,48.47613365155131,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-07,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,151020.00000000003,1.0068000000000001,-1.0029498525073732,48.43146603098927,180.0,0,0.0,stage772_am40_80_120_oi_monthly,151020.00000000003,1.0068000000000001,48.43146603098927,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-08,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,152290.00000000003,1.0152666666666668,-0.17043592264831542,48.13202442707991,1270.0,0,0.0,stage772_am40_80_120_oi_monthly,152290.00000000003,1.0152666666666668,48.13202442707991,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
2018-02-09,stage003_A_official_live_c9_15w,A: 正式 C9/15万原样基线,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,150000.0,147440.00000000003,0.9829333333333335,-3.3497214028187505,49.13024959305479,-4850.0,0,0.0,stage772_am40_80_120_oi_monthly,147440.00000000003,0.9829333333333335,49.13024959305479,stage003_A_official_live_c9_15w,,,,2018-01,2018-01,stage003_A_official_live_c9_15w
