requested_top_n,eval_date,actual_ranked_count,actual_total_count,formal_top8_preserved,fixed_fu_present,membership_policy,strict_model_top9_match,strict_model_top9_signature,selected_non_fu_signature,added_vs_strict_top9,excluded_vs_strict_top9,selected_source_ranks,ranking_provenance,member_signature
9,2024-07-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"SH.CZCE,SA.CZCE,OI.CZCE,lh.DCE,ru.SHFE,AP.CZCE,si.GFEX,SM.CZCE,FG.CZCE","AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,lh.DCE,ru.SHFE,si.GFEX",,,"SH.CZCE:1,SA.CZCE:2,OI.CZCE:3,lh.DCE:4,ru.SHFE:5,AP.CZCE:6,si.GFEX:7,SM.CZCE:8,FG.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,lh.DCE,ru.SHFE,si.GFEX"
9,2024-08-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"lh.DCE,AP.CZCE,ru.SHFE,SA.CZCE,jm.DCE,hc.SHFE,au.SHFE,FG.CZCE,cu.SHFE","AP.CZCE,FG.CZCE,SA.CZCE,au.SHFE,cu.SHFE,hc.SHFE,jm.DCE,lh.DCE,ru.SHFE",,,"lh.DCE:1,AP.CZCE:2,ru.SHFE:3,SA.CZCE:4,jm.DCE:5,hc.SHFE:6,au.SHFE:7,FG.CZCE:8,cu.SHFE:9",frozen_market_walkforward_v2,"AP.CZCE,FG.CZCE,SA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,ru.SHFE"
9,2024-09-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"lh.DCE,sp.SHFE,AP.CZCE,ru.SHFE,au.SHFE,CF.CZCE,cu.SHFE,si.GFEX,MA.CZCE","AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,cu.SHFE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE",,,"lh.DCE:1,sp.SHFE:2,AP.CZCE:3,ru.SHFE:4,au.SHFE:5,CF.CZCE:6,cu.SHFE:7,si.GFEX:8,MA.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
9,2024-10-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"lh.DCE,SA.CZCE,cu.SHFE,CF.CZCE,sp.SHFE,MA.CZCE,lc.GFEX,ru.SHFE,hc.SHFE","CF.CZCE,MA.CZCE,SA.CZCE,cu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,ru.SHFE,sp.SHFE",,,"lh.DCE:1,SA.CZCE:2,cu.SHFE:3,CF.CZCE:4,sp.SHFE:5,MA.CZCE:6,lc.GFEX:7,ru.SHFE:8,hc.SHFE:9",frozen_market_walkforward_v2,"CF.CZCE,MA.CZCE,SA.CZCE,cu.SHFE,fu.SHFE,hc.SHFE,lc.GFEX,lh.DCE,ru.SHFE,sp.SHFE"
9,2024-11-29,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"SA.CZCE,lc.GFEX,si.GFEX,OI.CZCE,lh.DCE,cu.SHFE,FG.CZCE,AP.CZCE,sp.SHFE","AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,cu.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE",,,"SA.CZCE:1,lc.GFEX:2,si.GFEX:3,OI.CZCE:4,lh.DCE:5,cu.SHFE:6,FG.CZCE:7,AP.CZCE:8,sp.SHFE:9",frozen_market_walkforward_v2,"AP.CZCE,FG.CZCE,OI.CZCE,SA.CZCE,cu.SHFE,fu.SHFE,lc.GFEX,lh.DCE,si.GFEX,sp.SHFE"
9,2024-12-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"AP.CZCE,si.GFEX,SA.CZCE,lc.GFEX,OI.CZCE,FG.CZCE,sp.SHFE,cu.SHFE,MA.CZCE","AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,cu.SHFE,lc.GFEX,si.GFEX,sp.SHFE",,,"AP.CZCE:1,si.GFEX:2,SA.CZCE:3,lc.GFEX:4,OI.CZCE:5,FG.CZCE:6,sp.SHFE:7,cu.SHFE:8,MA.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,cu.SHFE,fu.SHFE,lc.GFEX,si.GFEX,sp.SHFE"
9,2025-01-27,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"MA.CZCE,lc.GFEX,AP.CZCE,si.GFEX,au.SHFE,ru.SHFE,OI.CZCE,sp.SHFE,lh.DCE","AP.CZCE,MA.CZCE,OI.CZCE,au.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE",,,"MA.CZCE:1,lc.GFEX:2,AP.CZCE:3,si.GFEX:4,au.SHFE:5,ru.SHFE:6,OI.CZCE:7,sp.SHFE:8,lh.DCE:9",frozen_market_walkforward_v2,"AP.CZCE,MA.CZCE,OI.CZCE,au.SHFE,fu.SHFE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX,sp.SHFE"
9,2025-02-28,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"MA.CZCE,lc.GFEX,lh.DCE,AP.CZCE,jm.DCE,au.SHFE,ru.SHFE,si.GFEX,SM.CZCE","AP.CZCE,MA.CZCE,SM.CZCE,au.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX",,,"MA.CZCE:1,lc.GFEX:2,lh.DCE:3,AP.CZCE:4,jm.DCE:5,au.SHFE:6,ru.SHFE:7,si.GFEX:8,SM.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,MA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,ru.SHFE,si.GFEX"
9,2025-03-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"ru.SHFE,lc.GFEX,lh.DCE,MA.CZCE,AP.CZCE,CF.CZCE,rb.SHFE,sp.SHFE,au.SHFE","AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE",,,"ru.SHFE:1,lc.GFEX:2,lh.DCE:3,MA.CZCE:4,AP.CZCE:5,CF.CZCE:6,rb.SHFE:7,sp.SHFE:8,au.SHFE:9",frozen_market_walkforward_v2,"AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,fu.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
9,2025-04-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"au.SHFE,ru.SHFE,lh.DCE,MA.CZCE,sp.SHFE,CF.CZCE,lc.GFEX,rb.SHFE,AP.CZCE","AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE",,,"au.SHFE:1,ru.SHFE:2,lh.DCE:3,MA.CZCE:4,sp.SHFE:5,CF.CZCE:6,lc.GFEX:7,rb.SHFE:8,AP.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,CF.CZCE,MA.CZCE,au.SHFE,fu.SHFE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
9,2025-05-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"au.SHFE,MA.CZCE,ru.SHFE,sp.SHFE,lh.DCE,rb.SHFE,cu.SHFE,AP.CZCE,hc.SHFE","AP.CZCE,MA.CZCE,au.SHFE,cu.SHFE,hc.SHFE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE",,,"au.SHFE:1,MA.CZCE:2,ru.SHFE:3,sp.SHFE:4,lh.DCE:5,rb.SHFE:6,cu.SHFE:7,AP.CZCE:8,hc.SHFE:9",frozen_market_walkforward_v2,"AP.CZCE,MA.CZCE,au.SHFE,cu.SHFE,fu.SHFE,hc.SHFE,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
9,2025-06-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"au.SHFE,sp.SHFE,FG.CZCE,lh.DCE,MA.CZCE,lc.GFEX,si.GFEX,SA.CZCE,rb.SHFE","FG.CZCE,MA.CZCE,SA.CZCE,au.SHFE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE",,,"au.SHFE:1,sp.SHFE:2,FG.CZCE:3,lh.DCE:4,MA.CZCE:5,lc.GFEX:6,si.GFEX:7,SA.CZCE:8,rb.SHFE:9",frozen_market_walkforward_v2,"FG.CZCE,MA.CZCE,SA.CZCE,au.SHFE,fu.SHFE,lc.GFEX,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
9,2025-07-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"FG.CZCE,sp.SHFE,ru.SHFE,lh.DCE,au.SHFE,MA.CZCE,SA.CZCE,SH.CZCE,cu.SHFE","FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,lh.DCE,ru.SHFE,sp.SHFE",,,"FG.CZCE:1,sp.SHFE:2,ru.SHFE:3,lh.DCE:4,au.SHFE:5,MA.CZCE:6,SA.CZCE:7,SH.CZCE:8,cu.SHFE:9",frozen_market_walkforward_v2,"FG.CZCE,MA.CZCE,SA.CZCE,SH.CZCE,au.SHFE,cu.SHFE,fu.SHFE,lh.DCE,ru.SHFE,sp.SHFE"
9,2025-08-29,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"FG.CZCE,sp.SHFE,MA.CZCE,hc.SHFE,au.SHFE,lh.DCE,jm.DCE,rb.SHFE,OI.CZCE","FG.CZCE,MA.CZCE,OI.CZCE,au.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,sp.SHFE",,,"FG.CZCE:1,sp.SHFE:2,MA.CZCE:3,hc.SHFE:4,au.SHFE:5,lh.DCE:6,jm.DCE:7,rb.SHFE:8,OI.CZCE:9",frozen_market_walkforward_v2,"FG.CZCE,MA.CZCE,OI.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,sp.SHFE"
9,2025-09-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"hc.SHFE,jm.DCE,FG.CZCE,sp.SHFE,MA.CZCE,si.GFEX,rb.SHFE,SA.CZCE,lh.DCE","FG.CZCE,MA.CZCE,SA.CZCE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE",,,"hc.SHFE:1,jm.DCE:2,FG.CZCE:3,sp.SHFE:4,MA.CZCE:5,si.GFEX:6,rb.SHFE:7,SA.CZCE:8,lh.DCE:9",frozen_market_walkforward_v2,"FG.CZCE,MA.CZCE,SA.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,si.GFEX,sp.SHFE"
9,2025-10-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"jm.DCE,lh.DCE,ru.SHFE,FG.CZCE,sp.SHFE,lc.GFEX,hc.SHFE,rb.SHFE,au.SHFE","FG.CZCE,au.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE",,,"jm.DCE:1,lh.DCE:2,ru.SHFE:3,FG.CZCE:4,sp.SHFE:5,lc.GFEX:6,hc.SHFE:7,rb.SHFE:8,au.SHFE:9",frozen_market_walkforward_v2,"FG.CZCE,au.SHFE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,sp.SHFE"
9,2025-11-28,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"hc.SHFE,lc.GFEX,ru.SHFE,jm.DCE,lh.DCE,SA.CZCE,FG.CZCE,rb.SHFE,si.GFEX","FG.CZCE,SA.CZCE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX",,,"hc.SHFE:1,lc.GFEX:2,ru.SHFE:3,jm.DCE:4,lh.DCE:5,SA.CZCE:6,FG.CZCE:7,rb.SHFE:8,si.GFEX:9",frozen_market_walkforward_v2,"FG.CZCE,SA.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lc.GFEX,lh.DCE,rb.SHFE,ru.SHFE,si.GFEX"
9,2025-12-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"rb.SHFE,SH.CZCE,lh.DCE,ru.SHFE,MA.CZCE,jm.DCE,OI.CZCE,hc.SHFE,SM.CZCE","MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE",,,"rb.SHFE:1,SH.CZCE:2,lh.DCE:3,ru.SHFE:4,MA.CZCE:5,jm.DCE:6,OI.CZCE:7,hc.SHFE:8,SM.CZCE:9",frozen_market_walkforward_v2,"MA.CZCE,OI.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,hc.SHFE,jm.DCE,lh.DCE,rb.SHFE,ru.SHFE"
9,2026-01-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"rb.SHFE,jm.DCE,si.GFEX,MA.CZCE,au.SHFE,SH.CZCE,AP.CZCE,FG.CZCE,ru.SHFE","AP.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,au.SHFE,jm.DCE,rb.SHFE,ru.SHFE,si.GFEX",,,"rb.SHFE:1,jm.DCE:2,si.GFEX:3,MA.CZCE:4,au.SHFE:5,SH.CZCE:6,AP.CZCE:7,FG.CZCE:8,ru.SHFE:9",frozen_market_walkforward_v2,"AP.CZCE,FG.CZCE,MA.CZCE,SH.CZCE,au.SHFE,fu.SHFE,jm.DCE,rb.SHFE,ru.SHFE,si.GFEX"
9,2026-02-27,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"si.GFEX,ru.SHFE,OI.CZCE,SH.CZCE,lh.DCE,AP.CZCE,SM.CZCE,MA.CZCE,SA.CZCE","AP.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,lh.DCE,ru.SHFE,si.GFEX",,,"si.GFEX:1,ru.SHFE:2,OI.CZCE:3,SH.CZCE:4,lh.DCE:5,AP.CZCE:6,SM.CZCE:7,MA.CZCE:8,SA.CZCE:9",frozen_market_walkforward_v2,"AP.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,fu.SHFE,lh.DCE,ru.SHFE,si.GFEX"
9,2026-03-31,9,10,True,True,formal_top8_locked_then_same_month_model_fill_to_9_plus_fixed_fu,False,"jm.DCE,SH.CZCE,FG.CZCE,ru.SHFE,cu.SHFE,SM.CZCE,SA.CZCE,si.GFEX,au.SHFE","FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,jm.DCE,lh.DCE,ru.SHFE,sp.SHFE","lh.DCE,sp.SHFE","au.SHFE,si.GFEX","jm.DCE:1,SH.CZCE:2,FG.CZCE:3,ru.SHFE:4,cu.SHFE:5,SM.CZCE:6,SA.CZCE:7,lh.DCE:10,sp.SHFE:12",stage189_rerun_membership_locked_fill,"FG.CZCE,SA.CZCE,SH.CZCE,SM.CZCE,cu.SHFE,fu.SHFE,jm.DCE,lh.DCE,ru.SHFE,sp.SHFE"
9,2026-04-30,9,10,True,True,formal_top8_locked_then_same_month_model_fill_to_9_plus_fixed_fu,True,"SA.CZCE,MA.CZCE,si.GFEX,jm.DCE,OI.CZCE,FG.CZCE,SH.CZCE,AP.CZCE,rb.SHFE","AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,jm.DCE,rb.SHFE,si.GFEX",,,"SA.CZCE:1,MA.CZCE:2,si.GFEX:3,jm.DCE:4,OI.CZCE:5,FG.CZCE:6,SH.CZCE:7,AP.CZCE:8,rb.SHFE:9",stage189_rerun_membership_locked_fill,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SH.CZCE,fu.SHFE,jm.DCE,rb.SHFE,si.GFEX"
9,2026-05-29,9,10,True,True,formal_top8_locked_then_same_month_model_fill_to_9_plus_fixed_fu,False,"SA.CZCE,MA.CZCE,OI.CZCE,si.GFEX,AP.CZCE,FG.CZCE,SM.CZCE,jm.DCE,ru.SHFE","AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,jm.DCE,rb.SHFE,si.GFEX",rb.SHFE,ru.SHFE,"SA.CZCE:1,MA.CZCE:2,OI.CZCE:3,si.GFEX:4,AP.CZCE:5,FG.CZCE:6,SM.CZCE:7,jm.DCE:8,rb.SHFE:12",stage189_rerun_membership_locked_fill,"AP.CZCE,FG.CZCE,MA.CZCE,OI.CZCE,SA.CZCE,SM.CZCE,fu.SHFE,jm.DCE,rb.SHFE,si.GFEX"
9,2026-06-30,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"ru.SHFE,si.GFEX,SA.CZCE,FG.CZCE,AP.CZCE,au.SHFE,jm.DCE,SM.CZCE,CF.CZCE","AP.CZCE,CF.CZCE,FG.CZCE,SA.CZCE,SM.CZCE,au.SHFE,jm.DCE,ru.SHFE,si.GFEX",,,"ru.SHFE:1,si.GFEX:2,SA.CZCE:3,FG.CZCE:4,AP.CZCE:5,au.SHFE:6,jm.DCE:7,SM.CZCE:8,CF.CZCE:9",stage182_point_in_time_replay,"AP.CZCE,CF.CZCE,FG.CZCE,SA.CZCE,SM.CZCE,au.SHFE,fu.SHFE,jm.DCE,ru.SHFE,si.GFEX"
9,2026-07-31,9,10,True,True,strict_model_top9_plus_fixed_fu,True,"jm.DCE,si.GFEX,SA.CZCE,au.SHFE,lc.GFEX,cu.SHFE,SM.CZCE,lh.DCE,MA.CZCE","MA.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX",,,"jm.DCE:1,si.GFEX:2,SA.CZCE:3,au.SHFE:4,lc.GFEX:5,cu.SHFE:6,SM.CZCE:7,lh.DCE:8,MA.CZCE:9",formal_m0016_latest_pool,"MA.CZCE,SA.CZCE,SM.CZCE,au.SHFE,cu.SHFE,fu.SHFE,jm.DCE,lc.GFEX,lh.DCE,si.GFEX"
