comparison,duration_years,start_cohort,window_count,return_win_count,return_win_rate_pct,median_return_delta_pct,left_positive_count,right_positive_count,left_worst_return_pct,right_worst_return_pct,dd_noninferior_2pp_count,dd_noninferior_2pp_rate_pct,left_dd50_fail_count,right_dd50_fail_count,sharpe_noninferior_005_count,sharpe_noninferior_005_rate_pct,left_slippage,right_slippage,slippage_ratio,left_trades,right_trades,all_right_survival,left_broker100_fail_count,right_broker100_fail_count
A_vs_C,1,combined,16,10,62.5,4.0266666666666735,12,13,-19.01333333333334,-13.753333333333329,13,81.25,0,0,11,68.75,129840.0,118820.0,0.9151263093037585,1423,1241,1,0,0
A_vs_C,1,january,8,5,62.5,4.0266666666666735,5,6,-19.01333333333334,-13.753333333333329,6,75.0,0,0,6,75.0,67780.0,58710.0,0.8661847152552375,705,611,1,0,0
A_vs_C,1,june,8,5,62.5,3.1500000000000075,7,7,-6.9133333333333375,-0.6586666666666297,7,87.5,0,0,5,62.5,62060.0,60110.0,0.9685787947147921,718,630,1,0,0
A_vs_C,2,combined,14,9,64.28571428571429,8.994666666666646,13,13,-14.490000000000002,-16.71,9,64.28571428571429,1,1,11,78.57142857142857,397880.0,382720.0,0.9618980597164974,2699,2375,1,0,0
A_vs_C,2,january,7,4,57.14285714285714,4.746000000000009,6,6,-14.490000000000002,-16.71,5,71.42857142857143,0,0,5,71.42857142857143,205670.0,174910.0,0.8504400252832207,1349,1186,1,0,0
A_vs_C,2,june,7,5,71.42857142857143,16.216933333333337,7,7,38.913333333333334,28.530000000000012,4,57.14285714285714,1,1,6,85.71428571428571,192210.0,207810.0,1.0811612299047917,1350,1189,1,0,0
A_vs_C,3,combined,12,8,66.66666666666666,13.453333333333351,12,12,39.62333333333334,47.43666666666668,10,83.33333333333334,1,1,10,83.33333333333334,886560.0,846540.0,0.9548592311857066,3623,3202,1,0,0
A_vs_C,3,january,6,5,83.33333333333334,13.453333333333351,6,6,39.62333333333334,47.43666666666668,5,83.33333333333334,0,0,6,100.0,458940.0,385340.0,0.8396304527824988,1797,1590,1,0,0
A_vs_C,3,june,6,3,50.0,16.794366666666704,6,6,97.12333333333333,98.25666666666666,5,83.33333333333334,1,1,4,66.66666666666666,427620.0,461200.0,1.0785276647490762,1826,1612,1,0,0
