variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,experiment_arm
stage010_A_official_live_c9_15w,A: Official C9/150k,stage010_A_official_live_c9_15w,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,23.153139900843044,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,0,2,0,1525590.0,808.0,52.58408531583265,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,13071214.100000007,8614.14273333334,70.18112546653508,-56.206935956180295,1.362230340211364,115585.20000000004,91.49497007579949,63.82054034508503,87.1414273333334,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage010_A_official_live_c9_15w,A
stage010_C_rollover_continuation,C: Official + rollover continuation,stage010_C_rollover_continuation,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,23.038825711426387,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,1,6,0,1517200.0,825.0,52.68115942028986,0,0.0,0,0,0,1,0,stage772_am40_80_120_oi_monthly,13338365.80000001,8792.243866666673,70.59139470546808,-56.98762835543509,1.3626692370353988,128689.99999999996,100.4111866942261,63.22848778529501,88.92243866666674,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage010_C_rollover_continuation,C
stage010_H_direction_and_volume_gt_2x,H: C + 30D direction and recent volume > 2x prior risk x1.2,stage010_H_direction_and_volume_gt_2x,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,15553660.10000001,10269.10673333334,73.73960728764774,-60.34695698819308,23.999945988550728,1.4101681682072271,128689.99999999996,95.2240484272014,62.97205329925784,0,2,0,1701240.0,823.0,52.23116313094367,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,15553660.10000001,10269.10673333334,73.73960728764774,-60.34695698819308,1.4101681682072271,128689.99999999996,95.2240484272014,62.97205329925784,103.6910673333334,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,1,stage010_H_direction_and_volume_gt_2x,H
stage012_I_double_volume_asymmetric_risk_15_05,I: C + 30D direction and volume >2x risk x1.5 otherwise x0.5,stage012_I_double_volume_asymmetric_risk_15_05,mstart_2018_01,2018-01 independent start to 2026-05-29,yearly_start,2018-01-02,2026-05-29,150000.0,150000.0,0.4,2037,3798557.200000002,2432.3714666666683,46.90534505686532,-44.8869797554535,19.138229430385298,1.2005960508709452,126106.90000000001,81.19187958381006,50.92835354387107,0,0,0,386680.0,781.0,51.80115273775216,0,0.0,0,0,1,1,0,stage772_am40_80_120_oi_monthly,3798557.200000002,2432.3714666666683,46.90534505686532,-44.8869797554535,1.2005960508709452,126106.90000000001,81.19187958381006,50.92835354387107,25.32371466666668,,,,,2018-01,2018-01,2018,1,1,1,1,1,1,0,stage012_I_double_volume_asymmetric_risk_15_05,I
